names(nla12_dd_wt)
LAKE_LEVEL
LEVEL_CHANGE_M
LEVEL_CHANGES
MAN_DRINKING_WATER
MAN_LEVEL_FLUCTUATIONS
MAN_SCORE
OUTLET_DAMS
PRISTINE
RCH_AGRICULTURE
RCH_BARE_GROUND
RCH_DEVELOPMENT
RCH_FOREST
RCH_GRASS
RCH_SHOREMODS
RCH_SHRUB
RCH_WETLAND
REC_FILMS
REC_MARINAS
REC_PARKS
REC_PRIMITIVE
REC_RESORTS
REC_SCORE
REC_STRING
REC_TRAILS
REC_TRASH
RECREATIONAL_ACTIVITY
RECREATIONAL_VALUE
RES_BRIDGES
RES_CONSTRUCTION
RES_DUMPING
RES_LAWNS
RES_PIPES
RES_RESIDENCES
RES_ROADS
RES_SCORE
RES_SEWAGE
RES_STRING
SWIMMABILITY
TROPHIC_STATE
DRAWDOWN_COND
LITCVR_COND
LITRIPCVR_COND
RDIS_COND
RVEG_COND
PMEAN_BSN
PMIN_BSN
PMAX_BSN
PIP_BSN
TIP_BSN
TMEAN_BSN
TMIN_BSN
TMAX_BSN
TMINSD_BSN
Precip_PT
E_m
RH_PT
TMEAN_PT
P_WY_m
Temp_degC_avg_yr
Precip_mm_avg_yr
Precip_mm_total_yr
temp_degC_winter
temp_degC_spring
temp_degC_summer
precip_mm_winter
precip_mm_spring
precip_mm_summer
POPDEN_BSN
ROADDEN_BSN
DAMDEN_BSN
DAMCNT_BSN
VolumeDerivedZmax
FetchN
FetchE
FetchSE
MaxDepthDerived
MeanDepthDerived
LAT_DD83
LON_DD83
AREA_HA
INDEX_SITE_DEPTH
ECOREG_use
HYDRO_TYPE_f
lk_hydro_iso
DEPTH_COND
lk_area_bin
lk_depth_bin
PCT_OPEN11_BSN
PCT_ICE11_BSN
PCT_DEVOPEN11_BSN
PCT_DEVLOW11_BSN
PCT_DEVMED11_BSN
PCT_DEVHIGH11_BSN
PCT_BARREN11_BSN
PCT_DECID11_BSN
PCT_CONIF11_BSN
PCT_MIXED11_BSN
PCT_SHRUB11_BSN
PCT_GRASS11_BSN
PCT_PASTURE11_BSN
PCT_CROPS11_BSN
PCT_WDYWET11_BSN
PCT_EMHERBWET11_BSN
PCT_DEVELOPED11_BSN
PCT_FOREST11_BSN
PCT_AGR11_BSN
PCT_WET11_BSN
SLD
DpthMx_mod
Zmax_source
L_DpthMx_mod
LKAREA_KM2_mod
L_LKAREA_KM2_mod
NTL_RESULT_ugL
DDVrtDix_sc_MOD
L_DDVrtDix_sc_MOD
Precip_class_man
PRECIP_LO
PCT_FOREST_BSN_logit
PCT_GRASS_BSN_logit
PCT_AGR_BSN_logit
PCT_DEVELOPED_BSN_logit
PCT_WET_BSN_logit
L_COND
L_ANC
L_TURB
L_DOC
L_NTL
L_PTL
L_CHLA
L_CL_PPM
L_SO4_PPM
L_CA_PPM
L_MG_PPM
L_NA_PPM
L_K_PPM
L_SIO2
L_RT_iso
phdi_nla12_WY_AVG
EI_class
WRT_class
COMID
CatAreaSqKm
WsAreaSqKm
CatPctFull
WsPctFull
inStreamCat
BFICat
BFIWs
ElevWs
ElevCat
PctCarbResidWs
PctNonCarbResidWs
PctAlkIntruVolWs
PctSilicicWs
PctExtruVolWs
PctColluvSedWs
PctGlacTilClayWs
PctGlacTilLoamWs
PctGlacTilCrsWs
PctGlacLakeCrsWs
PctGlacLakeFineWs
PctHydricWs
PctEolCrsWs
PctEolFineWs
PctSalLakeWs
PctAlluvCoastWs
PctCoastCrsWs
PctWaterWs
PctCarbResidCat
PctNonCarbResidCat
PctAlkIntruVolCat
PctSilicicCat
PctExtruVolCat
PctColluvSedCat
PctGlacTilClayCat
PctGlacTilLoamCat
PctGlacTilCrsCat
PctGlacLakeCrsCat
PctGlacLakeFineCat
PctHydricCat
PctEolCrsCat
PctEolFineCat
PctSalLakeCat
PctAlluvCoastCat
PctCoastCrsCat
PctWaterCat
OmWs
PermWs
RckdepWs
WtDepWs
OmCat
PermCat
RckdepCat
WtDepCat
AvgWetIndxWs
AvgWetIndxCat
CanalDensWs
CanalDensCat
DamDensWs
DamNIDStorWs
DamNrmStorWs
DamDensCat
DamNIDStorCat
DamNrmStorCat
NABD_DensWs
NABD_NIDStorWs
NABD_NrmStorWs
NABD_DensCat
NABD_NIDStorCat
NABD_NrmStorCat
RdDensWs
RdDensCat
Precip8110Ws
Tmax8110Ws
Tmean8110Ws
Tmin8110Ws
Precip8110Cat
Tmax8110Cat
Tmean8110Cat
Tmin8110Cat
PctNoDataCat_2002
PctIrrigated.AgLandCat_2002
PctNoDataCat_2007
PctIrrigated.AgLandCat_2007
PctNoDataCat_2012
PctIrrigated.AgLandCat_2012
PctNoDataWs_2002
PctIrrigated.AgLandWs_2002
PctNoDataWs_2007
PctIrrigated.AgLandWs_2007
PctNoDataWs_2012
PctIrrigated.AgLandWs_2012
WALA
L_WALA
pctGlac
bffFlat_grad
XL_VertDD_use
XL_HorizDD_use
SDL_VertDD_use
SDL_HorizDD_use
XL_DDVrtDix_sc
SDL_DDVrtDix_sc
XL_DDHzSqrtA_sc
SDL_DDHzSqrtA_sc
LOE_VertDD_use
LOE_HorizDD_use
LOE_DDVrtDix_sc
LOE_DDHzSqrtA_sc
ZLOE_VertDD_use
ZLOE_HorizDD_use
ZLOE_DDVrtDix_sc
ZLOE_DDHzSqrtA_sc
DSGN_CYCLE
SITETYPE.v2
IND_DOMAIN
UNIQUE_ID
WGT_CAT.v2
WGT_SP
WGT_TP
