SITE_ID,VISIT_NO,UID,SID,YEAR,DATE_COL_iso,SAMPLE_ID,SAMPLED_PHAB,dD,d18O,d_excess,E_I,RT_iso,RT_modeled,Water_yield_m,Modeled_Water_yield_m,Lake_precip_m,Lake_evap_m,Volume_Corrected_m3,VertDD_use,HorizDD_use,L_VertDD_use,L_HorizDD_use,DDHzSqrtA_sc,DDVrtDix_sc,L_DDHzSqrtA_sc,L_DDVrtDix_sc,VertDD_CONDc315,HorizDD_CONDc315,Drawdown_CONDus15,RT_NLA12_2015,LkArea_km2,L_LkAreakm2,DpthMx_use,L_DpthMx_use,PERIM_KM,ELEV_use,L_ELEV_use,LATdd_use,LONdd_use,XCOORD,YCOORD,STATE,URBAN,Lake_Origin_use,NARS_NAME,LAKE_ORIGIN,LAKE_ORIGIN12,COMID2012,COMID2007,COMIDS2007,ECOWSA9_2015,WSA9_LO,ECOP5_2015,ECOP6_2015,TNT,RESAMPLED12,SIZE_CLASS,SITETYPE,WGT_ALL,WGT_CAT.v1,CH0712_CAT,CH0712_WGT,CH0712_USE,CAT_UNIQUE,BORD_LAKE,SAM_CODE,ALUMINUM_RESULT_mgL,AMMONIA_N_RESULT_mgL,ANC_RESULT_ueqL,CALCIUM_RESULT_mgL,CHLORIDE_RESULT_mgL,COLOR_RESULT_PtCo,COND_RESULT_uscm,DOC_RESULT_mgL,MAGNESIUM_RESULT_mgL,NITRATE_N_RESULT_mgL,NITRATE_NITRITE_N_RESULT_mgL,NITRITE_N_RESULT_mgL,NTL_RESULT_mgL,PH_RESULT,POTASSIUM_RESULT_mgL,PTL_RESULT_ugL,SILICA_RESULT_mgL,SODIUM_RESULT_mgL,SULFATE_RESULT_mgL,TOC_RESULT_mgL,TSS_RESULT_mgL,TURB_RESULT_NTU,CHLL_RESULT_ugL,SECCHI_m,MICL_RESULT_ugL,AMFCALL,AMFCEMERGENT,AMFCFLOATING,AMFCSUBMERGENT,BFFFLAT,BFFGRADUAL,BFFSTEEP,BFFVERTICAL,BFOANGLE,BFXHORIZDIST,BFXHORIZDIST_DD,BFXVERTHEIGHT,BFXVERTHEIGHT_DD,BSFCBEDROCK,BSFCBOULDERS,BSFCCOBBLE,BSFCGRAVEL,BSFCORGANIC,BSFCSAND,BSFCSILT,BSFCWOOD,BSISITEVARIETY,BSISTAVARIETY,BSVLDIA,BSXLDIA,FCFCAQUATIC,FCFCAQUATIC_DD,FCFCAQUATIC_LIT,FCFCAQUATIC_SIM,FCFCBOULDERS,FCFCBOULDERS_DD,FCFCBOULDERS_LIT,FCFCBOULDERS_SIM,FCFCBRUSH,FCFCBRUSH_DD,FCFCBRUSH_LIT,FCFCBRUSH_SIM,FCFCLEDGES,FCFCLEDGES_DD,FCFCLEDGES_LIT,FCFCLEDGES_SIM,FCFCLIVETREES,FCFCLIVETREES_DD,FCFCLIVETREES_LIT,FCFCLIVETREES_SIM,FCFCSNAG,FCFCSNAGS_DD,FCFCSNAGS_LIT,FCFCSNAGS_SIM,FCFCSTRUCTURES,FCFCSTRUCTURES_DD,FCFCSTRUCTURES_LIT,FCFCSTRUCTURES_SIM,HIFPANY_SYN,HIFPANYCIRCA_SYN,HIIAG_SYN,HIIAGCIRCA_SYN,HIIALL_SYN,HIIALLCIRCA_SYN,HIINONAG_SYN,HIINONAGCIRCA_SYN,HIPWAG_SYN,HIPWALL_SYN,HIPWBUILDINGS_SYN,HIPWCOMMERCIAL_SYN,HIPWCROPS_SYN,HIPWDOCKS_SYN,HIPWLANDFILL_SYN,HIPWLAWN_SYN,HIPWNONAG_SYN,HIPWORCHARD_SYN,HIPWOTHER_SYN,HIPWPARK_SYN,HIPWPASTURE_SYN,HIPWPOWERLINES_SYN,HIPWROADS_SYN,HIPWWALLS_SYN,LitCvrQc3OE,LitRipCvrQc3OE,RDis_IX,RVegQc3OE,RVFCCANBIG,RVFCCANBIG_DD,RVFCCANBIG_RIP,RVFCCANBIG_SYN,RVFCCANSMALL,RVFCCANSMALL_DD,RVFCCANSMALL_RIP,RVFCCANSMALL_SYN,RVFCGNDBARE,RVFCGNDBARE_DD,RVFCGNDBARE_RIP,RVFCGNDBARE_SYN,RVFCGNDINUNDATED,RVFCGNDINUNDATED_DD,RVFCGNDINUNDATED_RIP,RVFCGNDINUNDATED_SYN,RVFCGNDNONW,RVFCGNDNONW_DD,RVFCGNDNONW_RIP,RVFCGNDNONW_SYN,RVFCGNDWOODY,RVFCGNDWOODY_DD,RVFCGNDWOODY_RIP,RVFCGNDWOODY_SYN,RVFCUNDNONW,RVFCUNDNONW_DD,RVFCUNDNONW_RIP,RVFCUNDNONW_SYN,RVFCUNDWOODY,RVFCUNDWOODY_DD,RVFCUNDWOODY_RIP,RVFCUNDWOODY_SYN,RVICANOPY,RVICANOPY_DD,RVICANOPY_RIP,RVICANOPY_SYN,RVICANUND,RVICANUND_DD,RVICANUND_RIP,RVICANUND_SYN,RVIGROUND,RVIGROUND_DD,RVIGROUND_RIP,RVIGROUND_SYN,RVIHERBS,RVIHERBS_DD,RVIHERBS_RIP,RVIHERBS_SYN,RVITALLWOOD,RVITALLWOOD_DD,RVITALLWOOD_RIP,RVITALLWOOD_SYN,RVITOTALVEG,RVITOTALVEG_DD,RVITOTALVEG_RIP,RVITOTALVEG_SYN,RVIUNDERSTORY,RVIUNDERSTORY_DD,RVIUNDERSTORY_RIP,RVIUNDERSTORY_SYN,RVIWOODY,RVIWOODY_DD,RVIWOODY_RIP,RVIWOODY_SYN,SIVDEPTH,SIXDEPTH,SSFCBEDROCK,SSFCBOULDERS,SSFCCOBBLE,SSFCGRAVEL,SSFCORGANIC,SSFCOTHER,SSFCSAND,SSFCSILT,SSFCWOOD,SSISITEVARIETY,SSISTAVARIETY,SSVLDIA,SSXLDIA,BASINAreaSqKM,OPEN_11_km2,ICE_11_km2,DEVOPEN_11_km2,DEVLOW_11_km2,DEVMED_11_km2,DEVHIGH_11_km2,BARREN_11_km2,DECID_11_km2,CONIF_11_km2,MIXED_11_km2,SHRUBLAND_11_km2,GRASS_11_km2,PASTURE_11_km2,CROPS_11_km2,WDYWET_11_km2,EMHERBWET_11_km2,DOMGEOL_BSN,SITE_GEOLOGY,ELEVMAX_BSN_m,ELEVMEAN_BSN_m,ELEVMIN_BSN_m,AGR_CROPLAND,AGR_FEEDLOT,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_PASTURE,AGR_POULTRY,AGR_SCORE,AGR_STRING,AGR_WITHDRAWAL,APPEALING,BIOTIC_INTEGRITY,IND_COMMERCIAL,IND_FIRE,IND_INDUSTRIAL,IND_LOGGING,IND_MINES,IND_ODORS,IND_OIL,IND_POWER,IND_SCORE,IND_STRING,HYDRO_TYPE,LAKE_LEVEL,LEVEL_CHANGE_M,LEVEL_CHANGES,MAN_DRINKING_WATER,MAN_LEVEL_FLUCTUATIONS,MAN_SCORE,OUTLET_DAMS,PRISTINE,RCH_AGRICULTURE,RCH_BARE_GROUND,RCH_DEVELOPMENT,RCH_FOREST,RCH_GRASS,RCH_SHOREMODS,RCH_SHRUB,RCH_WETLAND,REC_FILMS,REC_MARINAS,REC_PARKS,REC_PRIMITIVE,REC_RESORTS,REC_SCORE,REC_STRING,REC_TRAILS,REC_TRASH,RECREATIONAL_ACTIVITY,RECREATIONAL_VALUE,RES_BRIDGES,RES_CONSTRUCTION,RES_DUMPING,RES_LAWNS,RES_PIPES,RES_RESIDENCES,RES_ROADS,RES_SCORE,RES_SEWAGE,RES_STRING,SWIMMABILITY,TROPHIC_STATE,DRAWDOWN_COND,LITCVR_COND,LITRIPCVR_COND,RDIS_COND,RVEG_COND,PMEAN_BSN,PMIN_BSN,PMAX_BSN,PIP_BSN,TIP_BSN,TMEAN_BSN,TMIN_BSN,TMAX_BSN,TMINSD_BSN,Precip_PT,E_m,RH_PT,TMEAN_PT,P_WY_m,Temp_degC_avg_yr,Precip_mm_avg_yr,Precip_mm_total_yr,temp_degC_winter,temp_degC_spring,temp_degC_summer,precip_mm_winter,precip_mm_spring,precip_mm_summer,POPDEN_BSN,ROADDEN_BSN,DAMDEN_BSN,DAMCNT_BSN,VolumeDerivedZmax,FetchN,FetchE,FetchSE,MaxDepthDerived,MeanDepthDerived,LAT_DD83,LON_DD83,AREA_HA,INDEX_SITE_DEPTH,ECOREG_use,HYDRO_TYPE_f,lk_hydro_iso,DEPTH_COND,lk_area_bin,lk_depth_bin,PCT_OPEN11_BSN,PCT_ICE11_BSN,PCT_DEVOPEN11_BSN,PCT_DEVLOW11_BSN,PCT_DEVMED11_BSN,PCT_DEVHIGH11_BSN,PCT_BARREN11_BSN,PCT_DECID11_BSN,PCT_CONIF11_BSN,PCT_MIXED11_BSN,PCT_SHRUB11_BSN,PCT_GRASS11_BSN,PCT_PASTURE11_BSN,PCT_CROPS11_BSN,PCT_WDYWET11_BSN,PCT_EMHERBWET11_BSN,PCT_DEVELOPED11_BSN,PCT_FOREST11_BSN,PCT_AGR11_BSN,PCT_WET11_BSN,SLD,DpthMx_mod,Zmax_source,L_DpthMx_mod,LKAREA_KM2_mod,L_LKAREA_KM2_mod,NTL_RESULT_ugL,DDVrtDix_sc_MOD,L_DDVrtDix_sc_MOD,Precip_class_man,PRECIP_LO,PCT_FOREST_BSN_logit,PCT_GRASS_BSN_logit,PCT_AGR_BSN_logit,PCT_DEVELOPED_BSN_logit,PCT_WET_BSN_logit,L_COND,L_ANC,L_TURB,L_DOC,L_NTL,L_PTL,L_CHLA,L_CL_PPM,L_SO4_PPM,L_CA_PPM,L_MG_PPM,L_NA_PPM,L_K_PPM,L_SIO2,L_RT_iso,phdi_nla12_WY_AVG,EI_class,WRT_class,COMID,CatAreaSqKm,WsAreaSqKm,CatPctFull,WsPctFull,inStreamCat,BFICat,BFIWs,ElevWs,ElevCat,PctCarbResidWs,PctNonCarbResidWs,PctAlkIntruVolWs,PctSilicicWs,PctExtruVolWs,PctColluvSedWs,PctGlacTilClayWs,PctGlacTilLoamWs,PctGlacTilCrsWs,PctGlacLakeCrsWs,PctGlacLakeFineWs,PctHydricWs,PctEolCrsWs,PctEolFineWs,PctSalLakeWs,PctAlluvCoastWs,PctCoastCrsWs,PctWaterWs,PctCarbResidCat,PctNonCarbResidCat,PctAlkIntruVolCat,PctSilicicCat,PctExtruVolCat,PctColluvSedCat,PctGlacTilClayCat,PctGlacTilLoamCat,PctGlacTilCrsCat,PctGlacLakeCrsCat,PctGlacLakeFineCat,PctHydricCat,PctEolCrsCat,PctEolFineCat,PctSalLakeCat,PctAlluvCoastCat,PctCoastCrsCat,PctWaterCat,OmWs,PermWs,RckdepWs,WtDepWs,OmCat,PermCat,RckdepCat,WtDepCat,AvgWetIndxWs,AvgWetIndxCat,CanalDensWs,CanalDensCat,DamDensWs,DamNIDStorWs,DamNrmStorWs,DamDensCat,DamNIDStorCat,DamNrmStorCat,NABD_DensWs,NABD_NIDStorWs,NABD_NrmStorWs,NABD_DensCat,NABD_NIDStorCat,NABD_NrmStorCat,RdDensWs,RdDensCat,Precip8110Ws,Tmax8110Ws,Tmean8110Ws,Tmin8110Ws,Precip8110Cat,Tmax8110Cat,Tmean8110Cat,Tmin8110Cat,PctNoDataCat_2002,PctIrrigated.AgLandCat_2002,PctNoDataCat_2007,PctIrrigated.AgLandCat_2007,PctNoDataCat_2012,PctIrrigated.AgLandCat_2012,PctNoDataWs_2002,PctIrrigated.AgLandWs_2002,PctNoDataWs_2007,PctIrrigated.AgLandWs_2007,PctNoDataWs_2012,PctIrrigated.AgLandWs_2012,WALA,L_WALA,pctGlac,bffFlat_grad,XL_VertDD_use,XL_HorizDD_use,SDL_VertDD_use,SDL_HorizDD_use,XL_DDVrtDix_sc,SDL_DDVrtDix_sc,XL_DDHzSqrtA_sc,SDL_DDHzSqrtA_sc,LOE_VertDD_use,LOE_HorizDD_use,LOE_DDVrtDix_sc,LOE_DDHzSqrtA_sc,ZLOE_VertDD_use,ZLOE_HorizDD_use,ZLOE_DDVrtDix_sc,ZLOE_DDHzSqrtA_sc,DSGN_CYCLE,SITETYPE.v2,IND_DOMAIN,UNIQUE_ID,WGT_CAT.v2,WGT_SP,WGT_TP
NLA12_AL-101,1,6300,NLA12_AL-101,2012,2012-05-24,630470,N,-23.22,-4.21,10.47,0.037268899,0.172729315,0.009782933,0.031383351,0.552506202,1.345419979,0.980958139,59188622.61,NA,NA,NA,NA,NA,NA,NA,NA,Not Assessed,Not Assessed,NOT ASSESSED,T,NA,NA,NA,NA,104.2086662,NA,NA,NA,NA,795432.2051,-434840.7897,AL,NA,NA,Holt Lock and Dam,MAN_MADE,RESERVOIR,166759236,21656744,21656744,SAP,SAP_MAN_MADE,APPS,SAP,Target,NO,>50,PROB,20.28888476,AL_>4,NLA07_RVT12,20.28888476,Include,NLA07RVT,No,REGULAR,0.004,0.0051,1200,21.1,9.87,9,299,2.17,11.85,0.185,0.189,0.004,0.505,8.54,2.274,30,4.144,22.55,72.989,NA,NA,2.35,7.95,2.55,0.08554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10931.778,176.5845,0,634.3227,297.7371,109.6722,49.122,89.181,3139.6869,2031.2928,975.456,838.5201,544.8933,1699.5744,218.3103,123.7212,3.7035,SDMNTRY,SDMNTRY,471.11,196.1540039,39.69,NA,NA,NA,NA,NA,NA,0,NA,NA,4,GOOD,NA,NA,NA,NA,M,NA,NA,NA,3,M,RESERVOIR,ZERO,NA,NA,NA,M,4,ARTIFICIAL,4,0-05,0-05,0-05,75-100,0-05,0-05,0-05,0-05,NA,NA,L,L,NA,4,LLLL,L,L,NA,EXCELLENT,M,NA,NA,NA,NA,NA,L,4,NA,ML,GOOD,OLIGOTROPHIC,Small,Good,Good,Good,Good,145141,9318.110352,13987,63273.5,2412.669922,1620.599976,983.059021,2258.139893,67.518898,111.06,0.98095813878,3.674741475,18.40076901,1.345419978674,18.40076901,111.059229,1443.769977,9.974999747,20.018333436666666,25.267999648,132.79999543333332,101.9433314,103.13999811333332,162.533996,2.18218,0.009147651,100,NA,NA,NA,NA,NA,NA,33.29204144,-87.3913824,1301.87197,13.1,SAP,RESERVOIR,Flow_through,NA,4,4,0.01615331924962252,0,0.05802557461375451,0.02723592630585802,0.01003242107551031,0.00449350508215589,0.00815795929994187,0.287207341751726,0.18581540898470497,0.0892312302719649,0.07670482331419463,0.04984489256916853,0.15547099474577694,0.01997024637712182,0.01131757340846109,3.3878295003795356e-4,0.09978742707727874,0.5622539810083959,0.17544124112289877,0.01165635635849904,8.147319862775776,13.1,INDEX,1.1172712956557642,13.0187197,1.1145682765082885,505,NA,NA,>1200,NA,0.25031479443594323,-2.947709207072862,-1.547544227104704,-2.1995887333801667,-4.440178813332122,2.4756711883244296,3.0791812460476247,0.3710678622717362,0.3364597338485295,-0.2967086218813386,1.4771212547196624,0.9003671286564703,0.9943171526696368,1.8632574135551672,1.3242824552976926,1.0737183503461227,1.3531465462139791,0.35679046035171597,0.6174197467371766,-0.7381917738218086,-1.44,Low,Short,166759236,187.0461,10931.778,100,100,1,34.3534925347281,34.0376800736349,196.153632304,107.388233452,6.79066753825407,87.2507290213907,0,0,0,0.640756700328162,0,0,0,0,0,0,0,0,0,3.41442169791593,0,1.90342504211117,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599980366143725,5.07158946606823,91.6058830275191,173.254603768113,0.555890862506467,4.30741038172753,88.4176076010484,177.714981475277,380.135246434752,483.373845805927,3.2931513977e-5,0,0.0139958934402,247105.01547,208965.833702,0.0106925511946,2730067.0006,2553432.67462,0.00987945419309,245845.612683,208552.620794,0.0106925511946,2730067.0006,2553432.67462,2.17336166409526,1.1053738128317,1451.39694326,32.1966593653,16.2084547642,-0.830967894812,1439.25336883,32.9052221345,17.0624138792,-0.4791265974,100,0,100,0,100,0,99.97038,0.0296219,99.95916,0.04083508,99.97365,0.02635344,NA,NA,0,NA,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,NA,NA,NA,NA,NA,NA,NA,NA,2012,PROB,CORE,NLA_AL-10029,SAP_>50,7.996185645,0
NLA12_AL-102,1,7228,NLA06608-0459,2012,2012-07-17,646340,YES,-18.94,-2.9,4.29,0.113978154,0.642586196,0.476196231,0.482830938,0.56114,1.432689995,0.872176753,3587088.381,0,0,-1,0,0,0,-2,-2,Small,Small,SMALL,S,0.729504203,-0.136972202,17.3,1.238046103,11.87230532,247.04,2.394521723,34.22557,-86.83922,835851.301,-326047.1005,AL,Yes,MAN-MADE,George Lake,MAN_MADE,RESERVOIR,18587568,18587568,18587568,SAP,SAP_MAN_MADE,APPS,SAP,Target,YES,>50,PROB,46.61790206,AL_>4,NLA07_RVT12,46.61790206,Include,NLA07RVT,No,REGULAR,0.01,0.0069,519.7,9.018,2.875,7,76,3.38,1.493,0,0,0,0.389,7.37,1.76,12,1.783,2.085,5.307,NA,NA,3.8,8.48,0.675,0.15209,0.215,0,0.215,0.01,0,0.8,0.2,0,GRADUAL,NA,0,NA,0,0,NA,0.105405405,0.081229306,0.018820356,0.231280369,0.488614559,0.074650004,6,3.1,0.268676601,-0.186875299,NA,0,0.215,0.215,NA,0,0.0575,0.0575,NA,0,0.05,0.05,NA,0,0.03,0.03,NA,0,0.015,0.015,NA,0,0.02,0.02,NA,0,0.005,0.005,0.7,0.6,0.2,0.2,1.1,0.8,0.9,0.6,0.066666667,0.084615385,0,0,0,0.2,0.1,0.35,0.09,0,0,0.05,0.2,0,0.1,0.1,0.897133161,0.86068324,0.627586207,0.789708776,NA,0,0.135,0.135,NA,0,0.3725,0.3725,NA,0,0.282718903,0.282718903,NA,0,0,0,NA,0,0.514886015,0.514886015,NA,0,0.202395082,0.202395082,NA,0,0.085,0.085,NA,0,0.2225,0.2225,NA,0,0.5075,0.5075,NA,0,0.815,0.815,NA,0,0.5825,0.5825,NA,0,0.515,0.515,NA,0,0.73,0.73,NA,0,1.3975,1.3975,NA,0,0.3075,0.3075,NA,0,0.8825,0.8825,0.938320012,1.86,0,0.05,0,0.020378667,0.211056265,0.519860577,0.119249973,0.026160977,0.05329354,6,3.5,0.246531381,-0.07288569,12.2886,0.6012,0,1.4463,0.7353,0.1179,0.0117,0.0081,3.1968,0.4221,0.4005,1.2177,0.0576,3.6099,0.3933,0.0702,0,SDMNTRY,SDMNTRY,324.54,279.77,236.2,NA,NA,NA,NA,M,NA,3,M,NA,3,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,3,ARTIFICIAL,3,25-75,25-May,25-75,25-75,25-75,25-May,25-May,0-05,L,NA,NA,NA,NA,3,LLL,L,L,NA,GOOD,M,NA,NA,M,NA,M,L,10,NA,MMML,FAIR,MESOTROPHIC,Small,Good,Good,Fair,Fair,149389,9942.55957,14351.09961,57869.80078,2342.719971,1538.119995,930.452026,2145.790039,84.572601,118.98,0.8721767529800001,3.28043103,16.36384608,1.43268999466,16.36384608,118.9761534,1546.689995,8.035000006333334,17.844999946666665,23.346000288,157.89999898,77.57333308666666,114.43333433333332,254.791,3.97851,0.081360068,1,1556602.638,2172.844161,658.1452938,1042.513349,6.157037262,2.133781393,34.22781586,-86.84344912,72.95042027,17.3,SAP,RESERVOIR,Flow_through,10-20,3,4,0.04892339241247985,0,0.11769444851325618,0.05983594551047312,0.00959425809286656,9.521019481470632e-4,6.591475025633513e-4,0.26014354767833603,0.03434890874469019,0.03259118207118793,0.09909184121869048,0.00468727112933938,0.2937600703090669,0.0320052731800205,0.00571261168888237,0,0.18807675406474297,0.3270836384942142,0.3257653434890874,0.00571261168888237,3.921175005733551,17.3,NLA,1.2380461031287957,0.7295042026999999,-0.13697220177716218,389,0,-2,>1200,>1200_MAN-MADE,-0.7214051314088855,-5.358206423785522,-0.7274008884467685,-1.462555665169898,-5.159349980224471,1.8808135922807911,2.7157527168228595,0.5797835966168101,0.5289167002776547,-0.4100503986742922,1.0791812460476249,0.9283958522567138,0.4586378490256493,0.7248490876293856,0.9551102309705518,0.17405980772502544,0.3191060593097763,0.24551266781414985,0.2511513431753546,-0.18536211697847357,-0.176153846,Low,Moderate,18587568,7.7526,12.2895,100,100,1,32,32,279.771115342,270.82903413,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60058366898572,5.04466056389601,87.7461493958257,180.001064079092,0.618481541676341,5.02397956814488,87.2640236823775,180.218214534479,423.200219699744,458.943580218249,0,0,0.0813702754384,579628.707433,541990.479678,0.128988984341,918833.294637,859168.794985,0.0813702754384,579628.707433,541990.479678,0.128988984341,918833.294637,859168.794985,3.67393394618821,4.16374702927792,1493.86891535,31.6874117405,15.3848421334,-0.864745504599,1496.93373663,31.709218067,15.4058244625,-0.875284406198,100,0,100,0,100,0,100,0,100,0,100,0,16.84513941038939,1.2264746095535473,0,0.8,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,-0.2344452,-0.0726815,-0.2679581,-0.5581338,-0.675824475,-0.482684676,-0.732391498,-0.648268238,2012,PROB,CORE,NLA_AL-10009,SAP_>50,18.37290433,0
NLA12_AL-103,1,7292,NLA12_AL-103,2012,2012-07-19,646370,N,-17.08,-2.88,5.95,0.102729132,0.13550694,0.013970818,0.046835095,0.447948458,1.216689993,0.926474148,126647772.7,NA,NA,NA,NA,NA,NA,NA,NA,Not Assessed,Not Assessed,NOT ASSESSED,S,NA,NA,NA,NA,688.4591342,NA,NA,NA,NA,913172.7602,-370517.4939,AL,NA,NA,NA,MAN_MADE,RESERVOIR,166759059,22273142,22273142,SAP,SAP_MAN_MADE,APPS,SAP,Target,NO,>50,PROB,51.33189892,AL_>4,NLA07_RVT12,51.33189892,Include,NLA07RVT,No,REGULAR,0,0.0094,1595,22.75,7.226,19,199.9,2.83,5.927,0,0,0,0.449,8.34,1.799,56,3.527,7.777,10.418,NA,NA,4.5,12.2,0.775,0.03593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20059.227,370.3887,0,1650.6387,625.9797,191.3238,83.9061,60.0363,7565.3892,3003.7473,1522.5633,932.6583,748.7748,2605.0518,507.8682,175.2003,15.7005,SDMNTRY,SDMNTRY,1283.72,293.9790039,128.27,NA,NA,NA,NA,NA,NA,0,NA,NA,3,FAIR,NA,NA,L,NA,NA,NA,NA,NA,1,L,RESERVOIR,NA,NA,NA,NA,NA,3,ARTIFICIAL,2,0-05,0-05,25-75,25-May,0-05,25-75,0-05,0-05,NA,M,NA,NA,NA,4,ML,NA,L,NA,GOOD,M,NA,NA,L,NA,M,M,10,NA,MLMM,FAIR,MESOTROPHIC,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,138025,8981.169922,13417.59961,49618.89844,2356.870117,1545.380005,915.940002,2174.810059,59.6908,100.44,0.92647414829,3.50416806,17.3446155,1.21668999304,17.3446155,100.4369224,1305.679991,8.765000343333334,18.93166733,24.394999694000003,96.16999818,98.10333380000002,118.48000083666666,195.550994,2.28139,0.024427664,490,272169549.7,5556.638602,4543.682439,4031.354565,13.51789323,2.626293188,33.7624784,-86.05315833,10363.25848,6.5,SAP,RESERVOIR,Flow_through,NA,4,3,0.01846475439955886,0,0.08228825068882266,0.03120657141972619,0.00953794480714536,0.00418291791602936,0.00299295182212156,0.3771525792095578,0.14974392084002042,0.07590338850046416,0.04649522636141463,0.03732819814043682,0.12986800538226126,0.02531843325767239,0.00873415012452872,7.827071302398642e-4,0.12721568483172355,0.6027998885500424,0.15518643863993364,0.00951685725476859,19.07765844266981,6.5,INDEX,0.8129133566428556,103.6325848,2.0154963304460427,449,NA,NA,>1200,NA,0.41714506910520527,-3.249963522315617,-1.694488741535506,-1.9258045119222664,-4.645128173054978,2.300812794118117,3.2027606873931997,0.6532125137753437,0.45178643552429026,-0.3477536589966768,1.7481880270062005,1.0863598306747482,0.8588979572320035,1.0177843530966784,1.3569814009931311,0.7728349272390181,0.8908120989551245,0.25503116334555137,0.5474054596674897,-0.8371162923699892,-2.048461538,Low,Short,166759059,452.9088,20059.2279,100,100,1,43.7135337180465,48.6699577903495,293.978609138,162.336428447,51.1732911713915,34.1669347103833,0,5.45243319160854,0,6.86417745919323,0,0,0,0,0,0,0,0,0,0.639428399933579,0,1.70373506748981,67.5012717792191,2.26317086353809,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50295688668447,0,26.7326004705583,0.454522468060504,4.49128849569433,121.156449088745,161.468070775929,0.446178517536239,3.85634861470634,132.59997957961,154.41163109296,413.433455561866,679.346567785832,1.98910946119e-4,0,0.0332016767206,128702.264682,108058.251967,0.00441590006642,332561.970092,332425.796982,0.0240288411101,96704.3082516,77060.0904644,0.00441590006642,332561.970092,332425.796982,2.26348041569935,2.61904202640134,1380.26055112,31.5551259931,15.4561071344,-0.986417819748,1377.37529617,32.5307096918,16.3109814284,-0.185267037288,99.89786,0.1021398,99.67768,0.3223165,99.92846,0.07153758,99.87702,0.1229763,99.83372,0.1662821,99.83508,0.1649181,NA,NA,0,NA,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,NA,NA,NA,NA,NA,NA,NA,NA,2012,PROB,CORE,NLA_AL-10037,SAP_>50,20.23077048,0
