SITE_ID,DOMGEOL_BSN,DAMCNT_BSN,DAMDEN_BSN,ELEV_SITE,ELEVMAX_BSN,ELEVMEAN_BSN,ELEVMIN_BSN,GNEISSAREA_BSN,GNEISSPCT_BSN,GRANITICAREA_BSN,GRANITICPCT_BSN,HOUSEDEN_BSN,MAFULAREA_BSN,MAFULPCT_BSN,PERMRATE_BSN,PERMRATE_SITE,POPDEN_BSN,PSUM6M_BSN,PSUMPY_BSN,QTRNRYAREA_BSN,QTRNRYPCT_BSN,ROADDEN_BSN,SANDPCT_BSN,SITE_GEOLOGY,PMEAN_BSN,PMIN_BSN,PMAX_BSN,PIP_BSN,TIP_BSN,TMEAN_BSN,TMAX_BSN,TMIN_BSN,TMEANSD_BSN,TMINSD_BSN,TMAXSD_BSN,PMIN_PT,PMAX_PT,PMEAN_PT,PIP_PT,TIP_PT,TMIN_PT,TMAX_PT,TMEAN_PT,TMEANPW_PT,TMEANPY_PT
NLA_MI-138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA12_AL-101,SDMNTRY,100,0.009147651,5703,47111,19615.40039,3969,0,0,0,0,73.7985,0,0,3.59489,3,162.533996,73767.10156,136967,0,0,2.18218,14.478799,SDMNTRY,145141,9318.110352,13987,63273.5,2412.669922,1620.599976,2258.139893,983.059021,57.6721,67.518898,68.4356,8646,10832,136161,59421,2528.290039,1058,2394,1725.949951,978.814026,1856.900024
NLA12_AL-102,SDMNTRY,1,0.081360068,24815,32454,27977,23620,0,0,0,0,108.831001,0,0,4,4,254.791,75816.39844,134928,0,0,3.97851,15.9482,SDMNTRY,149389,9942.55957,14351.09961,57869.80078,2342.719971,1538.119995,2145.790039,930.452026,68.710899,84.572601,69.955902,9997,10479,150029,59970,2336.370117,931,2160,1545.229981,839.059998,1668.640015
NLA12_AL-103,SDMNTRY,490,0.024427664,14178,128372,29397.90039,12827,0,0,0,0,78.780502,0,0,3.78303,2,195.550994,66970.89844,119021,0,0,2.28139,20.404899,SDMNTRY,138025,8981.169922,13417.59961,49618.89844,2356.870117,1545.380005,2174.810059,915.940002,53.162899,59.6908,64.108902,8865,10479,136511,53655,2441.399902,947,2308,1627.420044,862.333008,1744.040039
NLA12_AL-104,SDMNTRY,586,0.014702004,2227,47111,12486.5,1473,0,0,0,0,38.8945,0,0,3.85507,1,86.8395,71628.10156,128640,0,0,1.7418,20.034099,SDMNTRY,142566,9138.80957,14385.2002,60906.80078,2457.919922,1668.199951,2305.75,1030.660034,54.8965,60.965099,68.436401,8972,10479,137737,58444,2438.300049,1093,2411,1751.979981,970,1836.880005
NLA12_AL-105,SDMNTRY,1,0.425931188,5237,9063,6603.890137,4710,0,0,0,0,9.69264,0,0,8.112549,8,20.1991,80348.29688,142488,0,0,1.2611,41.5498,SDMNTRY,148229,8792.400391,14551.7002,81644,2555.360107,1826.540039,2508.76001,1144.27002,54.115898,65.792603,66.348099,8792,10479,148277,81469,2553.659912,1138,2514,1825.939941,1118.579956,1920.380005
NLA12_AL-106,SDMNTRY,0,0,9646,12404,11494.59961,9577,0,0,0,0,12.5719,0,0,11,11,26.4246,52879.30078,95801.39844,0,0,1.97214,47,SDMNTRY,142659,8389.280273,15967.7002,77023.89844,2561.729981,1869.560059,2503.570068,1235.569946,46.834499,60.717201,60.335602,8399,11786,142736,76729,2562.330078,1232,2506,1869.069946,1206.430054,1980.449951
NLA12_AL-107,SDMNTRY,0,0,7774,9289,8204.429688,7431,0,0,0,0,8.3865,0,0,1,1,18.452999,65622.29688,111937,0,0,1.67443,7,SDMNTRY,132401,7809.540039,15670.59961,55965.89844,2557.050049,1817.26001,2445.870117,1188.599976,47.6357,50.721901,62.521999,7811,10479,132412,56157,2552.909912,1189,2446,1817.75,1079.050049,1918.400024
NLA12_AL-112,SDMNTRY,0,0,7624,11360,9716.389648,7624,0,0,0,0,6.7743,0,0,7,7,11.5325,71354,127334,0,0,1.75053,23,SDMNTRY,139657,8905.139648,14055,59539,2494.199951,1688.729981,2332.209961,1045.23999,52.599201,59.346802,65.940804,8889,10479,139519,59539,2494.199951,1052,2337,1694.329956,888.166992,1802.959961
NLA12_AL-113,SDMNTRY,0,0,1584,9342,5829.660156,1407,0,0,0,0,15.105099,0,0,8.59764,5,34.517601,70429.5,138185,3810000,9,3.60036,47.7621,QTRNRY,163212,9196.370117,17001.59961,114697,2592.389893,1897.900024,2516.52002,1279.27002,42.1875,55.5779,55.287701,9158,10479,163155,111501,2601.899902,1284,2512,1897.810059,1257.329956,2020.579956
NLA12_AL-114,SDMNTRY,0,0,17379,29930,19457,17153,0,0,0,0,27.3602,0,0,2.21687,1,63.913898,65236,119582,0,0,1.35666,11.746999,SDMNTRY,136594,8971.530273,13270,51389.10156,2445.560059,1605.390015,2252.600098,958.14502,55.415299,58.818600000000004,65.561401,8936,10479,136246,51023,2451.399902,958,2267,1612.680054,849.833008,1730.420044
NLA12_AL-R03,SDMNTRY,0,0,31768,47402,36790.10156,30795,0,0,0,0,27.761999,0,0,5.99158,5,56.2285,76543.60156,122213,0,0,0.769925,26.4242,SDMNTRY,148798,9622.740234,15272.7002,46167.10156,2306.560059,1549.52002,2180.100098,918.932983,52.026199,67.750397,74.267601,9506,11786,147091,44873,2322.100098,925,2215,1570.089966,878.635986,1702.780029
NLA12_AL-R05,SDMNTRY,0,0,7075,14690,9767.240234,6049,0,0,0,0,27.1117,0,0,7,7,66.885902,70358,125808,0,0,0.848707,23,SDMNTRY,137982,9081.669922,13841.59961,59595.19922,2521.780029,1713.540039,2385.560059,1041.530029,62.779301,74.147797,70.4104,9042,10479,137726,59594,2528.399902,1058,2388,1723.209961,960.484009,1850.400024
NLA12_AR-101,SDMNTRY,3,0.052444603,7345,12150,9078.75,7339,0,0,0,0,46.478298,0,0,2.813889,2,115.038002,95411.79688,158121,14020000,24,2.58785,57.459201,QTRNRY,133973,6863.870117,13857.2002,41657,2626.370117,1677.979981,2289.699951,1066.27002,50.787899,52.671902,61.778,6756,4234,132538,40520,2624.340088,1067,2289,1678.150024,754.98999,1808.51001
NLA12_AR-102,QTRNRY,0,0,7047,7488,7062.229981,6867,0,0,0,0,4.21491,0,0,1,1,8.636249,78020,136302,1130000,100,0.419724,2,QTRNRY,123029,6254.279785,12918.59961,36642,2559.399902,1588.579956,2151.469971,1025.579956,55.503201,57.257,68.704201,6251,10281,123026,36642,2559.399902,1026,2152,1588.630005,647.166992,1734.079956
NLA12_AR-103,SDMNTRY,16,0.004244525,12162,81751,26739.30078,11682,0,0,0,0,29.7105,0,0,5.17979,0,61.2667,89969.79688,151479,0,0,1.6603,25.0879,SDMNTRY,142194,7097.029785,15400.40039,42332.30078,2546.100098,1591.109985,2224.669922,957.544006,50.202801,62.159,62.639999,6580,10281,132621,39411,2630.600098,1005,2306,1655.459961,764.666992,1800.420044
NLA12_AR-104,SDMNTRY,1,0.022301484,20706,63128,44122.39844,19370,0,0,0,0,3.081759,0,0,3.802809,4,5.035099,80202.89844,144850,0,0,1.11274,34.774101,SDMNTRY,136863,8028.029785,15298.79981,31454.59961,2502.550049,1470.530029,2013.030029,928.026978,54.202499,60.365101,75.9011,7608,12205,130587,30468,2571.229981,942,2158,1549.709961,600.374023,1691.449951
NLA12_AR-105,SDMNTRY,2,1.255492781,5537,7894,6576.069824,5466,0,0,0,0,7.547259,0,0,7.58228,2,16.5608,85391,119180,0,0,0.714128,41.5443,SDMNTRY,139883,8021.919922,13959.2002,43626.39844,2574.090088,1745.26001,2400.330078,1090.160034,48.3023,54.661099,61.129799,8019,10281,139902,43623,2574.100098,1085,2399,1742.02002,866,1871.079956
NLA12_AR-106,SDMNTRY,2,0.039175213,8330,18207,11313.2002,7885,0,0,0,0,8.106739,0,0,3.41942,0,15.455699,82261.5,147875,2560000,5,1.30903,14.119099,QTRNRY,125571,6987.02002,13020,35736.60156,2470.350098,1533.76001,2144.909912,922.604981,54.569599,52.237701,69.4076,6882,13124,125959,34763,2483.639893,964,2140,1552.290039,570.570984,1665.180054
NLA12_AR-109,SDMNTRY,0,0,10805,12876,11514.59961,10490,0,0,0,0,4.65876,0,0,1,1,9.80189,73135.29688,105793,0,0,1.75847,10,SDMNTRY,130311,5867,14514.2002,27285.40039,2619.850098,1708.01001,2353.560059,1062.369995,47.4897,51.030701,63.467899,5874,4234,130314,27165,2627.560059,1067,2358,1712.469971,817.612976,1873.790039
NLA12_AR-111,SDMNTRY,0,0,11957,14201,12613.2998,11779,0,0,0,0,537.611022,0,0,3,3,1305.920043,97181,164373,0,0,5.02281,22,SDMNTRY,134463,7046.5,13881,46242,2638.570068,1666.25,2277.129883,1055.319946,53.690701,55.645302,64.626801,7059,10281,134423,46355,2640.159912,1051,2280,1665.550049,747.78302,1813.540039
NLA12_AZ-101,SDMNTRY,9,5.61337e-4,45959,347871,169337,43484,1712850000,10.68,1072750000,6.69,3.557389,789050000,4.92,3.813329,0,6.77191,19734.80078,42873,0,0,0.772016,35.739299,GRANITIC,57733.30078,1004.940002,9151.839844,20451.30078,2120.76001,1273.26001,2099.959961,446.569,68.049599,76.981102,85.1838,149,4011,31532,14176,3033.659912,1419,2961,2189.949951,1240.930054,2208.790039
NLA12_AZ-102,GRANITIC,1,0.015517008,156762,215933,172686,156737,0,0,64480000,100,287.566009,0,0,1.158679,1,532.499023,16013.7002,31476,0,0,4.32436,27.947099,GRANITIC,49457.30078,856.416016,8303.610352,25553.69922,2024.140015,1178.310059,2002.849976,353.773987,61.9105,69.264702,74.125099,786,4011,40156,20675,2127.570068,447,2109,1278.130005,350.197998,1281.410034
NLA12_AZ-103,VOLCANIC,2,0.059754597,217112,237933,220970,216488,0,0,0,0,1.31762,0,0,1.254559,2,0.486425,25193.30078,56694.89844,0,0,0.974501,26.117599,VOLCANIC,61244.89844,1071.030029,8828.459961,30192,1641.650024,790.362,1608.890015,-28.1745,65.852699,79.286301,78.7062,1020,4011,56824,26194,1691.030029,24,1646,834.56897,55.1493,901.263001
NLA12_AZ-104,SDMNTRY,0,0,214376,298654,248264,213410,0,0,0,0,2.61362,0,0,7.522379,14,5.42559,18171.90039,43459.80078,0,0,2.30095,30.722799,SDMNTRY,49180.39844,1341.550049,6348.290039,17131.09961,1713.75,784.120972,1451.689941,116.553001,58.447701,60.997101,89.048897,911,9650,27378,11487,1858.699951,209,1685,947.224976,-14.5,967.416992
NLA12_AZ-105,VOLCANIC,0,0,206655,259661,217941,206322,0,0,0,0,1.31762,0,0,1.354159,2,0.486425,20544.5,45730,0,0,0.710184,16.9983,VOLCANIC,56700.30078,976.05603,9064.459961,27116.80078,1659.930054,825.828003,1633.339966,18.322001,57.154099,68.076599,69.527496,906,4011,49008,25573,1741.670044,84,1723,903.671997,23.1136,911.705994
NLA12_AZ-106,QTRNRY,0,0,6949,7265,7085.779785,6929,0,0,0,0,0.968971,0,0,10,10,1.09985,3615.050049,8869.589844,3920000,100,2.05561,20,QTRNRY,9116.879883,25.2234,1388.030029,7810.990234,3187.889893,2321.280029,3129.110107,1513.5,45.062599,41.9688,57.814701,25,4011,9149,7869,3188.600098,1513,3129,2320.870117,1346.829956,2306.080078
NLA12_AZ-107,VOLCANIC,16,0.008253758,182297,347896,235572,181909,0,0,0,0,5.63002,0,0,6.991159,1,10.140299,9727.230469,37759.69922,0,0,1.01671,37.390499,SDMNTRY,44490.89844,1393.25,9247.950195,17815.09961,1685.73999,817.208008,1686.48999,-52.0756,53.0298,62.312698,83.234901,858,4011,27773,13899,2039.300049,258,2055,1156.800049,150.167007,1144.040039
NLA12_AZ-112,SDMNTRY,0,0,97811,98010,97819.29688,97622,0,0,0,0,1.476289,0,0,4,4,3.741889,8539,18574,0,0,6.32107,21,SDMNTRY,25926.40039,604.400024,4515.399902,14610,2684.899902,1789.5,2683.600098,896,52.691101,49.447701,69.025803,605,4011,25934,14610,2684.899902,896,2683,1789.369995,810,1816.630005
NLA12_AZ-117,VOLCANIC,0,0,269636,276937,272860,269554,0,0,0,0,1.101889,0,0,8,8,1.84195,30997.40039,73855.70313,0,0,1.61823,42,VOLCANIC,87842,2078.469971,14009.29981,29361.80078,1381.300049,567.408997,1363.949951,-229.098999,87.858299,129.393997,78.427498,2059,4011,87783,30280,1390.699951,-211,1384,586.14502,-184.5,659.458008
NLA12_AZ-118,QTRNRY,0,0,36553,36805,36637.5,36544,0,0,0,0,1137.770019,0,0,4,4,2517.179931,7077,12247,310000,100,15.5385,20,QTRNRY,23042.40039,91.666702,3027.530029,10922,3145.600098,2243.479981,3021.530029,1465.5,56.972302,63.413101,60.777401,92,4011,23006,10922,3145.600098,1466,3022,2243.899902,1296.170044,2289.919922
NLA12_AZ-123,VOLCANIC,0,0,5770,33136,16343.09961,5733,0,0,0,0,0.290006,0,0,1.7776,0,0.410524,4023.669922,9441.330078,0,0,0.069156,17.449199,VOLCANIC,9892.030273,33.003601,1595.640015,6178.649902,3249.580078,2332.590088,3104.419922,1560.77002,45.550201,43.865398,60.2607,26,4011,9194,5800,3238.5,1563,3132,2347.790039,1426.5,2380.379883
NLA12_AZ-127,VOLCANIC,2,0.046424882,207207,256914,215891,206698,0,0,0,0,17.8019,0,0,0.987451,0,34.2257,19227.40039,40386.10156,0,0,1.68787,15.297499,VOLCANIC,59149.5,970.708008,8215.780273,21775.19922,1739.959961,877.971985,1704.430054,51.505501,64.830498,70.378197,78.939796,945,4011,54477,18643,1739,97,1738,917.288025,115,941.083008
NLA12_AZ-129,VOLCANIC,0,0,275605,280286,276864,275603,0,0,0,0,3.035559,0,0,1.191179,1,1.96937,26077.69922,58978.69922,0,0,1.04534,27.3309,VOLCANIC,70925.70313,1886.660034,11372.79981,25672.19922,1357.27002,560.036011,1349.530029,-229.460999,55.596401,80.893898,73.758904,1892,4011,70634,25458,1375.900024,-226,1354,563.820007,-87.581101,687.429993
NLA12_AZ-130,SDMNTRY,24,0.001594505,53335,384477,161852,51211,213960000,1.42,1638320000,10.89,16.902599,0,0,2.8849,12,29.4577,16391.19922,33926.39844,0,0,1.16589,31.7698,GRANITIC,48112.89844,655.961975,7261.350098,20234.40039,2131.73999,1282.040039,2127.449951,436.625,66.088203,72.603897,83.690598,206,4011,36683,12063,3001.899902,1370,2914,2141.929932,1186,2161.629883
NLA12_AZ-131,QTRNRY,0,0,35289,37263,36030.10156,35263,0,0,0,0,1872.650024,0,0,4,4,2467.040039,6065.160156,10987.5,2710000,100,9.90505,20,QTRNRY,22517.19922,125.517998,3008.5,6933.330078,3144.199951,2222.040039,3009.969971,1434.069946,50.618099,53.157398,59.0284,117,4011,22471,7004,3145.820068,1434,3013,2223.229981,1226.479981,2226.899902
NLA12_AZ-133,VOLCANIC,0,0,250569,322928,275125,250371,0,0,0,0,1.101889,0,0,8,8,1.84195,35275.60156,89179.20313,0,0,1.77763,42,VOLCANIC,106551,2253.120117,17467.5,40111.69922,1340.51001,501.372986,1328.949951,-326.212006,83.397697,132.705994,71.9123,2047,9650,94451,35226,1469.170044,-237,1452,607.502991,-157.673004,703.065002
NLA12_AZ-134,SDMNTRY,3,0.013472274,193852,240478,224342,193445,0,0,0,0,2.385669,0,0,3.95319,4,0.748827,26174.59961,55771.60156,0,0,1.04946,33.9025,SDMNTRY,69124.89844,864.616028,10420.59961,20775.09961,1782.040039,923.065002,1626.339966,219.787003,69.7864,80.841499,79.079498,833,4011,45726,21489,1804.699951,162,1839,1000.809998,69.833298,968.583008
NLA12_AZ-139,VOLCANIC,0,0,6082,10227,6927.459961,5896,0,0,0,0,1.96404,0,0,2,2,2.336519,2810,6268,0,0,0,13,VOLCANIC,8597.94043,24,1324.939941,5925,3248.300049,2339.429932,3124.439941,1554.5,44.583599,40.566399,59.4445,24,4011,8583,5925,3248.300049,1551,3125,2337.699951,1446.329956,2384.080078
NLA12_AZ-140,SDMNTRY,1,0.700317077,100644,119579,107122,100604,0,0,0,0,3.17195,0,0,3.08392,3,7.97157,9841,20724,0,0,0.134363,21.916099,SDMNTRY,28376.5,651.43103,5403.259766,14668,2671.300049,1784.810059,2621.98999,947.552002,87.230003,100.240997,84.9272,600,4011,27835,14668,2671.300049,935,2657,1795.609985,830.666992,1820.130005
NLA12_AZ-143,VOLCANIC,0,0,199764,217287,203681,199764,0,0,0,0,1.933459,0,0,1,1,2.850899,24967.80078,45389.19922,0,0,1.10658,11,VOLCANIC,61366.80078,856.125977,7635.859863,21934.5,1859.75,978.697998,1827.430054,129.966995,61.353199,56.609901,87.837997,842,4011,61330,22269,1874.400024,150,1849,999.557007,248.5,1084.709961
NLA12_AZ-145,SDMNTRY,1,0.010754453,240343,307291,260430,240268,0,0,0,0,3.035559,0,0,7.46646,16,1.96937,16394.5,53798.69922,0,0,1.64561,36.085098,SDMNTRY,60625.19922,1674.380005,12046.79981,23550.40039,1524.290039,679.692993,1525.290039,-165.899002,63.1805,88.105598,98.780701,1568,4011,54288,23474,1635.199951,-120,1668,774.086975,114.333,915.583008
NLA12_AZ-150,VOLCANIC,0,0,206685,259661,218471,206322,0,0,0,0,1.31762,0,0,1.32261,2,0.486425,20764.09961,46025.5,0,0,0.704984,17.291299,VOLCANIC,57066.10156,979.367981,9085.049805,27191.09961,1655.969971,822.104981,1629.050049,15.1705,57.472801,68.199204,69.785599,913,4011,49265,25645,1735.400024,83,1723,903.275024,20.5,907.333008
NLA12_AZ-153,VOLCANIC,0,0,205520,308764,246662,205520,0,0,0,0,1.212569,0,0,2.96367,2,1.85975,27522,63745.69922,0,0,1.39395,22.4902,VOLCANIC,76638.70313,1794.069946,12197.59961,28514.5,1557.699951,719.419006,1547.550049,-108.712997,63.3773,75.336899,74.953201,1319,4011,54049,19916,1847.540039,137,1836,986.864014,47.616402,1007.299988
NLA12_AZ-157,VOLCANIC,0,0,251909,252462,252016,251908,0,0,0,0,3.035559,0,0,4,4,1.96937,12454.90039,46197.60156,0,0,5.181,13,VOLCANIC,53538.80078,1773.359985,11316.29981,19290.69922,1586.51001,725.031982,1533.030029,-82.972199,60.9566,55.7882,85.747498,1773,4011,53546,19290,1586.599976,-83,1533,724.979004,-50.333302,804.583008
NLA12_AZ-R01,SDMNTRY,1,0.097561058,222843,239266,230803,222600,0,0,0,0,2.385669,0,0,4.63922,4,0.748827,33660.5,71979.20313,0,0,1.38075,35.1529,SDMNTRY,87394.5,932.851013,13461.5,19354.40039,1763.170044,931.478027,1572.75,290.216003,80.962601,91.052498,93.168701,895,3087,82295,19133,1763.300049,228,1603,915.312012,168.832993,992.125
NLA12_AZ-R02,VOLCANIC,3,0.097135133,204183,225026,209965,203039,0,0,0,0,438.464996,0,0,2.206089,1,511.391998,21196.80078,49223,0,0,7.49889,25.143899,VOLCANIC,57110.19922,1495.189941,9523.839844,24362.80078,1792.199951,957.754028,1793.430054,122.081001,58.806301,65.939499,68.934898,1436,3087,55579,22489,1808.780029,141,1829,985.112,62.4492,994.015015
NLA12_CA-101,SDMNTRY,1,0.010724336,5112,57504,19134.80078,4347,0,0,0,0,10.4848,0,0,4.77152,5,22.622999,68470.89844,87141.79688,0,0,1.27874,29.260799,SDMNTRY,110255,35.138302,22068.80078,1006.76001,1768.839966,1462.280029,2062.709961,861.853027,57.640301,78.158402,53.986,41,18530,95698,1217,1711.099976,799,2061,1429.98999,955,1358.130005
NLA12_CA-102,GRANITIC,1,0.001879893,81767,198938,118707,81681,0,0,452890000,85.14,3.68892,0,0,10.313099,0,6.543799,31574.30078,39617.39844,0,0,1.12728,40.5279,GRANITIC,51434.19922,256.451996,10641,4820.819824,2075.389893,1414.170044,2201.159912,627.174988,64.150803,87.163498,81.361099,241,18530,52083,2889,2069.300049,578,2426,1502.119995,785.166992,1416.709961
NLA12_CA-103,SDMNTRY,2,0.016342724,159246,273930,196596,154340,0,0,10540000,8.61,0.677718,0,0,6.41334,0,1.16953,102391,139478,0,0,1.1743,54.837799,SDMNTRY,168786,630.901978,29782.80078,8238.179688,1538.23999,763.179016,1388.290039,138.072998,76.092697,121.310997,81.532898,318,28436,165600,7615,1683.380005,358,1642,1000.25,392.868012,920.432983
NLA12_CA-104,VOLCANIC,0,0,232314,297384,250839,232311,0,0,0,0,4.80943,0,0,6.596839,7,3.704319,25857.19922,37897.80078,0,0,2.27614,36.0316,VOLCANIC,65331.5,1181.060059,12540.90039,3582.929932,1339.439941,490.273987,1306.709961,-326.174988,74.3377,85.814301,85.221199,1143,28436,63196,3794,1345.300049,-271,1427,577.898987,-63.666699,577.25
NLA12_CA-105,QTRNRY,0,0,291,646,391.4230042,288,0,0,0,0,2748.780029,0,0,3,3,7168.189941,29029,38361,620000,100,5.10155,24,QTRNRY,47702.60156,6,9535.05957,75,2224.899902,1636.099976,2351.040039,921.215027,53.942799,59.144199,72.857101,6,9523,47660,75,2224.899902,921,2350,1635.52002,908.333008,1575.130005
NLA12_CA-106,QTRNRY,0,0,-5293,-4957,-5265.370117,-5456,0,0,0,0,1.955469,0,0,6,6,31.427799,1827.780029,2502.629883,1230000,100,2.01721,30,QTRNRY,6703.720215,26.385599,1191.410034,2953.050049,3157.100098,2298.219971,3145.810059,1450.709961,46.001499,62.265099,48.071301,26,55557,6702,2954,3157.100098,1450,3146,2298.070068,1346.829956,2260.209961
NLA12_CA-107,GRANITIC,1,0.075146895,222800,272808,239470,222342,0,0,13380000,100,1.60131,0,0,6.677949,7,0.846916,69643,105507,0,0,1.34051,45.536499,GRANITIC,157418,1137.319946,26854.80078,5793.259766,1364.359985,587.52002,1191.439941,-16.4007,91.565804,101.121002,94.6483,1012,25854,151976,5528,1439.619995,-44,1305,630.445007,116.072998,680.570007
NLA12_CA-108,GRANITIC,18,0.004756452,29958,421383,233969,29081,0,0,0,94.19,4.290319,0,0,7.736299,5,4.421989,52697.69922,76073.39844,0,0,0.506393,44.431301,GRANITIC,107848,693.633972,20383.40039,1137.910034,1445.849976,684.836975,1348.469971,21.199301,85.744499,99.527702,97.752899,98,25854,62825,121,2481.610107,899,2499,1699.27002,861.216003,1577.439941
NLA12_CA-110,GRANITIC,0,0,317953,350245,329270,317849,0,0,600000,100,0.601957,0,0,3,3,0.957581,65450,97078,0,0,0,32,GRANITIC,149663,1001.190002,28932.30078,1549,954.599976,191.973007,742.78302,-358.812012,83.915802,123.275002,73.365196,1004,25854,150420,1549,954.599976,-354,744,195.024994,-280.166992,219.875
NLA12_CA-111,SDMNTRY,9,0.02553993,48846,177144,94658.89844,48354,0,0,59480000,16.87,57.926898,0,0,2.560869,2,128.738998,100450,129723,0,0,3.26863,18.895399,GRANITIC,146993,127.290001,27458.69922,4676.040039,2106,1340.02002,1994.420044,685.622986,61.125401,67.964203,78.2379,68,17938,102341,1678,2229.199951,822,2185,1503.380005,865.333008,1467.170044
NLA12_CA-112,SDMNTRY,1,0.007695946,42413,112639,71866.39844,42049,0,0,32350000,24.89,16.420999,0,0,1.97999,1,31.973699,103966,132373,0,0,2.58525,27.037599,GRANITIC,143792,186.557999,27502.5,2590.590088,2187.100098,1455.709961,2129.550049,781.854004,63.535301,75.639999,75.031601,90,21303,112561,2057,2234.699951,827,2255,1540.910034,895.833008,1476.130005
NLA12_CA-114,GRANITIC,0,0,364247,394638,372590,363884,0,0,230000,100,0.601957,0,0,3,3,0.957581,57251,81353.29688,0,0,0,32,GRANITIC,135206,1191.420044,25816.80078,1301.729981,715.541016,-65.0205,428.88501,-559,111.214996,140.037994,95.087097,1177,21303,134772,1288,736.179016,-551,448,-51.595299,-634.275024,-60.731701
NLA12_CA-116,MAFUL,0,0,165863,200954,176325,165673,0,0,0,0,3.871659,1190000,100,5.12195,5,5.903399,103408,130945,0,0,0.023378,17.585399,MAFUL,167235,892.617004,29148.69922,7203.939941,1622.380005,790.30603,1340.579956,240.054001,81.408997,95.389,106.650002,906,29562,167095,7172,1647.800049,242,1373,807.254028,269.518005,848.862
NLA12_CA-118,GRANITIC,0,0,264999,367422,312341,264164,0,0,10580000,100,29.587799,0,0,3.3814,6,23.0629,49918.19922,71567.5,0,0,0.075361,33.277,GRANITIC,113176,1544.369995,23111.69922,3692.959961,1060.930054,257.595001,901.981995,-386.808014,76.4133,105.480003,106.139,1473,51728,77302,3868,1311,-387,1227,419.882996,-80.833298,576.833008
NLA12_CA-119,GRANITIC,20,0.008536282,33235,351845,172590,15499,0,0,1357490000,57.94,13.5874,0,0,5.37509,0,18.477699,63194.80078,91873.89844,0,0,1.27024,44.653999,SDMNTRY,126641,584.893982,22068.40039,4365.120117,1739.729981,947.679016,1619.780029,275.584015,75.260498,80.506798,87.077301,58,21036,67351,1533,2370.600098,911,2372,1641.609985,873.833008,1589.420044
NLA12_CA-121,GRANITIC,2,0.001979097,19956,311679,121527,19771,0,0,1010550000,100,5.66412,0,0,4.536369,0,11.737099,46176.30078,58016.60156,0,0,0.888706,46.870399,GRANITIC,74205.70313,283.808014,13712.29981,75.2146,2127.810059,1338.48999,1988.109985,688.872986,106.077004,109.356003,120.209999,79,29562,29216,0,2509.300049,1044,2566,1805.209961,916,1712.5
NLA12_CA-122,SDMNTRY,0,0,212842,243790,223769,212460,0,0,0,0,2.502389,0,0,7,7,1.929049,118345,159381,0,0,0,59,SDMNTRY,187433,733.187012,34161.89844,8633.30957,1402.959961,615.13501,1220.77002,9.55056,113.801003,140.619003,111.917,725,33717,185343,8706,1386.699951,-46,1273,613.070007,136.167007,640.416992
NLA12_CA-123,GRANITIC,0,0,244531,288920,259330,243873,0,0,1640000,100,6.1553,0,0,14.5,15,5.612589,56358.89844,85187.10156,0,0,0.28798,71.761901,GRANITIC,124133,1265.880005,20498.40039,7189.25,1326.030029,478.027008,1072,-115.929001,69.873398,109.666,81.408798,1247,20037,120951,6469,1359.900024,-73,1148,537.427002,23.8333,602.625
NLA12_CA-126,GRANITIC,0,0,327927,421801,357318,326005,0,0,12570000,100,2.146059,0,0,3,3,4.07453,40418.80078,55488,0,0,0.645979,32,GRANITIC,97852.29688,1247.300049,18027.40039,1937.51001,719.414978,-27.9968,504.838989,-560.814026,100.860001,128.151993,107.695,1274,51728,83530,2069,733.208008,-515,636,60.358398,-518.458984,-7.55874
NLA12_CA-128,SDMNTRY,0,0,181113,199965,188156,180298,0,0,0,0,0.693499,0,0,2,2,1.724069,66100.10156,91011.79688,0,0,2.21815,12,SDMNTRY,129881,558.078003,25298.40039,1409.099976,1786.040039,825.098023,1294.219971,355.916992,57.805901,62.877201,88.182999,535,25119,128534,1463,1748.209961,371,1309,839.557983,456.908997,956.094971
NLA12_CA-130,GRANITIC,0,0,153409,175795,161180,152874,0,0,2410000,100,0.460227,0,0,9.734439,19,0.629549,64369.80078,96826.70313,0,0,0.406877,54.734401,GRANITIC,122420,388.130005,22947.80078,3062.570068,1850.339966,1049.349976,1699.109985,399.614014,66.5168,68.606903,83.268303,379,25119,127900,3097,1845.199951,375,1728,1051.130005,426,1023.830017
NLA12_CA-132,GRANITIC,0,0,61418,180302,105582,60846,0,0,30900000,100,7.10711,0,0,9.98322,10,15.4959,108506,155816,0,0,0.222861,54.033599,GRANITIC,161356,753.890991,29296.90039,4079.439941,2013.390015,1228.109985,1812.26001,643.976013,119.378998,179.912003,107.903999,762,21146,116969,2633,2065.600098,575,2037,1306.229981,682.666992,1280.709961
NLA12_CA-133,GRANITIC,0,0,299694,365426,323137,298682,0,0,1310000,100,0.707053,0,0,3,3,0.66189,53473.69922,73839.79688,0,0,0,32,GRANITIC,99370,703.778992,18096.59961,834.734009,1024.280029,232.882004,844.968018,-379.221985,109.945,122.657997,108.194,658,21146,94787,542,1131.130005,-331,915,291.779999,-169.688995,378.278992
