SITE_ID,DOMGEOL_BSN,DAMCNT_BSN,DAMDEN_BSN,ELEV_SITE,ELEVMAX_BSN,ELEVMEAN_BSN,ELEVMIN_BSN,GNEISSAREA_BSN,GNEISSPCT_BSN,GRANITICAREA_BSN,GRANITICPCT_BSN,HOUSEDEN_BSN,MAFULAREA_BSN,MAFULPCT_BSN,PERMRATE_BSN,PERMRATE_SITE,POPDEN_BSN,PSUM6M_BSN,PSUMPY_BSN,QTRNRYAREA_BSN,QTRNRYPCT_BSN,ROADDEN_BSN,SANDPCT_BSN,SITE_GEOLOGY,PMEAN_BSN,PMIN_BSN,PMAX_BSN,PIP_BSN,TIP_BSN,TMEAN_BSN,TMAX_BSN,TMIN_BSN,TMEANSD_BSN,TMINSD_BSN,TMAXSD_BSN,PMIN_PT,PMAX_PT,PMEAN_PT,PIP_PT,TIP_PT,TMIN_PT,TMAX_PT,TMEAN_PT,TMEANPW_PT,TMEANPY_PT
NLA_MI-138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA12_LA-112,SDMNTRY,0,0,3994,4967,4390.379883,3640,0,0,0,0,31.7367,0,0,3,3,75.201103,69636.70313,141084,0,0,0.800004,23,SDMNTRY,165169,11043.40039,16018.2002,106876,2624.699951,1923.23999,2562,1284.5,49.887402,54.7771,55.893299,11036,10281,165100,106996,2625.02002,1285,2562,1923.609985,1276.160034,2025.880005
NLA12_LA-118,QTRNRY,0,0,-7,170,14.4864998,-70,0,0,0,0,1.513679,0,0,9.72434,14,3.59393,77164.60156,131435,57020000,100,0.147979,16.3609,QTRNRY,152018,8852.259766,16914.19922,92882,2677.5,1995.27002,2510.340088,1480.199951,49.1497,54.8382,53.424301,8908,37849,151876,95839,2679.879883,1481,2512,1996.400024,1330.25,2114.610107
NLA12_LA-122,QTRNRY,0,0,3871,4581,4068.580078,3630,0,0,0,0,2.57165,0,0,2.663269,1,6.29297,92928.60156,116581,980000,100,2.07844,4.469389,QTRNRY,132998,6542.089844,13735,46428.30078,2660.530029,1797.77002,2430,1165.550049,54.207699,62.238602,62.331501,6536,4234,132970,46455,2660.399902,1165,2430,1797.719971,982.166992,1985.380005
NLA12_LA-134,QTRNRY,7,0.001059186,-14,4975,995.1209717,-512,0,0,0,0,27.618799,0,0,2.34945,0,67.805397,88874.10156,142032,0,100,1.44709,21.663,QTRNRY,153815,9849.679688,16208.09961,72091.29688,2674.610107,1988.52002,2539.050049,1438,46.439098,48.350399,56.275101,8551,10281,149659,82319,2683.5,1475,2503,1989.140015,1320.5,2111.25
NLA12_LA-141,QTRNRY,0,0,1572,2360,1610.880005,1529,0,0,0,0,1.728479,0,0,2.818939,4,2.890429,97674.20313,147976,3560000,100,1.90243,9.59053,QTRNRY,153301,10692.2002,14774.40039,60635.69922,2636.060059,1918.959961,2515.300049,1322.630005,40.2412,42.929001,51.0508,10695,10281,153267,60662,2636.199951,1324,2517,1920.800049,1176.829956,2041.130005
NLA12_LA-152,QTRNRY,1,0.050192488,2856,3801,3281.560059,2564,0,0,0,0,4.947989,0,0,1.567989,2,9.921139,109442,159462,19890000,100,0.559887,12.401399,QTRNRY,158499,10977.59961,15362.59961,57159.69922,2653.659912,1932.73999,2534.02002,1331.449951,44.354,46.034599,55.399799,10982,10281,159328,58479,2650.199951,1336,2538,1937.069946,1203.900024,2049.810059
NLA12_LA-154,SDMNTRY,0,0,4451,5567,4935.990234,4423,0,0,0,0,140.402999,0,0,1.831329,1,316.574005,82117.60156,106900,0,0,0.887238,14.758999,SDMNTRY,132553,7095.439941,12874.59961,50405.19922,2687.719971,1829.069946,2449.870117,1208.280029,51.321201,55.941002,62.6367,7072,4234,132445,49903,2687.48999,1207,2450,1828.540039,994.317993,2015.560059
NLA12_LA-155,SDMNTRY,0,0,7675,9781,8443.759766,7650,0,0,0,0,44.118,0,0,10,10,110.356002,92630,119149,0,0,3.82619,52,SDMNTRY,139010,6956.729981,13717.79981,48054,2635.199951,1782.27002,2419.979981,1144.699951,48.949299,52.503502,61.035198,6952,4234,138970,48054,2635.199951,1149,2421,1784.939941,946.5,1959.790039
NLA12_LA-161,QTRNRY,0,0,2362,3241,2685.080078,2334,0,0,0,0,25.3637,0,0,2.96954,3,62.8339,104036,145943,2100000,100,1.7098,5.274109,QTRNRY,149683,8930.669922,15828,46075.19922,2686.090088,1907.180054,2506.969971,1307.390015,45.977699,56.223499,51.2649,8938,4234,149725,46089,2685.76001,1308,2507,1907.380005,1144.310059,2053.580078
NLA12_LA-172,QTRNRY,0,0,697,1961,1279.969971,695,0,0,0,0,1856.670043,0,0,2.802819,3,3720.110107,71535.29688,135633,2100000,100,18.2561,5.657279,QTRNRY,157932,10997.29981,16944.30078,99763,2667.02002,1970.229981,2562.139893,1378.23999,44.9193,47.309601,53.410099,11001,10281,157900,100239,2665.399902,1382,2564,1973,1324.829956,2078.629883
NLA12_MA-101,QTRNRY,0,0,175,2059,931.5040283,46,0,0,0,0,190.123992,0,0,41,41,406.652008,40931.80078,116039,2200000,100,5.55819,66,QTRNRY,125549,8610.379883,13354,61181.80078,1945.699951,1020.219971,1499.650024,540.789978,62.240101,67.060303,60.976399,8622,13347,125563,61872,1951.599976,550,1501,1025.579956,245.5,1199.5
NLA12_MA-102,GRANITIC,4,0.078668274,3085,13860,6004.910156,2983,0,0,34660000,68.12,448.825988,0,0,18.324199,0,1160.849975,45960.10156,132418,0,0,5.3417,47.2033,SDMNTRY,126809,9183.629883,12274.59961,52986.30078,1950.060059,982.163025,1559.609985,404.707001,60.8004,68.463997,61.242298,9180,12495,126943,55158,1953.599976,403,1578,990.619995,133.667007,1150.540039
NLA12_MA-103,GNEISS,1,0.177749338,53684,66975,56964.39844,53676,5650000,100,0,0,39.586498,0,0,4.03763,4,37.671298,43819,153143,0,0,0.560188,18.050199,GNEISS,130327,8444.790039,13292.09961,59019.80078,1753.23999,685.690002,1184.949951,186.438004,62.812599,76.281998,85.974098,8511,13166,130676,59259,1761.729981,196,1193,694.479004,-216.942993,889.895996
NLA12_MA-104,SDMNTRY,0,0,4595,14113,6938.379883,4538,0,0,0,0,408.934997,0,0,9.93679,10,1209.660034,43357.19922,132541,0,0,4.44889,44.135398,SDMNTRY,117724,8099.649902,11048.29981,48988.69922,1933.829956,895.145996,1504.329956,285.962006,59.518002,63.1903,62.615601,8092,11040,117707,48690,1933.699951,295,1513,903.989014,-5.83333,1082.75
NLA12_MA-105,SDMNTRY,5,0.039572611,19480,57565,31455.69922,19457,0,0,0,0,19.1403,28550000,22.59,8.49197,26,42.915401,41887.39844,135647,0,0,1.65023,45.8003,SDMNTRY,120801,8205.650391,11767.90039,55420.30078,1837.479981,754.013001,1339.660034,168.365006,71.124199,90.709297,68.719002,8136,11272,118993,54779,1896.069946,160,1412,786.049011,-136.701004,968.031006
NLA12_MA-106,SDMNTRY,1,0.964506173,30189,33981,31202.40039,30161,0,0,0,0,110.105003,0,0,3,3,306.786987,45732.60156,141247,0,0,1.85694,59,SDMNTRY,124597,8577.700195,11893.59961,56771.10156,1902.030029,867.249023,1336.680054,397.850006,60.221401,65.557098,63.380699,8559,11878,124436,56645,1899.050049,394,1342,867.963989,6.81179,1069.170044
NLA12_MA-108,SDMNTRY,0,0,1875,3309,2528.5,1865,0,0,0,0,91.324996,0,0,26,26,258.111999,42629.19922,121378,0,0,1.26828,43,SDMNTRY,127325,9331.19043,13051.09961,55649.39844,1953.979981,1005.080017,1571.400024,438.753998,60.447498,63.245098,62.2584,9334,13058,127353,55615,1953.900024,439,1572,1005.340027,175.667007,1170.579956
NLA12_MA-109,SDMNTRY,0,0,6258,7351,6649.600098,6248,0,0,0,0,1222.869995,0,0,9,9,3640.949951,41540.80078,126155,0,0,11.6626,62,SDMNTRY,116000,7788.899902,11042.40039,54518.5,2009.199951,971.257019,1552.459961,390.042999,63.973801,73.196503,66.624397,7792,11040,115986,54406,2008.560059,390,1552,971.094971,72.220703,1159.180054
NLA12_MA-110,SDMNTRY,1,0.400344948,33693,43154,36872.5,33688,0,0,0,0,26.173,0,0,5,5,56.339099,45699,145233,0,0,2.33802,41,SDMNTRY,125583,8666.419922,11944.90039,59208.10156,1819.400024,756.552002,1348.819946,164.279999,61.491402,66.715202,67.747101,8645,11894,125162,59091,1818.400024,160,1363,761.213013,-142.332993,955.833008
NLA12_MA-111,QTRNRY,1,0.039948547,1375,8418,3865.179932,1258,0,0,0,0,32.788101,0,0,38.619598,35,93.180297,40908.30078,111801,25110000,100,3.42494,70.760803,QTRNRY,126102,8758.349609,13326.29981,57147.5,1916.969971,994.987976,1488.650024,501.339996,57.205502,61.9072,57.859901,8620,13357,125617,58966,1930.290039,515,1495,1005,219.729996,1183.199951
NLA12_MD-101,SDMNTRY,1,0.04123881,35527,72401,46337.39844,33706,0,0,0,0,13.4651,0,0,7.441189,3,25.375999,39097.89844,103457,0,0,3.10823,13.6286,SDMNTRY,99650.20313,6391.439941,10743.7002,49966.80078,1991.359985,1026.420044,1608.479981,444.351013,66.694702,62.614201,81.139397,6363,10713,99085,48458,2028.800049,470,1683,1076.640015,159.832993,1204.630005
NLA12_MD-102,SDMNTRY,3,0.042146199,9062,19961,12942.7998,9005,0,0,0,0,852.898986,0,0,3.00828,3,2158.100097,40513.30078,124325,0,0,6.75348,15.207599,SDMNTRY,112811,7572.649902,11455.5,49889.80078,2278.969971,1278.599976,1872.839966,684.348023,56.300598,51.338699,72.994301,7524,11300,112169,47864,2276.5,685,1874,1279.609985,410.100006,1438.689941
NLA12_MD-103,SDMNTRY,1,0.277697247,77928,89801,83042.10156,77694,0,0,0,0,35.1786,0,0,9.291669,9,77.186996,58563.39844,139743,0,0,3.22522,24.0417,SDMNTRY,125668,8115.830078,12933.2002,52134.10156,1784.390015,825.359985,1362.300049,288.421997,62.829201,63.021999,72.4813,8127,12932,125383,51897,1781.449951,279,1377,828.262024,-64.566101,972.151001
NLA12_MD-104,QTRNRY,2,0.019973457,139,2649,1405.589966,-50,0,0,0,0,225.412002,0,0,12.769499,23,554.862976,38171.10156,104210,87180000,87,4.58826,54.390098,QTRNRY,112869,7858.859863,11140.29981,50562.10156,2350.669922,1383.119995,1970.630005,795.617981,55.7262,59.724999,63.062901,7907,11300,112940,51468,2349.050049,803,1979,1390.900024,611.705994,1570.219971
NLA12_MD-105,QTRNRY,0,0,977,2649,1620.640015,948,0,0,0,0,85.966598,0,0,12.135399,23,198.807998,38303.39844,104404,33010000,93,2.91646,52.629699,QTRNRY,112957,7842.430176,11164.2002,50082.30078,2350.120117,1379.77002,1967.229981,792.333984,52.431599,56.312698,61.040199,7864,11300,112857,51061,2348.370117,797,1972,1384.329956,605.099976,1564.660034
NLA12_MD-107,SDMNTRY,1,0.057029226,73719,85211,77278.10156,73686,0,0,0,0,85.245498,0,0,9.00057,9,173.850997,57174.30078,135247,0,0,2.18218,22.003999,SDMNTRY,122791,7873.02002,13730.40039,48869.30078,1778.810059,841.94397,1433.439941,250.455002,62.830799,65.306,70.500504,7812,12932,121198,48376,1803.900024,261,1452,856.51001,-0.666667,1013.919983
NLA12_MD-108,SDMNTRY,1,0.03026214,10247,18403,14273.59961,9541,0,0,0,0,460.003997,0,0,3.92333,4,1441.699951,39400.30078,111750,0,0,4.66282,28.191699,SDMNTRY,107906,7146.620117,10873.29981,45239.39844,2227.899902,1260.550049,1813.640015,707.455017,53.897499,56.447601,65.984299,7066,11300,106942,44052,2245.600098,710,1835,1272.650024,393.666992,1423.5
NLA12_MD-115,QTRNRY,0,0,165,1332,699.3880005,163,0,0,0,0,258.381988,0,0,4,4,1674.96997,39968.60156,122315,260000,74,9.31943,40,UNKNOWN,112139,7570.140137,10979.40039,41952,2410.729981,1442.619995,1905.589966,979.567993,56.727699,55.136002,63.220501,7568,11300,112129,41950,2410.800049,977,1906,1441.349976,632.666992,1610.540039
NLA12_MD-118,SDMNTRY,1,0.019692815,423,2590,1817.26001,331,0,0,0,0,21.8941,0,0,9.75399,11,52.541,42221.5,127900,0,0,1.53607,30.025199,SDMNTRY,109984,7226.850098,10621.2002,41950.60156,2275.810059,1301.420044,1884.25,718.586975,56.174599,52.638901,69.665604,7248,10801,109631,42545,2273.25,716,1881,1298.420044,449.144989,1452.51001
NLA12_ME-101,GRANITIC,0,0,9830,27200,14732.40039,9755,0,0,25950000,100,3.48007,0,0,8.53205,11,3.02917,47362.19922,111598,0,0,1.39098,46.691501,GRANITIC,116453,7590.279785,12257.79981,53862.60156,1652.180054,577.06897,1164.780029,-10.6404,72.271896,82.053101,66.691002,7619,12304,116656,53802,1655.48999,21,1186,603.572022,-480.542999,745.202026
NLA12_ME-102,SDMNTRY,0,0,37901,81000,50793.69922,37813,460000,0.46,45240000,45.11,0.844628,0,0,4.56893,3,0.148035,39884.39844,128609,0,0,0.56713,16.756299,GRANITIC,114321,6631.189941,12112.5,63348,1539.48999,376.623993,873.364014,-120.111,82.068703,126.847,63.127602,5956,11464,107086,61457,1556.699951,-194,970,387.773987,-739,575.416992
NLA12_ME-103,GNEISS,1,0.005913896,38850,117136,56519.39844,38593,166390000,98.4,0,0,1.46666,0,0,5.740359,4,0.570499,41335.30078,129544,0,0,0.899014,42.526699,GNEISS,123066,7142.160156,13375.7002,67480.29688,1479.119995,360.058014,868.755981,-148.636993,72.437599,93.194603,63.650799,6534,11987,112930,66489,1495.099976,-172,970,399.191986,-732.333008,554.333008
NLA12_ME-104,SDMNTRY,0,0,30769,54185,35301,30567,0,0,0,0,0.6445,0,0,3.06185,3,0.13413,40131.30078,124764,0,0,0.872047,31.6907,SDMNTRY,105705,5822.700195,11308.2002,52051.39844,1524.060059,336.45401,943.129028,-270.217987,76.581299,93.244698,65.873596,5759,11106,104482,51523,1529.479981,-256,978,360.902008,-859.148987,504.178986
NLA12_ME-105,SDMNTRY,0,0,27200,33708,29564.5,27170,0,0,0,0,0.6445,0,0,3.266819,3,0.13413,40738.19922,120378,0,0,0,30.661399,SDMNTRY,106660,5873.220215,10749.90039,52713.39844,1598.209961,387.806,1012.979981,-237.395996,80.109299,107.174004,62.988899,5859,10751,106537,52714,1598.199951,-227,1022,397.640015,-815.833008,548
NLA12_ME-106,GRANITIC,0,0,33043,81012,44165.60156,32969,0,0,7700000,80.54,23.3854,0,0,9,9,13.2395,45460.60156,128081,0,0,0.662234,54,SDMNTRY,125613,6880.240234,12375.29981,77229.29688,1564.469971,501.360992,1083.810059,-81.069,73.3815,83.020401,70.7808,6594,11832,120205,72391,1632.199951,-59,1122,531.427979,-487.333008,738.583008
NLA12_ME-107,VOLCANIC,0,0,6991,16596,8733.379883,6977,0,0,0,0,3.903039,0,0,7.71605,3,5.26801,55195,117574,0,0,0.573509,38.3796,VOLCANIC,125937,8292.19043,13492.09961,57372.19922,1655.369995,612.057983,1162.75,61.376202,71.987396,81.464104,67.012901,8309,13500,125897,57489,1653.199951,65,1167,616.344971,-390.333008,771.833008
NLA12_ME-108,SDMNTRY,0,0,17726,36099,22317.5,17695,0,0,0,0,8.74063,0,0,2.152009,0,13.6076,38314.30078,119566,0,0,1.25093,21.2754,SDMNTRY,106681,6294.720215,11391,47404.19922,1567.910034,359.895996,896.606995,-176.813004,83.431,106.720001,67.922699,6211,11362,105837,47833,1573.400024,-189,929,369.703003,-910.666992,509.75
NLA12_ME-109,SDMNTRY,1,0.002061068,6078,37408,10943.40039,5798,0,0,0,0,26.006599,0,0,2.97354,0,56.4039,40043.80078,105484,0,0,1.45348,3.984479,SDMNTRY,111868,6732.810059,11278.5,58100.19922,1733.280029,626.026978,1216.060059,35.994499,76.563698,100.361,64.858498,6670,11175,110852,57113,1746.829956,21,1243,632.155029,-418.824005,817.125977
NLA12_ME-110,GRANITIC,0,0,12968,28764,16180.7998,12901,0,0,25670000,100,36.831901,0,0,3.60273,0,68.017799,45272.19922,116059,0,0,1.8448,47.201999,GRANITIC,124464,8326.549805,12310.79981,71743.79688,1744.979981,677.02301,1265.900024,88.156403,60.806999,73.996903,64.0159,8305,12270,124270,71509,1751.300049,97,1289,693.015991,-325.833008,864.375
NLA12_ME-111,SDMNTRY,0,0,26244,39879,28495.80078,26233,0,0,0,0,0.117262,0,0,2,2,0.003803,38778.19922,122420,0,0,0,26,SDMNTRY,104785,5896,11194.90039,49735.10156,1612.189941,415.446991,979.346985,-148.473007,84.091698,109.667,67.473702,5896,11173,104682,49756,1612.130005,-156,984,414.234009,-830.80603,564.604004
NLA12_ME-112,SDMNTRY,0,0,21628,27796,24060.30078,21627,0,0,0,0,25.1921,0,0,3,3,52.217899,45901,129659,0,0,0.147646,46,SDMNTRY,120319,7127.209961,12071,71489.10156,1619.689941,570.578003,1156.359985,-15.234,74.706101,106.163002,60.495899,7134,12082,120434,71551,1619.719971,-16,1159,571.669006,-483.423004,741.976013
NLA12_ME-113,SDMNTRY,0,0,11142,12393,11445,11099,0,0,0,0,9.307559,0,0,6,6,15.501299,40235.89844,108940,0,0,0,21,SDMNTRY,110462,6159.080078,11275.79981,57527.39844,1703.540039,576.250977,1188.48999,-36.0513,77.200401,91.852203,68.2957,6153,11274,110428,57533,1704.030029,-37,1189,575.741028,-543.900024,746.794983
NLA12_ME-114,SDMNTRY,0,0,10500,39846,21244,10429,0,0,0,0,17.251499,0,0,3,3,25.577499,44183.39844,119203,0,0,1.64788,46,SDMNTRY,121485,7431.799805,12128.79981,66178.29688,1669.650024,610.497009,1202.219971,18.765499,67.027496,82.429199,59.520199,7410,11994,119997,65933,1690.199951,73,1257,665.109985,-440.5,780.875
NLA12_ME-115,GRANITIC,0,0,33854,44765,37748.5,33794,0,0,960000,100,0.6445,0,0,3,3,0.13413,40703,116215,0,0,0,21,GRANITIC,110251,5984.459961,10862.79981,58912.89844,1583.310059,395.786987,964.708008,-173.132996,67.287399,93.1614,58.552799,5967,10863,109871,58913,1583.300049,-161,972,405.569,-822.333008,551.458008
NLA12_ME-116,SDMNTRY,0,0,40307,58200,46633.80078,40267,0,0,0,0,0.744171,0,0,3.605629,3,0.240858,37384,120813,0,0,0.652449,18.802799,SDMNTRY,106241,5396.890137,11279.29981,60275,1505.099976,348.152008,891.35199,-195,77.837799,107.68,61.062599,5397,11251,105497,60275,1505.099976,-173,912,369.562988,-774.5,532.791992
NLA12_ME-118,SDMNTRY,0,0,5409,11357,7417.859863,5408,0,0,0,0,24.6686,0,0,5,5,52.269199,46045.89844,110947,0,0,1.55526,23,SDMNTRY,119295,7929.75,12500.09961,62407.69922,1752.290039,722.484009,1256.859985,188.093002,61.775398,68.529503,58.492199,7952,12518,119422,62420,1752.800049,187,1261,723.958984,-285.166992,882.666992
NLA12_ME-119,SDMNTRY,0,0,31711,40141,32932.19922,31711,0,0,0,0,0.6445,0,0,2.36187,2,0.13413,40623.39844,123015,0,0,1.67574,37.8288,SDMNTRY,106822,5877.370117,10941.59961,55971.60156,1597.920044,376.996002,1002.359985,-248.289002,76.438004,98.424797,61.555401,5876,10939,106838,56071,1600.060059,-245,1004,379.45401,-767.741028,573.947022
NLA12_ME-120,SDMNTRY,0,0,18332,58094,26024.90039,18330,0,0,0,0,3.6717,0,0,4.46245,3,1.90434,40764.5,113512,0,0,0.184664,23.0806,SDMNTRY,119155,6889.629883,11895.7002,62150.80078,1651.939941,503.519989,1054.390015,-47.350399,83.985397,98.440598,75.719902,6855,11559,116624,61191,1659.670044,-67,1118,525.424011,-601.958008,692.570007
NLA12_ME-121,SDMNTRY,0,0,11654,48954,20366.09961,11654,0,0,0,0,23.711799,0,0,16.896499,9,44.365699,47125.89844,121914,0,0,1.47969,59.631698,SDMNTRY,126227,8776.839844,12489.90039,68036.5,1719.910034,641.301025,1293.979981,-11.3608,68.546997,87.511704,65.2509,8717,12454,125665,66796,1727.800049,20,1349,684.377991,-345.166992,842.5
NLA12_ME-122,VOLCANIC,0,0,2148,11105,4351.200195,2025,0,0,0,0,3.595649,0,0,7.25465,8,4.09456,56937.60156,115627,0,0,0.937599,16.8448,VOLCANIC,127607,8267.740234,13888.7002,60183,1607.180054,621.541016,1154.030029,89.057602,73.936203,84.413498,67.558899,8194,13767,126894,59904,1601.099976,97,1143,619.86499,-329.333008,760.916992
NLA12_ME-124,GRANITIC,0,0,34475,35815,34887.60156,34458,0,0,80000,100,0.6445,0,0,3,3,0.13413,41586.19922,117600,0,0,0,21,GRANITIC,124678,7369.899902,12636.2002,63302.60156,1606.479981,422.60199,965.200012,-120,71.530403,91.895104,62.2351,7371,12639,124694,63172,1609.869995,-119,967,423.645996,-714.642029,612.117981
NLA12_ME-126,MAFUL,0,0,5895,11884,7116.299805,5876,0,0,0,0,1.862079,610000,100,14,14,0.908532,55320,120150,0,0,1.26405,51,MAFUL,125077,8296,13680.09961,55457,1665.900024,610.484985,1172.790039,48.171101,70.780403,83.628601,62.812698,8300,13681,125106,55457,1665.900024,49,1174,611.179993,-389.666992,785.916992
NLA12_ME-127,SDMNTRY,0,0,45213,60605,48570.60156,45213,0,0,0,0,0.17493,0,0,4.272729,5,0.018057,40275.80078,129665,0,0,0,25.909099,SDMNTRY,111844,6292,12790.59961,52287.60156,1561.060059,323.976013,840.151001,-192.182007,90.842201,107.152,81.017098,6295,12797,111877,52276,1561.189941,-192,837,322.654999,-931.911987,481.397003
NLA12_ME-129,SDMNTRY,0,0,11442,14690,12738.7002,11440,0,0,0,0,4.22976,0,0,6,6,4.113379,45072.60156,114038,0,0,0.595695,21,SDMNTRY,116405,7570.830078,11794,56276.60156,1676.229981,551.724976,1158.469971,-55.009701,71.675201,88.240898,62.927898,7584,11807,116494,56359,1675.589966,-54,1161,553.482971,-564.742004,723.341003
NLA12_ME-130,SDMNTRY,0,0,23426,34102,25709.40039,23386,0,0,0,0,30.9538,0,0,4,4,58.777999,47298.39844,124821,0,0,0.367912,50,SDMNTRY,130674,8540.230469,12536.59961,73529,1632.76001,563.146973,1135.719971,-9.46154,57.777599,66.822601,57.725399,8544,12543,130719,73523,1632.5,-5,1140,567.405029,-457.333008,742.333008
NLA12_ME-131,GRANITIC,0,0,104039,143482,123549,103437,0,0,1210000,100,0.6445,0,0,9,9,0.13413,55182.19922,156732,0,0,0,60,GRANITIC,183417,10243.7002,18010.80078,100685,1306.390015,113.086998,624.762024,-398.571014,66.966904,88.5895,66.078903,9727,17341,177476,98413,1309.400024,-353,688,167.255005,-905.833008,344.541992
NLA12_ME-134,SDMNTRY,0,0,20026,25710,21730.5,20016,0,0,0,0,22.378099,0,0,4.86207,5,37.845901,43929.39844,108183,0,0,1.36937,25.689699,SDMNTRY,117254,7513.890137,12026.59961,59545.69922,1746.890015,680.642029,1196.380005,164.891998,68.824501,89.060097,61.4315,7515,12026,117248,59558,1744.540039,162,1196,679.463013,-375.494995,831.174011
NLA12_ME-135,SDMNTRY,0,0,18972,45885,23485.69922,18473,0,0,0,0,9.54294,0,0,3,3,14.2061,40070,112287,0,0,0.952906,31.2303,SDMNTRY,107440,6307.040039,10401.90039,52391.19922,1656.02002,496.414002,1049.910034,-57.0723,76.242897,92.847,66.544701,6269,10412,107038,52424,1653.5,-94,1061,483.434998,-699.663025,640.317993
NLA12_ME-136,SDMNTRY,0,0,28400,41544,32911.80078,28264,0,0,0,0,5.443449,0,0,3.397259,3,2.940409,40651.89844,115525,0,0,0.0032,14.643799,SDMNTRY,119891,7484.919922,11918.29981,61689.39844,1632.48999,461.790985,977.710999,-54.148102,84.535896,101.997002,73.471199,7367,11952,119583,61689,1632.5,-45,1014,484.598999,-644,652.791992
NLA12_ME-137,SDMNTRY,0,0,9281,17813,11177.09961,9277,0,0,220000,5.63,51.275901,0,0,26.1371,32,126.297996,45958.80078,117974,0,0,1.1292,66.908599,SDMNTRY,126016,8344.349609,12275.40039,71917.5,1771.619995,705.419983,1334.319946,76.5177,66.6577,89.082802,61.043098,8346,12273,126012,71500,1767.77002,81,1343,711.905029,-284.881989,889.447998
NLA12_ME-R02,SDMNTRY,0,0,4281,19426,8110.790039,4279,0,0,0,0,34.826099,0,0,9.89474,10,70.2359,53378.60156,114414,0,0,1.49942,44.210498,SDMNTRY,136715,7350.459961,15859.2002,68601.20313,1708.170044,732.114014,1232.51001,231.753006,81.270203,104,77.320198,7331,15808,136378,68072,1701.5,224,1228,725.987976,-206.380997,846.288025
NLA12_ME-R03,SDMNTRY,0,0,33049,39033,35325.80078,32734,0,0,0,0,0.744171,0,0,3,3,0.240858,40300.19922,119608,0,0,1.2579,40,SDMNTRY,107509,5860.569824,11231.90039,60007.80078,1538.869995,388.015015,967.869995,-191.718002,74.237099,93.391502,62.937401,5850,11231,107454,59894,1541,-191,981,394.863007,-748.833008,560.25
NLA12_ME-R06,SDMNTRY,0,0,39068,52051,42210.80078,39039,0,0,0,0,0.117262,0,0,4,4,0.003803,38553.30078,123521,0,0,0.015419,5,SDMNTRY,109234,6049.410156,12295,50507.19922,1617.069946,412.337006,858.570984,-33.938801,112.797997,138.610992,102.172997,6035,12291,109052,50488,1616.099976,-45,862,408.395996,-873.166992,543.25
NLA12_ME-R07,SDMNTRY,0,0,34484,57449,38617,34479,0,0,0,0,0.6445,0,0,3.69615,3,0.13413,40478.5,126090,0,0,0.105791,12.496199,SDMNTRY,110127,6096.509766,11808.29981,53546.89844,1549.920044,326.276001,946.374023,-293.829987,79.067802,99.617104,66.206902,6059,11677,109643,52869,1572.859985,-267,971,351.855011,-847.723999,524.741028
NLA12_ME-R08,GRANITIC,0,0,9704,33472,16003.90039,9699,0,0,42400000,78.3,2.209069,0,0,3.05168,0,1.378209,49144.30078,115892,0,0,0.789036,31.452699,GRANITIC,115337,7521.700195,11767.79981,53312.10156,1665.780029,547.776001,1127.099976,-31.548901,71.036697,93.652802,64.714401,7549,11780,114975,51768,1675,-43,1169,563.369995,-510.5,742.25
NLA12_ME-R10,SDMNTRY,0,0,34521,59435,40153,34416,0,0,0,0,0.117262,0,0,3.13854,4,0.003803,38305.89844,123063,0,0,0.053669,14.673,SDMNTRY,107256,5881.109863,12212.40039,50354.69922,1605.099976,383.325989,857.843018,-91.186897,110.239998,137.126007,98.368599,6057,12209,109119,50492,1617.959961,-100,876,387.815002,-871.69397,544.252991
NLA12_ME-R11,SDMNTRY,0,0,6957,25481,10334.7998,6924,0,0,0,0,32.255001,0,0,3.152349,3,67.944198,48173.60156,113089,0,0,1.49014,59.029201,SDMNTRY,122798,8104.939941,12932.90039,60295.19922,1710.790039,700.344971,1220.420044,180.268997,62.603802,66.820801,64.957497,8115,12944,122876,60632,1718.900024,169,1239,704.117004,-337.166992,839.708008
NLA12_ME-R15,GRANITIC,0,0,19256,45766,31256.90039,18936,0,0,15870000,100,0.6445,0,0,3,3,0.13413,40489.19922,114799,0,0,0,21,GRANITIC,110034,6052.779785,10772.09961,58268.39844,1636.569946,439.996002,1007.090027,-127.110001,71.477799,94.212303,60.035702,6079,10669,109445,57825,1659.900024,-66,1072,503.147003,-694,650.291992
NLA12_MI-101,SDMNTRY,0,0,26931,31370,28605.40039,26931,0,0,0,0,46.8638,0,0,12.1455,11,126.457,38493,92510.79688,0,0,1.80191,69.606597,SDMNTRY,90070.20313,4290.729981,9767,32943.39844,1923.670044,810.075989,1408.680054,211.455002,81.985603,88.429001,82.574303,4298,9770,90099,32900,1925.900024,221,1410,815.504028,-158.667007,978.833008
