SITE_ID,Precip_mm_avg_yr,Precip_mm_total_yr,Temp_degC_avg_yr,P_WY_m,E_m,E_avg_11_12,RH_PT_avg_11_12,temp_degC_summer,precip_mm_summer,temp_degC_winter,precip_mm_winter,temp_degC_spring,precip_mm_spring
NLA12_CA-108,39.92307753,519.0000079,17.0053847,0.49942000797,0.93138481491,77.6154012425,4.03207132,24.83100014,0.24666667,8.660000006333334,57.40666834,14.168333373333335,79.10000103333333
NLA12_CA-111,68.26153907,887.4000079,15.58769241,0.841480009768,0.82647767108,68.87313925666666,3.639729464,22.298000338,4.023333351333334,8.658333460666666,69.126665525,12.761666935666668,167.41333613633333
NLA12_CA-112,75.47307577,981.149985,15.61538469,0.924019983888,0.82861293158,69.05107763166667,3.638863725,22.34700012,4.436666806666667,8.831666628333332,73.353332367,12.946666717,183.85666278233336
NLA12_CA-116,101.2184611,1315.839994,9.255769418,1.269039995057,0.5648827897600001,47.07356581333333,2.623385525,15.943000414,16.136667212333332,3.4900000096666663,108.38333256333333,5.449999968,231.77333069666665
NLA12_CA-119,33.96846256,441.5900133,16.86576931,0.42857001278999995,0.89465537511,74.5546145925,3.904389351,23.709000015999997,3.523333350666667,9.353333473000001,36.646667441,14.066666286666665,79.216669394
NLA12_CA-121,20.90307713,271.7400027,18.16423101,0.26359000304900004,0.96657136819,80.54761401583333,4.087870943,25.097000123999997,0,10.115000089666665,20.876666716333336,16.200000130000003,50.933334349999996
NLA12_CA-123,58.11076921,755.4399998,7.043846056,0.677350003421,0.48483530318,40.40294193166667,2.168980993,13.6079998002,12.786666311,0.28666663166666667,62.30666859666667,4.1383334,109.65666642333332
NLA12_CA-128,63.78538513,829.2100067,10.35807676,0.7883100052130001,0.60271222196,50.22601849666667,2.729486562,17.312999536,2.233333269666667,4.5399999619999996,98.756668407,6.260000070333334,103.78333410766668
NLA12_CA-132,74.19461441,964.5299873,13.03115405,0.940179986938,0.73272376987,61.06031415583333,3.22583633,20.66400051,5.766666729333333,5.443333308,87.09333102,10.723333356666666,152.63000073999999
NLA12_CA-135,59.4346155,772.6500015,6.423846006,0.7135200004360001,0.46338098171000003,38.61508180916667,2.091076749,12.8249996184,17.866666953,-0.021666526999999974,61.796664473333344,3.3333333333333335,111.57666905
NLA12_CA-138,63.46692433,825.0700163,7.343076981,0.78250001662,0.5127994611200001,42.73328842666667,2.376812566,14.7239999778,7.5833331736666665,-0.4550000033333333,63.45333289966666,4.278333425333333,157.42333855
NLA12_CA-141,45.50769155,591.5999902,13.53230777,0.564479989371,0.71329256304,59.44104692,3.101762332,19.496000098000003,0.37666666499999996,6.864999930333333,64.32333150866667,11.498333453999999,77.87999899666667
NLA12_CA-143,23.27461563,302.5700032,14.99730778,0.27757000319,0.71318266226,59.431888521666664,3.167435237,18.07900009,0.803333362,10.403333343,20.460000119333333,13.975000383333333,53.22333404533333
NLA12_CA-145,19.42999981,252.5899975,15.34884622,0.242549997543,0.74244876133,61.870730110833335,3.216349762,19.170000076,1.7266666093333332,10.230000179666668,20.409999212,14.390000023333334,41.996666213999994
NLA12_CA-154,10.32076918,134.1699994,10.37653857,0.126289999244,0.64523313421,53.76942785083333,2.680878775,18.629000092000002,2.706666668,0.8566667236666667,18.433332918999998,8.671666939,13.453333537
NLA12_CA-156,8.016154015,104.2100022,17.72269234,0.104210002195,0.96560185682,80.46682140166666,3.961029102,25.679000474,9.866666793333332,8.791666667000001,5.833333372999999,16.343333243333333,10.820000333333335
NLA12_CA-157,17.01076926,221.1400004,17.23730762,0.212190000612,0.91796264765,76.49688730416666,3.923614462,24.186999892,2.4200000763333334,8.834999719,16.523333209,15.903333026666665,37.38666666533333
NLA12_CA-166,87.94923164,1143.340011,9.319615484,1.070350013449,0.5672417954400001,47.27014962,2.547520884,16.284000208,16.109999416666668,2.454999923666666,80.02666870966665,6.071666440333334,209.67000292
NLA12_CA-167,130.0792289,1691.029975,9.635000119,1.5666499780579999,0.5748242102000001,47.90201751666667,2.609150576,16.516000366000004,21.433333158666667,3.081666708,115.09333166900001,6.138333400333333,303.80666159666663
NLA12_CA-168,17.08846144,222.1499987,18.88346166,0.218039998532,0.9044432110499999,75.3702675875,4.293063262,22.683000182,1.4766666093333332,14.26666641,20.309999783333335,17.04666678,30.860000291333332
NLA12_CA-172,24.51384631,318.680002,17.35000001,0.30122000294600004,0.82640094919,68.86674576583333,4.025646442,21.375,0,12.496666589999998,28.936666490000004,15.081666310000001,39.03333306166667
NLA12_CA-174,19.0746154,247.9700002,16.61576909,0.235749999885,0.84286735799,70.23894649916667,3.578833977,22.017000197999998,0.5233333506666666,9.711666742333334,18.610000451,15.758332886666665,43.66999944
NLA12_CA-180,39.5076919,513.5999947,16.62807674,0.479229995786,0.8751752821600001,72.93127351333334,3.788054732,23.13199997,0.9933333396666667,8.99333334,38.12999963566667,14.87333298,93.11333213333334
NLA12_CA-181,24.85076956,323.0600043,15.46192316,0.31155000406,0.75108584229,62.590486857500004,3.315411118,19.554999923999997,1.7866667113333332,10.115000088666667,33.19999901633333,14.251666706666668,49.136668245
NLA12_CA-188,41.88153793,544.4599931,13.83807703,0.509359994629,0.66093536421,55.0779470175,3.049170394,16.861000060000002,1.6833333176666665,9.606666883,40.553332648,12.493333816666668,97.37666542400001
NLA12_CA-190,24.10846111,313.4099944,16.70269207,0.302859994232,0.86840032705,72.36669392083334,3.693980851,22.899999618,1.1899999780000001,9.224999906,23.846666575,15.496666589999998,55.716664630000004
NLA12_CA-200,94.15076993,1223.960009,6.646153817,1.12030000541,0.4715877001,39.298975008333336,2.202572762,13.127999878599999,17.25999991,0.23499993500000002,87.80000272900001,3.356666763333333,199.55000049666668
NLA12_CA-206,92.81538517,1206.600007,16.74307684,1.16928000754,0.92159841122,76.79986760166666,3.987553828,24.30399971,6.330000003333333,9.138333321,104.97666802666667,13.798333485999999,215.14000033666665
NLA12_CA-208,20.08538471,261.1100012,8.099230766,0.24657000124,0.54088901307,45.0740844225,2.42012457,15.220000266,10.099999943333332,0.12833325066666668,28.700000446666667,6.684999783666666,31.636666613333333
NLA12_CA-212,133.1638475,1731.130018,9.259999945,1.63940001439,0.5621287201999999,46.84406001666667,2.587634696,16.080000116,15.363333230000002,2.9116663933333338,154.99666468333334,5.406666797,294.38667487666663
NLA12_CA-223,53.26384577,692.429995,4.85884617,0.654769995121,0.41948725904,34.957271586666664,1.888989444,11.4200000774,3.716666673666667,-1.7483332953333335,64.59666825,1.7399998506666667,114.99666339999999
NLA12_CA-R01,73.65615312,957.5299905,14.38653865,0.881699988705,0.68661862893,57.2182190775,3.160698695,17.64399986,1.5699999729999998,10.138333638333334,93.853330144,12.713333446333332,141.00999894466665
NLA12_CA-R02,29.56615386,384.3600001,7.879615343,0.35567999983700005,0.52339133751,43.6159447925,2.300813239,15.027999878,13.646666526666666,-0.20500000333333335,38.15999921333333,5.948333184333333,47.810001056666664
NLA12_CA-R03,29.34923075,381.5399997,16.46730775,0.36975999999,0.87143603337,72.6196694475,3.757035727,23.257000352000002,2.8200000126666667,9.133333206333333,34.390000023333336,13.706666309666668,63.476667268
NLA12_CA-R05,96.84153923,1258.94001,7.441153911,1.175830009344,0.51401649426,42.834707855,2.340502477,14.714000129999999,20.863333324666666,0.45333337766666665,94.33666864666667,3.9549999633333335,195.56667076
NLA12_CA-R06,83.6446162,1087.380011,7.926538467,1.021120008516,0.52024919718,43.354099765,2.382675609,14.793000030000002,14.946666778666666,1.071666638,83.70000011666667,5.101666688999999,179.80667112333333
NLA12_CA-R09,34.36307729,446.7200048,4.788077006,0.421770003991,0.42207434237,35.17286186416667,1.828855314,11.468000221,21.18999966,-2.2866666316666664,45.200001225666675,2.116666754,51.48333359
NLA12_CA-R10,83.6446162,1087.380011,7.926538467,1.021120008516,0.52024919718,43.354099765,2.382675609,14.793000030000002,14.946666778666666,1.071666638,83.70000011666667,5.101666688999999,179.80667112333333
NLA12_CA-R12,68.10076717,885.3099732,8.342692422,0.8376899742649999,0.5377892200500001,44.8157683375,2.41289299,15.350000382,9.156666896,1.0283332666666667,67.82333088233332,5.7233333193333324,158.02666092
NLA12_CA-R13,34.36307729,446.7200048,4.788077006,0.421770003991,0.42207434237,35.17286186416667,1.828855314,11.468000221,21.18999966,-2.2866666316666664,45.200001225666675,2.116666754,51.48333359
NLA12_CO-101,20.32923104,264.2800035,12.5942306,0.252720003115,0.81992778267,68.3273152225,2.716396594,22.969999692,28.500000633333332,-0.8633336226666667,13.999999999333333,13.794999756000001,24.846666814000002
NLA12_CO-102,65.2684619,848.4900047,3.503076993,0.789810004381,0.422073116213,35.17275968441667,1.659398174,11.829000091000001,42.71999919133333,-6.504999796666667,91.06666692,2.754999876,41.673332689
NLA12_CO-103,20.86230782,271.2100017,10.79000003,0.252300001846,0.71458824413,59.549020344166664,2.434265586,20.267000195999998,22.443333706,-1.4499999683333333,16.523333071333333,11.711666425333334,15.593333561333333
NLA12_CO-104,24.71923067,321.3499987,11.10807687,0.29228999924,0.73008924553,60.84077046083333,2.468412027,20.678999712,26.15333286933333,-1.2566666606666665,19.830000160666668,11.965000155333334,19.583333333333332
NLA12_CO-105,26.96999998,350.6099997,9.226923191,0.341519999551,0.60608855724,50.50737977,2.326200781,18.023000338000003,24.67000045266667,-1.3799999556666667,36.72333335666667,8.528333347666667,12.693333267666667
NLA12_CO-106,23.45923076,304.9699999,10.90192289,0.283039999604,0.70864861073,59.054050894166664,2.423367827,20.063999748,29.819999218333336,-0.836666743,20.743333341666666,11.573333103000001,17.099999941333333
NLA12_CO-107,50.67153845,658.7299998,3.807307738,0.642839999452,0.409333062747,34.11108856225,1.713340723,11.155000113399998,54.416666428333336,-5.1299999556666664,66.62333297666667,3.106666724,30.25666682233333
NLA12_CO-108,33.10615425,430.3800053,4.231153818,0.41956000561999995,0.438338262042,36.5281885035,1.690477755,12.2429999342,60.29000121666667,-5.815000057333333,14.000000239666667,4.161666632,26.936667045666667
NLA12_CO-109,74.01999914,962.2599889,3.331538531,0.88553998765,0.41406593594200003,34.50549466183333,1.651472445,11.1430001264,106.34332911999998,-6.454999764666667,58.64000066333333,3.241666555666667,49.19999885666667
NLA12_CO-110,28.00230785,364.0300021,11.65230762,0.333120002256,0.73961195149,61.634329290833335,2.493593813,20.825999832,22.850000221666665,0.081666469666666755,30.233332950333335,12.061666488,23.616666793333334
NLA12_CO-111,26.26923033,341.4999943,11.46115387,0.318099994661,0.73376956769,61.14746397416667,2.494130998,20.714999962,26.249999522666666,-0.384999911,24.099999267666664,12.051666576999999,20.86333275
NLA12_CO-114,70.62769299,918.1600088,2.407307698,0.860880010041,0.398847309371,33.23727578091667,1.579360998,11.024000073399998,39.550000966,-7.9933333399999995,108.29000218333333,1.6999998883333334,41.516666411
NLA12_CO-115,55.07615435,715.9900065,4.506538483,0.6695100069850001,0.45353739847999996,37.794783206666665,1.803085807,12.910999870200001,66.66666574166668,-5.708333174666667,52.84333419666667,4.380000193666667,38.77000046
NLA12_CO-117,36.77230771,478.0400002,6.200000066,0.468519999786,0.507853566038,42.321130503166664,2.071271735,15.260000038000001,37.730001210333334,-5.261666616,45.90333302666667,5.741666317666667,15.786666871666668
NLA12_CO-119,95.56769151,1242.37999,-0.585769223,1.156899986285,0.32398166826700003,26.998472355583335,1.356067617,7.0979999544000005,66.69666417833334,-9.891666413333335,140.20999908000002,-1.1449999809999998,68.65333302666666
NLA12_CO-121,71.30307707,926.940002,2.015384563,0.89888000249,0.367153819252,30.596151604333333,1.605523936,9.482999704600001,47.52000093666666,-6.968333244333334,91.40000024333334,1.188333432,43.113332109999995
NLA12_CO-124,26.66153857,346.6000015,11.87730776,0.317860001688,0.75498958229,62.91579852416667,2.5101067,21.183000184,18.453333061,-0.014999945666666736,28.24333413633333,12.564999897,22.62666594866667
NLA12_CO-125,26.42692309,343.5500002,3.128076975,0.32942000006,0.413123475467,34.426956288916664,1.666944292,11.372000025999998,42.77000061533334,-7.451666514,25.186666169999995,2.8249999683333336,14.593333401333334
NLA12_CO-127,25.41769241,330.4300014,11.15653839,0.300670001152,0.73452697185,61.2105809875,2.47341867,20.807999990000003,20.253333808333334,-1.3033332826666666,22.09333288566667,11.988333067,21.796666463333334
NLA12_CO-129,15.67307698,203.7500008,12.28153843,0.198320000966,0.75466174674,62.888478895,2.587704476,21.450999832,8.253333350666667,0.64833347,11.010000071666667,12.541666667,27.95000044633333
NLA12_CO-130,47.15538443,613.0199976,1.475769181,0.559959996206,0.37025653285099996,30.854711070916665,1.506695728,9.493000127,57.40666611866667,-8.410000165333335,42.30333328333334,1.3633333046666667,34.673332210000005
NLA12_CO-131,23.63923074,307.3099996,4.973076949,0.276279998905,0.483315332864,40.276277738666664,1.889032086,13.8729999536,25.94333347,-6.6333333649999995,24.186666487,5.284999927,14.029999931333334
NLA12_CO-133,60.46153773,785.9999904,2.127692277,0.774809990851,0.36591242136900004,30.49270178075,1.612274402,9.386999892599999,47.820000013666665,-6.440000057,87.88999937666667,0.9183333716666667,34.07333374
NLA12_CO-R01,51.14384548,664.8699913,4.01076922,0.613639991751,0.434233964636,36.186163719666666,1.711339248,12.094000052199998,52.390000017,-5.86499993,53.75333277666667,4.0283333463333335,40.376665753333334
NLA12_CO-R04,33.29153833,432.7899983,9.628076938,0.40545999842200003,0.62618884151,52.182403459166665,2.192657185,17.858000182,46.286665927,-0.313333432,28.883333523999998,9.278333505333334,25.263333409666668
NLA12_CO-R07,58.21153831,756.7499981,3.033846085,0.708539999,0.412327271696,34.36060597466667,1.663002514,11.2929997448,47.976668053333334,-7.018333276333333,71.73999912000001,2.8583333496666667,46.449998853333334
NLA12_CO-R10,31.70538469,412.170001,6.839999878,0.38419000149,0.539757012786,44.9797510655,2.034892367,15.872999765999998,35.17333285,-4.343333403333333,30.713333766666665,6.790000042666667,18.19999981
NLA12_CT-101,96.14923021,1249.939993,10.72269218,1.14684999639,0.66118216743,55.0985139525,2.687652725,18.697999762000002,118.81666562999999,0.2649999463333333,71.32333308999999,10.256666502333333,65.86000061
NLA12_CT-102,99.40769327,1292.300013,10.27076928,1.15348000524,0.65120243603,54.26686966916667,2.611842072,18.549000168,96.18333436333334,-0.4900000093333334,80.02000108666665,10.036666711333334,71.26666641
NLA12_CT-103,96.80846141,1258.509998,11.02692316,1.0936100044400001,0.68279539048,56.89961587333333,2.69785817,19.348000333999998,98.99333444666667,0.35833334899999997,80.06000011333333,10.788333732666667,68.59000016666666
NLA12_CT-104,103.2584628,1342.360016,10.79346163,1.23599001318,0.66559675737,55.4663964475,2.673939445,18.785000227999998,126.04333243333333,0.36833341900000005,72.37000021666667,10.416666507,73.10000101
NLA12_CT-105,96.01230798,1248.160004,10.49769226,1.09941999818,0.66404949453,55.3374578775,2.640368928,18.922000124,104.39999899000001,-0.3900000253333334,76.27666472,10.401666164666667,75.56333543333334
NLA12_CT-107,97.65999956,1269.579994,12.8884615,1.18427999125,0.7385358556799999,61.54465464,3.053682882,20.427000044,99.69666545666666,3.239999850666667,78.72333144666666,11.858332951666666,76.88333258
NLA12_CT-108,95.66999964,1243.709995,10.60076895,1.07631999587,0.6628189456800001,55.234912140000006,2.666310301,18.85099945,93.43333434666668,-0.13000003499999993,78.21000036666666,10.314999898333333,63.613332113333335
NLA12_CT-115,96.3753844,1252.879997,11.29769234,1.14127999875,0.68092836922,56.74403076833334,2.753319866,19.141000176,108.78666940333333,1.0500000316666667,72.82333500333333,10.851666450333333,70.42333094333334
NLA12_CT-118,101.7261554,1322.44002,11.60038472,1.20468001759,0.6919054753,57.658789608333336,2.773988366,19.325000381999995,107.7566681,1.4216666619999998,73.79000028,11.186666806,78.27333451666668
NLA12_CT-126,94.20076898,1224.609997,11.04461521,1.12998999405,0.66974740658,55.812283881666666,2.719474707,18.844999502,107.84000141666667,0.8100000223333333,71.47666805333334,10.59499995,68.11333211333333
NLA12_DE-101,95.17615363,1237.289997,14.47423099,1.01014000323,0.8250428413099999,68.75357010916667,3.214176873,22.58100052,86.02333449999999,4.511666615666666,68.73333232333333,14.138333320000001,62.76666768333334
NLA12_DE-102,85.28538484,1108.710003,15.13000008,0.84690000531,0.85152850784,70.96070898666667,3.342749754,23.085000228,65.83666738,5.306666533333333,66.38666660333332,14.653333343333335,57.36000061000001
NLA12_DE-103,83.49769241,1085.470001,15.48923067,0.8579700013,0.86710583235,72.25881936249999,3.376894521,23.378999712000002,74.5099996,5.726666768333334,48.20999908666666,15.123333296666667,70.08666738
NLA12_DE-104,86.13000019,1119.690002,15.6234615,0.89891999816,0.87198496919,72.66541409916667,3.390682958,23.449999618,88.87999851,5.941666603000001,49.67000071333333,15.304999986666667,68.86666742999999
NLA12_DE-105,88.60230725,1151.829994,15.66000014,0.930040001,0.87457096351,72.88091362583333,3.39822703,23.509000013999998,87.22999828333333,5.961666742999999,50.333333333333336,15.383333843333332,66.21666717666666
NLA12_DE-107,85.78769155,1115.23999,15.40307702,0.84827999868,0.86074298809,71.72858234083333,3.417189639,23.25300026,92.22333269,5.601666609333333,51.60000101666666,14.805000306666665,56
NLA12_DE-121,84.97615375,1104.689999,15.64692314,0.88952000049,0.87263059607,72.71921633916666,3.390307337,23.457000349999998,96.25666683000001,5.981666564666667,49.30666732666666,15.349999746666668,64.55333328333333
NLA12_FL-101,97.89692515,1272.660027,23.52000016,1.1594700245690002,1.17858016591,98.21501382583334,5.012625755,26.962000274,188.44667053333333,18.96999995,10.400000251333333,23.281667073333335,82.64666684000001
NLA12_FL-102,110.9600005,1442.480007,23.33961531,1.38806000897,1.18285246222,98.57103851833334,4.954752182,27.256999588000003,266.02000426666666,18.200000763333332,21.98666667666667,23.75333341,52.17999999333333
NLA12_FL-103,93.5069236,1215.590007,22.60115396,1.1128800076979999,1.14395336729,95.32944727416667,4.84016775,26.928000259999997,238.97000376666665,16.90166696,14.820000012666666,23.093332926666665,50.50999959333333
NLA12_FL-104,106.4623072,1384.009993,23.17461527,1.272489996866,1.17818958776,98.18246564666667,4.934511956,27.234000016,244.08333333333334,17.70000012666667,16.086666425333334,23.701666516666666,49.80333328333333
NLA12_FL-105,99.08307655,1288.079995,22.28923064,1.24721999459,1.12706058837,93.9217156975,4.73612101,26.717999648,223.24999493666667,16.41500028,29.176666576666666,22.90666643666667,92.48667017000001
NLA12_FL-106,109.1530748,1418.989973,22.97884633,1.323649976378,1.16468386188,97.05698849,4.892769932,27.075999832,239.99998986666665,17.48833338,16.323333619333336,23.38833363666667,57.36333400666666
NLA12_FL-107,119.276923,1550.599998,23.25999979,1.476589996333,1.1773662972699999,98.11385810583333,4.924779999,27.171999742000004,256.493337,18.15666644,28.369999886666665,23.693333943333332,60.036664631
NLA12_FL-108,127.6069221,1658.889988,20.46961572,1.62063998784,1.04890796004,87.40899667,4.304096463,26.092000195999997,271.36666360000004,13.335000039999999,88.16000110666666,21.683333713333337,91.30999881999999
NLA12_FL-109,105.7238456,1374.409993,22.75192276,1.306999988929,1.1536682168299999,96.13901806916667,4.817043251,26.985999682,237.52999876666664,17.141666413333333,19.780000209666667,23.09999910666667,64.56999969666667
NLA12_FL-110,114.6715406,1490.730028,23.18653855,1.33177002153,1.16775603182,97.31300265166666,4.928936369,27.002000044,254.3233388333333,18.25666682,19.950000446666667,23.47499974666667,48.99666531666667
NLA12_FL-114,106.4623072,1384.009993,23.17461527,1.272489996866,1.17818958776,98.18246564666667,4.934511956,27.234000016,244.08333333333334,17.70000012666667,16.086666425333334,23.701666516666666,49.80333328333333
