SITE_ID,VISIT_NO,DATE_COL_iso,dD,d18O,d_excess,YEAR,SAMPLE_ID,SAMPLED_PHAB,L_LkAreakm2,DDHzSqrtA_sc,DDVrtDix_sc,L_DDHzSqrtA_sc,L_DDVrtDix_sc,URBAN,VertDD_use,HorizDD_use,L_VertDD_use,L_HorizDD_use,ELEV_use,DpthMx_use,LkArea_km2,LATdd_use,LONdd_use,L_DpthMx_use,L_ELEV_use,Lake_Origin_use,ECOWSA9_2015,RT_NLA12_2015,ECOP5_2015,ECOP6_2015,SID,RESAMPLED12,VertDD_CONDc315,HorizDD_CONDc315,Drawdown_CONDus15,RTS12_15,UID...38,AGGR_ECO3_2015,AGGR_ECO9_2015,AREA_HA,BORD_LAKE,CAT_UNIQUE,CH0712_CAT,CH0712_USE,CH0712_WGT,COMID2007,COMID2012,COMIDS2007,ELEVATION,EPA_REG,EVALSTAT,HUC2,HUC8,LAKE_ORIGIN,LAKE_ORIGIN12,LAT_DD83,LON_DD83,EVAL_NAME,NARS_NAME,PERIM_KM,RCHCODE,EVALSTAT.1,STATUS,RT_NLA12,SITEID_07,SITETYPE,SIZE_CLASS,STATE,STRATUM,WGT_ALL,WGT_CAT,XCOORD,YCOORD,REF_NLA12_NUTR,RT_NLA12_BENT,RT_NLA12_ZOOP,TNT,SAM_CODE,ALUMINUM_RESULT_mgL,AMMONIA_N_RESULT_mgL,ANC_RESULT_ueqL,CALCIUM_RESULT_mgL,CHLORIDE_RESULT_mgL,COLOR_RESULT_PtCo,COND_RESULT_uscm,DOC_RESULT_mgL,MAGNESIUM_RESULT_mgL,NITRATE_N_RESULT_mgL,NITRATE_NITRITE_N_RESULT_mgL,NITRITE_N_RESULT_mgL,NTL_RESULT_mgL,PH_RESULT,POTASSIUM_RESULT_mgL,PTL_RESULT_ugL,SILICA_RESULT_mgL,SODIUM_RESULT_mgL,SULFATE_RESULT_mgL,TOC_RESULT_mgL,TSS_RESULT_mgL,TURB_RESULT_NTU,ALUMINUM_BATCH_ID,AMMONIA_N_BATCH_ID,ANC_BATCH_ID,CALCIUM_BATCH_ID,CHLORIDE_BATCH_ID,COLOR_BATCH_ID,COND_BATCH_ID,DOC_BATCH_ID,MAGNESIUM_BATCH_ID,NITRATE_N_BATCH_ID,NITRATE_NITRITE_N_BATCH_ID,NITRITE_N_BATCH_ID,NTL_BATCH_ID,PH_BATCH_ID,POTASSIUM_BATCH_ID,PTL_BATCH_ID,SILICA_BATCH_ID,SODIUM_BATCH_ID,SULFATE_BATCH_ID,TOC_BATCH_ID,TSS_BATCH_ID,TURB_BATCH_ID,ANC_FLAG,CALCIUM_FLAG,CHLORIDE_FLAG,COLOR_FLAG,COND_FLAG,DOC_FLAG,MAGNESIUM_FLAG,NITRATE_N_FLAG,NITRATE_NITRITE_N_FLAG,NTL_FLAG,PH_FLAG,POTASSIUM_FLAG,PTL_FLAG,SILICA_FLAG,SODIUM_FLAG,SULFATE_FLAG,TSS_FLAG,TURB_FLAG,CHEM_SAMPLE_ID,CHLL_RESULT_ugL,CHLL_BATCH_ID,CHLL_QA_FLAG,MICL_RESULT_ugL,MICL_BATCH_ID,MICL_QA_FLAG,SECCHI_m,CLEAR_TO_BOTTOM,AMFCALL,AMFCEMERGENT,AMFCFLOATING,AMFCSUBMERGENT,BFFFLAT,BFFGRADUAL,BFFSTEEP,BFFVERTICAL,BFOANGLE,BFXHORIZDIST,BFXHORIZDIST_DD,BFXVERTHEIGHT,BFXVERTHEIGHT_DD,BSFCBEDROCK,BSFCBOULDERS,BSFCCOBBLE,BSFCGRAVEL,BSFCORGANIC,BSFCSAND,BSFCSILT,BSFCWOOD,BSISITEVARIETY,BSISTAVARIETY,BSVLDIA,BSXLDIA,FCFCAQUATIC,FCFCAQUATIC_DD,FCFCAQUATIC_LIT,FCFCAQUATIC_SIM,FCFCBOULDERS,FCFCBOULDERS_DD,FCFCBOULDERS_LIT,FCFCBOULDERS_SIM,FCFCBRUSH,FCFCBRUSH_DD,FCFCBRUSH_LIT,FCFCBRUSH_SIM,FCFCLEDGES,FCFCLEDGES_DD,FCFCLEDGES_LIT,FCFCLEDGES_SIM,FCFCLIVETREES,FCFCLIVETREES_DD,FCFCLIVETREES_LIT,FCFCLIVETREES_SIM,FCFCOVERHANG,FCFCOVERHANG_DD,FCFCOVERHANG_LIT,FCFCOVERHANG_SIM,FCFCSNAG,FCFCSNAGS_DD,FCFCSNAGS_LIT,FCFCSNAGS_SIM,FCFCSTRUCTURES,FCFCSTRUCTURES_DD,FCFCSTRUCTURES_LIT,FCFCSTRUCTURES_SIM,FCFPALL,FCFPALL_DD,FCFPALL_LIT,FCFPALL_SIM,HIFPANY_SYN,HIFPANYCIRCA_SYN,HIIAG_SYN,HIIAGCIRCA_SYN,HIIALL_SYN,HIIALLCIRCA_SYN,HIINONAG_SYN,HIINONAGCIRCA_SYN,HIPWAG_SYN,HIPWALL_SYN,HIPWBUILDINGS_SYN,HIPWCOMMERCIAL_SYN,HIPWCROPS_SYN,HIPWDOCKS_SYN,HIPWLANDFILL_SYN,HIPWLAWN_SYN,HIPWNONAG_SYN,HIPWORCHARD_SYN,HIPWOTHER_SYN,HIPWPARK_SYN,HIPWPASTURE_SYN,HIPWPOWERLINES_SYN,HIPWROADS_SYN,HIPWWALLS_SYN,HORIZDD,VERTDD,LitCvrQc3OE,LitRipCvrQc3OE,RDis_IX,RVegQc3OE,RVFCCANBIG,RVFCCANBIG_DD,RVFCCANBIG_RIP,RVFCCANBIG_SYN,RVFCCANSMALL,RVFCCANSMALL_DD,RVFCCANSMALL_RIP,RVFCCANSMALL_SYN,RVFCGNDBARE,RVFCGNDBARE_DD,RVFCGNDBARE_RIP,RVFCGNDBARE_SYN,RVFCGNDINUNDATED,RVFCGNDINUNDATED_DD,RVFCGNDINUNDATED_RIP,RVFCGNDINUNDATED_SYN,RVFCGNDNONW,RVFCGNDNONW_DD,RVFCGNDNONW_RIP,RVFCGNDNONW_SYN,RVFCGNDWOODY,RVFCGNDWOODY_DD,RVFCGNDWOODY_RIP,RVFCGNDWOODY_SYN,RVFCUNDNONW,RVFCUNDNONW_DD,RVFCUNDNONW_RIP,RVFCUNDNONW_SYN,RVFCUNDWOODY,RVFCUNDWOODY_DD,RVFCUNDWOODY_RIP,RVFCUNDWOODY_SYN,RVICANOPY,RVICANOPY_DD,RVICANOPY_RIP,RVICANOPY_SYN,RVICANUND,RVICANUND_DD,RVICANUND_RIP,RVICANUND_SYN,RVIGROUND,RVIGROUND_DD,RVIGROUND_RIP,RVIGROUND_SYN,RVIHERBS,RVIHERBS_DD,RVIHERBS_RIP,RVIHERBS_SYN,RVITALLWOOD,RVITALLWOOD_DD,RVITALLWOOD_RIP,RVITALLWOOD_SYN,RVITOTALVEG,RVITOTALVEG_DD,RVITOTALVEG_RIP,RVITOTALVEG_SYN,RVIUNDERSTORY,RVIUNDERSTORY_DD,RVIUNDERSTORY_RIP,RVIUNDERSTORY_SYN,RVIWOODY,RVIWOODY_DD,RVIWOODY_RIP,RVIWOODY_SYN,SIVDEPTH,SIXDEPTH,SSFCBEDROCK,SSFCBOULDERS,SSFCCOBBLE,SSFCGRAVEL,SSFCORGANIC,SSFCOTHER,SSFCSAND,SSFCSILT,SSFCWOOD,SSISITEVARIETY,SSISTAVARIETY,SSVLDIA,SSXLDIA,DATE_COL,AGR_CROPLAND,AGR_FEEDLOT,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_PASTURE,AGR_POULTRY,AGR_SCORE,AGR_STRING,AGR_WITHDRAWAL,APPEALING,BIOTIC_INTEGRITY,IND_COMMERCIAL,IND_FIRE,IND_INDUSTRIAL,IND_LOGGING,IND_MINES,IND_ODORS,IND_OIL,IND_POWER,IND_SCORE,IND_STRING,HYDRO_TYPE,LAKE_LEVEL,LEVEL_CHANGE_M,LEVEL_CHANGES,MAN_DRINKING_WATER,MAN_LEVEL_FLUCTUATIONS,MAN_SCORE,OUTLET_DAMS,PRISTINE,RCH_AGRICULTURE,RCH_BARE_GROUND,RCH_DEVELOPMENT,RCH_FOREST,RCH_GRASS,RCH_SHOREMODS,RCH_SHRUB,RCH_WETLAND,REC_FILMS,REC_MARINAS,REC_PARKS,REC_PRIMITIVE,REC_RESORTS,REC_SCORE,REC_STRING,REC_TRAILS,REC_TRASH,RECREATIONAL_ACTIVITY,RECREATIONAL_VALUE,RES_BRIDGES,RES_CONSTRUCTION,RES_DUMPING,RES_LAWNS,RES_PIPES,RES_RESIDENCES,RES_ROADS,RES_SCORE,RES_SEWAGE,RES_STRING,SWIMMABILITY,TROPHIC_STATE,E_I,Water_yield_m,Modeled_Water_yield_m,RT_iso,RT_modeled,Volume_Corrected_m3,Lake_precip_m,Lake_evap_m,P_E_deficit_m,Wyield_P_E_m,Volume_m3,maxDepth_derived_m,meanDepth_m,surfaceArea_sqm,shorelineLength_m,shorelineDevelopment,fetch_m,INDEX_SITE_DEPTH,BENT_COND,CHLA_COND,NTL_COND,PTL_COND,DRAWDOWN_COND,LITCVR_COND,LITRIPCVR_COND,RDIS_COND,RVEG_COND,SEDHG_MTH_TOP_COND,SEDHG_TOT_BTM_COND,SEDHG_TOT_TOP_COND,CHLL_REC,CYNL_REC,MICL_REC,WSA9_LO
NLA12_AL-101,2,2012-07-21,-20.82,-3.66,8.5,2012,646610,YES,1.114568276,0,0,-2,-2,Yes,0,0,-1,0,57.03,13.7,13.0187197,33.268766,-87.421347,1.136720567,1.763652571,MAN-MADE,SAP,T,APPS,SAP,NLA06608-2187,YES,Small,Small,SMALL,3,7374,EHIGH,SAP,1301.87197,No,NLA07RVT,NLA07_RVT12,Include,20.28888476,21656744,166759236,21656744,57.03,Region_4,TargetSampleable,3,3160112,MAN_MADE,RESERVOIR,33.29204144,-87.3913824,Holt Lock and Dam,Holt Lock and Dam,104.2086662,3.16E+12,TargetSampleable,Target_Sampled,T,NLA06608-2187,PROB,>50,AL,AL_NLA07RVT,20.28888476,AL_>4,795432.2051,-434840.7897,NA,T,T,Target,REGULAR,0.003,0.03,1790,29.65,15.72,20,450,2.5,16.3,0.006,0.006,0,0.376,8.28,2.873,25,2.212,37.92,108.717,NA,NA,2.29,121106.1,120725.2,120724.1,121106.1,120726.1,120724,120724.1,120814.1,121106.1,120726.1,120726.1,120726.1,120727.1,120724.1,121106.1,120727.1,120724.1,121106.1,120726.1,NA,NA,120724.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646610,7.56,120731.1,NA,0.10268,M16,J03,1.3,NA,0.155,0.155,0,0,0,0,0.3,0.7,NEAR_VERTICAL,NA,0,NA,0,0.1,NA,0.198601399,0.126760642,0.041498316,0.372806091,0.007692308,0.152641243,7,3.2,0.244058201,0.179531696,NA,0,0.155,0.155,NA,0,0.1575,0.1575,NA,0,0.095,0.095,NA,0,0.205,0.205,NA,0,0,0,NA,0,0.1575,0.1575,NA,0,0.035,0.035,NA,0,0,0,NA,0,1,1,0.2,0.2,0,0,0.2,0.2,0.2,0.2,0,0.015384615,0,0,0,0,0.2,0,0.02,0,0,0,0,0,0,0,0,0,1.587263897,2.003502875,0.183333333,1.34102331,NA,0,0.06,0.06,NA,0,0.5975,0.5975,NA,0,0.397384476,0.397384476,NA,0,0,0,NA,0,0.237022048,0.237022048,NA,0,0.365593476,0.365593476,NA,0,0.085,0.085,NA,0,0.5375,0.5375,NA,0,0.6575,0.6575,NA,0,1.28,1.28,NA,0,0.4525,0.4525,NA,0,0.255,0.255,NA,0,1.195,1.195,NA,0,1.7325,1.7325,NA,0,0.6225,0.6225,NA,0,1.4775,1.4775,1.184201559,3.33,0.233400299,0.143582611,0.01010101,0.006666667,0.111988887,0.28583762,0.006666667,0.173700804,0.028055435,8,4.4,0.301095109,0.271931862,21-Jul-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,GOOD,NA,NA,NA,NA,M,NA,NA,NA,3,M,RESERVOIR,NA,NA,NA,NA,NA,1,ARTIFICIAL,2,0-05,0-05,0-05,75-100,0-05,0-05,0-05,0-05,NA,L,L,L,NA,5,LLLLL,L,L,NA,GOOD,M,NA,NA,NA,NA,L,L,5,NA,MLL,GOOD,MESOTROPHIC,0.028358239,0.041244555,0.552506202,0.131431279,0.009782933,59188622.61,1.345419979,0.980958139,0.36446184,-0.323217285,4783627.138,59.29503417,21.7874984,13018719.7,104208.6662,8.147319867,2621.853527,13.7,Poor,Good,Fair,Fair,Small,Good,Good,Good,Good,Medium,Not Assessed,Medium,Low,Low,Low,SAP_MAN_MADE
NLA12_AL-101,1,2012-05-24,-23.22,-4.21,10.47,2012,630470,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAP,T,APPS,SAP,NLA12_AL-101,NO,Not Assessed,Not Assessed,NOT ASSESSED,3,6300,EHIGH,SAP,1301.87197,No,NLA07RVT,NLA07_RVT12,Include,20.28888476,21656744,166759236,21656744,57.03,Region_4,TargetSampleable,3,3160112,MAN_MADE,RESERVOIR,33.29204144,-87.3913824,Holt Lock and Dam,Holt Lock and Dam,104.2086662,3.16E+12,TargetSampleable,Target_Sampled,T,NLA06608-2187,PROB,>50,AL,AL_NLA07RVT,20.28888476,AL_>4,795432.2051,-434840.7897,NA,T,T,Target,REGULAR,0.004,0.0051,1200,21.1,9.87,9,299,2.17,11.85,0.185,0.189,0.004,0.505,8.54,2.274,30,4.144,22.55,72.989,NA,NA,2.35,120725.1,120606.1,120525.1,120725.1,120529.1,120526.1,120525.1,120613.1,120725.1,120529.1,120529.1,120529.1,120604.1,120525.1,120725.1,120604.1,120529.1,120725.1,120529.1,NA,NA,120525.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630470,7.95,120605.1,NA,0.08554,M3,J02,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24-May-12,NA,NA,NA,NA,NA,NA,0,NA,NA,4,GOOD,NA,NA,NA,NA,M,NA,NA,NA,3,M,RESERVOIR,ZERO,NA,NA,NA,M,4,ARTIFICIAL,4,0-05,0-05,0-05,75-100,0-05,0-05,0-05,0-05,NA,NA,L,L,NA,4,LLLL,L,L,NA,EXCELLENT,M,NA,NA,NA,NA,NA,L,4,NA,ML,GOOD,OLIGOTROPHIC,0.037268899,0.031383351,0.552506202,0.172729315,0.009782933,59188622.61,1.345419979,0.980958139,0.36446184,-0.333078489,NA,NA,NA,NA,NA,NA,NA,13.1,Poor,Good,Fair,Fair,Small,Good,Good,Good,Good,Medium,Not Assessed,Medium,Low,Low,Low,SAP_MAN_MADE
NLA12_AL-102,1,2012-07-17,-18.94,-2.9,4.29,2012,646340,YES,-0.136972202,0,0,-2,-2,Yes,0,0,-1,0,247.04,17.3,0.729504203,34.22557,-86.83922,1.238046103,2.394521723,MAN-MADE,SAP,S,APPS,SAP,NLA06608-0459,YES,Small,Small,SMALL,2,7228,EHIGH,SAP,72.95042027,No,NLA07RVT,NLA07_RVT12,Include,46.61790206,18587568,18587568,18587568,247.04,Region_4,TargetSampleable,3,3160109,MAN_MADE,RESERVOIR,34.22781586,-86.84344912,George Lake,George Lake,11.87230532,3.16E+12,TargetSampleable,Target_Sampled,S,NLA06608-0459,PROB,>50,AL,AL_NLA07RVT,46.61790206,AL_>4,835851.301,-326047.1005,NA,S,S,Target,REGULAR,0.01,0.0069,519.7,9.018,2.875,7,76,3.38,1.493,0,0,0,0.389,7.37,1.76,12,1.783,2.085,5.307,NA,NA,3.8,121105.1,120725.1,120719.1,121105.1,120719.1,120719,120719.1,120808.1,121105.1,120719.1,120719.1,120719.1,120725.1,120719.1,121105.1,120725.1,120719.1,121105.1,120719.1,NA,NA,120719.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646340,8.48,120802.1,NA,0.15209,M14,NA,0.675,NA,0.215,0,0.215,0.01,0,0.8,0.2,0,GRADUAL,NA,0,NA,0,0,NA,0.105405405,0.081229306,0.018820356,0.231280369,0.488614559,0.074650004,6,3.1,0.268676601,-0.186875299,NA,0,0.215,0.215,NA,0,0.0575,0.0575,NA,0,0.05,0.05,NA,0,0.03,0.03,NA,0,0.015,0.015,NA,0,0.085,0.085,NA,0,0.02,0.02,NA,0,0.005,0.005,NA,0,1,1,0.7,0.6,0.2,0.2,1.1,0.8,0.9,0.6,0.066666667,0.084615385,0,0,0,0.2,0.1,0.35,0.09,0,0,0.05,0.2,0,0.1,0.1,0,0,0.897133161,0.86068324,0.627586207,0.789708776,NA,0,0.135,0.135,NA,0,0.3725,0.3725,NA,0,0.282718903,0.282718903,NA,0,0,0,NA,0,0.514886015,0.514886015,NA,0,0.202395082,0.202395082,NA,0,0.085,0.085,NA,0,0.2225,0.2225,NA,0,0.5075,0.5075,NA,0,0.815,0.815,NA,0,0.5825,0.5825,NA,0,0.515,0.515,NA,0,0.73,0.73,NA,0,1.3975,1.3975,NA,0,0.3075,0.3075,NA,0,0.8825,0.8825,0.938320012,1.86,0,0.05,0,0.020378667,0.211056265,0.519860577,0.119249973,0.026160977,0.05329354,6,3.5,0.246531381,-0.07288569,17-Jul-12,NA,NA,NA,NA,M,NA,3,M,NA,3,FAIR,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RESERVOIR,NA,NA,NA,NA,NA,3,ARTIFICIAL,3,25-75,25-May,25-75,25-75,25-75,25-May,25-May,0-05,L,NA,NA,NA,NA,3,LLL,L,L,NA,GOOD,M,NA,NA,M,NA,M,L,10,NA,MMML,FAIR,MESOTROPHIC,0.113978154,0.482830938,0.56114,0.642586196,0.476196231,3587088.381,1.432689995,0.872176753,0.560513242,-0.077682303,253196.6393,14.32147734,4.970704648,729504.2027,11872.30532,3.921175006,517.6625956,17.3,Fair,Good,Fair,Good,Small,Good,Good,Fair,Fair,Medium,Not Assessed,Medium,Low,High,Low,SAP_MAN_MADE
NLA12_AL-103,1,2012-07-19,-17.08,-2.88,5.95,2012,646370,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAP,S,APPS,SAP,NLA12_AL-103,NO,Not Assessed,Not Assessed,NOT ASSESSED,2,7292,EHIGH,SAP,10363.25848,No,NLA07RVT,NLA07_RVT12,Include,51.33189892,22273142,166759059,22273142,141.76,Region_4,TargetSampleable,3,3150106,MAN_MADE,RESERVOIR,33.7624784,-86.05315833,Logan Martin Lake,NA,688.4591342,3.15E+12,TargetSampleable,Target_Sampled,S,NLA06608-2955,PROB,>50,AL,AL_NLA07RVT,51.33189892,AL_>4,913172.7602,-370517.4939,NA,S,S,Target,REGULAR,0,0.0094,1595,22.75,7.226,19,199.9,2.83,5.927,0,0,0,0.449,8.34,1.799,56,3.527,7.777,10.418,NA,NA,4.5,121105.1,120725.2,120721.1,121105.1,120723.1,120721,120721.1,120810.1,121105.1,120723.1,120723.1,120723.1,120727.1,120721.1,121105.1,120727.1,120724.1,121105.1,120723.1,NA,NA,120721.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646370,12.2,120802.1,NA,0.03593,M16,J02,0.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-Jul-12,NA,NA,NA,NA,NA,NA,0,NA,NA,3,FAIR,NA,NA,L,NA,NA,NA,NA,NA,1,L,RESERVOIR,NA,NA,NA,NA,NA,3,ARTIFICIAL,2,0-05,0-05,25-75,25-May,0-05,25-75,0-05,0-05,NA,M,NA,NA,NA,4,ML,NA,L,NA,GOOD,M,NA,NA,L,NA,M,M,10,NA,MLMM,FAIR,MESOTROPHIC,0.102729132,0.046835095,0.447948458,0.13550694,0.013970818,126647772.7,1.216689993,0.926474148,0.290215845,-0.24338075,NA,NA,NA,NA,NA,NA,NA,6.5,Not Assessed,Good,Poor,Poor,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Low,Not Assessed,Medium,Moderate,High,No Detect,SAP_MAN_MADE
NLA12_AL-104,1,2012-07-23,-19.86,-3.26,6.18,2012,646490,YES,1.674996489,0,0,-2,-2,Yes,0,0,-1,0,22.28,19.8,47.31474336,32.53195,-87.85232,1.29666519,1.366982976,MAN-MADE,CPL,S,CPL,CPL,NLA06608-0283,YES,Small,Small,SMALL,2,7368,PLNLOW,CPL,4731.474336,No,NLA07RVT,NLA07_RVT12,Include,101.4910459,21677972,21677972,21677972,22.28,Region_4,TargetSampleable,3,3160201,MAN_MADE,RESERVOIR,32.51586852,-87.86108477,Demopolis Lake,NA,698.1088203,3.16E+12,TargetSampleable,Target_Sampled,S,NLA06608-0283,PROB,>50,AL,AL_NLA07RVT,101.4910459,AL_>4,759549.5573,-524956.9932,NA,S,S,Target,REGULAR,0.008,0.038,1177,22.31,32.048,14,345,2.68,8.229,0.08,0.086,0.006,0.344,7.99,2.269,37,2.698,31.17,56.28,NA,NA,5.36,121106.1,120730.1,120725.1,121106.1,120726.1,120725,120725.1,120814.1,121106.1,120726.1,120726.1,120726.1,120727.1,120725.1,121106.1,120727.1,120726.1,121106.1,120726.1,NA,NA,120725.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646490,10.85,120808.1,NA,0.07842,M17,J02,0.75,NA,0.025,0.02,0.01,0,0.2,0.4,0,0.4,"GRADUAL, NEAR_VERTICAL",NA,0,NA,0,0.1,NA,0,0,0.017152962,0.006896552,0.750797524,0.025152962,5,1.7,0.378785099,-0.260055576,NA,0,0.03,0.03,NA,0,0.025,0.025,NA,0,0.04,0.04,NA,0,0.2475,0.2475,NA,0,0,0,NA,0,0.025,0.025,NA,0,0,0,NA,0,0.035,0.035,NA,0,1,1,0.8,0.8,0,0,1.7,1.7,1.7,1.7,0,0.131782946,0,0.1,0,0.1,0.6,0.1,0.171717172,0,0,0.3,0,0,0.1,0.4,0,0,0.404546521,0.498335061,0.714814815,0.604890983,NA,0,0.0675,0.0675,NA,0,0.34,0.34,NA,0,0.395861519,0.395861519,NA,0,0.03125,0.03125,NA,0,0.279190609,0.279190609,NA,0,0.293697872,0.293697872,NA,0,0.125,0.125,NA,0,0.2825,0.2825,NA,0,0.4075,0.4075,NA,0,0.815,0.815,NA,0,0.5075,0.5075,NA,0,0.37,0.37,NA,0,0.69,0.69,NA,0,1.2975,1.2975,NA,0,0.4075,0.4075,NA,0,0.9275,0.9275,2.572590566,5.24,0.077777778,0.077777778,0,0,0.071505255,0.358051802,0,0.350604354,0.064283033,5,2.9,0.384240235,-0.133731594,23-Jul-12,NA,NA,NA,NA,NA,NA,0,NA,NA,2,FAIR,M,NA,NA,NA,M,NA,NA,NA,6,MM,RESERVOIR,NA,NA,NA,NA,NA,1,ARTIFICIAL,2,0-05,0-05,0-05,25-75,0-05,25-May,0-05,25-May,NA,L,L,NA,NA,3,LLL,NA,L,NA,FAIR,H,NA,L,NA,L,NA,L,8,NA,HLLL,FAIR,MESOTROPHIC,0.065072559,0.017050106,0.489015094,0.214594791,0.007455719,145663750.3,1.456339996,0.933541679,0.522798318,-0.505748212,8614565.562,NA,0,47314743.36,698108.8202,28.62990776,2314.098006,19.8,Fair,Poor,Good,Good,Small,Fair,Poor,Fair,Fair,Not Assessed,Not Assessed,Not Assessed,Moderate,Low,No Detect,CPL_MAN_MADE
