SITE_ID,BASINAreaSqKM,OPEN_11_km2,ICE_11_km2,DEVOPEN_11_km2,DEVLOW_11_km2,DEVMED_11_km2,DEVHIGH_11_km2,BARREN_11_km2,DECID_11_km2,CONIF_11_km2,MIXED_11_km2,SHRUBLAND_11_km2,GRASS_11_km2,PASTURE_11_km2,CROPS_11_km2,WDYWET_11_km2,EMHERBWET_11_km2
NLA12_CA-205,0.4257,0.0414,0,0,0,0,0,0.2394,0,0.0378,0,0.09,0.0171,0,0,0,0
NLA12_TX-231,0.4338,0,0,0.0153,0,0,0,0.0405,0.0045,0,0,0.0207,0.0063,0.315,0.0117,0.0135,0.0063
NLA12_IN-138,0.4356,0.3663,0,0.0054,0.0117,0.0081,9e-4,0,0.0216,0,0,0,0.0036,0,0.0036,0.0144,0
NLA12_SC-109,0.4392,0.0468,0,0.0207,0.0054,9e-4,0,0,0.0054,0,0,0,0.0099,0.3501,0,0,0
NLA12_MA-108,0.4401,0.072,0,0.0108,0.0216,0.0018,9e-4,0,0.0171,0.1476,0,0.009,0,0.0693,0.036,0.027,0.027
NLA12_OR-163,0.4401,0.0234,0,0,0,0,0,0,0,0.3204,0,0.0963,0,0,0,0,0
NLA12_OK-301,0.4428,0,0,0.018,0,0,0,0,0,0,0,0,0.1179,0,0.3069,0,0
NLA12_UT-407,0.4428,0.0387,0,0,0,0,0,0.0144,0,0.315,0,0.0216,0.0531,0,0,0,0
NLA12_MO-123,0.4482,0.027,0,0,0.0018,0,0,0,0.0279,0,0.0054,0,0,0.3762,0,0.0099,0
NLA12_KS-137,0.45,0.0243,0,0.0081,0.0045,0,0,0,0.0018,0,0,0,0.2574,0.1296,0.0243,0,0
NLA12_UT-250,0.4509,0.0135,0,0,0,0,0,0.0702,0,0.3627,0,0,0.0045,0,0,0,0
NLA12_IN-101,0.4518,0.0918,0,0.0063,9e-4,0,0,0,0.0108,0,0,0,0,0.2178,0.0495,0.0747,0
NLA12_WY-R08,0.4518,0.045,0,0,0,0,0,0.0315,0.0045,0.0621,0,0,0.2799,0,0,0.0234,0.0054
NLA12_IL-102,0.4518,0.0405,0,0.027,0.0018,0,0,0,0.2799,0,0,0,0,0.0711,0.0315,0,0
NLA12_MS-119,0.4527,0.0432,0,0,0,0,0,0,0.0414,0.0027,0,0.0936,0,0.0396,0.2322,0,0
NLA12_IN-160,0.4536,0.1233,0,0.0792,0.0351,0.0018,9e-4,0,0.0081,0,0,0,0,0,0.1998,0,0.0054
NLA12_UT-240,0.4536,0.2547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1989
NLA12_ID-125,0.4554,0.036,0,0,0,0,0,0.0045,0,0.3051,0,0.0162,0.0936,0,0,0,0
NLA12_TX-224,0.4572,0.018,0,0.0243,0.0018,0,0,0.1368,0.0027,0,0.0036,0.0054,0.0549,0.2097,0,0,0
NLA12_UT-341,0.4572,0,0,0.0135,0.0207,0,0,0.0351,0,0,0,0.0333,0,0.1026,0.0495,0,0.2025
NLA12_KS-138,0.459,0.1584,0,0.0207,0.063,0.0801,0.009,0,0.0063,0,0,0,0.1143,0,0.0072,0,0
NLA12_OH-123,0.4599,0.0126,0,0.027,0,0,0,0,0.2736,0,0,0,0,0.0648,0.0819,0,0
NLA12_ID-196,0.459,0.0153,0,0,0,0,0,0.0387,0,0.0576,0,0.3447,0.0027,0,0,0,0
NLA12_ND-145,0.4644,0.1233,0,0.0171,0,0,0,0,0,0,0,0,0.2502,0.0693,0,0,0.0045
NLA12_KS-123,0.4662,0.0162,0,0,0.0036,0,0,0,0,0,0,0,0.4464,0,0,0,0
NLA12_WI-145,0.468,0.0612,0,0.0297,0.0459,0.0171,0,0,0.09,0,0.0018,0,0,0.0135,0.1773,0.0315,0
NLA12_VA-R18,0.4698,0.0243,0,0.0171,0,0,0,0,0.1638,0.0351,0.1431,0.0045,0,0,0.018,0.0495,0.0144
NLA12_AL-106,0.4752,0.0216,0,0.0333,0.0036,0,0,0,0.0306,0.153,0.0198,0.0198,0.0027,0.1593,0.0315,0,0
NLA12_SC-110,0.4788,0.0171,0,0.0531,0.0171,0,0,0,0.081,0.0198,0,0,0.0081,0.2826,0,0,0
NLA12_WY-141,0.4833,0.0378,0,0,0,0,0,0.0045,0,0.045,0,0.1476,0.2484,0,0,0,0
NLA12_CO-124,0.486,0.0729,0,0.0234,0.0963,0.1017,0.0216,0,0,0,0,0,0,0,0.144,0.0162,0.0099
NLA12_OH-120,0.4869,0,0,0.1863,0.0648,0.0081,0.0018,0.0486,0.0945,0.0027,0,0.0063,9e-4,0.0225,0.0504,0,0
NLA12_ID-183,0.4896,0.036,0,0,0,0,0,0.0045,0,0.3285,0,0.0081,0.1125,0,0,0,0
NLA12_UT-416,0.4923,0,0,0,0,0,0,0.4752,0,0,0,0,0.0171,0,0,0,0
NLA12_MI-154,0.4941,0,0,0,0,0,0,0,0.2997,0.0423,0.0441,0.0657,0.027,0,0,0,0.0153
NLA12_WA-127,0.495,0.0315,0,0,0,0,0,0.1278,0,0.1611,0,0.1512,0.0234,0,0,0,0
NLA12_IN-180,0.5004,0.0693,0,0.0513,0.0045,0,0,0,0.1863,0,0,0.0018,0.0162,0.1476,0.0234,0,0
NLA12_ID-206,0.5031,0.0504,0,0.0297,0,0,0,0,0,0,0,0.207,0.0387,0,0.1755,0,0.0018
NLA12_SD-122,0.5067,0.1035,0,0.0351,0.0018,0,0,0,0.0171,0,0,0,0.3375,0,0,0,0.0117
NLA12_NM-109,0.5076,0.0108,0,0,0,0,0,0,0,0,0,9e-4,0.4959,0,0,0,0
NLA12_OK-288,0.5076,0.0522,0,0.0252,0.0153,0.0216,0.045,9e-4,0.1269,0,0,0,0.1953,0.0252,0,0,0
NLA12_IN-137,0.5094,0.0423,0,0.0216,0,0,0,0,0.3015,0,0,0,0,0.0999,0.0324,0,0.0117
NLA12_CA-201,0.5103,0.0171,0,0,0,0,0,0.4266,0,0,0,0.0531,0.0135,0,0,0,0
NLA12_MO-119,0.5112,0.0972,0,0,0,0,0,0,0.0072,0,0,0.0018,0,0.054,0.0036,0.3474,0
NLA12_TX-153,0.5121,0.018,0,0.0216,0.0585,0,0,0,0.0828,0.0099,0,0.1026,0,0.2079,0,0.0108,0
NLA12_UT-146,0.5157,0.0252,0,0,0,0,0,0.2286,0,0.234,0,0.0243,0.0036,0,0,0,0
NLA12_NE-131,0.5175,0.0243,0,0.0306,0.0135,0.0018,0,0,0,0,0,0,0.4158,0,0.0306,9e-4,0
NLA12_UT-199,0.5175,0.0243,0,0,0,0,0,0.0054,0.0162,0.3879,0.0585,0.0252,0,0,0,0,0
NLA12_ME-127,0.5238,0.1422,0,0,0,0,0,0,0.1611,0.1035,0.1143,0,0,0,0,0.0027,0
NLA12_KS-126,0.5283,0.0351,0,0.0108,0,0,0,0,0,0,0,0,0,0.4437,0.0387,0,0
NLA12_SD-124,0.5301,0,0,0,0,0,0,0,0,0.0099,0,0.0297,0.4905,0,0,0,0
NLA12_WA-159,0.5337,0.0414,0,0.036,0.0621,0.1926,0.0558,0,0.0018,0.0036,0,0.0837,0.0027,0,0.0414,0.0126,0
NLA12_WY-118,0.5337,0.0063,0,0,0,0,0,0,0,0,0,0.414,0.1134,0,0,0,0
NLA12_NV-148,0.5391,0.0072,0,0,0,0,0,0.0369,0,0.126,0,0.3618,0.0018,0,0,0.0054,0
NLA12_TX-209,0.5445,0.0729,0,0.0936,0.0099,0.0018,9e-4,0.0054,0.018,0.1161,0.0378,0.0549,0.0252,0,0,0.108,0
NLA12_TN-118,0.5508,0,0,0,0,0,0,0,0.0099,0,0,0,0,0,0,0.5409,0
NLA12_WA-138,0.5544,0.198,0,0.1557,0.1692,0.0234,0,0,0,0.0081,0,0,0,0,0,0,0
NLA12_NY-R08,0.5544,0.0189,0,0.0117,0,0,0,0,0.1404,0.0819,0.2691,0,0,0,0,0.0324,0
NLA12_WI-112,0.5589,0.1305,0,0.0675,0.0117,0,0,0,0.0909,0,0.036,0,0.0171,0,0.1449,0.0558,0.0045
NLA12_IN-126,0.5697,0.0711,0,0.0936,0.0279,0,0,0,0.3168,0.0063,0,0,0.0063,0.0189,0.0288,0,0
NLA12_OR-138,0.5697,0.0495,0,0,0,0,0,0.3438,0,0.0954,0,0.0459,0.0351,0,0,0,0
NLA12_NJ-119,0.5769,0.0297,0,0.0864,0.0189,0.0054,0,0,0.405,0,0.0045,0,0,0,0,0.027,0
NLA12_ID-204,0.5787,0.0153,0.0882,0,0,0,0,0,0,0.0234,0,0.0432,0.4086,0,0,0,0
NLA12_NV-171,0.5796,0.0567,0,0,0,0,0,0.0792,0,0.054,0,0.144,0.2457,0,0,0,0
NLA12_NM-161,0.5859,0.0369,0,0,0,0,0,0.0261,0.0054,0.342,0,0,0.1755,0,0,0,0
NLA12_CA-110,0.5814,0.0495,0,0,0,0,0,0.4824,0,0,0,0.0252,0.0243,0,0,0,0
NLA12_IN-116,0.5859,0.0603,0,0.0189,0,0,0,0,0.351,0.0333,0,0,0.0171,0,0.1053,0,0
NLA12_UT-375,0.5895,0.0198,0,0,0,0,0,0,0,0.2871,0,0.2574,0.0216,0,0,0.0036,0
NLA12_MN-162,0.5913,0.0999,0,0.0153,0,0,0,0,0.1341,0,0.1134,0.1647,0,0.0153,0,0.0486,0
NLA12_MN-131,0.5922,0.0603,0,0.0558,9e-4,0,0,0,0.0261,0,0,0,0,0,0.2853,0.0189,0.1449
NLA12_ID-212,0.5949,0.0405,0.0153,0,0,0,0,0.0153,0,0.0873,0,0.0081,0.4284,0,0,0,0
NLA12_CA-160,0.6048,0.0693,0,0,0,0,0,0,0,0.4365,0,0.0909,0.0063,0,0,0.0018,0
NLA12_UT-215,0.603,0.0378,0,0,0,0,0,0.0702,0,0.1071,0,0.1845,0.2034,0,0,0,0
NLA12_NC-113,0.6039,0.0171,0,0.0783,0.0162,0,0,0,0.1062,0.1287,0.0594,0.0198,0.0477,0.1305,0,0,0
NLA12_WI-119,0.6111,0.1152,0,0.0522,0,0,0,0,0.2889,0.0297,0.0252,0,0,0.0243,0.0261,0.0495,0
NLA12_MO-121,0.6129,0.0243,0,0.1017,0.0171,9e-4,0,0,0.2475,0.0765,0.018,0,0.0585,0.0684,0,0,0
NLA12_MI-142,0.6138,0.0333,0,0.0225,0.0045,0,0,0,0.0405,0,0.0045,0,0,0.0873,0.1908,0.2304,0
NLA12_ME-126,0.6165,0.117,0,0,0,0,0,0,0.0684,0.2115,0.1575,0.0441,0,0,0,0.0081,0.0099
NLA12_GA-125,0.6165,0.0477,0,0.0414,0.0126,0,0,0,0.0207,0.1098,0,0,0.0117,0.0108,0.3429,0,0.0189
NLA12_UT-174,0.6165,0.0261,0,0,0,0,0,0.0909,0,0.4149,0,0.0342,0.0504,0,0,0,0
NLA12_ID-144,0.6165,0,0,0,0,0,0,0,0,0.5598,0,0.0027,0.054,0,0,0,0
NLA12_RI-111,0.6192,0.0486,0,0.0126,0.0315,0.2475,0.2268,0,0,0,0,0,0,0,0,0.0063,0.0459
NLA12_NE-135,0.6201,0.1323,0,0,0,0,0,0,0,0,0,0,0.4707,0,0,0.0018,0.0153
NLA12_IN-109,0.6219,0.1314,0,0.0288,0.0072,0,0,0,0.0207,0,0,0,0,0.135,0.1935,0.1053,0
NLA12_TN-113,0.6228,0.0504,0,0.4401,0.1026,0.0144,0.0063,0,0,0,0,0.009,0,0,0,0,0
NLA12_IN-200,0.63,0.0846,0,0.0135,0.0495,0.0018,0,9e-4,0,0,0,0,0.4374,0.009,0.0333,0,0
NLA12_SD-148,0.6354,0.0126,0,0,0,0,0,0,0,0,0,0,0.6228,0,0,0,0
NLA12_UT-172,0.6372,0.0819,0,0,0,0,0,0.0162,0,0,0,0.1602,0,0.2592,0,0,0.1197
NLA12_CA-137,0.6408,0.0675,0,0,0,0,0,0.1044,0,0.3393,0,0.1233,0.0063,0,0,0,0
NLA12_CA-105,0.6399,0.1674,0,0.0531,0.1971,0.2061,0.009,0,0,0,0,0,0,0,0,0,0.0072
NLA12_UT-347,0.6399,0.0351,0,0.0126,0,0,0,0.0873,0,0.0018,0,0.5031,0,0,0,0,0
NLA12_SC-104,0.6426,0.0207,0,0.0153,0,0,0,0,0.1512,0.2367,0.0036,0.0261,0.1431,0.009,0,0.0351,0.0018
NLA12_CA-216,0.6462,0.0396,0,0.2331,0.2862,0.072,0,0,0,0,0,0,0.0153,0,0,0,0
NLA12_ND-103,0.6489,0.3717,0,0.018,0,0,0,0,0,0,0,0,0.2196,0.0108,0.0216,0,0.0072
NLA12_TX-129,0.6489,0.0171,0,0.2565,0.1917,0.0279,0.0018,0,0.0117,0,0.0108,0,0.0279,0,0,0.072,0.0315
NLA12_MN-148,0.657,0.0522,0,0.0072,0.0054,9e-4,0,0,0.0657,0,0,0,0.0027,0.297,0.2016,0,0.0243
NLA12_OR-173,0.6588,0.0594,0,0,0,0,0,0.0063,0,0.5724,0,0.0153,0,0,0,0.0054,0
NLA12_MI-124,0.6651,0.2376,0,0.0342,0.0486,0.0018,0,0,0.1584,0.0405,0.0441,0.0675,0,0,0,0.0216,0.0108
NLA12_WY-130,0.6687,0.2097,0,0,0,0,0,0.0036,0,0,0,0.2196,0.234,0,0,0,0.0018
NLA12_CA-146,0.6687,0.0918,0,0,0,0,0,0.5103,0,0,0,0.0288,0.0378,0,0,0,0
NLA12_ID-176,0.6741,0.027,0,0,0,0,0,0.0495,0,0.0531,0,0.0981,0.4464,0,0,0,0
NLA12_NV-R01,0.6741,0.0522,0,0,0,0,0,0.009,0.0072,0.135,0,0.1161,0.3402,0,0,0.0144,0
NLA12_UT-377,0.6741,0.0162,0,0.0225,0.036,0.0018,0,0,0,0,0,0.0054,0,0.2529,0.2484,0.0198,0.0711
NLA12_CA-186,0.6759,0.0081,0,0,0,0,0,0.522,0,0,0,0.1458,0,0,0,0,0
NLA12_NV-147,0.6768,0.0063,0,0,0,0,0,0,0,0,0,0.0081,0,0,0,0,0.6624
NLA12_ID-218,0.675,0.0927,0,0,0,0,0,0,0,0.4356,0,0.1458,9e-4,0,0,0,0
NLA12_CA-141,0.6804,0.0081,0,0.0108,0,0,0,0,0,0,0.0117,0.2358,0.414,0,0,0,0
NLA12_CA-193,0.6831,0.0324,0,0,0,0,0,0.4104,0,0,0,0.1611,0.0792,0,0,0,0
NLA12_MN-R13,0.6894,0.036,0,0,0,0,0,0,0.5589,0.0495,0,0.045,0,0,0,0,0
NLA12_OH-112,0.693,0.4293,0,0,0,0,0,0,0.0396,0,0,0,0,0,0.2178,0,0.0063
NLA12_SD-170,0.7002,0.1224,0,0.0423,0.0045,0,0,0,0.0018,0,0,0,0.3411,0,0.1827,0,0.0054
NLA12_VT-113,0.702,0.0819,0,0,0,0,0,0,0.1701,0.054,0.3195,0.0081,0,0,0,0.0531,0.0153
NLA12_CT-106,0.7092,0.0153,0,0.2934,0.0927,0.0198,0.0036,0,0.2331,0.0063,0.0126,0,0,0.0018,0,0.0306,0
NLA12_MI-132,0.7092,0.1215,0,0.0432,9e-4,0,0,0,0.1449,0.0018,0.0342,0,0.0135,0.1872,0.0018,0.1602,0
NLA12_AL-107,0.7119,0.126,0,0.0585,0,0,0,0,0.1152,0.0495,0.0135,0.1791,0,0.1674,0.0027,0,0
NLA12_NC-120,0.7173,0.0369,0,0.0279,9e-4,0,0,0,0,0.0927,0.0432,0.0495,0.0072,0,0.2808,0.1782,0
NLA12_IL-120,0.7191,0.0576,0,0.18,0.162,0.0657,9e-4,0,0.1206,0,0,0,0,0,0.1323,0,0
NLA12_MS-120,0.7209,0.0243,0,0.0126,0,0,0,0,0.2313,0.1053,0.1737,0.1278,0,0.0099,0.018,0.018,0
NLA12_UT-281,0.7227,0,0,0.0567,0.0189,0,0,0,0.0054,9e-4,0,0.0045,0,0.6003,0,0.036,0
NLA12_AR-111,0.7245,0.0108,0,0.135,0.1026,0.0873,0.0747,0,0,0.2826,0,0.0279,0,0,0,0.0036,0
NLA12_WY-109,0.7254,0.0792,0,0,0,0,0,0.0252,0,0,0,0.0756,0.5454,0,0,0,0
NLA12_ID-174,0.7263,0.0585,0.0639,0,0,0,0,0.0081,0,0.2574,0,0.0126,0.3258,0,0,0,0
NLA12_OR-135,0.7263,0.0171,0,0.0666,0.09,0.0918,0.018,0,0,0.0171,0.0108,0.0882,0.0432,0.0774,0.1224,0.0792,0.0045
NLA12_FL-135,0.7281,0.2142,0,0.0495,0.0261,0,0,0,0,0,0,0.0054,0.018,0,0.4077,0,0.0072
NLA12_KS-113,0.729,0.0189,0,0.0207,0.0108,0,0,0,0.4104,0,0,0,0.0297,0.2385,0,0,0
NLA12_NY-0106,0.7326,0.1575,0,0,0,0,0,0,0.4203,0.1386,0.0162,0,0,0,0,0,0
NLA12_CA-169,0.7308,0.0189,0,0,0,0,0,0.54990000000000006,0,0.009,0,0.117,0.036,0,0,0,0
NLA12_UT-127,0.7371,0,0,0,0,0,0,0.7146,0,0,0,9e-4,0.0216,0,0,0,0
NLA12_OR-133,0.7389,0,0,0.2115,0.1431,0.0639,0.0126,0,0,0.0045,0,0,0.0018,0.0918,0,0.1062,0.1035
NLA12_WA-109,0.7524,0.0954,0,0.1224,0.0747,0,0,0,0.0162,0.4059,0.0306,0,0,0,0,0.0072,0
NLA12_IN-123,0.7533,0.0297,0,0.0054,0,0,0,0,0.5256,0,0,0,0.0018,0,0.0954,0.0306,0.0648
NLA12_IN-161,0.756,0.1791,0,0.099,0.1935,0.1593,0.072,0,0,0,0,0,0,0.0531,0,0,0
NLA12_OK-296,0.7659,0.0252,0,0.045,0,0,0,0,0.0018,0,0,0,0.0423,0.6516,0,0,0
NLA12_GA-R01,0.7704,0.0891,0,0.0531,0.0198,0,0,0,0.1719,0.3051,0,0.0252,0.0648,0.0414,0,0,0
NLA12_MN-166,0.7686,0.0675,0,0,0,0,0,0,0,0.2772,0.018,0.2061,0.0477,0,0,0.1521,0
NLA12_UT-229,0.7704,0.2862,0,0,0,0,0,0,0,0.3933,0,0.072,0,0,0,0.0189,0
NLA12_UT-391,0.774,0.0234,0,0,0,0,0,0,0.666,0.0432,0,0.0414,0,0,0,0,0
NLA12_OK-285,0.7767,0.0558,0,0.0252,0,0,0,0,0.1071,0,0,0,0.4239,0.1647,0,0,0
NLA12_UT-278,0.7794,0.0486,0,0.0018,0.0027,0.018,0.0243,0,0,0,0,0.5553,0.0693,0.0423,0,0.0171,0
NLA12_ME-R06,0.7776,0.1134,0,0,0,0,0,0,0.0288,0.1908,0.4158,0,0,0,0,0.0288,0
NLA12_ID-147,0.7803,0.0378,0,0,0,0,0,0,0,0.1116,0,0.4617,0.1692,0,0,0,0
NLA12_MS-127,0.7803,0.0387,0,0,0,0,0,0,0.0513,0,0.0054,0.1287,0.0351,0.4347,0.0819,0.0045,0
NLA12_UT-183,0.783,0.0153,0,0,0,0,0,0.0036,0,0.6525,0,0.0549,0.0567,0,0,0,0
NLA12_ID-129,0.7992,0.0441,0.0765,0,0,0,0,0.0927,0,0.0486,0,0.0117,0.5256,0,0,0,0
NLA12_IN-162,0.8001,0.018,0,0.0126,0,0,0,0,0.7479,0.0045,0.0045,0,0.0126,0,0,0,0
NLA12_UT-399,0.8037,0.0549,0,0,0,0,0,0.072,0,0,0,0.0351,0.0252,0.1971,0,0.0063,0.4131
NLA12_ID-117,0.8046,0.0063,0.0198,0,0,0,0,0,0,0.2304,0,0.0549,0.4932,0,0,0,0
NLA12_IN-135,0.8118,0.036,0,0.0441,0,0,0,0,0.2088,0.0972,0,0,0.2907,9e-4,0.1008,0.0099,0.0234
NLA12_SD-200,0.8136,0.0144,0,0,0,0,0,0,0,0,0,0,0.7992,0,0,0,0
NLA12_SD-144,0.8136,0.0207,0,0,0,0,0,0,0,0,0,0,0.7929,0,0,0,0
NLA12_SD-172,0.819,0.0081,0,0,0,0,0,0,0,0,0,0,0.8109,0,0,0,0
NLA12_SD-212,0.819,0.018,0,0,0,0,0,0.0054,0,0,0,0,0.7956,0,0,0,0
NLA12_PA-118,0.8217,0.3069,0,0.2583,0.0306,0.0162,0.0018,0,0.1809,0,0,0,0,0,0,0.027,0
NLA12_GA-124,0.8181,0.045,0,0.1188,0.0153,0,0,0,0.1044,0.0531,0,0,0.0135,0.468,0,0,0
NLA12_MI-169,0.8253,0.0198,0,0.0126,9e-4,0,0,0.0081,0.2826,0.1449,0.0999,0,0,0,0,0.2259,0.0306
NLA12_IN-184,0.8262,0.0126,0,0.036,0.0081,0.0036,0,0,0.0153,0,0,0,0.0045,0,0.7461,0,0
NLA12_WV-112,0.8271,0.027,0,0.1188,0.0738,0.0171,0,0,0.4923,0,0,0,0.0045,0.0801,0.0135,0,0
NLA12_IN-167,0.8298,0.0198,0,0,0,0,0,0,0.7641,0.0378,0,0,0.0081,0,0,0,0
NLA12_KS-128,0.8343,0.0279,0,0.0018,0,0,0,0,0,0,0,0,0.6669,0,0.1377,0,0
NLA12_SD-104,0.8577,0.3627,0,0,0,0,0,0,0,0,0,0,0.2187,0,0.2736,0,0.0027
NLA12_UT-182,0.8595,0.0315,0,0,0,0,0,0.6489,0,0.0981,0,0.0675,0.0135,0,0,0,0
NLA12_WA-150,0.8568,0.0945,0,0,0,0,0,0.0621,0,0.5553,0,0.1404,0.0045,0,0,0,0
NLA12_UT-175,0.8703,0,0,0,0,0,0,0,9e-4,0.8415,0.0045,9e-4,0.0216,0,0,9e-4,0
NLA12_MN-147,0.8748,0.189,0,0.0144,9e-4,0,0,0,0.1809,0,0,0.0216,0,0.162,0.18,0.1017,0.0243
NLA12_SD-114,0.8748,0.2376,0,0.0441,9e-4,0,0,0,0.0063,0,0,0,0.036,0.0576,0.4923,0,0
NLA12_UT-238,0.8811,0.1116,0,0,0,0,0,0,0,0.7695,0,0,0,0,0,0,0
NLA12_WY-149,0.8847,0.0216,0,0,0,0,0,0,0.0333,0.1251,0,0.2484,0.4419,0.0144,0,0,0
NLA12_CT-105,0.891,0.1575,0,0.0207,0.0135,0,0,0,0.4311,0.0108,0.0315,0.0369,0.0072,0.1053,0.0576,0.0126,0.0063
NLA12_UT-241,0.8919,0,0,0,0,0,0,0.0432,0,0.3717,0,0.2961,0.1809,0,0,0,0
NLA12_UT-259,0.8955,0.1278,0,0.0162,0.0099,0,0,0.0063,0,0,0,0,0,0.0558,0.3033,0,0.3762
NLA12_TX-197,0.9009,0,0,0.0162,0.0135,9e-4,0,0.0333,0,0,0,0.7551,0.0207,0.0549,0,0.0063,0
NLA12_CO-115,0.9054,0.0261,0,0,0,0,0,0,9e-4,0.8541,0.0072,0,0.0126,0,0,0.0045,0
NLA12_MN-149,0.9018,0.1413,0,0,0,0,0,0,0.6417,0,0,0,0,0,0,0,0.1188
NLA12_TX-176,0.9054,0.0081,0,0.0261,0.0018,9e-4,0,0,0.1485,0,0,0,0.2808,0.4392,0,0,0
NLA12_OH-R02,0.9054,0.1359,0,0.0909,0.0414,0.0135,0.0018,0,0.5157,0,0,0.0117,0.0234,0.0126,0.027,0.0315,0
NLA12_WI-171,0.9072,0.1296,0,0.0351,0.0027,0,0,0,0.279,0.0225,0.0153,0,0.0126,0.3879,0,0.0027,0.0198
NLA12_NV-107,0.9099,0,0,0.0234,0.0234,9e-4,0,0.1431,0,0,0,0.5598,0.0099,0.0396,0.0963,0.0135,0
NLA12_CO-110,0.9135,0.1944,0,0.1035,0.2592,0.1827,0.009,0,0,0,0,0.0027,0,0,0.0549,0.1071,0
NLA12_MS-103,0.9252,0.2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5319,0.1818
NLA12_UT-266,0.9252,0.0621,0,0,0,0,0,0.3546,0,0.4023,0,0.0072,0.099,0,0,0,0
NLA12_OR-153,0.9279,0.0198,0,0,0,0,0,0,0,0.9081,0,0,0,0,0,0,0
NLA12_ID-126,0.9288,0.0468,0,0,0,0,0,0.0054,0,0.2286,0,0.0072,0.6408,0,0,0,0
NLA12_NM-117,0.9333,0.2385,0,0,0,0,0,0,0.0045,0.531,0,0.0117,0.1476,0,0,0,0
NLA12_UT-307,0.9333,0.0288,0,0,0,0,0,0.6093,0,0.1818,0,0.072,0.0414,0,0,0,0
NLA12_WI-120,0.9351,0.0054,0,0.2484,0.3573,0.3033,0.0207,0,0,0,0,0,0,0,0,0,0
NLA12_UT-292,0.9351,0.0045,0,0.018,0.0063,0,0,0,0.0072,0.072,0,0.6588,0.0018,0.0243,0.1422,0,0
NLA12_KY-110,0.9342,0.0216,0,0.0288,0,0,0,0,0.2367,0.0072,0,0,0,0.6399,0,0,0
NLA12_TN-120,0.9468,0.1116,0,0.162,0.0243,0,0,0.0135,0.432,0,0.0108,0,0.1926,0,0,0,0
NLA12_WI-188,0.9504,0.0909,0,0.0108,0.009,0,0,0,0.0216,0,0,0,0,0.1827,0.621,0.0108,0.0036
NLA12_NE-141,0.9585,0.3708,0,0.0432,0.0711,0.0279,0.018,0.0711,0,0,0,0,0.2709,0,0.0801,0,0.0054
NLA12_GA-126,0.9648,0.3411,0,0.0693,0.0198,0,0,0,0.054,0.2853,0.0981,0.0126,0.0162,0.0612,0,0.0072,0
NLA12_ME-115,0.9684,0.0261,0,0,0,0,0,0,0.3033,0.0936,0.4635,0.0054,0.0054,0,0,0.0648,0.0063
NLA12_NY-R03,0.9747,0.0342,0,0,0,0,0,0,0.5247,0.1611,0.234,0,0,0,0,0.0207,0
NLA12_WA-135,0.9774,0.0765,0.0153,0,0,0,0,0.3402,0,0.2277,0,0.1953,0.1143,0,0,0.0081,0
NLA12_NY-0112,0.9819,0.1197,0,0.0261,0,0,0,0,0.4428,0.0351,0.0486,0,0,0.0468,0.225,0.0378,0
NLA12_LA-122,0.9828,0.3231,0,0.0585,0.0108,0,0,0.0288,0.0675,0.018,0,0.1035,0,0.054,0.0918,0.1908,0.036
NLA12_OR-161,0.9846,0.0342,0,0.0036,0,0,0,0,0.0792,0.2745,0.4743,0.0675,0.0198,0,0,0.0162,0.0153
NLA12_CO-119,0.9846,0.0288,0.153,0,0,0,0,0.8028,0,0,0,0,0,0,0,0,0
NLA12_CA-200,0.9954,0.1314,0,0,0,0,0,0.0468,0,0.3015,0,0.4986,0.0171,0,0,0,0
NLA12_MT-140,0.9963,0.1647,0,0,0,0,0,0.0909,0,0.5715,0,0.027,0.1422,0,0,0,0
NLA12_MO-101,0.9999,0.0963,0,0.0378,0,0,0,0,0.0936,0,0,0.1332,0.0171,0.5193,0.0972,0.0054,0
NLA12_UT-112,0.9999,0.0207,0,0,0,0,0,0,0.2097,0.7308,0.0207,0.018,0,0,0,0,0
NLA12_LA-103,1.0026,0.306,0,0.0045,0.0036,0,0,0.0027,0.0189,0.0279,0.0729,0.0144,0,0.0099,0.4203,0.1098,0.0117
NLA12_WI-R12,1.0242,0.1152,0,0.0297,0,0,0,0,0.4374,0.0018,0.3042,0,0,0,0,0.1161,0.0198
NLA12_UT-323,1.0242,0.0216,0.0198,0,0,0,0,0.7767,0,0,0,0.0045,0.2016,0,0,0,0
NLA12_CO-123,1.0296,0.1836,0,0.0495,0,0,0,0.1026,9e-4,0,0,0,0.3501,0.18,0.1224,0.0405,0
NLA12_ME-R03,1.0332,0.1116,0,0,0,0,0,0,0.1305,0.2331,0.0639,0.4293,0,0,0,0.0648,0
NLA12_MN-177,1.0341,0.1296,0,0.0045,0.0117,0,0,0,0.1521,0,0,0.0081,0.0054,0.1935,0.5292,0,0
NLA12_MA-106,1.0368,0.3015,0,0.0027,0,0,0,0,0.6714,0.0351,0,0,0,0,0,0.0207,0.0054
NLA12_NH-115,1.044,0.1359,0,0.0432,0.0027,9e-4,0,0.009,0.0405,0.4779,0.1701,0.0162,0.0018,0.0054,0,0.1251,0.0153
