SITE_ID,BASINAreaSqKM,OPEN_11_km2,ICE_11_km2,DEVOPEN_11_km2,DEVLOW_11_km2,DEVMED_11_km2,DEVHIGH_11_km2,BARREN_11_km2,DECID_11_km2,CONIF_11_km2,MIXED_11_km2,SHRUBLAND_11_km2,GRASS_11_km2,PASTURE_11_km2,CROPS_11_km2,WDYWET_11_km2,EMHERBWET_11_km2
NLA12_MI-155,1.0449,0.1008,0,0.0306,0.0288,0,0,0,0.0747,0,0,0,0,0.1296,0.5877,0.0864,0.0063
NLA12_IL-108,1.0467,0.2511,0,0.0279,0.0252,9e-4,0,0,0.2709,0,0,0,0.4509,0,0.0153,0,0.0045
NLA12_CA-175,1.0548,0.0144,0,0,0,0,0,0.8622,0,0.0261,0,0.1332,0.0189,0,0,0,0
NLA12_ND-126,1.0602,0.1305,0,0.0342,0.0072,0,0,0,0,0,0,0,0.0504,0,0.8379,0,0
NLA12_ID-221,1.0602,0.1143,0,0,0,0,0,0,0,0.8469,0,0.0684,0,0,0,0.0234,0.0072
NLA12_PA-115,1.0611,0.3024,0,0.0396,0.0297,0.0072,0,9e-4,0.5157,0.0063,0.0063,0,0.0945,0.0144,0,0.0396,0.0045
NLA12_OH-113,1.0638,0.0981,0,0.0414,9e-4,0,0,0,0.5013,0.063,0,0,0.0189,0.2673,0.0729,0,0
NLA12_NV-179,1.0692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0692
NLA12_SD-195,1.0692,0.0153,0,0.0252,0,0,0,0,0,0,0,0,0.8739,0,0.1548,0,0
NLA12_SD-184,1.0728,0.0216,0,0,0,0,0,0,0,0,0,0.0144,0.9585,0,0,0.0783,0
NLA12_IN-104,1.0827,0.1242,0,0.0576,0.0108,0,9e-4,0,0.7506,0,0,0,0,0.0198,0.1188,0,0
NLA12_ID-156,1.0836,0.1449,0,0,0,0,0,0,0,0.3132,0,0.0252,0.6003,0,0,0,0
NLA12_WA-115,1.0881,0.0378,0,0,0,0,0,0,0,0.9594,0,0.0855,0.0054,0,0,0,0
NLA12_UT-385,1.089,0.0441,0,0.0126,0.0036,0,0,0.027,0.1467,0.4293,0.0513,0.3456,0.0288,0,0,0,0
NLA12_VT-R02,1.0908,0.2718,0,0.0144,0,0,0,0,0.3303,0.0639,0.3564,0.0036,0,0,0,0.0324,0.018
NLA12_TX-109,1.1052,0.0558,0,0.0063,0.0243,9e-4,0,0,0.1836,0.1368,0.0576,0.2646,0.0207,0.1296,0.0846,0.1404,0
NLA12_WI-183,1.1061,0.4527,0,0.0468,0,0,0,0,0.2358,0.0927,0.144,0.0657,0,0,0,0.0684,0
NLA12_UT-227,1.1115,0,0,0,0,0,0,0.0549,0,0.7281,0,0.1908,0.1197,0,0,0.018,0
NLA12_MI-141,1.1079,0.3141,0,0.0135,0,0,0,0,0.5445,0,0.0675,0.0036,0.009,0,0,0.1557,0
NLA12_OR-151,1.1106,0.1269,0,0.1134,0.1404,0.0072,0.0036,0.0036,0,0.4851,0.2088,0,9e-4,0,0,0.0207,0
NLA12_IL-116,1.1169,0.0495,0,0.0198,0.0252,0,0,0,0.7479,0.0045,0,0,0.0936,0.1377,0.0387,0,0
NLA12_VA-118,1.116,0.0126,0,0.0441,0.0045,0,0,0,0.3465,0,0,0.0063,0,0.2961,0.2817,0.1161,0.0081
NLA12_UT-355,1.1205,0.0765,0,0,0,0,0,0.1206,0,0.6444,0,0.2718,0.0072,0,0,0,0
NLA12_AR-102,1.1322,0.9684,0,0.0297,0.0027,9e-4,0,0,0,0,0,0,0,0,0.0279,0.1026,0
NLA12_VT-R01,1.1358,0.1683,0,0.0171,0.0135,0.0018,0,0,0.7236,0.0765,0.0945,0.0018,0.0072,0,0.0135,0.018,0
NLA12_IN-147,1.1376,0.0099,0,0.2178,0.0108,0,0,0,0.0963,0,0,0,0.0306,0.0072,0.765,0,0
NLA12_MA-109,1.1394,0.3393,0,0.1116,0.2304,0.243,0.0585,0,0.0261,0.0702,0.0261,0,0,0,0,0.0099,0.0243
NLA12_ND-141,1.1412,0.108,0,0.0468,0,0,0,0,0.0027,0,0,0,0.7353,0,0.2097,0,0.0387
NLA12_UT-279,1.1475,0,0,0.0054,0.0198,0.0027,0,0,0,0.0099,0,0.1629,0.018,0.2718,0.6318,0.0153,0.0099
NLA12_SC-105,1.1466,0.0378,0,0.531,0.1485,0.0549,0.0045,0,0,0.2475,0.0117,0,0.0504,0.0342,0,0.0261,0
NLA12_UT-269,1.1547,0.0081,0,0.0657,0.0045,0,0,0,0,0.0117,0,0,0,1.0422,0,0.0225,0
NLA12_WV-R01,1.1556,0.081,0,0.0585,0.0045,0,0,0,0.9765,0.0045,0.0054,0,0.0252,0,0,0,0
NLA12_SD-209,1.1601,0.0072,0,0.1566,0.0522,0.0198,0.0027,0,0,0,0,0,0.4491,0,0.4644,0.0081,0
NLA12_UT-225,1.161,0.1512,0,0,0,0,0,0.0054,0,1.0044,0,0,0,0,0,0,0
NLA12_MS-116,1.1664,0.3024,0,0.045,0.0054,9e-4,0,0,0.3456,0.1566,0.0639,0.1692,0.0126,0.0603,0,0.0045,0
NLA12_WY-112,1.1691,0.1125,0,0,0,0,0,0,0,0.0963,0,0.0189,0,0,0,0.0036,0.9378
NLA12_NE-155,1.1772,0.3402,0,0,0,0,0,0.0081,0,0,0,0,0.6822,0,0,0,0.1467
NLA12_UT-270,1.1754,0.072,0,0,0,0,0,0.8613,0,0.0243,0,0.1539,0.0639,0,0,0,0
NLA12_MO-122,1.1808,0.0603,0,0.1026,0.0657,0.0045,0,0,0.0756,0.0081,0.0108,0.0126,0.0558,0.4833,0.2907,0.0063,0.0045
NLA12_WI-127,1.1817,0.0675,0,0.0864,0.0126,9e-4,0,0,0.1845,0.0153,0.009,0.0558,0.0072,0.1962,0.4896,0.0342,0.0225
NLA12_NV-155,1.1835,0.1098,0,0,0,0,0,0.2592,0.0504,0.1089,0,0.5346,0.1206,0,0,0,0
NLA12_WI-123,1.1871,0.1314,0,0.0342,0.0018,0,0,0,0.8298,0,0.0738,0.0063,0,0.0126,0,0.0369,0.0603
NLA12_ID-180,1.188,0.0405,0,0,0,0,0,0.0027,0,1.134,0,0.0054,0.0054,0,0,0,0
NLA12_SD-159,1.1943,0.0099,0,0.0567,0.0189,0,0,0,0,0,0,0,0.9522,0,0.1458,0.0108,0
NLA12_UT-286,1.2015,0.0072,0,0,0,0,0,0.2835,0,0.4347,0,0.2745,0.1962,0,0,0.0054,0
NLA12_WY-R04,1.2051,0.0162,0,0,0,0,0,0,0,1.1889,0,0,0,0,0,0,0
NLA12_ME-131,1.2114,0.0162,0,0,0,0,0,0.2358,0.036,0.351,0.5256,0.036,0,0,0,0.0108,0
NLA12_TX-118,1.2105,0.4401,0,0.009,0.0036,0,0,0,0,0,0,0,0,0.0432,0.3474,0.0126,0.3546
NLA12_UT-130,1.2114,0,0,0,0,0,0,1.1862,0,0,0,0,0.0252,0,0,0,0
NLA12_IL-R04,1.2222,0.1332,0,0,0,0,0,0,0.5193,0.5697,0,0,0,0,0,0,0
NLA12_MN-137,1.2195,0.3492,0,0.0675,0.0558,0.0036,0.0018,0,0,0,0,0,0,0.1863,0.4977,0.0063,0.0513
NLA12_CA-116,1.2249,0.1845,0,0,0,0,0,0.0756,0,0.648,0,0.3168,0,0,0,0,0
NLA12_KS-140,1.2312,0.1125,0,0.0477,0.0018,0,0,0,0.018,0,0,0,1.0206,0.0306,0,0,0
NLA12_MN-154,1.2357,0.1071,0,0,0,0,0,0,0.1359,0.2043,0.4338,0.0936,0,0,0,0.261,0
NLA12_CA-106,1.2375,1.0152,0,0.0189,0.0315,9e-4,0,0,0.0036,0,0,0.0855,0,0.0054,0.0027,0.0612,0.0126
NLA12_AL-112,1.2411,0.0387,0,0.0477,0,0,0,0,0.3573,0.1449,0.3744,0.1764,0.0954,0,0,0.0063,0
NLA12_WA-101,1.2456,0.2745,0,0.0162,0,0,0,0.0198,0.0072,0.5067,0,0.0873,0.0045,0,0,0.3294,0
NLA12_VT-106,1.2465,0.0828,0,0,0,0,0,0,0.2961,0.1413,0.4338,0.1269,0.0045,0,0,0.1611,0
NLA12_FL-119,1.2474,0.0873,0,0.0441,0.0252,0,0,0,0,0.0423,0,0.0666,0.0927,0.5049,0.0315,0.2916,0.0612
NLA12_IN-191,1.2474,0.0432,0,0.0594,0.0072,0,0,0,0.378,0,0,0,0.0144,0.3447,0.4005,0,0
NLA12_NE-156,1.2555,0.1278,0,0,0,0,0,0,0.0054,0,0,0,1.1214,0,0,0,9e-4
NLA12_UT-202,1.269,0.0747,0,0,0,0,0,0.6876,0,0.4284,0,0.0369,0.0414,0,0,0,0
NLA12_CA-161,1.2816,0.0288,0,0.1467,9e-4,0,0,0.009,0,0,0.0243,0.2862,0.3969,0.1053,0.2835,0,0
NLA12_IL-112,1.2816,0.0558,0,0.0783,0.0333,9e-4,0,0,0.6345,0,0,0,0.0135,0.4059,0.0594,0,0
NLA12_CA-133,1.2834,0.0711,0,0,0,0,0,1.0899,0,0.0063,0,0.1008,0.0153,0,0,0,0
NLA12_WI-113,1.3023,0.1179,0,0.0522,0.0207,0,9e-4,0,0.1305,0,0.0225,0,0.0027,0.5049,0.3213,0.0684,0.0603
NLA12_UT-191,1.3041,0.1062,0,0,0,0,0,0.2997,0,0.6723,0,0.2151,0.0108,0,0,0,0
NLA12_RI-101,1.3068,0.4158,0,0.0108,0.0036,0,0,0,0.2439,0.2061,0.2745,0,0,0.0036,0,0.1485,0
NLA12_ID-163,1.3077,0.0252,0.0153,0,0,0,0,0.9459,0,0.1035,0,0.0549,0.1629,0,0,0,0
NLA12_GA-112,1.3122,0.0486,0,0.4068,0.1602,0.0675,0.0036,0,0.252,0.1701,0,0.0162,0.1224,0.0648,0,0,0
NLA12_TN-108,1.3158,0.3888,0,0,0,0,0,0.0063,0.2016,0,0,0.0297,0.0045,0.6705,0,9e-4,0.0135
NLA12_CO-130,1.3203,0.0135,0.0918,0,0,0,0,1.0287,0,0.081,0,0,0.0936,0,0,0.0117,0
NLA12_UT-257,1.323,0.0414,0,0,0,0,0,0.441,0,0.2979,0,0.2763,0.2619,0,0,0.0045,0
NLA12_AZ-117,1.3275,0.0468,0,0.1098,0.0126,0,0,0.0081,0.009,1.0296,0,0.0126,0.099,0,0,0,0
NLA12_MT-112,1.3329,0.2412,0,0,0,0,0,0,0,0,0,0.2646,0.7776,0,0,0.045,0.0045
NLA12_CT-120,1.3356,0.3411,0,0.0774,0.0081,0.0063,0.0027,0,0.5481,0.2601,0.0288,0,0,0.0279,0,0.0315,0.0036
NLA12_SC-127,1.3401,0.2241,0,0,0,0,0,0,0,0.063,0.036,0.1503,0.0864,0.0378,0,0.6372,0.1053
NLA12_UT-370,1.3419,0.1107,0,0,0,0,0,1.0062,0,0,0,0.009,0,0,0,0,0.216
NLA12_OR-158,1.3482,0.0585,0,0.0648,0.3231,0.3969,0.3807,0,0.0189,0.0189,0.0549,0,0,0,0,0,0.0315
NLA12_AZ-129,1.3482,0.0351,0,0.0342,0.0216,9e-4,0,0,0.0153,0.0639,0,0,1.1439,0,0,0,0.0333
NLA12_UT-134,1.3509,0.0387,0,0,0,0,0,0.7191,0,0.2862,0,0.1953,0.1116,0,0,0,0
NLA12_WA-122,1.3545,0.2277,0,0,0,0,0,0.0504,0,0.7731,0,0.1692,0.1341,0,0,0,0
NLA12_CA-166,1.3599,0.0945,0,0,0,0,0,0,0,0.8811,0,0.3366,0.0477,0,0,0,0
NLA12_ID-161,1.3626,0.0486,0,0,0,0,0,0,0,1.2393,0,0.0351,0.0063,0,0,0,0.0333
NLA12_UT-413,1.3626,0.0216,0,0.0522,0.0054,0,0,0.0054,0.5427,0.3519,0.099,0.2304,0.0234,0,0,0.0306,0
NLA12_WI-142,1.3671,0.0594,0,0.0342,0,0,0,0,0.7209,0.0729,0.144,0,0,0,0,0.3357,0
NLA12_UT-203,1.368,0.0729,0,0,0,0,0,0.1287,0.1485,0.5733,0.0108,0.2403,0.1935,0,0,0,0
NLA12_NJ-105,1.3743,0.0684,0,0,0,0,0,0,1.0323,0,0.0171,0,0,0,0,0.2511,0.0054
NLA12_KS-101,1.3716,0.0747,0,0.027,0,0,0,0,0,0,0,0,0.7038,0,0.5661,0,0
NLA12_MO-116,1.3752,0.0144,0,0.036,0.036,0,9e-4,0,0.0144,0,0,0,0,0,1.2501,0.0234,0
NLA12_ID-158,1.3932,0.1224,0.1026,0,0,0,0,0.0333,0,0.3249,0,0.0414,0.7686,0,0,0,0
NLA12_IA-102,1.3923,0.2268,0,0.0711,0.0108,0.0036,0,0.0027,0.0036,0,0.0594,0.0126,0.2484,0,0.675,0,0.0783
NLA12_UT-395,1.3923,0.0342,0,0.0774,0.1089,0.1197,0.0108,0.0072,0,0,0,0.6327,0.1944,0.1269,0,0.0468,0.0333
NLA12_NM-153,1.395,0.0729,0,0,0,0,0,0,0,0.3978,0,0.0819,0.5796,0.1836,0,0.0135,0.0657
NLA12_IN-134,1.4184,0.1215,0,0.0558,0.0666,0.0027,0,0,0.36,0,0,0.0693,0.0891,0.2736,0.1071,0.2682,0.0045
NLA12_FL-107,1.4121,0.2403,0,0.4185,0.1863,0.0243,0,0.0027,0,0,0,0,9e-4,0.1278,0.3195,0.0225,0.0693
NLA12_KS-R08,1.4112,0.1008,0,0.0243,0.0198,0,0,0,0.1179,0,0,0,0.5868,0.522,0.0333,0.0063,0
NLA12_ID-191,1.413,0,0.0963,0,0,0,0,0,0,0.3996,0,0.3015,0.6156,0,0,0,0
NLA12_LA-109,1.4157,0.3312,0,0,0,0,0,0,0,0,0.0108,0.0099,0,0,0.8766,0.1809,0.0063
NLA12_KS-115,1.413,0.0585,0,0.0225,0,0,0,0,0.0063,0,0,0,0.9495,0,0.3762,0,0
NLA12_AZ-140,1.4274,0.036,0,0,0,0,0,0,0,0,0,1.3608,0,0,0.0162,0.0144,0
NLA12_IN-197,1.4364,0.045,0,0.0414,0.0081,0,0,0,0.0396,0,0,0,0,0.1125,0.8811,0.3087,0
NLA12_UT-169,1.4391,0.2754,0,0.0081,0.009,0,0,0.0747,0,0.4185,0,0.2925,0.0396,0.3213,0,0,0
NLA12_CO-121,1.4418,0.0117,0,0,0,0,0,0.153,0.0396,0.2124,0.0441,0.0288,0.6615,0,0,0.2727,0.018
NLA12_UT-423,1.4436,0.0315,0,0,0,0,0,0.2286,0,0.9648,0.0252,0.1368,0.0567,0,0,0,0
NLA12_PA-110,1.4463,0.1458,0,0.0657,0.0063,0,0,0,0.5058,0.0684,0.2826,0.0225,0,0.0954,0.243,0,0.0108
NLA12_UT-206,1.4463,0.3177,0,0,0,0,0,0.0927,0,0.9567,0.0054,0.0144,0.0594,0,0,0,0
NLA12_IA-132,1.458,0.4311,0,0.0585,0.0036,0,0,0,0.0531,0,0,0,0.3285,0,0.5391,0.0081,0.036
NLA12_UT-220,1.4661,0.0333,0,0,0,0,0,0.0054,1.2051,0.1143,0.0054,0.1026,0,0,0,0,0
NLA12_VA-116,1.4697,0.009,0,0.0243,0.0063,0,0,0,0.9216,0.1053,0.2133,0.0369,0.0288,0.117,0,0.0072,0
NLA12_ID-164,1.4733,0.0756,0,0,0,0,0,0.5967,0,0.2376,0,0.0639,0.4995,0,0,0,0
NLA12_UT-319,1.4778,0.0144,0,0,0,0,0,0,1.1718,0.0198,0,0.2718,0,0,0,0,0
NLA12_ME-R02,1.4868,0.0747,0,0,0,0,0,0,0.1674,0.2475,0.864,0.0279,0.0036,0,0,0.0765,0.0252
NLA12_CO-R07,1.4994,0.0198,0,0,0,0,0,0.2268,0.0054,0.9549,0,0,0.2169,0,0,0.0693,0.0063
NLA12_WI-151,1.5102,0.1953,0,0.0144,0,0,0,0,1.1754,0.0405,0.0036,0,0,0.0045,0,0.0612,0.0153
NLA12_NY-R11,1.5102,0.5958,0,0.0324,0,0,0,0,0.4707,0.2187,0.1872,0,0,0,0,0.0054,0
NLA12_IL-R01,1.521,0.1143,0,0.0063,0,0,0,0,1.2798,0.108,0.0126,0,0,0,0,0,0
NLA12_KS-109,1.5228,0.036,0,0.0666,0.0162,0,0,0,0.6291,0,0.0054,0.0063,0.0873,0.6606,0.0153,0,0
NLA12_UT-327,1.5264,0.0351,0,0,0,0,0,0.7605,0,0.2142,0,0.2934,0.2232,0,0,0,0
NLA12_ID-209,1.5273,0.1089,0,0,0,0,0,0.0036,0,1.0611,0,0.2709,0.0828,0,0,0,0
NLA12_CA-167,1.5282,0.0801,0,0,0,0,0,0,0,1.0692,0,0.2772,0.1017,0,0,0,0
NLA12_RI-113,1.5327,0.0522,0,0.2259,0.2421,0.198,0.0018,0,0.585,0.0117,0,0.0045,0,0.0387,0,0.1728,0
NLA12_NE-125,1.5354,0.2034,0,0,0,0,0,0,0,0,0,0,1.1691,0,0,0.0387,0.1242
NLA12_SD-179,1.5372,0.0045,0,0.0234,0.0027,0,0,0.0072,0,0,0,0.0072,1.4922,0,0,0,0
NLA12_WI-138,1.539,0.4464,0,0.1062,0.0144,0,0,0,0.6786,0.0153,0.0945,0.0243,0,0,0.0576,0.1017,0
NLA12_TN-115,1.5507,0.0594,0,9e-4,0,0,0,0,1.1664,0.108,0.1719,0,0.036,0.0081,0,0,0
NLA12_WY-101,1.5552,0.1593,0,0,0,0,0,0,0,0,0,0.8154,0.4932,0.0117,0,0.072,0.0036
NLA12_ND-169,1.5597,0.225,0,0.0585,0,0,0,0,0,0,0,0,1.2762,0,0,0,0
NLA12_KS-145,1.5606,0.585,0,0.0657,0.0504,0.0198,0.0045,0.0387,0.1098,0,0,0,0.144,0.4995,0.0162,0.027,0
NLA12_UT-299,1.5606,0.1764,0,0.0504,0.0882,0.0135,9e-4,0.0441,0,0,0,0.1521,0.0045,0.8802,0.1161,0.0342,0
NLA12_ND-149,1.5615,0.3321,0,0.0648,0.0072,0,0,0,0,0,0,0,1.0971,0,0.0288,0.0063,0.0252
NLA12_WY-129,1.5624,0.0828,0,0,0,0,0,0.3438,0,0,0,0.0693,1.0665,0,0,0,0
NLA12_VT-109,1.5732,0.1008,0,0.0387,0.0045,0,0,0,0.4644,0.2196,0.5031,0,0,0.1233,0,0.1188,0
NLA12_UT-352,1.5795,0.0603,0,0,0,0,0,0.5517,0,0.5004,0,0.3231,0.144,0,0,0,0
NLA12_CA-153,1.5795,0.0324,0,0,0,0,0,0.4752,0,0.135,0,0.6966,0.2268,0,0,0,0.0135
NLA12_AR-105,1.593,0.1656,0,0.0612,0.054,9e-4,0,0,0,1.0512,0.0405,0.1467,0.0666,0,0,0.0063,0
NLA12_MN-157,1.5948,0.4797,0,0.0324,9e-4,0,0,0,0.4428,0,0,0,0.0486,0.0954,0.4806,0.0045,0.0099
NLA12_OR-167,1.611,0.1179,0,0.207,0.2493,0.0342,0.0018,0,0,0.1431,0,0.2457,0.5373,0,0,0.0504,0.0243
NLA12_LA-106,1.6164,0.45,0,0.2061,0.0162,0,0,0,0.0225,0,0.1224,0.0027,0,0,0.5346,0.2331,0.0288
NLA12_MT-110,1.62,0.0711,0,0,0,0,0,0,0,1.5327,0,0.0045,0.0117,0,0,0,0
NLA12_NC-116,1.6263,0.0261,0,0.6759,0.252,0.0972,0.0225,0,0.5202,0.0135,0,0.0045,0.009,0,0,0.0054,0
NLA12_LA-154,1.6326,0.0351,0,0.1116,0.0999,0.0054,0,0,0.2196,0.1953,0.081,0.3861,0.0216,0.2304,0,0.2187,0.0279
NLA12_WA-165,1.6425,0.3834,0,0.0963,0.0504,9e-4,0,0,0,0.981,0.036,0.027,0.0504,0,0,0.0081,0.009
NLA12_CA-128,1.6452,0.0144,0,0.1638,0,0,0,0,0,0.8712,0.018,0.4779,0.09,0,0,0.0099,0
NLA12_TX-232,1.6515,0.2133,0,0.0414,0.0702,0.0135,0.0036,0,0.0189,0,0,0.0414,0,0.9972,0.2475,0.0045,0
NLA12_CT-126,1.6569,0.3663,0,0.0342,9e-4,0,0,0.0144,0.9909,0.0243,0.0234,0,0,0.1125,0,0.09,0
NLA12_SD-208,1.6659,0.0225,0,0.0801,0.0045,0,0,0,0,0,0,0,0.2385,0.4815,0.819,0.0198,0
NLA12_TX-177,1.6776,0.0054,0,0.1908,0.0288,0.0027,0,0,0.0234,0,0,0.0207,0,0.4365,0.9639,0.0054,0
NLA12_WY-125,1.6857,0.1377,0,0,0,0,0,0.0144,0,0,0,0.1584,1.3752,0,0,0,0
NLA12_CA-123,1.6947,0.1035,0,0,0,0,0,0.0261,0,0.9693,0,0.594,0.0018,0,0,0,0
NLA12_KS-105,1.6974,0.4194,0,0.1089,0.0351,0,0,0,0.1818,0,0,0,0.7497,0,9e-4,0.063,0.1386
NLA12_CA-150,1.7082,0.0486,0,0,0,0,0,1.098,0,0.0261,0,0.5058,0.0234,0,0,0,0.0063
NLA12_MN-171,1.719,0.0936,0,0.0495,0,0,0,0,0,0,0,0,0,0,1.5363,0,0.0396
NLA12_OR-131,1.719,0,0,0.2187,0.1431,0.0549,0.0369,0,0.0396,0.0774,0.0288,0.0729,0.0225,0.6588,0.1305,0.1638,0.0711
NLA12_MN-123,1.7208,0.0279,0,0.1872,0.0243,0.0027,0,0,0.0045,0,0,0,0.0234,0.1341,1.2888,0,0.0279
NLA12_CA-134,1.7208,0.1602,0.0414,0,0,0,0,1.4256,0,0,0,0.0711,0.0225,0,0,0,0
NLA12_SD-120,1.7262,0.0297,0,0,0,0,0,0,0,0,0,0,1.5354,0.1458,0.0135,0.0018,0
NLA12_WA-149,1.7271,0.1602,0,0,0,0,0,0.3186,0,0.7821,0,0.3006,0.1656,0,0,0,0
NLA12_UT-217,1.7361,0.0126,0,0.0873,0.0099,0.0018,0,0.0117,0.0261,0.7938,0,0.7758,0.0126,0,0,0.0045,0
NLA12_CA-142,1.737,0.0666,0,0,0,0,0,1.5606,0,0,0,0.0315,0.0783,0,0,0,0
NLA12_MI-117,1.7379,0.2916,0,0.4347,0.2637,0.0657,0.009,0.0099,0.4545,0,0.0063,9e-4,0.0252,0,0,0.1719,0.0045
NLA12_NE-129,1.7442,0.8955,0,0.0657,0.1935,0.1629,0.0153,0,0.0855,0,0,0,0.1827,0,0.0594,0.0837,0
NLA12_VT-104,1.7604,0.4446,0,0,0,0,0,0,0.981,0.0576,0.2736,0,0,0,0,0.0036,0
NLA12_SC-102,1.7685,0,0,0.0126,9e-4,0,0,0,0,0.9891,0.0054,0.0531,0.0558,0,0,0.4338,0.2178
NLA12_TX-162,1.7712,0.0207,0,0.0387,0.0405,0.0054,0.0018,0.0081,0,0,0,0.2043,0.0819,1.2933,0,0.0171,0.0594
NLA12_ND-107,1.7757,0.6795,0,0.0477,9e-4,0,0,0,0,0,0,0,0.8415,0.0117,0.1944,0,0
NLA12_NY-R04,1.7775,0.1125,0,0,0,0,0,0,1.323,0.0945,0.0018,0.0522,0,0,0,0.1476,0.0459
NLA12_ID-190,1.7883,0.135,0,0.0045,0.0045,0,0,0,0,1.3302,0,0.2385,0,0,0,0.0423,0.0333
NLA12_NY-R02,1.7937,0.1629,0,0.0108,0,0,0,0,0.9981,0.2673,0.3159,0.0054,0,0,0,0.0288,0.0045
NLA12_NV-127,1.8045,0.0702,0,0,0,0,0,0,0,0.0252,0,1.1277,0.4581,0,0,0.1134,0.0099
NLA12_SD-139,1.8018,0.027,0,0.027,0,0,0,0,0,0,0,0,1.5543,0,0.1935,0,0
NLA12_CA-215,1.8198,0.0918,0,0,0,0,0,0.3357,0,0.6741,0,0.6966,0.0126,0,0,0,0.009
NLA12_UT-190,1.836,0.1143,0,0,0,0,0,0.5553,0,1.0143,0,0.0297,0.1224,0,0,0,0
NLA12_UT-339,1.8432,0.0684,0,0,0,0,0,1.4904,0,0,0,0.108,0.1764,0,0,0,0
NLA12_UT-273,1.8495,0.1251,0,0,0,0,0,1.1916,0,9e-4,0,0.3861,0.1458,0,0,0,0
NLA12_CA-207,1.8747,0.1485,0,0,0,0,0,1.2609,0,0.0045,0,0.2835,0.1773,0,0,0,0
NLA12_WI-R11,1.8774,0.0189,0,0.0423,0,0,0,0,1.6812,0,0,0.0045,0,0,0,0.1305,0
NLA12_SD-136,1.8837,0.2043,0,0,0,0,0,9e-4,0,0,0,0,1.3419,0.0063,0.3051,0,0.0252
NLA12_ID-197,1.8918,0.0432,0,0,0,0,0,0.0189,0,0.9702,0,0.153,0.7065,0,0,0,0
NLA12_GA-102,1.8909,0,0,0.0711,0,0,0,0,0,0,0,0,0,0,0,1.3374,0.4824
NLA12_MN-138,1.8963,0.0882,0,0,0,0,0,0,0.0081,0,0,1.0485,0.4095,0,0,0.1908,0.1512
NLA12_TX-161,1.9026,0.0648,0,0.252,0.3006,0.2835,0.18,0.0198,0,0,0,0,0.0333,0.5283,0.18,0.0423,0.018
NLA12_CA-213,1.9242,0.0054,0,0.0801,0.0072,0,0,0,0.0045,0.7245,0,0.4275,0.675,0,0,0,0
NLA12_CA-139,1.9296,0.1395,0,0,0,0,0,0.7281,0,0.027,0,0.9441,0.0909,0,0,0,0
NLA12_UT-336,1.9386,0.0954,0,0,0,0,0,0.6849,0,0.7065,0,0.2565,0.1908,0,0,0.0045,0
NLA12_MN-109,1.9566,0.3897,0,0.0468,0,0,0,0,0.4887,0.2295,0.3645,0.0945,0,0,0,0.3429,0
NLA12_MT-143,1.9593,0.2376,0,0,0,0,0,0,0,0,0,0.0954,1.6137,0,0,0,0.0126
NLA12_MT-152,1.9683,0.1089,0,0,0,0,0,0.1287,0,0.9027,0,0.1701,0.6579,0,0,0,0
NLA12_SD-137,1.9683,0.0441,0,0.0657,0,0,0,0,9e-4,0.0054,0,0,1.7892,0,0.063,0,0
NLA12_WA-121,1.9692,0.1944,0,0.5211,0.8253,0.3519,0.0693,0,0,0.0072,0,0,0,0,0,0,0
NLA12_MT-155,1.9737,0.0855,0,0,0,0,0,1.2501,0,0.1197,0.0081,0.5103,0,0,0,0,0
NLA12_ND-146,1.9854,0.4131,0,0.0819,0.0144,0,0,0,0.4689,0,0,0,0.5616,0.0549,0.2853,0.0081,0.0972
NLA12_ME-111,1.9917,0.1386,0,0,0,0,0,0,0.3186,0.3249,0.7479,0.1179,0.0468,0,0,0.288,0.009
NLA12_MI-120,2.0079,0.0252,0,0.0333,0.0396,9e-4,0,0,0.5076,0,0,0,0.0738,0.1314,0.8946,0.2781,0.0234
NLA12_CA-176,2.0286,0.0324,0,0,0,0,0,0.2565,0,1.2105,0,0.5085,0,0,0,0,0.0207
NLA12_MN-150,2.0313,0.1188,0,0,0,0,0,0,0.468,0.0171,0.4329,0.0054,0,0,0,0.9459,0.0432
NLA12_WA-131,2.0331,0.0963,0,0.018,0.054,0.0027,0,0,0,0.4725,0,1.1736,0.1674,0,0,0.0486,0
NLA12_LA-161,2.0403,0.4329,0,0.0324,0.0027,0,0,0.0387,0.081,0.0522,0.0162,0.2673,0.0486,0.7029,0.1404,0.2034,0.0216
NLA12_MN-181,2.043,0.4347,0,0,0,0,0,0,1.0863,0.2331,0,0.0315,0.0423,0.1053,0.0171,0.0135,0.0792
NLA12_SD-160,2.0439,0.0414,0,0,0,0,0,0,0,0,0,0.0117,1.8288,0.162,0,0,0
NLA12_PA-103,2.0502,0.3069,0,0.1494,0.0108,0.0045,0,0,1.1151,0.0477,0.0504,0,0,0.3555,0,0.0099,0
NLA12_KS-130,2.0547,0.1206,0,0.1269,0.0945,0.0063,0,0,0.0153,0,0,0,0,1.1376,0.5472,0,0.0063
NLA12_NE-157,2.0529,0.8604,0,0.0099,0,0,0,0.0891,0,0,0,0,0.792,0,0.297,0.0045,0
NLA12_UT-122,2.0682,0.117,0,0,0,0,0,0.8019,0,0.8406,0,0.2502,0.0585,0,0,0,0
