SITE_ID,VISIT_NO,MCYST_TL_UGL,CYANDENS
NLA06608-1129,1,0.05,21305.16822
NLA06608-1130,1,0.53,12409.95556
NLA06608-1131,1,0.84,52443.25441
NLA06608-1134,1,3.7,7980
NLA06608-1141,1,0.05,2177.800696
NLA06608-1143,1,0.05,1081.833686
NLA06608-1145,1,3.9,32612.23345
NLA06608-1147,1,7.5,58506.85643
NLA06608-1148,1,3.9,77416.04118
NLA06608-1150,1,0.05,93964.95238
NLA06608-1151,1,0.05,21405.80701
NLA06608-1153,1,0.05,256.6786675
NLA06608-1155,1,2.8,33920.7989
NLA06608-1162,1,0.05,753.0457516
NLA06608-1163,1,0.25,4603.55273
NLA06608-1164,1,0.05,744.9671894
NLA06608-1166,1,0.05,1100.209781
NLA06608-1167,1,1.7,7477.171717
NLA06608-1170,1,0.05,0
NLA06608-1172,1,0.05,563.4125853
NLA06608-1174,1,0.05,1115.122362
NLA06608-1175,1,4.2,94589.03704
NLA06608-1177,1,0.05,31176.88889
NLA06608-1179,1,0.05,42419.25926
NLA06608-1181,1,0.23,76675.55556
NLA06608-1183,1,0.05,7757.053309
NLA06608-1185,1,0.35,12436.03873
NLA06608-1189,1,0.05,2714.947271
NLA06608-1190,1,0.05,1174.966633
NLA06608-1191,1,0.05,19365.92593
NLA06608-1195,1,0.4,47574.46831
NLA06608-1198,1,0.05,17617.31401
NLA06608-1199,1,1.1,49383.86265
NLA06608-1204,1,0.27,2473.928474
NLA06608-1206,1,0.05,4347.68254
NLA06608-1207,1,0.05,1063.651608
NLA06608-1208,1,1.1,2308.601531
NLA06608-1208,2,0.28,1936.117936
NLA06608-1209,1,0.05,1005.904895
NLA06608-1210,1,0.34,627.4367427
NLA06608-1217,1,0.05,0
NLA06608-1219,1,3.8,115657.5062
NLA06608-1220,1,0.11,15218.04633
NLA06608-1222,1,0.94,328.6619953
NLA06608-1223,1,0.67,38802.03436
NLA06608-1224,1,0.05,23340.44444
NLA06608-1227,1,0.05,1874.467269
NLA06608-1232,1,0.05,19161.21212
NLA06608-1236,1,0.05,22921.6
NLA06608-1238,1,0.05,16.87680171
NLA06608-1239,1,0.58,240835.5556
NLA06608-1240,1,0.05,1438.145216
NLA06608-1241,1,0.11,18434.22222
NLA06608-1242,1,0.17,1294.336732
NLA06608-1243,1,0.74,109532.5285
NLA06608-1244,1,7.8,60072.00814
NLA06608-1245,1,0.05,31638.51852
NLA06608-1255,1,1.3,501949.3942
NLA06608-1256,1,0.05,764.8860982
NLA06608-1258,1,0.05,1883.996791
NLA06608-1259,1,0.05,230.7473445
NLA06608-1261,1,0.05,28362.07407
NLA06608-1262,1,0.18,14200.17778
NLA06608-1263,1,0.05,3436.011769
NLA06608-1266,1,0.05,1.078940894
NLA06608-1268,1,0.11,3466.886078
NLA06608-1269,1,0.26,3763.809524
NLA06608-1270,1,0.05,33.35171702
NLA06608-1271,1,0.34,3042.61332
NLA06608-1273,1,0.19,62386.02239
NLA06608-1274,1,0.05,3225.777778
NLA06608-1278,1,2.4,49791.58722
NLA06608-1279,1,0.05,502.9524474
NLA06608-1281,1,0.05,1113.315556
NLA06608-1283,1,0.2,63563.02222
NLA06608-1284,1,0.05,32.86619953
NLA06608-1288,1,0.05,63640.91364
NLA06608-1292,1,0.05,7083.163972
NLA06608-1295,1,0.05,202558.5778
NLA06608-1297,1,0.43,12078.1573
NLA06608-1300,1,0.05,7557.777778
NLA06608-1303,1,6.6,16112
NLA06608-1312,1,0.05,6284.777778
NLA06608-1316,1,0.05,48602.13749
NLA06608-1319,1,2.8,148119.8882
NLA06608-1321,1,0.05,0
NLA06608-1323,1,0.05,2469.944692
NLA06608-1326,1,0.21,7448.804233
NLA06608-1329,1,0.05,2365.913044
NLA06608-1332,1,0.05,69138.53247
NLA06608-1333,1,0.05,2202.035369
NLA06608-1334,1,3.4,3789.866667
NLA06608-1334,2,2,8317.777778
NLA06608-1336,1,0.28,1391.3357800000001
NLA06608-1338,1,0.11,1014.971201
NLA06608-1339,1,0.05,136077.7124
NLA06608-1342,1,0.05,10461.46032
NLA06608-1344,1,0.05,35035.25812
NLA06608-1346,1,0.05,624.4577911
NLA06608-1347,1,0.05,23131.81699
NLA06608-1348,1,0.05,1556.848485
NLA06608-1349,1,0.19,1883.759662
NLA06608-1354,1,0.05,45233.81168
NLA06608-1355,1,0.27,17117.95066
NLA06608-1355,2,0.17,10572.9766
NLA06608-1356,1,0.05,12232.75214
NLA06608-1358,1,0.05,3401.162393
NLA06608-1358,2,0.05,3411.555556
NLA06608-1359,1,0.05,25613.20635
NLA06608-1360,1,0.13,13911.16892
NLA06608-1364,1,0.27,65174.66962
NLA06608-1365,1,0.05,420.2889758
NLA06608-1367,1,1.9,287993.4649
NLA06608-1368,1,0.05,47491.55556
NLA06608-1369,1,0.05,40713.48148
NLA06608-1370,1,5.1,6738.666667
NLA06608-1372,1,0.05,13781.33333
NLA06608-1375,1,0.05,27596.44444
NLA06608-1376,1,0.05,19677.96825
NLA06608-1377,1,0.05,1254.873485
NLA06608-1380,1,0.05,11902.06061
NLA06608-1383,1,3.4,74600.63492
NLA06608-1387,1,0.19,67904.59259
NLA06608-1389,1,0.11,12389.56128
NLA06608-1389,2,0.05,11991.1831
NLA06608-1390,1,0.05,2365.74359
NLA06608-1391,1,1.5,121870.2222
NLA06608-1396,1,0.05,33244.6588
NLA06608-1397,1,0.13,21990.47532
NLA06608-1398,1,0.05,12241.06667
NLA06608-1401,1,2.1,3140.215974
NLA06608-1403,1,0.05,1030.503026
NLA06608-1413,1,0.47,51311.10909
NLA06608-1414,1,0.05,1858.434192
NLA06608-1417,1,0.05,12514.66667
NLA06608-1420,1,0.05,37290.66667
NLA06608-1421,1,0.13,3846.341291
NLA06608-1425,1,0.05,31109.1892
NLA06608-1426,1,0.05,354.5565768
NLA06608-1432,1,0.05,1322.947527
NLA06608-1434,1,0.05,1120.808081
NLA06608-1435,1,1.6,186694.6032
NLA06608-1436,1,0.05,11757.26496
NLA06608-1439,1,0.05,14.58610552
NLA06608-1445,1,0.75,707.9512172
NLA06608-1446,1,0.05,120.6349206
NLA06608-1447,1,0.05,11124.14815
NLA06608-1450,1,0.16,2080.711111
NLA06608-1454,1,0.46,1067.377778
NLA06608-1455,1,0.05,589.3982367
NLA06608-1460,1,0.05,544.7821559
NLA06608-1461,1,0.05,42506.92064
NLA06608-1462,1,0.05,10858.4971
NLA06608-1465,1,0.05,497.9727202
NLA06608-1469,1,0.05,9317.069595
NLA06608-1473,1,0.05,20331.80952
NLA06608-1476,1,0.05,32743.71491
NLA06608-1481,1,0.05,419.8095238
NLA06608-1482,1,0.19,15965.00541
NLA06608-1483,1,0.05,4602.583362
NLA06608-1484,1,0.05,6156.934713
NLA06608-1487,1,0.12,4313.422222
NLA06608-1488,1,9.5,77013.33333
NLA06608-1489,1,0.05,8080.160979
NLA06608-1492,1,2.7,60950.99786
NLA06608-1496,1,0.05,147650.4615
NLA06608-1499,1,0.16,689.1518321
NLA06608-1504,1,0.05,177333.3333
NLA06608-1508,1,0.05,22313.20261
NLA06608-1510,1,0.12,334.6329294
NLA06608-1511,1,0.38,51868.10406
NLA06608-1515,1,5.4,14152.88889
NLA06608-1517,1,1.7,109429.8667
NLA06608-1521,1,0.75,35486.93333
NLA06608-1524,1,0.05,5039.483928
NLA06608-1527,1,0.37,80870.76976
NLA06608-1529,1,0.05,24113.95556
NLA06608-1532,1,1.5,72706.66667
NLA06608-1537,1,0.05,42467.87879
NLA06608-1538,1,0.05,4830.335386
NLA06608-1544,1,1.7,2362.382585
NLA06608-1556,1,0.05,8918.565128
NLA06608-1558,1,0.05,231.6195545
NLA06608-1560,1,0.24,14546.96296
NLA06608-1561,1,0.05,248.3223965
NLA06608-1562,1,0.05,10.85869857
NLA06608-1564,1,0.05,597.5672642
NLA06608-1568,1,0.05,1734.936957
NLA06608-1569,1,0.05,7423.113349
NLA06608-1572,1,0.05,2838.444505
NLA06608-1575,1,0.05,86007.09811
NLA06608-1576,1,0.25,108646.2222
NLA06608-1577,1,0.05,5250.654847
NLA06608-1578,1,0.05,9447.749414
NLA06608-1579,1,0.39,49042.3654
NLA06608-1586,1,0.05,2689.052689
NLA06608-1593,1,0.05,8784.114398
NLA06608-1595,1,0.05,4843.581277
NLA06608-1596,1,0.39,39724.58877
NLA06608-1600,1,0.05,44190.5157
NLA06608-1602,1,0.05,4504.099474
NLA06608-1608,1,0.1,764.8860982
NLA06608-1610,1,0.05,125.4873485
NLA06608-1617,1,0.05,16918.64723
NLA06608-1623,1,0.14,6350.222222
NLA06608-1626,1,0.05,899.3333333
NLA06608-1630,1,0.05,24843.55556
NLA06608-1631,1,4.8,27901.21578
NLA06608-1633,1,0.05,430.2423379
NLA06608-1637,1,1.2,22005.41451
NLA06608-1638,1,0.05,627.7037037
NLA06608-1640,1,0.05,23847.11111
NLA06608-1641,1,0.05,563.4125853
NLA06608-1643,1,0.05,2295.42029
NLA06608-1652,1,0.1,3037.633593
NLA06608-1654,1,0.05,23643.03704
NLA06608-1655,1,0.05,4352.842403
NLA06608-1668,1,0.05,17110.342670000002
NLA06608-1672,1,0.05,4982222.222
NLA06608-1674,1,0.05,109.4082318
NLA06608-1675,1,0.05,2.618946537
NLA06608-1679,1,0.05,4458.666667
NLA06608-1684,1,0.11,16836.21926
NLA06608-1684,2,0.12,32081.11345
NLA06608-1687,1,0.12,1540.465382
NLA06608-1690,1,0.05,2492.8
NLA06608-1695,1,0.05,0
NLA06608-1703,1,0.54,32391.42184
NLA06608-1704,1,0.21,28049.06667
NLA06608-1706,1,0.05,193.6592593
NLA06608-1707,1,0.05,13311.51515
NLA06608-1711,1,0.05,5407.983741
NLA06608-1715,1,0.05,41056.88889
NLA06608-1717,1,0.05,654.9135803
NLA06608-1719,1,0.05,159434.9786
NLA06608-1723,1,0.05,5.801434622
NLA06608-1724,1,0.27,20722.66667
NLA06608-1733,1,1.3,61688.86058
NLA06608-1735,1,0.05,1252.899364
NLA06608-1736,1,2.4,32258.67281
NLA06608-1739,1,0.05,4.501142193
NLA06608-1740,1,0.05,59336.2963
NLA06608-1741,1,2,101008.7866
NLA06608-1742,1,0.05,3175.111111
NLA06608-1748,1,0.05,0
NLA06608-1753,1,0.05,601.7095953
NLA06608-1755,1,0.21,17592.05551
NLA06608-1758,1,0.05,15691.07692
NLA06608-1771,1,0.05,6368.987654
NLA06608-1775,1,0.22,2130.327297
NLA06608-1781,1,0.05,10825.77778
NLA06608-1782,1,2.1,18262.51852
NLA06608-1789,1,0.05,4202.889758
NLA06608-1791,1,0.05,69.71618083
NLA06608-1793,1,0.05,32703.8774
NLA06608-1800,1,0.05,2495.839274
NLA06608-1802,1,0.05,8334.666667
NLA06608-1804,1,0.37,3411.113133
NLA06608-1808,1,0.05,11187.78711
NLA06608-1810,1,0.05,23704.68926
NLA06608-1811,1,0.05,13301.65895
NLA06608-1812,1,0.05,2955.966067
NLA06608-1818,1,0.05,17.06366917
NLA06608-1821,1,0.55,95331.89755
NLA06608-1824,1,0.05,8106.995885
NLA06608-1825,1,0.05,15566.62723
NLA06608-1835,1,0.05,4834.480543
NLA06608-1836,1,3.3,228783.2502
NLA06608-1839,1,0.05,17555.1983
NLA06608-1840,1,0.2,83937.77778
NLA06608-1851,1,0.05,6950.985044
NLA06608-1856,1,0.89,20642.66884
NLA06608-1857,1,0.05,232.863121
NLA06608-1861,1,0.05,27428.33743
NLA06608-1862,1,0.05,50.95920837
NLA06608-1863,1,0.05,2975.884976
NLA06608-1866,1,0.05,591.0234505
NLA06608-1867,1,0.6,52460.68321
NLA06608-1868,1,0.05,2499.555556
NLA06608-1871,1,0.05,1074.62513
NLA06608-1873,1,0.05,3764.620456
NLA06608-1874,1,0.05,2000.843265
NLA06608-1879,1,1.6,186498.1023
NLA06608-1884,1,0.38,2888.241777
NLA06608-1893,1,0.53,137222.2222
NLA06608-1894,1,0.05,516.8
NLA06608-1906,1,0.3,59119.32134
NLA06608-1908,1,0.1,3401.603484
NLA06608-1910,1,1.2,91216.88889
NLA06608-1930,1,0.05,1141.688889
NLA06608-1936,1,0.27,262723.5556
NLA06608-1948,1,0.05,31700.49448
NLA06608-1953,1,0.93,21739.6489
NLA06608-1958,1,0.05,179.6363636
NLA06608-1959,1,0.05,1868.96051
NLA06608-1960,1,0.14,94577.77778
NLA06608-1968,1,0.16,168392.0706
NLA06608-1975,1,0.14,359.8682858
NLA06608-1985,1,0.05,0
NLA06608-1989,1,0.05,11081.36296
NLA06608-1992,1,2.2,44992
NLA06608-1998,1,0.05,14043.11111
NLA06608-1998,2,0.05,3283.950617
NLA06608-2005,1,0.05,298933.3333
NLA06608-2007,1,0.05,1741.136961
NLA06608-2010,1,0.65,779.1613162
NLA06608-2027,1,0.05,2.973215083
NLA06608-2036,1,0.11,1233.976401
NLA06608-2037,1,0.05,157.6296296
NLA06608-2039,1,38,1060.681894
NLA06608-2049,1,0.05,4870.957896
NLA06608-2056,1,4.3,3978.802034
NLA06608-2072,1,0.1,134840.8889
NLA06608-2074,1,2.6,6805.627176
NLA06608-2076,1,0.05,870.4563149
NLA06608-2078,1,0.05,9504.222222
NLA06608-2082,1,0.05,7049.422222
NLA06608-2086,1,0.05,1213.061546
NLA06608-2087,1,1.1,105187.9245
NLA06608-2091,1,0.05,2663.158108
NLA06608-2092,1,1.7,59935.9966
NLA06608-2094,1,0.05,71119.11111
NLA06608-2095,1,0.05,1023.083359
NLA06608-2103,1,0.27,175.0986259
NLA06608-2114,1,0.05,259.9417599
NLA06608-2117,1,0.43,85013.90279
NLA06608-2120,1,0.05,23367.46667
NLA06608-2123,1,6.6,252932.2997
NLA06608-2131,1,0.31,60119.84789
NLA06608-2134,1,0.05,1568.591857
NLA06608-2135,1,8.6,107934.0587
NLA06608-2152,1,0.05,17513.77778
NLA06608-2154,1,0.05,1613.431613
NLA06608-2155,1,0.05,9470.373335
NLA06608-2162,1,0.38,856.5130787
NLA06608-2170,1,4.4,33869.74568
NLA06608-2177,1,0.05,3258.48815
NLA06608-2185,1,0.05,17659.81699
NLA06608-2187,1,0.05,5866.118644
NLA06608-2193,1,0.05,0
NLA06608-2196,1,0.34,2109.842234
NLA06608-2217,1,0.05,0
NLA06608-2219,1,0.05,28135.58446
NLA06608-2241,1,0.05,1706.62794
NLA06608-2250,1,0.05,0
NLA06608-2253,1,0.05,885.3954965
NLA06608-2257,1,0.05,0
NLA06608-2266,1,0.05,0
NLA06608-2267,1,1.1,23499.46675
NLA06608-2283,1,0.05,10939.80778
NLA06608-2305,1,0.05,2356.938272
NLA06608-2322,1,0.05,540.4828898
NLA06608-2332,1,0.05,967.2983117
NLA06608-2333,1,0.05,5577.294466
NLA06608-2345,1,0.05,1261.143563
NLA06608-2354,1,0.2,1264.850709
NLA06608-2372,1,0.05,478.0470421
NLA06608-2379,1,0.05,298.835782
NLA06608-2418,1,0.05,6344.172455
NLA06608-2426,1,0.49,0
NLA06608-2429,1,0.05,1337.209419
NLA06608-2438,1,0.05,4707.502115
NLA06608-2450,1,0.05,5062.444444
NLA06608-2453,1,0.05,1405.798942
NLA06608-2457,1,0.05,226.8254155
NLA06608-2463,1,0.05,140.7285551
NLA06608-2477,1,0.05,16408.49383
NLA06608-2481,1,0.05,675.5555556
NLA06608-2492,1,0.05,875.4360421
NLA06608-2497,1,0.05,45149.62963
NLA06608-2507,1,0.21,16868.39551
NLA06608-2513,1,0.05,68958.28582
NLA06608-2523,1,0.05,10178.41827
NLA06608-2524,1,0.05,2997.795776
NLA06608-2565,1,0.05,5056.557279
NLA06608-2566,1,0.05,643.3807545
NLA06608-2593,1,0.16,13564.7769
NLA06608-2629,1,0.16,15745.89741
NLA06608-2634,1,0.05,722.875817
NLA06608-2640,1,18,10156.63227
NLA06608-2644,1,0.7,11858.55444
NLA06608-2655,1,0.05,92374.90777
NLA06608-2657,1,0.05,9105.786884
NLA06608-2663,1,4.3,585.4814815
NLA06608-2673,1,0.05,111.4666667
NLA06608-2685,1,0.05,26381.09063
NLA06608-2696,1,0.21,19084.44444
NLA06608-2704,1,0.55,72841.77778
NLA06608-2708,1,0.11,17859.53871
NLA06608-2714,1,0.05,37.24535549
NLA06608-2715,1,0.05,361.1146721
NLA06608-2726,1,0.05,2241.718519
NLA06608-2740,1,0.05,4255.308165
NLA06608-2753,1,0.05,2447.003297
NLA06608-2759,1,0.05,3612.686869
NLA06608-2776,1,0.05,32905.18519
NLA06608-2779,1,0.11,23520.83379
NLA06608-2797,1,0.05,26637.44928
NLA06608-2800,1,0.05,0
NLA06608-2801,1,0.05,118227.8519
NLA06608-2807,1,0.05,26380.44444
NLA06608-2823,1,0.05,3066.516011
NLA06608-2824,1,0.31,13113.42792
NLA06608-2831,1,0.05,3336.417225
NLA06608-2833,1,0.05,1174.775178
NLA06608-2874,1,0.24,5380.270069
NLA06608-2881,1,0.05,752.9240912
NLA06608-2889,1,0.05,500.2965929
NLA06608-2891,1,0.33,2685.834057
NLA06608-2916,1,0.05,1904.158472
NLA06608-2924,1,0.05,16573.62963
NLA06608-2954,1,6.1,444194.6667
NLA06608-2955,1,0.05,5398.024287
NLA06608-2972,1,21,769506.348
NLA06608-2987,1,3.3,96382.37964
NLA06608-2996,1,0.05,464444.4444
NLA06608-3032,1,0.05,52918.51852
NLA06608-3035,1,0.17,3259.12908
NLA06608-3083,1,0.05,13798.22222
NLA06608-3096,1,0.05,18535.55556
NLA06608-3121,1,0.2,16622.04444
NLA06608-3147,1,0.4,2574.336047
NLA06608-3153,1,0.05,17850.57533
NLA06608-3157,1,0.05,11756.54321
NLA06608-3160,1,3.3,310175.1992
NLA06608-3169,1,0.05,29868.40376
NLA06608-3228,1,0.05,94189.33333
NLA06608-3265,1,0.05,27703.74541
NLA06608-3303,1,0.05,33732.74074
NLA06608-3313,1,0.05,48602.46914
NLA06608-3320,1,0.05,47052.44444
NLA06608-3329,1,0.05,6930.777778
NLA06608-3480,1,0.05,8512
NLA06608-3484,1,0.05,153770.2663
NLA06608-3608,1,0.78,48441.80734
NLA06608-3616,1,0.05,21584
NLA06608-3644,1,0.21,5699.21708
NLA06608-3656,1,0.2,21332.84925
NLA06608-3660,1,0.05,4141.082502
NLA06608-3698,1,0.05,4376.184265
NLA06608-3846,1,0.05,2751.133288
NLA06608-3890,1,0.05,1467.027634
NLA06608-3911,1,0.17,2046.66788
NLA06608-4056,1,0.05,3649.144094
NLA06608-4064,1,0.05,20199.11111
NLA06608-4206,1,0.05,1440.137107
NLA06608-4252,1,0.05,794.2664887
NLA06608-4320,1,0.05,76346.22222
NLA06608-4382,1,0.05,220.6019151
NLA06608-4413,1,0.11,3322.473989
NLA06608-4414,1,0.05,12768
NLA06608-4440,1,0.2,3031.657921
NLA06608-4472,1,0.17,20167.20988
NLA06608-4504,1,0.05,556.7335012
NLA06608-4610,1,0.05,2390.269057
NLA06608-4643,1,0.12,27844.14815
NLA06608-4650,1,0.05,3309.526698
NLA06608-4659,1,0.13,1926.158482
NLA06608-4686,1,0.05,487.0173204
NLA06608-4698,1,0.05,18624.17974
NLA06608-4828,1,0.05,318.7025409
NLA06608-4929,1,0.05,17329.45066
NLA06608-4949,1,0.05,280.5246324
NLA06608-9999,1,0.05,5300.421634
NLA06608-ACAD_LAKES_0435,1,0.05,804.2668952
NLA06608-ALPS-1218,1,0.05,0
NLA06608-ALSC:020149,1,0.05,9.959454404
NLA06608-ELS:1C2-032,1,0.05,67.55555556
NLA06608-ELS:1C3-003,1,0.05,126.2850335
NLA06608-ELS:1D1-035,1,0.05,13953.19562
NLA06608-ELS:1D2-087,1,0.05,1171.231838
NLA06608-ELS:1E1-052,1,0.05,1890.78375
NLA06608-ELS:1E1-096,1,0.05,101.8427689
NLA06608-ELS:1E1-128,1,0.05,5320.830021
NLA06608-ELS:1E2-027,1,0.05,3703.924513
NLA06608-ELS:1E3-002,1,0.98,11738.59153
NLA06608-ELS:1E3-012,1,0.05,161.3965405
NLA06608-ELS:1E3-071,1,2.9,2081.795521
NLA06608-ELS:2B2-008,1,0.05,2250.836695
NLA06608-ELS:2C2-048,1,0.05,1792.701793
NLA06608-ELS:2C3-018,1,0.05,2056.378348
NLA06608-ELS:2D3-008,1,0.05,424.6047394
NLA06608-EMAP:ME011L,1,0.05,47.13865305
NLA06608-EMAP:ME012L,1,0.05,86.12988458
NLA06608-EMAP:ME254L,1,0.05,69.29188012
NLA06608-EMAP:ME263L,1,0.05,2242.480779
NLA06608-EMAP:ME518L,1,0.05,2014.934935
NLA06608-FL:107895579,1,0.05,3262.717263
NLA06608-FL:16674741,1,0.05,0
NLA06608-FL:18261987,1,0.05,1203.102092
NLA06608-FL:99324403,1,0.05,3140.547955
NLA06608-FL:99344895,1,0.05,866.4725331
NLA06608-IN:646,1,0.05,227.1321009
NLA06608-MI:7007,1,0.05,9576.015409
NLA06608-MN:03-0029,1,0.11,9017.290017
NLA06608-MN:06-0002,1,0.25,21014.44879
NLA06608-MN:11-0102,1,0.05,5264.567598
NLA06608-MN:15-0010,1,0.14,3991.749325
NLA06608-MN:22-0074,1,0.94,186183.1111
NLA06608-MN:49-0140,1,0.05,2718.055556
NLA06608-MN:51-0063,1,3.5,30027.75503
NLA06608-MN:56-0306,1,0.1,3431.424837
NLA06608-MN:61-0037,1,0.22,17639.50617
NLA06608-MN:74-0023,1,0.25,35318.88889
NLA06608-MN:75-0200,1,3.5,26073.85163
NLA06608-MN:77-0019,1,1.7,18177.64103
NLA06608-MN:87-0030,1,0.19,30475.93048
NLA06608-NELP-0253,1,0.05,493.7919396
NLA06608-NELP-0955,1,0.05,126.4809215
NLA06608-NELP-1041,1,0.05,0
NLA06608-NELP-1330,1,0.05,99.47343507
NLA06608-NELP-2155,1,0.05,6.983504155
NLA06608-NELP-3355,1,0.05,60.34911507
NLA06608-NELP-3586,1,0.05,87.29380194
NLA06608-NH250L,1,0.05,156.6060606
NLA06608-NH4912,1,0.05,542.5555556
NLA06608-NV:2,1,0.05,153.8765432
NLA06608-NV:3,1,0.05,334.4
NLA06608-NV:4,1,0.05,97423.55556
NLA06608-OH:19,1,0.05,181.0960792
NLA06608-OH:22,1,0.05,36.76698584
NLA06608-R10BULLTR,1,0.05,3320.969697
NLA06608-R10CAPEHO,1,0.05,209
NLA06608-R10CHARLT,1,0.05,543.2592593
NLA06608-R10COUNCI,1,0.05,83.76888889
NLA06608-R10DEERLA,1,0.05,6138.343434
NLA06608-R10FISHLA,1,0.05,817.4222222
NLA06608-R10FOURMI,1,0.05,467.2592593
NLA06608-R10RAINYL,1,0.05,335.1794872
NLA06608-R10SQUAWL,1,0.05,211.1111111
NLA06608-R10ULAKE,1,0.05,692.4444444
NLA06608-R10YELLOW,1,0.05,1276.21256
NLA06608-R31,1,0.14,418.297085
NLA06608-R314,1,0.05,22114.31111
NLA06608-R315,1,0.05,16118.49573
NLA06608-R318,1,0.05,440.0365297
NLA06608-R319,1,0.05,74176
NLA06608-R32,1,0.05,2172.157006
NLA06608-R322,1,0.05,8177.292929
NLA06608-R323,1,0.32,19499.42857
NLA06608-R324,1,0.05,3172.698413
NLA06608-R326,1,0.2,143910.2222
NLA06608-R328,1,0.14,8336.041344
NLA06608-R333,1,0.05,15085.15556
NLA06608-R334,1,0.05,164.3309977
NLA06608-R336,1,0.05,0
NLA06608-R34,1,0.05,183.5859429
NLA06608-R5:KATHRYN,1,0.05,10242.30291
NLA06608-R5:OTTAWA,1,0.05,641.7208454
NLA06608-R7101,1,0.17,42576.06468
NLA06608-R7103,1,6.4,20309.13667
NLA06608-R7104,1,0.98,8384.836471
NLA06608-R7106,1,0.05,12435.93724
NLA06608-R715,1,0.63,36899.77857
NLA06608-R716,1,0.05,2503.806837
NLA06608-R723,1,0.05,3451.946896
NLA06608-R728,1,0.05,2244.861023
NLA06608-R730,1,0.05,452.1592299
NLA06608-R733,1,0.05,471.580166
NLA06608-R736,1,0.05,1396.315507
NLA06608-R746,1,0.05,4766.594878
NLA06608-R750,1,0.47,499.9646111
NLA06608-R759,1,0.05,5545.424212
NLA06608-R764,1,0.05,738.9915168
NLA06608-R767,1,0.05,4334.814815
NLA06608-R769,1,0.05,6738.666667
NLA06608-R770,1,0.05,12212.54321
NLA06608-R772,1,0.05,23495.82222
NLA06608-R775,1,0.05,6659.851852
NLA06608-R784,1,0.05,2007.797577
NLA06608-R788,1,0.26,23340.64683
NLA06608-R791,1,0.05,19181.63756
NLA06608-R792,1,2.9,3225709.334
NLA06608-R796,1,2.5,4329.313525
NLA06608-TX:10,1,0.05,35196.44444
NLA06608-TX:14,1,0.05,6840
NLA06608-TX:15,1,0.05,9448.202411
NLA06608-TX:19,1,0.05,5919.555556
NLA06608-TX:22,1,0.05,214488.8889
NLA06608-TX:27,1,0.05,42813.33333
NLA06608-TX:29,1,0.05,16118.14141
NLA06608-TX:30,1,0.05,48808.88889
NLA06608-TX:5,1,0.05,18334.57778
NLA06608-WI:LOWES,1,0.18,42228.08667
NLA06608-WI:SY,1,0.05,1402.789153
