"","lhs","op","rhs","label","est.std","se","z","pvalue","ci.lower","ci.upper"
"90","PHDI_inv","~~","BFIWs","",0.242585472441562,0,NA,NA,0.242585472441562,0.242585472441562
"91","HydrAP","~~","HydrAP","",1,0,NA,NA,1,1
"92","HydrAP","~~","hydrap_phdiinv","",-0.0700688109108791,0,NA,NA,-0.0700688109108791,-0.0700688109108791
"93","HydrAP","~~","L_inflow","",0.390980465004779,0,NA,NA,0.390980465004779,0.390980465004779
"94","HydrAP","~~","BFIWs","",-0.474827495893871,0,NA,NA,-0.474827495893871,-0.474827495893871
"95","hydrap_phdiinv","~~","hydrap_phdiinv","",1,0,NA,NA,1,1
"96","hydrap_phdiinv","~~","L_inflow","",-0.21673253520089,0,NA,NA,-0.21673253520089,-0.21673253520089
"97","hydrap_phdiinv","~~","BFIWs","",0.119795927340117,0,NA,NA,0.119795927340117,0.119795927340117
"98","L_inflow","~~","L_inflow","",1,0,NA,NA,1,1
"99","L_inflow","~~","BFIWs","",0.0089558405156846,0,NA,NA,0.0089558405156846,0.0089558405156846
"100","BFIWs","~~","BFIWs","",1,0,NA,NA,1,1
"101","L_HorizDD_use","~1","","",2.39832730964545,0.193799532720184,12.3752997542479,0,2.0184872052932,2.77816741399771
"102","L_VertDD_use","~1","","",-2.24422344717243,0.416612371846555,-5.38683821900281,7.17079244871854e-08,-3.06076869150549,-1.42767820283938
"103","L_EI","~1","","",-0.153482596844171,0.274834443553369,-0.55845473682183,0.576533904451197,-0.692148207919881,0.385183014231539
"104","L_DpthMx_mod","~1","","",1.94588865137089,0,NA,NA,1.94588865137089,1.94588865137089
"105","L_LkAreakm2","~1","","",-0.548855556551865,0,NA,NA,-0.548855556551865,-0.548855556551865
"106","L_SLD","~1","","",1.30540571230056,0,NA,NA,1.30540571230056,1.30540571230056
"107","bffFlat_grad","~1","","",2.61290411716765,0,NA,NA,2.61290411716765,2.61290411716765
"108","Temp_degC_avg_yr","~1","","",3.62728774438132,0,NA,NA,3.62728774438132,3.62728774438132
"109","Precip_mm_total_yr_sc","~1","","",4.13329762198949,0,NA,NA,4.13329762198949,4.13329762198949
"110","PHDI_inv","~1","","",0.0890059519293418,0,NA,NA,0.0890059519293418,0.0890059519293418
"111","HydrAP","~1","","",1.52669802088352,0,NA,NA,1.52669802088352,1.52669802088352
"112","hydrap_phdiinv","~1","","",-0.0841927817393619,0,NA,NA,-0.0841927817393619,-0.0841927817393619
"113","L_inflow","~1","","",0.712818551897446,0,NA,NA,0.712818551897446,0.712818551897446
"114","BFIWs","~1","","",2.58501699783254,0,NA,NA,2.58501699783254,2.58501699783254
"115","area_horiz",":=","a*p+q*h*a","area_horiz",0.203564942327647,0.0483733311017688,4.20820600300158,2.57406151278339e-05,0.108754955555949,0.298374929099345
"116","zmax_horiz",":=","a*m+n*h*a","zmax_horiz",-0.0160012925222822,0.0395459022822516,-0.404625804415232,0.685752587795638,-0.0935098367316357,0.0615072516870712
"117","sld_horiz",":=","a*s","sld_horiz",0.00530794868832277,0.0521038393116611,0.101872506104072,0.918857873352154,-0.0968136998187951,0.107429597195441
"118","bank_horiz",":=","u*h*a","bank_horiz",0.00890828197784634,0.00554419483938538,1.60677649972956,0.108103405168355,-0.00195814023062183,0.0197747041863145
"119","ei_horiz",":=","a*h","ei_horiz",0.154124919780324,0.0400605979459721,3.84729454083998,0.000119429358091505,0.0756075906070793,0.232642248953569
"120","inflow_horiz",":=","a*v+w*h*a","inflow_horiz",0.0392129680760312,0.0454997310668511,0.861828568138501,0.388781861712851,-0.0499648661212552,0.128390802273318
"121","base_horiz",":=","a*y+x*h*a","base_horiz",-0.131711283555839,0.0498264396348501,-2.64340146558889,0.00820776514216992,-0.229369310718005,-0.0340532563936741
"122","temp_horiz",":=","a*j+i*h*a","temp_horiz",0.211223875833499,0.0746283962788421,2.83034188547052,0.00464982876882525,0.0649549069029857,0.357492844764013
"123","precip_horiz",":=","a*c+alpha*h*a","precip_horiz",-0.0028998505893254,0.0576592433433618,-0.050292900516518,0.95988898117924,-0.115909890918145,0.110110189739495
"124","phdi_horiz",":=","a*b+beta*h*a","phdi_horiz",0.343902972370045,0.0653485419630428,5.26259595148329,1.42035494254955e-07,0.215822183680277,0.471983761059814
"125","hydrap_horiz",":=","a*f+k*h*a","hydrap_horiz",-0.140913659645594,0.0522495832449899,-2.69693365753507,0.00699812109923292,-0.243320961013001,-0.0385063582781862
"126","inter_horiz",":=","a*eps+gamma*h*a","inter_horiz",-0.233903671731202,0.0649514499369045,-3.60120785538155,0.00031674221170741,-0.361206174351191,-0.106601169111213
"127","area_vert",":=","h*q","area_vert",0.00950737886837502,0.0101846043122789,0.933504982310662,0.35055929921166,-0.010454078780483,0.029468836517233
"128","zmax_vert",":=","h*n","zmax_vert",-0.0413875056114369,0.0143777476203808,-2.87858061667248,0.00399469167108735,-0.0695673731261896,-0.0132076380966841
"129","bank_vert",":=","h*u","bank_vert",0.0119584773573804,0.00742053837904295,1.61153770070828,0.10706257690332,-0.00258551061144102,0.0265024653262018
"130","inflow_vert",":=","h*w","inflow_vert",-0.107790578428071,0.0300860321907447,-3.58274490117813,0.000340002605293543,-0.166758117959644,-0.0488230388964992
"131","base_vert",":=","h*x","base_vert",-0.0168129148108284,0.0123795474937258,-1.35812030442548,0.17442551337409,-0.041076382043434,0.00745055242177711
"132","temp_vert",":=","h*i","temp_vert",-0.00737029836012485,0.0187398850765892,-0.39329474700633,0.69410179757591,-0.0440997981846593,0.0293592014644096
"133","precip_vert",":=","h*alpha","precip_vert",-0.0131153962387634,0.0156741300062057,-0.836754335556149,0.402730670171615,-0.0438361265399252,0.0176053340623984
"134","phdi_vert",":=","h*beta","phdi_vert",-0.0138295501744625,0.015508488561159,-0.891740682525221,0.372531942325814,-0.0442256292089855,0.0165665288600605
"135","hydrap_vert",":=","h*k","hydrap_vert",0.000170478332709684,0.0135873888628916,0.0125468060441897,0.989989359820379,-0.0264603144824985,0.0268012711479179
"136","inter_vert",":=","h*gamma","inter_vert",-0.00237207222251818,0.0136163362621118,-0.174207817496297,0.861702142007401,-0.029059600897644,0.0243154564526077
"137","total_area_horiz",":=","o+area_horiz","total_area_horiz",0.207037360885455,0.0733167908693131,2.8238737461177,0.00474470709570873,0.0633390913195464,0.350735630451364
"138","total_zmax_horiz",":=","l+zmax_horiz","total_zmax_horiz",-0.135147935271322,0.0502152456422475,-2.69137258103182,0.00711586750178905,-0.233568008204959,-0.0367278623376855
