"","lhs","op","rhs","est.std","se","z","pvalue","ci.lower","ci.upper"
"1","L_HorizDD_use","~","L_VertDD_use",0.795560655572758,0.0283384408997126,28.0735506370368,0,0.740018332031304,0.851102979114211
"2","L_HorizDD_use","~","L_DpthMx_mod",-0.188899176212926,0.0354435664251212,-5.32957586567926,9.84423922378852e-08,-0.258367289889816,-0.119431062536035
"3","L_HorizDD_use","~","L_LkAreakm2",0.14571305298995,0.0425493571660373,3.42456532119498,0.00061578379199867,0.062317845379186,0.229108260600715
"4","L_HorizDD_use","~","L_SLD",-0.108201186792368,0.0368739551475179,-2.93435261716564,0.00334244248199145,-0.180472810849048,-0.0359295627356873
"5","L_HorizDD_use","~","bffFlat_grad",0.111765529792535,0.031263493883999,3.57495327320846,0.000350290451526236,0.0504902077490087,0.173040851836061
"6","L_HorizDD_use","~","Temp_degC_avg_yr",-0.0983852454013144,0.0301289765458443,-3.26546921537847,0.00109282883626527,-0.157436954322221,-0.0393335364804077
"7","L_HorizDD_use","~","Precip_mm_total_yr_sc",-0.0375425997628097,0.028179047107349,-1.3322877675668,0.182765645201991,-0.0927725172118712,0.0176873176862518
"8","L_HorizDD_use","~","PHDI",0.0481429582113549,0.0330667218879859,1.45593380482166,0.145410919525892,-0.0166666257758998,0.11295254219861
"9","L_HorizDD_use","~","HydrAP",0.131359677199918,0.0304971791517413,4.30727302831278,1.65279550463637e-05,0.0715863044324393,0.191133049967397
"10","L_VertDD_use","~","L_LkAreakm2",0.158081133064865,0.0706439156139351,2.23771759664015,0.0252394770059403,0.0196216027346649,0.296540663395064
"11","L_VertDD_use","~","L_DpthMx_mod",0.0407108139627517,0.0538069446460645,0.756608914156759,0.449284199219369,-0.0647488596616749,0.146170487587178
"12","L_VertDD_use","~","L_SLD",0.189314585201476,0.0638869457558817,2.96327493765104,0.00304384561110216,0.0640984724376839,0.314530697965268
"13","L_VertDD_use","~","L_EI",0.0813283575326421,0.0517862358731446,1.57046281046307,0.116307479822862,-0.0201707996736175,0.182827514738902
"14","L_VertDD_use","~","L_inflow",0.0474040726029919,0.0549259940982888,0.863053521037113,0.388108041030379,-0.0602488976447137,0.155057042850697
"15","L_VertDD_use","~","BFIWs",0.188250989837194,0.0569775263027976,3.30395161132067,0.000953322853863847,0.0765770903555273,0.299924889318861
"16","L_VertDD_use","~","Temp_degC_avg_yr",-0.0183086908136578,0.058038922330516,-0.315455388874981,0.752415917645182,-0.132062888282987,0.0954455066556711
"17","L_VertDD_use","~","Precip_mm_total_yr_sc",-0.00663040992810975,0.0531598025633668,-0.124726007403926,0.90074046724258,-0.110821708377569,0.0975608885213492
"18","L_VertDD_use","~","PHDI",-0.148054881628016,0.0528568949993874,-2.80105143576315,0.00509363996400669,-0.251652492161431,-0.0444572710946016
"19","L_VertDD_use","~","HydrAP",0.394633556458149,0.0474626409904969,8.31461436242378,0,0.30160848950562,0.487658623410677
"20","L_EI","~","L_LkAreakm2",0.0397599868954295,0.0582583873979529,0.682476612746522,0.49493762616905,-0.0744243542019402,0.153944327992799
"21","L_EI","~","L_DpthMx_mod",-0.281981710400994,0.0589640730896766,-4.78226309047778,1.73332613084831e-06,-0.397549170038548,-0.166414250763441
"22","L_EI","~","bffFlat_grad",0.156462094797005,0.0481585889007441,3.2488928427591,0.00115855112746721,0.0620729950052765,0.250851194588734
"23","L_EI","~","L_inflow",-0.267898025148424,0.0496379609089311,-5.39703928692652,6.77495572976028e-08,-0.365186640795936,-0.170609409500912
"24","L_EI","~","BFIWs",-0.0950540795407656,0.0608973593201271,-1.5608900057732,0.118549705806307,-0.214410710561809,0.0243025514802782
"25","L_EI","~","Temp_degC_avg_yr",0.158283667977658,0.0558662936583654,2.83325879725614,0.00460760660564619,0.0487877444575239,0.267779591497793
"26","L_EI","~","Precip_mm_total_yr_sc",-0.148556266925611,0.0662846104665786,-2.24118789987481,0.02501390631099,-0.278471716169372,-0.0186408176818506
"27","L_EI","~","PHDI",0.00128764810823988,0.0543576261207568,0.0236884536749147,0.98110111605558,-0.105251341373537,0.107826637590017
"28","L_EI","~","HydrAP",-0.147507861401817,0.0554661592340732,-2.65942086920635,0.00782751149417038,-0.256219535861364,-0.0387961869422697
"29","L_HorizDD_use","~~","L_HorizDD_use",0.211884658916811,0.0202317648530628,10.4728707779902,0,0.172231128461125,0.251538189372497
"30","L_VertDD_use","~~","L_VertDD_use",0.617836297312014,0.0441112785701276,14.0063112505294,0,0.53137978000255,0.704292814621477
"31","L_EI","~~","L_EI",0.6411085259321,0.0401616144576247,15.9632159859646,0,0.562393208034172,0.719823843830027
"32","L_DpthMx_mod","~~","L_DpthMx_mod",1,0,NA,NA,1,1
"33","L_DpthMx_mod","~~","L_LkAreakm2",0.457051863209938,0,NA,NA,0.457051863209938,0.457051863209938
"34","L_DpthMx_mod","~~","L_SLD",0.266987684453105,0,NA,NA,0.266987684453105,0.266987684453105
"35","L_DpthMx_mod","~~","bffFlat_grad",-0.378835367628963,0,NA,NA,-0.378835367628963,-0.378835367628963
"36","L_DpthMx_mod","~~","Temp_degC_avg_yr",-0.0492039858089331,0,NA,NA,-0.0492039858089331,-0.0492039858089331
"37","L_DpthMx_mod","~~","Precip_mm_total_yr_sc",0.0967633684338857,0,NA,NA,0.0967633684338857,0.0967633684338857
"38","L_DpthMx_mod","~~","PHDI",0.0779177648236173,0,NA,NA,0.0779177648236173,0.0779177648236173
"39","L_DpthMx_mod","~~","HydrAP",-0.101886041081028,0,NA,NA,-0.101886041081028,-0.101886041081028
