SITE_ID,VISIT_NO,UID,nlaSITE_ID,COMID,VolumeCorrect,FetchN,FetchNE,FetchE,FetchSE,MaxDepthCorrect,MeanDepthCorrect
NLA12_MD-103,1,7298,NLA06608-2114,3806795,245120.9158,803.492243,257.640293,265.899115,257.6941622,4.116430267,1.922110999
NLA12_MD-104,1,7955,NLA06608-1389,8383217,252752.5971,1629.546799,336.8264943,444.2743849,337.683509,1.051504146,0.480632639
NLA12_MD-105,1,6905,NA,8383153,98918.35517,845.1349116,372.2097314,781.5451218,377.0593934,1.020041214,0.479493112
NLA12_MD-105,2,7983,NA,8383153,98918.35517,845.1349116,372.2097314,781.5451218,377.0593934,1.020041214,0.479493112
NLA12_MD-108,1,7558,NA,22337203,2008778.17,1257.261411,671.6654062,700.154456,671.4267093,6.367064813,2.599395008
NLA12_MD-115,1,7219,NA,11908974,3591.725315,189.8719175,97.60300172,81.6943574,97.60372408,0.592676824,0.290429816
NLA12_MD-118,1,7527,NA,4764494,229739.6113,545.3749554,566.5165863,266.942272,569.9246786,2.397109373,1.089235367
NLA12_ME-101,1,7773,NLA06608-1558,2678904,3587833.353,1076.402808,1442.338537,936.2493286,1442.399598,9.920119342,3.451537588
NLA12_ME-101,2,8473,NLA06608-1558,2678904,3587833.353,1076.402808,1442.338537,936.2493286,1442.399598,9.920119342,3.451537588
NLA12_ME-102,1,7917,NLA06608-0918,1023062,27240189.87,1527.703609,1292.591059,2899.880205,1296.590696,28.8001749,9.629487864
NLA12_ME-103,1,7597,NLA06608-1174,1031477,18043111.26,799.3018377,1395.076479,1575.252901,1393.551136,20.7548228,6.614619746
NLA12_ME-104,1,8128,NLA06608-0913,719574,1176805.093,1010.658846,1316.330604,1316.25372,1313.012667,3.37441466,1.127342621
NLA12_ME-105,1,8142,NLA06608-0657,166421038,2002026.399,550.0195824,524.2437499,787.2202628,524.1868767,10.43988781,4.234820132
NLA12_ME-106,1,7570,NLA06608-0102,6709871,4530255.733,773.5993839,916.2076619,1131.524921,915.663643,23.80040071,8.787622862
NLA12_ME-107,1,8185,NLA06608-0914,2675794,3348887.29,1407.81056,875.8240161,610.2441215,873.2054746,11.8388098,4.013213124
NLA12_ME-108,1,8407,NLA06608-0401,723898,242920240,4438.008272,6023.470124,5142.991012,6024.010025,27.97981319,9.073741116
NLA12_ME-109,1,7463,NLA06608-0150,3319884,118790858.6,4587.846391,6918.919021,4532.600971,6912.951068,23.39932119,6.292151327
NLA12_ME-110,1,7534,NLA06608-1238,6718889,45538785.87,2531.435132,2833.317682,1445.153498,2833.408545,20.21651818,8.479789663
NLA12_ME-113,1,8598,NA,1718871,6965.249474,201.3962939,329.559712,218.3720947,329.2745828,0.283733193,0.158323915
NLA12_ME-114,1,7314,NA,166195999,5349730.106,1887.867886,1373.430736,1133.632273,1374.524031,8.681811653,3.310012827
NLA12_ME-115,1,8314,NA,1701146,74059.5753,263.9858266,212.4307858,143.3434872,212.2897537,5.142572668,2.18458209
NLA12_ME-116,1,7923,NA,1021724,221298.0615,378.024464,260.5942477,291.5802176,260.1150944,3.56225521,1.62043266
NLA12_ME-118,1,8015,NA,5202190,654517.408,790.36294,770.7264906,714.0282492,772.0580301,5.786357197,2.20413199
NLA12_ME-120,1,7819,NA,1720331,394892.4376,700.41885,439.6727094,277.1845444,439.4193676,3.785335825,1.738203398
NLA12_ME-121,1,7650,NA,9312129,649108.4753,435.4537904,751.9717837,506.2346914,752.3970598,7.566444505,3.154953596
NLA12_ME-122,1,8154,NA,2677430,2023497.107,1027.052724,565.9817779,572.6467743,567.6680778,4.325277628,1.552352061
NLA12_ME-126,1,7774,NA,2675624,211306.6161,356.4403396,662.7564132,362.7201483,672.5218385,4.062831931,1.914399911
