SITE_ID,Precip_PT,E,RH_PT,TMEAN_PT,P_WY
NLA12_WI-101,60.44,60.66865748,2.499876596,10.48499993,663.527975
NLA12_WI-102,62.20,59.53105131,2.46942762,10.26230767,699.8063058
NLA12_WI-103,55.54,55.58843506,2.307749528,8.655769275,695.0770629
NLA12_WI-104,64.53,47.7221324,2.086645897,6.376923066,732.9108027
NLA12_WI-106,62.46,50.85798067,2.174724649,7.315000297,756.044874
NLA12_WI-107,63.84,59.71859634,2.417645894,10.1680771,709.6317579
NLA12_WI-108,56.19,54.57977625,2.236286072,8.299999989,698.8096503
NLA12_WI-109,55.82,49.46698781,2.147452209,6.88346143,647.2599927
NLA12_WI-110,60.89,56.99815754,2.332514795,9.242307791,684.2737877
NLA12_WI-111,57.42,54.15815896,2.292426769,8.609230702,652.0871561
NLA12_WI-112,51.72,50.59266659,2.166053313,7.390384729,595.599185
NLA12_WI-113,70.34,58.62043425,2.376490099,9.73499997,773.8369751
NLA12_WI-115,60.53,48.80562966,2.121509799,6.757307676,698.7035904
NLA12_WI-117,64.16,57.89682176,2.347693811,9.377307672,671.8711688
NLA12_WI-120,66.89,60.1209811,2.577999604,10.8311539,742.2564223
NLA12_WI-122,56.81,61.5655136,2.472159422,10.73384622,654.7514051
NLA12_WI-127,52.36,58.60566411,2.375086375,9.589230665,630.1383775
NLA12_WI-128,60.75,56.24768675,2.349835356,9.154615237,664.2089006
NLA12_WI-129,58.95,55.19590981,2.415886657,9.435000016,644.710488
NLA12_WI-131,63.68,47.93486925,2.085054084,6.400384673,718.8656764
NLA12_WI-132,56.67,52.52736332,2.338796687,8.606153746,619.4439055
NLA12_WI-133,80.20,54.9207506,2.420430586,9.2123076,898.5583886
NLA12_WI-134,60.31,60.12106664,2.483430572,10.38807675,666.0411745
NLA12_WI-135,65.83,50.21444775,2.118139692,7.010769147,767.878251
NLA12_WI-136,59.92,59.52535116,2.468274124,10.25384606,681.6428819
NLA12_WI-138,54.85,50.80705847,2.187549126,7.349615336,636.3771477
NLA12_WI-140,62.16,60.34358337,2.483729348,10.43230768,686.9593925
NLA12_WI-142,71.42,48.78629636,2.101381716,6.561923192,849.867675
NLA12_WI-144,57.73,50.77412135,2.199579867,7.48423084,651.4475222
NLA12_WI-147,60.08,51.58145267,2.141488276,7.383846311,726.9717274
NLA12_WI-151,67.91,49.96424093,2.135013178,6.97000001,812.9993825
NLA12_WI-152,57.42,59.75026981,2.509848253,10.66230775,651.8218308
NLA12_WI-153,59.13,60.76312373,2.438706385,10.17692316,724.6590052
NLA12_WI-154,69.02,48.1784738,2.132321267,6.616923103,778.3519912
NLA12_WI-155,52.77,54.95283786,2.26613097,8.417692276,644.4936029
NLA12_WI-157,59.79,57.69162126,2.410391312,9.624615413,687.5873598
NLA12_WI-161,61.18,57.516967,2.347837076,9.391923171,683.9926497
NLA12_WI-163,67.38,50.91411656,2.160341862,7.105384799,842.2859624
NLA12_WI-166,51.97,59.5215415,2.40972172,10.15038467,599.3434503
NLA12_WI-168,59.05,59.46350154,2.52338695,10.68653862,674.6137682
NLA12_WI-170,61.91,47.9384442,2.096509142,6.438077139,723.8037967
NLA12_WI-171,60.54,55.5719378,2.263627409,8.543076771,746.6925413
NLA12_WI-172,62.56,59.27610209,2.40945679,10.06999997,694.4356622
NLA12_WI-173,63.46,57.8832153,2.372891223,9.573461715,722.1896454
NLA12_WI-174,61.91,48.18132069,2.095304052,6.426923111,708.5177983
NLA12_WI-176,59.15,51.69294695,2.204188985,7.878846223,656.9320423
NLA12_WI-179,58.75,48.49027229,2.11592515,6.592307688,676.0774279
NLA12_WI-181,71.32,54.69649001,2.473527459,9.414615585,803.9672333
NLA12_WI-183,63.75,48.65912449,2.111028746,6.50576929,770.0810161
NLA12_WI-188,63.67,60.44992863,2.500889037,10.58192309,706.3809434
NLA12_WI-R06,64.86,47.68469137,2.084141724,6.377692196,750.3286114
NLA12_WI-R08,62.98,51.97761183,2.222550947,7.899615564,724.2399195
NLA12_WI-R11,58.67,48.53261597,2.127864833,6.808846199,647.5651173
NLA12_WI-R12,58.75,48.62342776,2.10686045,6.616153799,699.9308495
NLA12_WI-R13,59.60,48.85343111,2.119537352,6.770769193,697.6589008
NLA12_WV-101,110.66,52.19787856,2.544346513,10.10884621,1310.480278
NLA12_WV-102,103.63,61.8527266,2.847611142,12.82153865,1222.036715
NLA12_WV-105,114.50,62.35252414,2.863246527,13.13653854,1358.998661
NLA12_WV-106,104.45,61.28542138,2.842709696,12.67307696,1226.968719
NLA12_WV-111,115.74,59.84977099,2.744892472,12.06346149,1375.351698
NLA12_WV-112,89.45,64.84692418,2.902023514,13.32499976,1056.913367
NLA12_WV-113,79.56,55.28088523,2.635484292,11.32692319,998.6874738
NLA12_WV-115,73.74,56.76362251,2.686200997,11.52846158,902.0249124
NLA12_WV-R01,115.66,57.01767035,2.694307045,11.78807672,1381.664138
NLA12_WY-101,17.20,54.31519499,2.260642613,8.986153694,212.4367322
NLA12_WY-102,32.40,54.77300012,2.245053056,9.099615353,385.647408
NLA12_WY-103,23.16,36.92284443,1.780776681,2.937307743,264.1036527
NLA12_WY-104,23.32,55.12538644,2.282697438,8.9203847,287.9985039
NLA12_WY-105,9.14,42.00182734,1.906161837,4.31615371,103.5673239
NLA12_WY-107,22.64,54.26908821,2.261325885,9.45269238,275.6934115
NLA12_WY-115,22.39,41.68761117,1.960976781,5.72499996,272.7959744
NLA12_WY-116,47.36,34.43578262,1.620618223,2.467307613,548.1945937
NLA12_WY-117,49.06,32.97853581,1.598280387,2.087692269,642.9832686
NLA12_WY-120,37.82,34.2078487,1.683579169,2.222307774,507.4098094
NLA12_WY-124,64.21,37.96207286,1.915308923,3.239615312,777.5168442
NLA12_WY-125,82.33,29.53279659,1.462755929,0.260000064,876.008309
NLA12_WY-130,13.46,52.54725558,2.223414632,8.240769294,156.9037367
NLA12_WY-131,21.85,39.7668783,1.878632943,4.484230702,235.6275711
NLA12_WY-133,61.05,29.48173241,1.469397024,0.327307702,652.0098209
NLA12_WY-135,28.60,46.47530529,2.007689972,7.202692381,327.449841
NLA12_WY-137,17.20,54.31519499,2.260642613,8.986153694,212.4367322
NLA12_WY-147,5.85,43.81763391,1.974704091,5.153461475,58.89681761
NLA12_WY-151,55.32,35.30163904,1.703963022,3.179999956,649.0145258
NLA12_WY-R01,44.52,39.18676868,1.902206482,3.652692208,987.1420368
NLA12_WY-R02,24.85,36.25635766,1.758788776,2.855769157,296.6977574
NLA12_WY-R04,46.26,32.97809656,1.701777206,1.168846149,562.9566208
NLA12_WY-R08,74.41,31.68154484,1.611379419,1.402692217,852.0263931
