"","SITE_ID","DSGN_CYCLE","SITETYPE","IND_DOMAIN","UNIQUE_ID","WGT_CAT","WGT_SP","WGT_TP"
"761","NLA12_SD-110",2012,"PROB","CORE","NLA_SD-10029","TPL_(20,50]",48.81915908,0
"762","NLA12_SD-108",2012,"PROB","CORE","NLA_SD-10031","NPL_>50",6.440168195,0
"763","NLA12_SD-107",2012,"PROB","CORE","NLA_SD-10037","WMT_(20,50]",5.024129489,0
"764","NLA12_SD-102",2012,"PROB","CORE","NLA_SD-10055","TPL_>50",6.405795632,0
"765","NLA12_SD-105",2012,"PROB","CORE","NLA_SD-10068","NPL_>50",7.091397326,0
"766","NLA12_SD-109",2012,"PROB","CORE","NLA_SD-10081","TPL_(20,50]",48.81915908,0
"767","NLA12_SD-115",2012,"PROB","CORE","NLA_SD-10089","TPL_(10,20]",65.45275555,0
"768","NLA12_SD-119",2012,"PROB","CORE","NLA_SD-10093","NPL_(10,20]",12.8868509,0
"769","NLA12_SD-122",2012,"PROB","CORE","NLA_SD-10096","TPL_(4,10]",127.3624697,0
"770","NLA12_SD-124",2012,"PROB","CORE","NLA_SD-10098","NPL_(1,4]",202.9485663,0
"771","NLA12_SD-126",2012,"PROB","CORE","NLA_SD-10100","TPL_(10,20]",65.45275555,0
"772","NLA12_SD-130",2012,"PROB","CORE","NLA_SD-10104","TPL_(1,4]",347.9485464,0
"773","NLA12_SD-131",2012,"PROB","CORE","NLA_SD-10105","NPL_(20,50]",5.07217732,0
"774","NLA12_SD-132",2012,"PROB","CORE","NLA_SD-10106","NPL_(20,50]",5.07217732,0
"775","NLA12_SD-133",2012,"PROB","CORE","NLA_SD-10107","NPL_(4,10]",55.32362394,0
"776","NLA12_SD-134",2012,"PROB","CORE","NLA_SD-10108","NPL_(10,20]",12.8868509,0
"777","NLA12_SD-137",2012,"PROB","CORE","NLA_SD-10111","NPL_(1,4]",202.9485663,0
"778","NLA12_SD-138",2012,"PROB","CORE","NLA_SD-10112","TPL_>50",51.6684026,0
"779","NLA12_SD-140",2012,"PROB","CORE","NLA_SD-10114","NPL_>50",3.268215122,0
"780","NLA12_SD-141",2012,"PROB","CORE","NLA_SD-10115","NPL_(20,50]",5.07217732,0
"781","NLA12_SD-143",2012,"PROB","CORE","NLA_SD-10117","NPL_(20,50]",5.07217732,0
"782","NLA12_SD-146",2012,"PROB","CORE","NLA_SD-10120","TPL_(1,4]",347.9485464,0
"783","NLA12_SD-147",2012,"PROB","CORE","NLA_SD-10121","NPL_(20,50]",5.07217732,0
"784","NLA12_SD-150",2012,"PROB","CORE","NLA_SD-10124","NPL_(10,20]",12.8868509,0
"785","NLA12_SD-154",2012,"PROB","CORE","NLA_SD-10128","TPL_>50",51.6684026,0
"786","NLA12_SD-157",2012,"PROB","CORE","NLA_SD-10131","NPL_(20,50]",5.07217732,0
"787","NLA12_SD-158",2012,"PROB","CORE","NLA_SD-10132","TPL_>50",51.6684026,0
"788","NLA12_SD-162",2012,"PROB","CORE","NLA_SD-10136","TPL_>50",51.6684026,0
"789","NLA12_SD-165",2012,"PROB","CORE","NLA_SD-10139","NPL_(4,10]",55.32362394,0
"790","NLA12_SD-166",2012,"PROB","CORE","NLA_SD-10140","TPL_(4,10]",127.3624697,0
"791","NLA12_SD-168",2012,"PROB","CORE","NLA_SD-10142","NPL_>50",3.268215122,0
"792","NLA12_SD-170",2012,"PROB","CORE","NLA_SD-10144","TPL_(4,10]",157.5239302,0
"793","NLA12_SD-172",2012,"PROB","CORE","NLA_SD-10146","NPL_(4,10]",55.32362394,0
"794","NLA12_SD-182",2012,"PROB","CORE","NLA_SD-10156","TPL_>50",51.6684026,0
"795","NLA12_SD-183",2012,"PROB","CORE","NLA_SD-10157","NPL_>50",3.268215122,0
"796","NLA12_SD-189",2012,"PROB","CORE","NLA_SD-10163","NPL_>50",3.268215122,0
"797","NLA12_SD-198",2012,"PROB","CORE","NLA_SD-10172","TPL_>50",51.6684026,0
"798","NLA12_SD-212",2012,"PROB","CORE","NLA_SD-10185","NPL_(1,4]",202.9485663,0
"799","NLA12_TN-103",2012,"PROB","CORE","NLA_TN-10010","SAP_(20,50]",13.83571731,0
"800","NLA12_TN-101",2012,"PROB","CORE","NLA_TN-10017","SAP_(10,20]",27.18574449,0
"801","NLA12_TN-104",2012,"PROB","CORE","NLA_TN-10025","SAP_>50",5.166713641,0
"802","NLA12_TN-106",2012,"PROB","CORE","NLA_TN-10027","CPL_(1,4]",64.14220197,0
"803","NLA12_TN-108",2012,"PROB","CORE","NLA_TN-10029","SAP_(20,50]",15.69694585,0
"804","NLA12_TN-113",2012,"PROB","CORE","NLA_TN-10034","CPL_(4,10]",19.80935117,0
"805","NLA12_TN-114",2012,"PROB","CORE","NLA_TN-10035","CPL_(4,10]",19.80935117,0
"806","NLA12_TN-119",2012,"PROB","CORE","NLA_TN-10040","SAP_(20,50]",15.69694585,0
"807","NLA12_TN-122",2012,"PROB","CORE","NLA_TN-10043","CPL_(20,50]",5.128658903,0
"808","NLA12_TX-137",2012,"PROB","CORE","NLA_TX-10004","CPL_>50",41.36728474,0
"809","NLA12_TX-112",2012,"PROB","CORE","NLA_TX-10011","SPL_(4,10]",267.4556355,0
"810","NLA12_TX-105",2012,"PROB","CORE","NLA_TX-10012","CPL_>50",3.636260038,0
"811","NLA12_TX-109",2012,"PROB","CORE","NLA_TX-10018","CPL_(4,10]",350.4869968,0
"812","NLA12_TX-103",2012,"PROB","CORE","NLA_TX-10023","SPL_>50",2.899740882,0
"813","NLA12_TX-107",2012,"PROB","CORE","NLA_TX-10030","SPL_(4,10]",267.4556355,0
"814","NLA12_TX-110",2012,"PROB","CORE","NLA_TX-10031","SPL_>50",2.899740882,0
"815","NLA12_TX-104",2012,"PROB","CORE","NLA_TX-10038","SPL_>50",19.43415162,0
"816","NLA12_TX-113",2012,"PROB","CORE","NLA_TX-10048","CPL_>50",3.636260038,0
"817","NLA12_TX-101",2012,"PROB","CORE","NLA_TX-10054","SPL_(10,20]",84.54151986,0
"818","NLA12_TX-116",2012,"PROB","CORE","NLA_TX-10069","SPL_(10,20]",84.54151986,0
"819","NLA12_TX-114",2012,"PROB","CORE","NLA_TX-10076","SPL_>50",21.39933099,0
"820","NLA12_TX-111",2012,"PROB","CORE","NLA_TX-10083","SPL_>50",19.43415162,0
"821","NLA12_TX-117",2012,"PROB","CORE","NLA_TX-10097","CPL_(10,20]",101.0173139,0
"822","NLA12_TX-118",2012,"PROB","CORE","NLA_TX-10098","CPL_(20,50]",58.15616884,0
"823","NLA12_TX-121",2012,"PROB","CORE","NLA_TX-10101","CPL_>50",41.36728474,0
"824","NLA12_TX-124",2012,"PROB","CORE","NLA_TX-10104","SPL_>50",31.4376432,0
"825","NLA12_TX-128",2012,"PROB","CORE","NLA_TX-10108","SPL_(20,50]",35.34525452,0
"826","NLA12_TX-129",2012,"PROB","CORE","NLA_TX-10109","CPL_>50",41.36728474,0
"827","NLA12_TX-135",2012,"PROB","CORE","NLA_TX-10115","CPL_(4,10]",356.7878827,0
"828","NLA12_TX-136",2012,"PROB","CORE","NLA_TX-10116","SPL_(10,20]",52.86519521,0
"829","NLA12_TX-141",2012,"PROB","CORE","NLA_TX-10120","CPL_>50",44.85084556,0
"830","NLA12_TX-144",2012,"PROB","CORE","NLA_TX-10123","SPL_(20,50]",35.34525452,0
"831","NLA12_TX-148",2012,"PROB","CORE","NLA_TX-10127","SPL_(20,50]",35.34525452,0
"832","NLA12_TX-152",2012,"PROB","CORE","NLA_TX-10131","SPL_>50",28.9958845,0
"833","NLA12_TX-157",2012,"PROB","CORE","NLA_TX-10136","CPL_(20,50]",58.15616884,0
"834","NLA12_TX-158",2012,"PROB","CORE","NLA_TX-10137","CPL_(10,20]",180.3647094,0
"835","NLA12_TX-159",2012,"PROB","CORE","NLA_TX-10138","SPL_(20,50]",35.34525452,0
"836","NLA12_TX-160",2012,"PROB","CORE","NLA_TX-10139","SPL_(20,50]",35.34525452,0
"837","NLA12_TX-161",2012,"PROB","CORE","NLA_TX-10140","CPL_(4,10]",356.7878827,0
"838","NLA12_TX-165",2012,"PROB","CORE","NLA_TX-10144","CPL_>50",41.36728474,0
"839","NLA12_TX-169",2012,"PROB","CORE","NLA_TX-10148","CPL_(20,50]",58.15616884,0
"840","NLA12_TX-170",2012,"PROB","CORE","NLA_TX-10149","CPL_(20,50]",58.15616884,0
"841","NLA12_TX-176",2012,"PROB","CORE","NLA_TX-10155","SPL_(1,4]",831.0800096,0
"842","NLA12_TX-182",2012,"PROB","CORE","NLA_TX-10161","SPL_(20,50]",35.34525452,0
"843","NLA12_TX-187",2012,"PROB","CORE","NLA_TX-10166","CPL_(20,50]",58.15616884,0
"844","NLA12_TX-190",2012,"PROB","CORE","NLA_TX-10169","SPL_(10,20]",52.86519521,0
"845","NLA12_TX-195",2012,"PROB","CORE","NLA_TX-10174","CPL_(10,20]",180.3647094,0
"846","NLA12_TX-196",2012,"PROB","CORE","NLA_TX-10175","SPL_(10,20]",52.86519521,0
"847","NLA12_TX-199",2012,"PROB","CORE","NLA_TX-10178","CPL_(4,10]",356.7878827,0
"848","NLA12_TX-201",2012,"PROB","CORE","NLA_TX-10180","CPL_(1,4]",1213.188737,0
"849","NLA12_TX-202",2012,"PROB","CORE","NLA_TX-10181","SPL_(4,10]",76.38676267,0
"850","NLA12_TX-205",2012,"PROB","CORE","NLA_TX-10184","CPL_>50",41.36728474,0
"851","NLA12_TX-218",2012,"PROB","CORE","NLA_TX-10197","SPL_>50",28.9958845,0
"852","NLA12_TX-232",2012,"PROB","CORE","NLA_TX-10211","CPL_(1,4]",1213.188737,0
"853","NLA12_TX-234",2012,"PROB","CORE","NLA_TX-10213","SPL_(20,50]",35.34525452,0
"854","NLA12_TX-235",2012,"PROB","CORE","NLA_TX-10214","CPL_(4,10]",356.7878827,0
"855","NLA12_UT-108",2012,"PROB","CORE","NLA_UT-10010","WMT_>50",3.629734087,0
"856","NLA12_UT-103",2012,"PROB","CORE","NLA_UT-10023","WMT_>50",1.824015688,0
"857","NLA12_UT-101",2012,"PROB","CORE","NLA_UT-10042","WMT_>50",1.824015688,0
"858","NLA12_UT-104",2012,"PROB","CORE","NLA_UT-10043","XER_>50",1.791837439,0
"859","NLA12_UT-105",2012,"PROB","CORE","NLA_UT-10044","WMT_>50",1.824015688,0
"860","NLA12_UT-102",2012,"PROB","CORE","NLA_UT-10053","XER_>50",1.791837439,0
"861","NLA12_UT-109",2012,"PROB","CORE","NLA_UT-10055","XER_(20,50]",9.866466368,0
"862","NLA12_UT-110",2012,"PROB","CORE","NLA_UT-10057","XER_(10,20]",3.274740647,0
"863","NLA12_UT-112",2012,"PROB","CORE","NLA_UT-10059","WMT_(1,4]",42.43054729,0
"864","NLA12_UT-118",2012,"PROB","CORE","NLA_UT-10065","WMT_(4,10]",17.86440055,0
"865","NLA12_UT-122",2012,"PROB","CORE","NLA_UT-10069","WMT_(10,20]",5.211445469,0
"866","NLA12_UT-125",2012,"PROB","CORE","NLA_UT-10072","WMT_(10,20]",5.211445469,0
"867","NLA12_UT-126",2012,"PROB","CORE","NLA_UT-10073","WMT_(4,10]",17.86440055,0
"868","NLA12_UT-128",2012,"PROB","CORE","NLA_UT-10075","XER_(20,50]",3.16312166,0
"869","NLA12_UT-137",2012,"PROB","CORE","NLA_UT-10083","WMT_(10,20]",3.111310728,0
"870","NLA12_UT-141",2012,"PROB","CORE","NLA_UT-10087","XER_>50",2.988122932,0
"871","NLA12_UT-147",2012,"PROB","CORE","NLA_UT-10093","WMT_(1,4]",42.43054729,0
"872","NLA12_UT-148",2012,"PROB","CORE","NLA_UT-10094","XER_(20,50]",3.16312166,0
"873","NLA12_UT-159",2012,"PROB","CORE","NLA_UT-10105","WMT_(1,4]",42.43054729,0
"874","NLA12_UT-160",2012,"PROB","CORE","NLA_UT-10106","XER_(10,20]",3.274740647,0
"875","NLA12_UT-165",2012,"PROB","CORE","NLA_UT-10111","WMT_>50",3.548787443,0
"876","NLA12_UT-167",2012,"PROB","CORE","NLA_UT-10113","XER_(4,10]",13.51022993,0
"877","NLA12_UT-169",2012,"PROB","CORE","NLA_UT-10115","WMT_(20,50]",5.947488384,0
"878","NLA12_UT-173",2012,"PROB","CORE","NLA_UT-10119","XER_>50",2.988122932,0
"879","NLA12_UT-186",2012,"PROB","CORE","NLA_UT-10132","WMT_(4,10]",17.86440055,0
"880","NLA12_UT-196",2012,"PROB","CORE","NLA_UT-10142","WMT_(20,50]",5.947488384,0
"881","NLA12_UT-203",2012,"PROB","CORE","NLA_UT-10149","WMT_(4,10]",17.86440055,0
"882","NLA12_UT-210",2012,"PROB","CORE","NLA_UT-10156","WMT_(4,10]",17.86440055,0
"883","NLA12_UT-218",2012,"PROB","CORE","NLA_UT-10164","WMT_>50",6.387817398,0
"884","NLA12_UT-222",2012,"PROB","CORE","NLA_UT-10168","WMT_(20,50]",5.947488384,0
"885","NLA12_UT-229",2012,"PROB","CORE","NLA_UT-10175","WMT_(20,50]",5.947488384,0
"886","NLA12_UT-260",2012,"PROB","CORE","NLA_UT-10201","WMT_(20,50]",5.947488384,0
"887","NLA12_UT-264",2012,"PROB","CORE","NLA_UT-10205","WMT_(10,20]",5.211445469,0
"888","NLA12_UT-290",2012,"PROB","CORE","NLA_UT-10230","XER_(10,20]",3.274740647,0
"889","NLA12_UT-294",2012,"PROB","CORE","NLA_UT-10234","WMT_(20,50]",5.947488384,0
"890","NLA12_UT-324",2012,"PROB","CORE","NLA_UT-10257","WMT_(20,50]",5.947488384,0
"891","NLA12_UT-325",2012,"PROB","CORE","NLA_UT-10258","WMT_>50",6.387817398,0
"892","NLA12_UT-343",2012,"PROB","CORE","NLA_UT-10272","WMT_>50",6.387817398,0
"893","NLA12_UT-359",2012,"PROB","CORE","NLA_UT-10286","XER_(20,50]",3.16312166,0
"894","NLA12_UT-374",2012,"PROB","CORE","NLA_UT-10298","XER_>50",2.988122932,0
"895","NLA12_UT-392",2012,"PROB","CORE","NLA_UT-10312","XER_>50",2.988122932,0
"896","NLA12_UT-397",2012,"PROB","CORE","NLA_UT-10317","WMT_>50",6.387817398,0
"897","NLA12_UT-400",2012,"PROB","CORE","NLA_UT-10320","XER_(10,20]",3.274740647,0
"898","NLA12_UT-409",2012,"PROB","CORE","NLA_UT-10328","XER_(10,20]",3.274740647,0
"899","NLA12_UT-412",2012,"PROB","CORE","NLA_UT-10330","WMT_(10,20]",5.211445469,0
"900","NLA12_UT-424",2012,"PROB","CORE","NLA_UT-10338","WMT_>50",6.387817398,0
"901","NLA12_VA-101",2012,"PROB","CORE","NLA_VA-10011","SAP_(20,50]",33.51000057,0
"902","NLA12_VA-108",2012,"PROB","CORE","NLA_VA-10013","SAP_(20,50]",33.51000057,0
"903","NLA12_VA-106",2012,"PROB","CORE","NLA_VA-10014","CPL_(10,20]",84.5809416,0
"904","NLA12_VA-127",2012,"PROB","CORE","NLA_VA-10015","CPL_(20,50]",7.474533028,0
"905","NLA12_VA-104",2012,"PROB","CORE","NLA_VA-10016","SAP_(20,50]",33.51000057,0
"906","NLA12_VA-103",2012,"PROB","CORE","NLA_VA-10021","SAP_(10,20]",65.84366339,0
"907","NLA12_VA-105",2012,"PROB","CORE","NLA_VA-10023","SAP_(10,20]",65.84366339,0
"908","NLA12_VA-102",2012,"PROB","CORE","NLA_VA-10025","SAP_(20,50]",33.51000057,0
"909","NLA12_VA-109",2012,"PROB","CORE","NLA_VA-10035","SAP_(1,4]",446.6484489,0
"910","NLA12_VA-110",2012,"PROB","CORE","NLA_VA-10036","SAP_(20,50]",22.87680706,0
"911","NLA12_VA-111",2012,"PROB","CORE","NLA_VA-10037","CPL_(4,10]",34.11136117,0
"912","NLA12_VA-112",2012,"PROB","CORE","NLA_VA-10038","CPL_(4,10]",103.7073611,0
"913","NLA12_VA-114",2012,"PROB","CORE","NLA_VA-10040","SAP_(1,4]",446.6484489,0
"914","NLA12_VA-116",2012,"PROB","CORE","NLA_VA-10042","SAP_(1,4]",446.6484489,0
"915","NLA12_VA-118",2012,"PROB","CORE","NLA_VA-10044","SAP_(1,4]",446.6484489,0
"916","NLA12_VA-119",2012,"PROB","CORE","NLA_VA-10045","CPL_(20,50]",7.474533028,0
"917","NLA12_VA-121",2012,"PROB","CORE","NLA_VA-10046","CPL_(10,20]",21.00440912,0
"918","NLA12_VA-123",2012,"PROB","CORE","NLA_VA-10048","CPL_(4,10]",34.11136117,0
"919","NLA12_VA-125",2012,"PROB","CORE","NLA_VA-10050","SAP_>50",12.87485428,0
"920","NLA12_VA-126",2012,"PROB","CORE","NLA_VA-10051","SAP_(1,4]",446.6484489,0
"921","NLA12_VA-130",2012,"PROB","CORE","NLA_VA-10054","SAP_(10,20]",32.20141343,0
"922","NLA12_VT-102",2012,"PROB","CORE","NLA_VT-10005","NAP_>50",8.666396896,0
"923","NLA12_VT-104",2012,"PROB","CORE","NLA_VT-10006","NAP_(20,50]",35.77897397,0
"924","NLA12_VT-103",2012,"PROB","CORE","NLA_VT-10009","NAP_>50",2.40888764,0
"925","NLA12_VT-101",2012,"PROB","CORE","NLA_VT-10011","NAP_>50",8.666396896,0
"926","NLA12_VT-106",2012,"PROB","CORE","NLA_VT-10014","NAP_(4,10]",36.56203836,0
"927","NLA12_VT-109",2012,"PROB","CORE","NLA_VT-10017","NAP_(10,20]",23.01757905,0
"928","NLA12_VT-110",2012,"PROB","CORE","NLA_VT-10018","NAP_(4,10]",36.56203836,0
"929","NLA12_VT-112",2012,"PROB","CORE","NLA_VT-10020","NAP_(10,20]",23.01757905,0
"930","NLA12_VT-114",2012,"PROB","CORE","NLA_VT-10022","NAP_>50",15.84242972,0
"931","NLA12_VT-115",2012,"PROB","CORE","NLA_VT-10023","NAP_(4,10]",36.56203836,0
"932","NLA12_WA-102",2012,"PROB","CORE","NLA_WA-10005","WMT_(10,20]",38.47477745,0
"933","NLA12_WA-107",2012,"PROB","CORE","NLA_WA-10007","WMT_>50",7.229672842,0
"934","NLA12_WA-104",2012,"PROB","CORE","NLA_WA-10014","XER_>50",1.898898806,0
"935","NLA12_WA-109",2012,"PROB","CORE","NLA_WA-10015","WMT_(10,20]",38.47477745,0
"936","NLA12_WA-112",2012,"PROB","CORE","NLA_WA-10016","WMT_(20,50]",30.59141639,0
"937","NLA12_WA-106",2012,"PROB","CORE","NLA_WA-10017","WMT_>50",6.565745364,0
"938","NLA12_WA-101",2012,"PROB","CORE","NLA_WA-10040","WMT_(10,20]",38.47477745,0
"939","NLA12_WA-108",2012,"PROB","CORE","NLA_WA-10041","WMT_>50",7.229672842,0
"940","NLA12_WA-110",2012,"PROB","CORE","NLA_WA-10042","WMT_(4,10]",192.3465149,0
"941","NLA12_WA-103",2012,"PROB","CORE","NLA_WA-10046","WMT_>50",1.932999688,0
"942","NLA12_WA-111",2012,"PROB","CORE","NLA_WA-10052","XER_>50",5.982632595,0
"943","NLA12_WA-114",2012,"PROB","CORE","NLA_WA-10066","WMT_>50",11.04067205,0
"944","NLA12_WA-115",2012,"PROB","CORE","NLA_WA-10067","WMT_(4,10]",35.04917716,0
"945","NLA12_WA-116",2012,"PROB","CORE","NLA_WA-10068","XER_>50",5.50589318,0
"946","NLA12_WA-118",2012,"PROB","CORE","NLA_WA-10070","WMT_(4,10]",35.04917716,0
"947","NLA12_WA-120",2012,"PROB","CORE","NLA_WA-10072","WMT_(20,50]",18.5032972,0
"948","NLA12_WA-121",2012,"PROB","CORE","NLA_WA-10073","WMT_(20,50]",18.5032972,0
"949","NLA12_WA-124",2012,"PROB","CORE","NLA_WA-10076","XER_(20,50]",9.840822944,0
"950","NLA12_WA-125",2012,"PROB","CORE","NLA_WA-10077","WMT_(4,10]",35.04917716,0
"951","NLA12_WA-126",2012,"PROB","CORE","NLA_WA-10078","WMT_(10,20]",11.52666546,0
"952","NLA12_WA-129",2012,"PROB","CORE","NLA_WA-10081","WMT_(1,4]",110.6260306,0
"953","NLA12_WA-131",2012,"PROB","CORE","NLA_WA-10083","XER_(4,10]",26.50648371,0
"954","NLA12_WA-133",2012,"PROB","CORE","NLA_WA-10085","WMT_(20,50]",18.5032972,0
"955","NLA12_WA-138",2012,"PROB","CORE","NLA_WA-10090","WMT_(20,50]",18.5032972,0
"956","NLA12_WA-141",2012,"PROB","CORE","NLA_WA-10093","WMT_(20,50]",18.5032972,0
"957","NLA12_WA-146",2012,"PROB","CORE","NLA_WA-10098","WMT_(1,4]",110.6260306,0
"958","NLA12_WA-147",2012,"PROB","CORE","NLA_WA-10099","WMT_(1,4]",110.6260306,0
"959","NLA12_WA-151",2012,"PROB","CORE","NLA_WA-10103","WMT_>50",11.77014502,0
"960","NLA12_WA-154",2012,"PROB","CORE","NLA_WA-10106","WMT_(1,4]",110.6260306,0
"961","NLA12_WA-157",2012,"PROB","CORE","NLA_WA-10109","WMT_(20,50]",18.5032972,0
"962","NLA12_WA-159",2012,"PROB","CORE","NLA_WA-10111","XER_(4,10]",26.50648371,0
"963","NLA12_WI-102",2012,"PROB","CORE","NLA_WI-10007","TPL_>50",7.276499987,0
"964","NLA12_WI-110",2012,"PROB","CORE","NLA_WI-10008","UMW_(4,10]",848.1513271,0
"965","NLA12_WI-104",2012,"PROB","CORE","NLA_WI-10009","UMW_>50",41.82150245,0
"966","NLA12_WI-108",2012,"PROB","CORE","NLA_WI-10011","UMW_>50",4.843821229,0
"967","NLA12_WI-106",2012,"PROB","CORE","NLA_WI-10015","UMW_(20,50]",142.7107292,0
"968","NLA12_WI-107",2012,"PROB","CORE","NLA_WI-10019","TPL_>50",7.276499987,0
"969","NLA12_WI-101",2012,"PROB","CORE","NLA_WI-10025","TPL_>50",7.276499987,0
"970","NLA12_WI-111",2012,"PROB","CORE","NLA_WI-10026","UMW_>50",37.98087988,0
"971","NLA12_WI-109",2012,"PROB","CORE","NLA_WI-10029","UMW_>50",4.843821229,0
"972","NLA12_WI-103",2012,"PROB","CORE","NLA_WI-10040","UMW_(20,50]",142.7107292,0
"973","NLA12_WI-112",2012,"PROB","CORE","NLA_WI-10047","UMW_(10,20]",73.69889968,0
"974","NLA12_WI-113",2012,"PROB","CORE","NLA_WI-10048","UMW_(4,10]",70.6751223,0
"975","NLA12_WI-115",2012,"PROB","CORE","NLA_WI-10050","UMW_(4,10]",147.6103003,0
"976","NLA12_WI-117",2012,"PROB","CORE","NLA_WI-10052","UMW_(4,10]",70.6751223,0
"977","NLA12_WI-120",2012,"PROB","CORE","NLA_WI-10055","TPL_(4,10]",16.78251733,0
"978","NLA12_WI-122",2012,"PROB","CORE","NLA_WI-10057","UMW_(4,10]",19.14306907,0
"979","NLA12_WI-127",2012,"PROB","CORE","NLA_WI-10062","UMW_(4,10]",19.14306907,0
"980","NLA12_WI-128",2012,"PROB","CORE","NLA_WI-10063","UMW_(1,4]",194.7130647,0
"981","NLA12_WI-129",2012,"PROB","CORE","NLA_WI-10064","TPL_(1,4]",52.2762599,0
"982","NLA12_WI-131",2012,"PROB","CORE","NLA_WI-10066","UMW_>50",116.2980305,0
"983","NLA12_WI-132",2012,"PROB","CORE","NLA_WI-10067","UMW_(20,50]",28.1984702,0
"984","NLA12_WI-133",2012,"PROB","CORE","NLA_WI-10068","TPL_(10,20]",8.813440351,0
"985","NLA12_WI-134",2012,"PROB","CORE","NLA_WI-10069","TPL_(10,20]",8.813440351,0
"986","NLA12_WI-135",2012,"PROB","CORE","NLA_WI-10070","UMW_(20,50]",68.16397121,0
"987","NLA12_WI-136",2012,"PROB","CORE","NLA_WI-10071","TPL_(20,50]",7.724262575,0
"988","NLA12_WI-138",2012,"PROB","CORE","NLA_WI-10073","UMW_(10,20]",73.69889968,0
"989","NLA12_WI-140",2012,"PROB","CORE","NLA_WI-10075","TPL_>50",9.041970456,0
"990","NLA12_WI-142",2012,"PROB","CORE","NLA_WI-10077","UMW_(1,4]",279.322988,0
"991","NLA12_WI-144",2012,"PROB","CORE","NLA_WI-10079","UMW_(1,4]",194.7130647,0
"992","NLA12_WI-147",2012,"PROB","CORE","NLA_WI-10082","UMW_(10,20]",73.69889968,0
"993","NLA12_WI-151",2012,"PROB","CORE","NLA_WI-10086","UMW_(4,10]",147.6103003,0
"994","NLA12_WI-152",2012,"PROB","CORE","NLA_WI-10087","TPL_>50",9.041970456,0
"995","NLA12_WI-153",2012,"PROB","CORE","NLA_WI-10088","UMW_(1,4]",62.94068811,0
"996","NLA12_WI-154",2012,"PROB","CORE","NLA_WI-10089","UMW_(1,4]",279.322988,0
"997","NLA12_WI-155",2012,"PROB","CORE","NLA_WI-10090","UMW_(20,50]",28.1984702,0
"998","NLA12_WI-157",2012,"PROB","CORE","NLA_WI-10092","UMW_(10,20]",5.332220132,0
"999","NLA12_WI-161",2012,"PROB","CORE","NLA_WI-10096","UMW_(1,4]",194.7130647,0
"1000","NLA12_WI-163",2012,"PROB","CORE","NLA_WI-10098","UMW_>50",116.2980305,0
"1001","NLA12_WI-166",2012,"PROB","CORE","NLA_WI-10101","UMW_(10,20]",5.332220132,0
"1002","NLA12_WI-168",2012,"PROB","CORE","NLA_WI-10103","TPL_>50",9.041970456,0
"1003","NLA12_WI-170",2012,"PROB","CORE","NLA_WI-10105","UMW_(20,50]",68.16397121,0
"1004","NLA12_WI-171",2012,"PROB","CORE","NLA_WI-10106","UMW_(10,20]",35.70683124,0
"1005","NLA12_WI-172",2012,"PROB","CORE","NLA_WI-10107","TPL_(20,50]",7.724262575,0
"1006","NLA12_WI-173",2012,"PROB","CORE","NLA_WI-10108","UMW_>50",6.864133337,0
"1007","NLA12_WI-174",2012,"PROB","CORE","NLA_WI-10109","UMW_(4,10]",147.6103003,0
"1008","NLA12_WI-176",2012,"PROB","CORE","NLA_WI-10111","UMW_(20,50]",68.16397121,0
"1009","NLA12_WI-179",2012,"PROB","CORE","NLA_WI-10114","UMW_>50",116.2980305,0
"1010","NLA12_WI-181",2012,"PROB","CORE","NLA_WI-10116","TPL_(20,50]",7.724262575,0
"1011","NLA12_WI-183",2012,"PROB","CORE","NLA_WI-10118","UMW_(20,50]",68.16397121,0
"1012","NLA12_WI-188",2012,"PROB","CORE","NLA_WI-10123","TPL_(4,10]",16.78251733,0
"1013","NLA12_WV-102",2012,"PROB","CORE","NLA_WV-10008","SAP_>50",4.23789836,0
"1014","NLA12_WV-101",2012,"PROB","CORE","NLA_WV-10013","SAP_>50",1.564857628,0
"1015","NLA12_WV-105",2012,"PROB","CORE","NLA_WV-10016","SAP_(1,4]",31.16579571,0
"1016","NLA12_WV-106",2012,"PROB","CORE","NLA_WV-10017","SAP_>50",3.017543972,0
"1017","NLA12_WV-111",2012,"PROB","CORE","NLA_WV-10022","SAP_(4,10]",7.903965982,0
"1018","NLA12_WV-112",2012,"PROB","CORE","NLA_WV-10023","SAP_(10,20]",7.947430552,0
"1019","NLA12_WV-113",2012,"PROB","CORE","NLA_WV-10024","SAP_(1,4]",31.16579571,0
"1020","NLA12_WV-115",2012,"PROB","CORE","NLA_WV-10026","SAP_(10,20]",3.293529779,0
"1021","NLA12_WY-103",2012,"PROB","CORE","NLA_WY-10015","XER_>50",14.78348626,0
"1022","NLA12_WY-104",2012,"PROB","CORE","NLA_WY-10019","NPL_>50",26.51767244,0
"1023","NLA12_WY-124",2012,"PROB","CORE","NLA_WY-10025","WMT_>50",6.860989057,0
"1024","NLA12_WY-107",2012,"PROB","CORE","NLA_WY-10036","SPL_>50",22.18226647,0
"1025","NLA12_WY-101",2012,"PROB","CORE","NLA_WY-10039","XER_(10,20]",218.0798881,0
"1026","NLA12_WY-105",2012,"PROB","CORE","NLA_WY-10042","XER_>50",14.78348626,0
"1027","NLA12_WY-115",2012,"PROB","CORE","NLA_WY-10063","XER_>50",3.209465371,0
