"","SITE_ID","DSGN_CYCLE","SITETYPE","IND_DOMAIN","UNIQUE_ID","WGT_CAT","WGT_SP","WGT_TP"
"59","NLA06608-1141",2007,"PROB","CORE","NLA_CA-10022","XER_>50",12.10313531,0
"60","NLA06608-1269",2007,"PROB","CORE","NLA_CA-10025","XER_(20,50]",34.60052062,0
"61","NLA06608-1397",2007,"PROB","CORE","NLA_CA-10026","WMT_>50",2.774979131,0
"62","NLA06608-1417",2007,"PROB","CORE","NLA_CA-10027","XER_>50",12.10313531,0
"63","NLA06608-1461",2007,"PROB","CORE","NLA_CA-10028","XER_>50",2.712585326,0
"64","NLA06608-1481",2007,"PROB","CORE","NLA_CA-10029","WMT_(20,50]",43.15295229,0
"65","NLA06608-1717",2007,"PROB","CORE","NLA_CA-10035","XER_>50",13.32700307,0
"66","NLA06608-1781",2007,"PROB","CORE","NLA_CA-10037","XER_>50",2.712585326,0
"67","NLA06608-0004",2007,"PROB","CORE","NLA_CO-10001","WMT_>50",7.538411019,0
"68","NLA06608-0068",2007,"PROB","CORE","NLA_CO-10003","WMT_>50",7.538411019,0
"69","NLA06608-0079",2007,"PROB","CORE","NLA_CO-10004","WMT_>50",8.300694344,0
"70","NLA06608-0228",2007,"PROB","CORE","NLA_CO-10007","SPL_>50",2.407572005,0
"71","NLA06608-0276",2007,"PROB","CORE","NLA_CO-10008","WMT_(20,50]",24.36993574,0
"72","NLA06608-0372",2007,"PROB","CORE","NLA_CO-10010","SPL_(20,50]",12.63766931,0
"73","NLA06608-0452",2007,"PROB","CORE","NLA_CO-10012","SPL_(4,10]",187.90625,0
"74","NLA06608-0468",2007,"PROB","CORE","NLA_CO-10013","WMT_(4,10]",199.875,0
"75","NLA06608-0495",2007,"PROB","CORE","NLA_CO-10014","WMT_>50",8.300694344,0
"76","NLA06608-0511",2007,"PROB","CORE","NLA_CO-10016","WMT_>50",7.538411019,0
"77","NLA06608-0596",2007,"PROB","CORE","NLA_CO-10019","WMT_>50",8.300694344,0
"78","NLA06608-0635",2007,"PROB","CORE","NLA_CO-10021","SPL_>50",3.687249552,0
"79","NLA06608-0687",2007,"PROB","CORE","NLA_CO-10022","WMT_(10,20]",38.62136589,0
"80","NLA06608-0715",2007,"PROB","CORE","NLA_CO-10024","WMT_>50",7.538411019,0
"81","NLA06608-0827",2007,"PROB","CORE","NLA_CO-10027","SPL_(10,20]",13.54656372,0
"82","NLA06608-0864",2007,"PROB","CORE","NLA_CO-10028","SPL_>50",3.687249552,0
"83","NLA06608-0880",2007,"PROB","CORE","NLA_CO-10029","SPL_>50",3.687249552,0
"84","NLA06608-0916",2007,"PROB","CORE","NLA_CO-10030","WMT_(10,20]",38.62136589,0
"85","NLA06608-1083",2007,"PROB","CORE","NLA_CO-10031","SPL_>50",3.687249552,0
"86","NLA06608-1147",2007,"PROB","CORE","NLA_CO-10032","SPL_>50",3.348635849,0
"87","NLA06608-1339",2007,"PROB","CORE","NLA_CO-10034","SPL_>50",3.348635849,0
"88","NLA06608-1403",2007,"PROB","CORE","NLA_CO-10035","SPL_>50",3.687249552,0
"89","NLA06608-1455",2007,"PROB","CORE","NLA_CO-10036","WMT_(4,10]",199.875,0
"90","NLA06608-1476",2007,"PROB","CORE","NLA_CO-10038","SPL_>50",3.348635849,0
"91","NLA06608-1483",2007,"PROB","CORE","NLA_CO-10039","WMT_>50",7.538411019,0
"92","NLA06608-1595",2007,"PROB","CORE","NLA_CO-10041","SPL_>50",3.687249552,0
"93","NLA06608-1675",2007,"PROB","CORE","NLA_CO-10043","WMT_(20,50]",24.36993574,0
"94","NLA06608-1739",2007,"PROB","CORE","NLA_CO-10045","WMT_>50",2.774979131,0
"95","NLA06608-1748",2007,"PROB","CORE","NLA_CO-10046","WMT_>50",8.300694344,0
"96","NLA06608-1851",2007,"PROB","CORE","NLA_CO-10048","SPL_>50",3.687249552,0
"97","NLA06608-0006",2007,"PROB","CORE","NLA_CT-10001","NAP_>50",13.87953829,0
"98","NLA06608-0037",2007,"PROB","CORE","NLA_CT-10002","NAP_>50",15.28303574,0
"99","NLA06608-0101",2007,"PROB","CORE","NLA_CT-10003","NAP_>50",13.87953829,0
"100","NLA06608-0134",2007,"PROB","CORE","NLA_CT-10004","NAP_>50",13.87953829,0
"101","NLA06608-0242",2007,"PROB","CORE","NLA_CT-10005","NAP_>50",15.28303574,0
"102","NLA06608-0293",2007,"PROB","CORE","NLA_CT-10006","NAP_(20,50]",36.62611884,0
"103","NLA06608-0326",2007,"PROB","CORE","NLA_CT-10007","NAP_>50",13.87953829,0
"104","NLA06608-0498",2007,"PROB","CORE","NLA_CT-10008","NAP_(20,50]",36.62611884,0
"105","NLA06608-0582",2007,"PROB","CORE","NLA_CT-10011","NAP_(20,50]",36.62611884,0
"106","NLA06608-0805",2007,"PROB","CORE","NLA_CT-10012","NAP_(10,20]",86.90894552,0
"107","NLA06608-0946",2007,"PROB","CORE","NLA_CT-10014","NAP_(20,50]",36.62611884,0
"108","NLA06608-1010",2007,"PROB","CORE","NLA_CT-10015","NAP_>50",6.258879519,0
"109","NLA06608-1125",2007,"PROB","CORE","NLA_CT-10018","NAP_>50",6.258879519,0
"110","NLA06608-1414",2007,"PROB","CORE","NLA_CT-10020","NAP_(10,20]",86.90894552,0
"111","NLA06608-0029",2007,"PROB","CORE","NLA_DE-10001","CPL_>50",1.548883553,0
"112","NLA06608-0141",2007,"PROB","CORE","NLA_DE-10002","CPL_>50",2.634200571,0
"113","NLA06608-0285",2007,"PROB","CORE","NLA_DE-10003","CPL_(20,50]",2.256151553,0
"114","NLA06608-0717",2007,"PROB","CORE","NLA_DE-10007","CPL_>50",1.548883553,0
"115","NLA06608-1421",2007,"PROB","CORE","NLA_DE-10011","CPL_>50",1.548883553,0
"116","NLA06608-1741",2007,"PROB","CORE","NLA_DE-10013","CPL_(20,50]",3.746297069,0
"117","NLA06608-2253",2007,"PROB","CORE","NLA_DE-10016","CPL_(20,50]",3.746297069,0
"118","NLA06608-2333",2007,"PROB","CORE","NLA_DE-10017","CPL_(20,50]",3.746297069,0
"119","NLA06608-0069",2007,"PROB","CORE","NLA_FL-10006","CPL_(20,50]",2.35264597,0
"120","NLA06608-0161",2007,"PROB","CORE","NLA_FL-10008","CPL_>50",2.634200571,0
"121","NLA06608-0325",2007,"PROB","CORE","NLA_FL-10012","CPL_>50",2.634200571,0
"122","NLA06608-0453",2007,"PROB","CORE","NLA_FL-10015","CPL_>50",2.634200571,0
"123","NLA06608-0609",2007,"PROB","CORE","NLA_FL-10018","CPL_>50",2.634200571,0
"124","NLA06608-0709",2007,"PROB","CORE","NLA_FL-10021","CPL_(20,50]",2.35264597,0
"125","NLA06608-0865",2007,"PROB","CORE","NLA_FL-10024","CPL_(4,10]",240.9418605,0
"126","NLA06608-1185",2007,"PROB","CORE","NLA_FL-10030","CPL_>50",2.634200571,0
"127","NLA06608-1349",2007,"PROB","CORE","NLA_FL-10034","CPL_(20,50]",2.35264597,0
"128","NLA06608-1413",2007,"PROB","CORE","NLA_FL-10035","CPL_>50",2.634200571,0
"129","NLA06608-1569",2007,"PROB","CORE","NLA_FL-10037","CPL_>50",2.634200571,0
"130","NLA06608-1733",2007,"PROB","CORE","NLA_FL-10040","CPL_>50",2.634200571,0
"131","NLA06608-1825",2007,"PROB","CORE","NLA_FL-10043","CPL_>50",83.42769269,0
"132","NLA06608-1861",2007,"PROB","CORE","NLA_FL-10044","CPL_>50",2.634200571,0
"133","NLA06608-2074",2007,"PROB","CORE","NLA_FL-10047","CPL_>50",2.634200571,0
"134","NLA06608-2117",2007,"PROB","CORE","NLA_FL-10049","CPL_>50",2.634200571,0
"135","NLA06608-2565",2007,"PROB","CORE","NLA_FL-10060","CPL_>50",75.76622047,0
"136","NLA06608-2593",2007,"PROB","CORE","NLA_FL-10061","CPL_>50",2.634200571,0
"137","NLA06608-2629",2007,"PROB","CORE","NLA_FL-10062","CPL_>50",2.634200571,0
"138","NLA06608-2657",2007,"PROB","CORE","NLA_FL-10063","CPL_(20,50]",183.2563649,0
"139","NLA06608-3169",2007,"PROB","CORE","NLA_FL-10074","CPL_>50",2.634200571,0
"140","NLA06608-0207",2007,"PROB","CORE","NLA_GA-10003","SAP_(4,10]",288.3333333,0
"141","NLA06608-0223",2007,"PROB","CORE","NLA_GA-10004","SAP_(20,50]",40.93732018,0
"142","NLA06608-0253",2007,"PROB","CORE","NLA_GA-10005","CPL_(4,10]",240.9418605,0
"143","NLA06608-0458",2007,"PROB","CORE","NLA_GA-10007","CPL_>50",23.51162524,0
"144","NLA06608-0530",2007,"PROB","CORE","NLA_GA-10009","CPL_(4,10]",240.9418605,0
"145","NLA06608-0591",2007,"PROB","CORE","NLA_GA-10010","SAP_>50",3.698315235,0
"146","NLA06608-0594",2007,"PROB","CORE","NLA_GA-10011","CPL_(4,10]",240.9418605,0
"147","NLA06608-0815",2007,"PROB","CORE","NLA_GA-10013","CPL_(20,50]",51.645381,0
"148","NLA06608-0943",2007,"PROB","CORE","NLA_GA-10014","SAP_>50",4.512108505,0
"149","NLA06608-1039",2007,"PROB","CORE","NLA_GA-10015","SAP_(10,20]",63.88778266,0
"150","NLA06608-1469",2007,"PROB","CORE","NLA_GA-10018","CPL_(4,10]",240.9418605,0
"151","NLA06608-1482",2007,"PROB","CORE","NLA_GA-10019","CPL_>50",21.35246612,0
"152","NLA06608-1711",2007,"PROB","CORE","NLA_GA-10022","SAP_(10,20]",63.88778266,0
"153","NLA06608-1839",2007,"PROB","CORE","NLA_GA-10024","CPL_>50",21.35246612,0
"154","NLA06608-0008",2007,"PROB","CORE","NLA_IA-10003","TPL_(20,50]",3.126926288,0
"155","NLA06608-0860",2007,"PROB","CORE","NLA_IA-10016","TPL_>50",9.981004649,0
"156","NLA06608-0904",2007,"PROB","CORE","NLA_IA-10017","TPL_>50",9.064412237,0
"157","NLA06608-0968",2007,"PROB","CORE","NLA_IA-10020","TPL_>50",9.064412237,0
"158","NLA06608-1015",2007,"PROB","CORE","NLA_IA-10021","TPL_>50",9.981004649,0
"159","NLA06608-1035",2007,"PROB","CORE","NLA_IA-10022","TPL_>50",9.064412237,0
"160","NLA06608-1223",2007,"PROB","CORE","NLA_IA-10024","TPL_>50",37.16677726,0
"161","NLA06608-1268",2007,"PROB","CORE","NLA_IA-10025","TPL_>50",9.064412237,0
"162","NLA06608-1271",2007,"PROB","CORE","NLA_IA-10026","TPL_(20,50]",15.16867151,0
"163","NLA06608-1460",2007,"PROB","CORE","NLA_IA-10028","TPL_(20,50]",15.16867151,0
"164","NLA06608-1527",2007,"PROB","CORE","NLA_IA-10029","TPL_>50",9.064412237,0
"165","NLA06608-1544",2007,"PROB","CORE","NLA_IA-10030","TPL_>50",9.064412237,0
"166","NLA06608-1736",2007,"PROB","CORE","NLA_IA-10032","TPL_>50",9.981004649,0
"167","NLA06608-1884",2007,"PROB","CORE","NLA_IA-10034","TPL_(20,50]",15.16867151,0
"168","NLA06608-1975",2007,"PROB","CORE","NLA_IA-10036","TPL_>50",5.060407036,0
"169","NLA06608-2036",2007,"PROB","CORE","NLA_IA-10037","TPL_(4,10]",459.15,0
"170","NLA06608-2039",2007,"PROB","CORE","NLA_IA-10038","TPL_>50",9.064412237,0
"171","NLA06608-2056",2007,"PROB","CORE","NLA_IA-10040","TPL_>50",9.064412237,0
"172","NLA06608-0005",2007,"PROB","CORE","NLA_ID-10004","WMT_(10,20]",21.45631439,0
"173","NLA06608-0085",2007,"PROB","CORE","NLA_ID-10005","XER_(20,50]",10.85560417,0
"174","NLA06608-0241",2007,"PROB","CORE","NLA_ID-10007","XER_>50",4.181228129,0
"175","NLA06608-0277",2007,"PROB","CORE","NLA_ID-10008","XER_>50",4.181228129,0
"176","NLA06608-0497",2007,"PROB","CORE","NLA_ID-10010","XER_(20,50]",10.85560417,0
"177","NLA06608-0561",2007,"PROB","CORE","NLA_ID-10012","WMT_>50",2.774979131,0
"178","NLA06608-0581",2007,"PROB","CORE","NLA_ID-10013","XER_>50",2.712585326,0
"179","NLA06608-0597",2007,"PROB","CORE","NLA_ID-10014","XER_>50",2.712585326,0
"180","NLA06608-0650",2007,"PROB","CORE","NLA_ID-10015","WMT_>50",4.611496857,0
"181","NLA06608-0769",2007,"PROB","CORE","NLA_ID-10016","WMT_>50",4.611496857,0
"182","NLA06608-0837",2007,"PROB","CORE","NLA_ID-10019","XER_>50",3.797250551,0
"183","NLA06608-0961",2007,"PROB","CORE","NLA_ID-10021","WMT_>50",4.18800612,0
"184","NLA06608-1281",2007,"PROB","CORE","NLA_ID-10026","WMT_(4,10]",199.875,0
"185","NLA06608-1329",2007,"PROB","CORE","NLA_ID-10029","WMT_>50",4.611496857,0
"186","NLA06608-1473",2007,"PROB","CORE","NLA_ID-10031","WMT_>50",2.774979131,0
"187","NLA06608-1521",2007,"PROB","CORE","NLA_ID-10032","XER_>50",3.797250551,0
"188","NLA06608-1537",2007,"PROB","CORE","NLA_ID-10033","WMT_(10,20]",21.45631439,0
"189","NLA06608-1793",2007,"PROB","CORE","NLA_ID-10034","WMT_>50",4.611496857,0
"190","NLA06608-1930",2007,"PROB","CORE","NLA_ID-10037","XER_>50",4.181228129,0
"191","NLA06608-1985",2007,"PROB","CORE","NLA_ID-10038","WMT_>50",2.774979131,0
"192","NLA06608-1989",2007,"PROB","CORE","NLA_ID-10039","XER_>50",4.181228129,0
"193","NLA06608-2005",2007,"PROB","CORE","NLA_ID-10040","XER_>50",3.797250551,0
"194","NLA06608-2305",2007,"PROB","CORE","NLA_ID-10044","WMT_(20,50]",13.53885319,0
"195","NLA06608-2497",2007,"PROB","CORE","NLA_ID-10046","WMT_>50",4.18800612,0
"196","NLA06608-2801",2007,"PROB","CORE","NLA_ID-10050","XER_>50",3.797250551,0
"197","NLA06608-2954",2007,"PROB","CORE","NLA_ID-10054","XER_(10,20]",19.07808197,0
"198","NLA06608-3121",2007,"PROB","CORE","NLA_ID-10058","WMT_>50",4.611496857,0
"199","NLA06608-3157",2007,"PROB","CORE","NLA_ID-10059","WMT_>50",4.611496857,0
"200","NLA06608-3313",2007,"PROB","CORE","NLA_ID-10061","XER_>50",3.797250551,0
"201","NLA06608-3329",2007,"PROB","CORE","NLA_ID-10062","WMT_>50",4.18800612,0
"202","NLA06608-0020",2007,"PROB","CORE","NLA_IL-10001","TPL_>50",21.86421871,0
"203","NLA06608-0036",2007,"PROB","CORE","NLA_IL-10003","SAP_(10,20]",61.14668403,0
"204","NLA06608-0112",2007,"PROB","CORE","NLA_IL-10005","TPL_>50",5.060407036,0
"205","NLA06608-0155",2007,"PROB","CORE","NLA_IL-10006","TPL_>50",5.060407036,0
"206","NLA06608-0196",2007,"PROB","CORE","NLA_IL-10007","TPL_>50",19.85634699,0
"207","NLA06608-0624",2007,"PROB","CORE","NLA_IL-10010","TPL_(20,50]",33.22823333,0
"208","NLA06608-0672",2007,"PROB","CORE","NLA_IL-10011","TPL_>50",5.060407036,0
"209","NLA06608-0900",2007,"PROB","CORE","NLA_IL-10013","TPL_>50",21.86421871,0
"210","NLA06608-0980",2007,"PROB","CORE","NLA_IL-10017","SAP_(20,50]",39.18090872,0
"211","NLA06608-1060",2007,"PROB","CORE","NLA_IL-10018","TPL_(4,10]",459.15,0
"212","NLA06608-1108",2007,"PROB","CORE","NLA_IL-10019","TPL_>50",21.86421871,0
"213","NLA06608-1115",2007,"PROB","CORE","NLA_IL-10020","TPL_(20,50]",33.22823333,0
"214","NLA06608-1179",2007,"PROB","CORE","NLA_IL-10021","TPL_(20,50]",33.22823333,0
"215","NLA06608-1435",2007,"PROB","CORE","NLA_IL-10025","TPL_>50",19.85634699,0
"216","NLA06608-1532",2007,"PROB","CORE","NLA_IL-10026","TPL_(20,50]",3.126926288,0
"217","NLA06608-1724",2007,"PROB","CORE","NLA_IL-10030","TPL_(10,20]",59.5897036,0
"218","NLA06608-1840",2007,"PROB","CORE","NLA_IL-10032","TPL_(10,20]",59.5897036,0
"219","NLA06608-0043",2007,"PROB","CORE","NLA_IN-10002","UMW_notMI_UP_(20,50]",23.30452967,0
"220","NLA06608-0091",2007,"PROB","CORE","NLA_IN-10003","TPL_>50",15.24005419,0
"221","NLA06608-0107",2007,"PROB","CORE","NLA_IN-10004","UMW_notMI_UP_(10,20]",49.86470035,0
"222","NLA06608-0139",2007,"PROB","CORE","NLA_IN-10005","UMW_notMI_UP_>50",6.588874633,0
"223","NLA06608-0148",2007,"PROB","CORE","NLA_IN-10006","TPL_(20,50]",23.16113295,0
"224","NLA06608-0212",2007,"PROB","CORE","NLA_IN-10008","SAP_>50",4.512108505,0
"225","NLA06608-0219",2007,"PROB","CORE","NLA_IN-10009","TPL_(20,50]",13.81565153,0
"226","NLA06608-0235",2007,"PROB","CORE","NLA_IN-10010","UMW_notMI_UP_>50",4.038622147,0
"227","NLA06608-0299",2007,"PROB","CORE","NLA_IN-10011","UMW_notMI_UP_(20,50]",23.30452967,0
"228","NLA06608-0491",2007,"PROB","CORE","NLA_IN-10013","UMW_notMI_UP_>50",6.588874633,0
"229","NLA06608-0555",2007,"PROB","CORE","NLA_IN-10015","UMW_notMI_UP_(10,20]",49.86470035,0
"230","NLA06608-0587",2007,"PROB","CORE","NLA_IN-10016","UMW_notMI_UP_>50",4.038622147,0
"231","NLA06608-0660",2007,"PROB","CORE","NLA_IN-10017","TPL_(10,20]",41.53591417,0
"232","NLA06608-0724",2007,"PROB","CORE","NLA_IN-10018","TPL_>50",13.84050389,0
"233","NLA06608-0731",2007,"PROB","CORE","NLA_IN-10019","UMW_notMI_UP_(4,10]",493.2,0
"234","NLA06608-0811",2007,"PROB","CORE","NLA_IN-10020","UMW_notMI_UP_(4,10]",493.2,0
"235","NLA06608-0971",2007,"PROB","CORE","NLA_IN-10021","TPL_>50",15.24005419,0
"236","NLA06608-0987",2007,"PROB","CORE","NLA_IN-10022","UMW_notMI_UP_(10,20]",49.86470035,0
"237","NLA06608-1131",2007,"PROB","CORE","NLA_IN-10023","UMW_notMI_UP_>50",4.038622147,0
"238","NLA06608-1163",2007,"PROB","CORE","NLA_IN-10024","UMW_notMI_UP_(10,20]",49.86470035,0
"239","NLA06608-1172",2007,"PROB","CORE","NLA_IN-10025","SAP_(4,10]",288.3333333,0
"240","NLA06608-1195",2007,"PROB","CORE","NLA_IN-10027","TPL_>50",15.24005419,0
"241","NLA06608-1199",2007,"PROB","CORE","NLA_IN-10028","TPL_>50",5.060407036,0
"242","NLA06608-1227",2007,"PROB","CORE","NLA_IN-10029","TPL_(10,20]",41.53591417,0
"243","NLA06608-1243",2007,"PROB","CORE","NLA_IN-10030","UMW_notMI_UP_>50",6.588874633,0
"244","NLA06608-1355",2007,"PROB","CORE","NLA_IN-10031","UMW_notMI_UP_>50",4.038622147,0
"245","NLA06608-1492",2007,"PROB","CORE","NLA_IN-10032","TPL_>50",13.84050389,0
"246","NLA06608-1499",2007,"PROB","CORE","NLA_IN-10033","UMW_notMI_UP_>50",6.588874633,0
"247","NLA06608-1556",2007,"PROB","CORE","NLA_IN-10034","TPL_(10,20]",41.53591417,0
"248","NLA06608-1579",2007,"PROB","CORE","NLA_IN-10035","UMW_notMI_UP_>50",4.038622147,0
"249","NLA06608-1684",2007,"PROB","CORE","NLA_IN-10037","TPL_>50",15.24005419,0
"250","NLA06608-1755",2007,"PROB","CORE","NLA_IN-10038","UMW_notMI_UP_(20,50]",23.30452967,0
"251","NLA06608-1835",2007,"PROB","CORE","NLA_IN-10040","TPL_(10,20]",24.77623687,0
"252","NLA06608-1867",2007,"PROB","CORE","NLA_IN-10041","UMW_notMI_UP_(20,50]",23.30452967,0
"253","NLA06608-1908",2007,"PROB","CORE","NLA_IN-10042","SAP_(10,20]",37.57131261,0
"254","NLA06608-2155",2007,"PROB","CORE","NLA_IN-10047","UMW_notMI_UP_>50",6.588874633,0
"255","NLA06608-2196",2007,"PROB","CORE","NLA_IN-10048","SAP_(4,10]",288.3333333,0
"256","NLA06608-2219",2007,"PROB","CORE","NLA_IN-10050","UMW_notMI_UP_(20,50]",23.30452967,0
"257","NLA06608-2267",2007,"PROB","CORE","NLA_IN-10051","UMW_notMI_UP_(20,50]",23.30452967,0
"258","NLA06608-2283",2007,"PROB","CORE","NLA_IN-10052","UMW_notMI_UP_>50",7.255140945,0
"259","NLA06608-2507",2007,"PROB","CORE","NLA_IN-10054","TPL_>50",5.060407036,0
"260","NLA06608-2523",2007,"PROB","CORE","NLA_IN-10055","UMW_notMI_UP_(20,50]",23.30452967,0
"261","NLA06608-2644",2007,"PROB","CORE","NLA_IN-10056","TPL_>50",5.060407036,0
"262","NLA06608-2708",2007,"PROB","CORE","NLA_IN-10057","SAP_(10,20]",37.57131261,0
"263","NLA06608-2779",2007,"PROB","CORE","NLA_IN-10059","UMW_notMI_UP_>50",7.255140945,0
"264","NLA06608-2891",2007,"PROB","CORE","NLA_IN-10060","UMW_notMI_UP_(20,50]",23.30452967,0
"265","NLA06608-2916",2007,"PROB","CORE","NLA_IN-10061","TPL_(10,20]",41.53591417,0
"266","NLA06608-2987",2007,"PROB","CORE","NLA_IN-10062","UMW_notMI_UP_(20,50]",23.30452967,0
"267","NLA06608-3035",2007,"PROB","CORE","NLA_IN-10063","UMW_notMI_UP_(20,50]",23.30452967,0
"268","NLA06608-3147",2007,"PROB","CORE","NLA_IN-10065","UMW_notMI_UP_>50",6.588874633,0
"269","NLA06608-0104",2007,"PROB","CORE","NLA_KS-10012","SPL_>50",2.142938553,0
"270","NLA06608-0140",2007,"PROB","CORE","NLA_KS-10013","TPL_(20,50]",15.47476578,0
"271","NLA06608-0168",2007,"PROB","CORE","NLA_KS-10014","TPL_(20,50]",15.47476578,0
"272","NLA06608-0184",2007,"PROB","CORE","NLA_KS-10015","TPL_(10,20]",27.75160198,0
"273","NLA06608-0312",2007,"PROB","CORE","NLA_KS-10017","TPL_(10,20]",27.75160198,0
