SITE_ID,phdi_nla07_WY_AVG
NLA06608-0429,-0.344615385
NLA06608-0297,-1.960769231
NLA06608-0477,-0.227692308
NLA06608-0069,-3.962307692
NLA06608-0069,-3.962307692
NLA06608-0325,-3.962307692
NLA06608-0261,-3.326923077
NLA06608-0389,-4.421538462
NLA06608-0319,-2.561538462
NLA06608-0025,-0.978461538
NLA06608-0025,-0.978461538
NLA06608-0453,-3.962307692
NLA06608-0197,-3.962307692
NLA06608-0097,-3.326923077
NLA06608-0161,-3.326923077
NLA06608-0218,-2.475384615
NLA06608-0154,-2.872307692
NLA06608-0347,-2.884615385
NLA06608-0027,-3.314615385
NLA06608-0459,-3.314615385
NLA06608-0251,-2.833846154
NLA06608-0125,-2.122307692
NLA06608-0381,-2.122307692
NLA06608-0289,-3.326923077
NLA06608-0171,-3.16
NLA06608-0475,-2.833846154
NLA06608-0283,-3.16
NLA06608-0281,-0.978461538
NLA06608-0395,-3.506153846
NLA06608-0145,3.421538462
NLA06608-0401,3.421538462
NLA06608-0469,1.851538462
NLA06608-0150,3.08
NLA06608-0269,1.851538462
NLA06608-0185,1.851538462
NLA06608-0149,2.177692308
NLA06608-0441,1.851538462
NLA06608-0213,2.177692308
NLA06608-0013,1.628461538
NLA06608-0013,1.628461538
NLA06608-0377,0.691538462
NLA06608-0369,2.976923077
NLA06608-0294,2.976923077
NLA06608-0113,2.976923077
NLA06608-0038,2.976923077
NLA06608-0038,2.976923077
NLA06608-0141,1.278461538
NLA06608-0386,0.324615385
NLA06608-0093,-0.327692308
NLA06608-0121,1.517692308
NLA06608-0422,3.253846154
NLA06608-0198,1.821538462
NLA06608-0354,1.66
NLA06608-0098,1.66
NLA06608-0357,1.103846154
NLA06608-0134,1.268461538
NLA06608-0434,2.140769231
NLA06608-0178,2.140769231
NLA06608-0022,2.140769231
NLA06608-0454,1.66
NLA06608-0370,2.140769231
NLA06608-0070,2.140769231
NLA06608-0114,2.140769231
NLA06608-0498,1.516153846
NLA06608-0242,1.516153846
NLA06608-0326,2.249230769
NLA06608-0077,1.750769231
NLA06608-0077,1.750769231
NLA06608-0249,1.750769231
NLA06608-0102,3.421538462
NLA06608-0214,3.08
NLA06608-0470,4.053846154
NLA06608-0226,4.053846154
NLA06608-0050,4.053846154
NLA06608-0050,4.053846154
NLA06608-0101,1.268461538
NLA06608-0037,1.268461538
NLA06608-0037,1.268461538
NLA06608-0006,1.268461538
NLA06608-0006,1.268461538
NLA06608-0293,1.516153846
NLA06608-0029,0.479230769
NLA06608-0029,0.479230769
NLA06608-0397,0.479230769
NLA06608-0405,2.177692308
NLA06608-0285,0.479230769
NLA06608-0365,0.479230769
NLA06608-0489,-0.312307692
NLA06608-0153,0.786923077
NLA06608-0045,0.786923077
NLA06608-0045,0.786923077
NLA06608-0162,4.053846154
NLA06608-0205,1.628461538
NLA06608-0221,1.011538462
NLA06608-0053,3.342307692
NLA06608-0053,3.342307692
NLA06608-0433,3.296923077
NLA06608-0349,-0.327692308
NLA06608-0109,NA
NLA06608-0417,-3.018461538
NLA06608-0358,3.040769231
NLA06608-0177,3.296923077
NLA06608-0421,2.402307692
NLA06608-0493,-0.312307692
NLA06608-0483,2.026923077
NLA06608-0418,4.053846154
NLA06608-0461,0.479230769
NLA06608-0374,NA
NLA06608-0235,2.144615385
NLA06608-0333,1.750769231
NLA06608-0203,-2.833846154
NLA06608-0363,1.848461538
NLA06608-0644,-1.315384615
NLA06608-0580,-1.090769231
NLA06608-0574,-3.665384615
NLA06608-0963,-3.080769231
NLA06608-0767,0.103076923
NLA06608-0639,0.236923077
NLA06608-0875,1.848461538
NLA06608-0619,1.201538462
NLA06608-0957,-0.644615385
NLA06608-0783,2.774615385
NLA06608-0740,-0.326923077
NLA06608-0765,0.931538462
NLA06608-0890,-3.665384615
NLA06608-0627,-1.31
NLA06608-0974,-3.916153846
NLA06608-0542,-1.31
NLA06608-0537,-0.524615385
NLA06608-0793,-0.524615385
NLA06608-0533,2.015384615
NLA06608-0874,0.998461538
NLA06608-0931,-1.31
NLA06608-0868,0.503846154
NLA06608-0932,1.166923077
NLA06608-0900,0.063076923
NLA06608-0804,0.503846154
NLA06608-0548,0.503846154
NLA06608-0676,-3.013846154
NLA06608-0980,1.166923077
NLA06608-0884,-3.013846154
NLA06608-0734,-3.916153846
NLA06608-0630,-3.916153846
NLA06608-1003,1.201538462
NLA06608-0555,1.610769231
NLA06608-0987,2.144615385
NLA06608-0811,1.610769231
NLA06608-0586,0.439230769
NLA06608-0682,1.955384615
NLA06608-0719,2.745384615
NLA06608-0753,2.084615385
NLA06608-0993,1.423846154
NLA06608-0623,3.170769231
NLA06608-0911,3.050769231
NLA06608-0820,-2.852307692
NLA06608-0724,2.760769231
NLA06608-0964,1.864615385
NLA06608-0532,2.064615385
NLA06608-0971,2.385384615
NLA06608-0660,2.760769231
NLA06608-0847,2.774615385
NLA06608-0575,-0.145384615
NLA06608-0863,1.891538462
NLA06608-0893,1.891538462
NLA06608-0788,-3.013846154
NLA06608-0852,-2.852307692
NLA06608-0943,-3.304615385
NLA06608-0751,-2.25
NLA06608-0772,-2.25
NLA06608-0509,0.931538462
NLA06608-0566,NA
NLA06608-0725,3.281538462
NLA06608-0978,-1.993076923
NLA06608-0722,-1.993076923
NLA06608-0626,-1.993076923
NLA06608-0949,-2.976923077
NLA06608-0757,-2.36
NLA06608-0902,-2.694615385
NLA06608-0629,-2.976923077
NLA06608-0693,-2.976923077
NLA06608-0821,-4.259230769
NLA06608-0565,-2.466923077
NLA06608-0885,-4.259230769
NLA06608-0641,-0.894615385
NLA06608-0897,0.392307692
NLA06608-0945,-1.418461538
NLA06608-0581,-1
NLA06608-0837,-1
NLA06608-0917,-2.947692308
NLA06608-0741,-2.781538462
NLA06608-0801,-2.249230769
NLA06608-0673,-2.249230769
NLA06608-0678,-1.993076923
NLA06608-0934,-0.11
NLA06608-0790,-0.318461538
NLA06608-0849,1.126153846
NLA06608-0658,-0.363846154
NLA06608-0977,0.357692308
NLA06608-0866,-1.993076923
NLA06608-0677,-1.993076923
NLA06608-0513,-1.33
NLA06608-0561,-2.249230769
NLA06608-0817,-2.218461538
NLA06608-0625,-2.154615385
NLA06608-0721,0.690769231
NLA06608-0929,-1.3
NLA06608-0961,-1.33
NLA06608-0769,-1.33
NLA06608-0529,1.57
NLA06608-0785,1.57
NLA06608-0737,1.57
NLA06608-0906,-2.567692308
NLA06608-0650,-1.418461538
NLA06608-0593,0.696923077
NLA06608-0649,-2.976923077
NLA06608-0597,-2.218461538
NLA06608-0981,-1.412307692
NLA06608-0933,-2.781538462
NLA06608-0881,-2.154615385
NLA06608-0534,-0.318461538
NLA06608-0870,-0.11
NLA06608-0854,-0.318461538
NLA06608-0614,-0.876923077
NLA06608-0962,-1.07
NLA06608-0829,-1.989230769
NLA06608-0927,-0.865384615
NLA06608-0879,2.16
NLA06608-0559,-3.546923077
NLA06608-0687,0.813076923
NLA06608-0511,0.813076923
NLA06608-0713,-3.613846154
NLA06608-0905,-2.944615385
NLA06608-0521,-2.944615385
NLA06608-0877,-4.152307692
NLA06608-0605,-2.716923077
NLA06608-0850,-1.07
NLA06608-0841,-2.944615385
NLA06608-0505,-2.944615385
NLA06608-0889,-2.947692308
NLA06608-0797,-2.947692308
NLA06608-0671,-1.07
NLA06608-0777,-2.944615385
NLA06608-0585,-2.944615385
NLA06608-0825,-0.866923077
NLA06608-0516,0.813076923
NLA06608-0970,-3.546923077
NLA06608-0745,-3.020769231
NLA06608-0569,-4.324615385
NLA06608-0834,-3.020769231
NLA06608-0770,-3.020769231
NLA06608-0553,-4.141538462
NLA06608-0543,-4.141538462
NLA06608-0701,-4.141538462
NLA06608-0617,-4.141538462
NLA06608-0836,-4.141538462
NLA06608-0895,-4.141538462
NLA06608-0733,-3.367692308
NLA06608-0873,-4.141538462
NLA06608-0809,-4.141538462
NLA06608-0573,-4.617692308
NLA06608-0633,-2.947692308
NLA06608-0786,-2.220769231
NLA06608-0578,-1.989230769
NLA06608-0794,-3.546923077
NLA06608-0794,-3.546923077
NLA06608-0642,-1.989230769
NLA06608-0985,-4.141538462
NLA06608-0925,-4.354615385
NLA06608-0768,-0.566923077
NLA06608-0972,0.551538462
NLA06608-0664,0.264615385
NLA06608-0652,0.708461538
NLA06608-0760,0.551538462
NLA06608-0524,0.551538462
NLA06608-0540,1.749230769
NLA06608-0796,1.749230769
NLA06608-0908,1.749230769
NLA06608-0824,-0.196153846
NLA06608-0596,2.501538462
NLA06608-0916,2.501538462
NLA06608-0728,0.816153846
NLA06608-0520,0.816153846
NLA06608-0612,2.501538462
NLA06608-0855,3.090769231
NLA06608-0864,2.501538462
NLA06608-0702,1.265384615
NLA06608-0951,1.410769231
NLA06608-0776,0.816153846
NLA06608-0712,0.816153846
NLA06608-0599,1.265384615
NLA06608-0668,2.076153846
NLA06608-0775,2.076153846
NLA06608-0604,0.444615385
NLA06608-0680,-0.554615385
NLA06608-0814,3.090769231
NLA06608-0984,-0.460769231
NLA06608-0691,2.026923077
NLA06608-0699,0.211538462
NLA06608-0564,0.299230769
NLA06608-0696,0.551538462
NLA06608-0756,0.264615385
NLA06608-0856,0.264615385
NLA06608-0504,0.264615385
NLA06608-0560,2.544615385
NLA06608-0628,0.299230769
NLA06608-0996,0.299230769
NLA06608-0872,0.144615385
NLA06608-0795,1.719230769
NLA06608-0539,1.719230769
NLA06608-0744,0.144615385
NLA06608-0552,0.363846154
NLA06608-0888,0.363846154
NLA06608-0616,0.363846154
NLA06608-0800,1.838461538
NLA06608-1000,0.144615385
NLA06608-0568,-0.196153846
NLA06608-0936,-0.196153846
NLA06608-0603,1.719230769
NLA06608-0784,-2.180769231
NLA06608-0792,0.816153846
NLA06608-0571,-1.413846154
NLA06608-0708,-1.413846154
NLA06608-0952,-0.662307692
NLA06608-0919,2.530769231
NLA06608-0663,2.530769231
NLA06608-0955,-3.914615385
NLA06608-0827,-1.413846154
NLA06608-0715,-1.413846154
NLA06608-0763,-1.413846154
NLA06608-0507,-1.413846154
NLA06608-0808,-2.187692308
NLA06608-0632,-0.157692308
NLA06608-0960,0.230769231
NLA06608-0842,-2.418461538
NLA06608-0570,-1.376923077
NLA06608-0704,0.230769231
NLA06608-0896,-1.08
NLA06608-0826,-1.376923077
NLA06608-0780,-0.662307692
NLA06608-0656,-0.889230769
NLA06608-0858,-3.198461538
NLA06608-0602,-3.988461538
NLA06608-0819,-2.422307692
NLA06608-0810,-2.422307692
NLA06608-0588,0.388461538
NLA06608-0523,2.77
NLA06608-0528,2.256923077
NLA06608-0692,2.763076923
NLA06608-0720,1.036153846
NLA06608-0833,-2.512307692
NLA06608-0886,1.23
NLA06608-0554,-3.198461538
NLA06608-0867,-2.422307692
NLA06608-0883,-0.696153846
NLA06608-0739,-2.422307692
NLA06608-0515,2.536923077
NLA06608-0643,2.536923077
NLA06608-0766,-0.023846154
NLA06608-0830,-0.023846154
NLA06608-0999,-0.696153846
NLA06608-0967,-0.696153846
NLA06608-0727,2.456923077
NLA06608-0807,2.456923077
NLA06608-0983,2.456923077
NLA06608-0791,0.541538462
NLA06608-0880,-0.013846154
NLA06608-0816,-0.013846154
NLA06608-0584,3.386923077
NLA06608-0742,0.230769231
NLA06608-0688,0.230769231
NLA06608-0576,-2.512307692
NLA06608-0944,-2.512307692
NLA06608-0752,-2.512307692
NLA06608-0998,0.230769231
NLA06608-0577,-2.512307692
NLA06608-0535,2.530769231
NLA06608-0779,2.77
NLA06608-0832,-2.512307692
NLA06608-1002,-0.236923077
NLA06608-0746,-0.236923077
NLA06608-0950,-5.403076923
NLA06608-0778,-5.403076923
NLA06608-0822,1.23
NLA06608-0694,1.23
NLA06608-0979,-3.363076923
NLA06608-0506,-0.923076923
NLA06608-0762,-0.923076923
NLA06608-0579,-0.023846154
NLA06608-0835,-0.023846154
NLA06608-0707,-0.023846154
NLA06608-0899,-0.023846154
NLA06608-0851,-0.882307692
NLA06608-0531,2.536923077
NLA06608-0595,-0.882307692
NLA06608-0670,-0.882307692
NLA06608-0787,-0.882307692
NLA06608-0695,-0.882307692
NLA06608-0758,-4.382307692
NLA06608-0747,-4.382307692
NLA06608-0503,2.77
NLA06608-0876,1.023846154
NLA06608-0988,1.023846154
NLA06608-0924,1.023846154
NLA06608-0723,1.023846154
NLA06608-0748,-3.31
NLA06608-0903,-0.696153846
NLA06608-0995,-2.422307692
NLA06608-0718,-1.389230769
NLA06608-0798,-0.674615385
NLA06608-0904,2.906153846
NLA06608-0840,1.023846154
NLA06608-0648,1.023846154
NLA06608-0732,1.023846154
NLA06608-0620,1.023846154
NLA06608-0600,2.267692308
NLA06608-0891,-3.31
NLA06608-0764,1.585384615
NLA06608-0939,-3.914615385
NLA06608-0683,-4.382307692
NLA06608-0572,-3.31
NLA06608-0667,-3.914615385
NLA06608-0940,-3.31
NLA06608-0844,0.396153846
NLA06608-0920,2.023846154
NLA06608-0887,-0.882307692
NLA06608-0755,-0.882307692
NLA06608-0698,-1.08
NLA06608-0922,-3.198461538
NLA06608-0635,-1.413846154
NLA06608-0716,-0.662307692
NLA06608-0544,-0.889230769
NLA06608-0992,0.767692308
NLA06608-0928,0.767692308
NLA06608-0912,-0.889230769
NLA06608-0679,-3.080769231
NLA06608-0567,-3.080769231
NLA06608-0926,-4.131538462
