"","SITE_ID","VISIT_NO","XL_VertDD_use","XL_HorizDD_use","SDL_VertDD_use","SDL_HorizDD_use","XL_DDVrtDix_sc","SDL_DDVrtDix_sc","XL_DDHzSqrtA_sc","SDL_DDHzSqrtA_sc","LOE_VertDD_use","LOE_HorizDD_use","LOE_DDVrtDix_sc","LOE_DDHzSqrtA_sc","ZLOE_VertDD_use","ZLOE_HorizDD_use","ZLOE_DDVrtDix_sc","ZLOE_DDHzSqrtA_sc"
"277","NLA06608-0354",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.115925396,0.143755544,0.459733112,1.523168983,0.381269199,1.000955618,1.352433462,1.606130269
"278","NLA06608-0356",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,0.32490867,1.138320423,0.802340911,2.863544872,0.794972866,2.979060388,1.664543466,3.359796963
"279","NLA06608-0357",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.137114695,0.352782861,0.448363498,1.719214016,0.450959081,2.456392127,1.318986562,1.812853138
"280","NLA06608-0358",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.358963444,0.056605369,0.869080721,1.367734837,1.180601577,0.394137575,2.55664388,1.44223021
"281","NLA06608-0359",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,NA,NA,NA,NA,NA,NA,NA,NA
"282","NLA06608-0361",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.464524804,0.203780304,0.452640995,0.594935014,1.339064447,1.353324161,1.237172591,0.691012573
"283","NLA06608-0363",1,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,0.031915321,-0.1181809,-0.081659457,-0.6855702,0.116735155,-0.559542957,-0.209602014,-0.6915508
"284","NLA06608-0366",1,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,0.403526391,-0.1181809,0.157222632,-0.6855702,1.475959316,-0.559542957,0.403556205,-0.6915508
"285","NLA06608-0367",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,1.019015383,0.84126081,1.199598175,1.86075186,3.351458726,5.85761571,3.528953361,1.962100016
"286","NLA06608-0369",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.346374317,0.084634092,0.002001607,0.795022548,1.139196961,0.589298802,0.005888286,0.838324436
"287","NLA06608-0372",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,NA,NA,NA,NA,NA,NA,NA,NA
"288","NLA06608-0373",1,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,0.720719511,0.104446798,0.190797143,1.588825147,1.342917492,0.242940434,0.348590057,1.973713488
"289","NLA06608-0376",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,0.723592971,0.222288735,0.440328561,0.978904903,1.770456843,0.581744429,0.913509481,1.148549042
"290","NLA06608-0377",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.227952798,0.079606844,0.734105061,1.698935256,0.657109124,0.528676539,2.006479017,1.973300605
"291","NLA06608-0378",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,0.237454898,-0.058537875,0.016358416,0.906252158,0.580994655,-0.153197518,0.033937313,1.063305582
"292","NLA06608-0384",1,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,1.178624411,1.040336541,1.845490777,2.814338543,5.761171075,5.195222446,3.941983406,4.286019697
"293","NLA06608-0385",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,0.746760836,1.18323216,1.304305074,3.091390412,1.827143001,3.096597395,2.705922706,3.627128116
"294","NLA06608-0386",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.020827305,-0.043297722,-0.057104735,0.57100639,0.060037922,-0.287544245,-0.156080455,0.663219655
"295","NLA06608-0388",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.892659598,0.5048103,0.564192533,1.908934021,2.573229073,3.352492667,1.542068759,2.217212601
"296","NLA06608-0388",2,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,NA,NA,NA,NA,NA,NA,NA,NA
"297","NLA06608-0393",1,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,0.472077585,-0.046197339,0.019125034,1.273980979,0.879622706,-0.107453764,0.034941806,1.582599222
"298","NLA06608-0395",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,NA,NA,NA,NA,NA,NA,NA,NA
"299","NLA06608-0399",1,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,-0.1985336,-0.1181809,-0.2687461,-0.6855702,-0.726166919,-0.559542957,-0.689812622,-0.6915508
"300","NLA06608-0401",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.621075374,0.370316396,0.129604735,0.926981886,2.042666399,2.578476391,0.381268557,0.977471103
"301","NLA06608-0402",1,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,0.288017396,-0.140467256,0.940182237,1.924985211,0.536663145,-0.326723048,1.71773107,2.391307364
"302","NLA06608-0402",2,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,0.370204153,0.04858898,1.069656289,2.301347708,0.689801822,0.113016658,1.954282659,2.858842599
"303","NLA06608-0403",1,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,0.102496396,0.182849096,-0.15706189,0.438423927,0.374896198,0.865723003,-0.403143614,0.442248537
"304","NLA06608-0405",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.458348077,0.252607461,0.789265005,1.878030021,1.50746955,1.758880734,2.321843641,1.980319254
"305","NLA06608-0406",1,-0.6888407,0.1697181,0.3844149,0.2994724,-1.6847816,0.4263933,-1.3995261,0.9287229,1.282126767,0.846479254,1.871737936,2.296331551,3.335268136,2.826568504,4.38969828,2.472569106
"306","NLA06608-0407",1,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,0.94928764,1.460552944,1.242264894,3.461051512,4.640162246,7.293695012,2.653487981,5.270913476
"307","NLA06608-0408",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,-0.3993672,-0.2716127,-0.4745037,-0.547878,-0.977154866,-0.710828532,-0.984409523,-0.642825212
"308","NLA06608-0413",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.242676055,0.020740185,0.616648481,1.361159799,0.699551184,0.13773752,1.685443004,1.580976935
"309","NLA06608-0414",1,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,-0.1985336,-0.1181809,-0.2687461,-0.6855702,-0.726166919,-0.559542957,-0.689812622,-0.6915508
"310","NLA06608-0418",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.277293398,0.056605369,0.731021803,1.075843151,0.911995436,0.394137575,2.150504981,1.134440281
"311","NLA06608-0421",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.405960007,0.562759496,0.58969265,2.194700739,1.33516945,3.918438642,1.734745771,2.314237834
"312","NLA06608-0425",1,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,0.810896142,1.734067271,1.356277668,3.55523877,1.510943711,4.033393694,2.477945443,4.416485178
"313","NLA06608-0426",1,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,-0.119352354,-0.1181809,-0.168465091,-0.6855702,-0.436549436,-0.559542957,-0.432413144,-0.6915508
"314","NLA06608-0432",1,-0.8509339,0.0986139,0.3312391,0.2367986,-1.7776482,0.4748685,-1.7988,0.6065711,1.356083878,0.778098675,1.536284874,1.821788418,4.093972838,3.285909103,3.235179579,3.003421062
"315","NLA06608-0433",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,NA,NA,NA,NA,NA,NA,NA,NA
"316","NLA06608-0435",1,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,-0.166348917,-0.1181809,-0.208831075,-0.6855702,-0.608446531,-0.559542957,-0.53602382,-0.6915508
"317","NLA06608-0436",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.020827305,-0.035255002,0.027743062,0.142955846,0.060037922,-0.234131784,0.075828209,0.166042147
"318","NLA06608-0439",1,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,0.587559804,1.386306916,1.408383999,3.482510916,2.872019718,6.922925922,3.008319749,5.303594487
"319","NLA06608-0440",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,0.426707603,0.022853526,0.390797726,1.317634485,1.044050213,0.059809201,0.810752378,1.545980433
"320","NLA06608-0442",1,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,0.57878588,0.515275407,1.023377735,2.382680146,2.829132367,2.573177288,2.185943219,3.62863738
"321","NLA06608-0444",1,-0.8509339,0.0986139,0.3312391,0.2367986,-1.7776482,0.4748685,-1.7988,0.6065711,1.342295594,0.514169957,NA,2.968779452,4.052346459,2.171338668,NA,4.8943635
"322","NLA06608-0445",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,-0.2344452,-0.0726815,-0.2679581,-0.5581338,-0.675824475,-0.482684676,-0.732391498,-0.648268238
"323","NLA06608-0447",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.585098736,0.255698103,0.411813442,1.574199702,1.686637414,1.698115148,1.12558144,1.82842119
"324","NLA06608-0449",1,-0.6888407,0.1697181,0.3844149,0.2994724,-1.6847816,0.4263933,-1.3995261,0.9287229,NA,NA,NA,NA,NA,NA,NA,NA
"325","NLA06608-0452",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,0.433141713,0.013944609,0.482411399,2.055849106,1.059792923,0.036493971,1.000814905,2.412127587
"326","NLA06608-0453",1,-0.8509339,0.0986139,0.3312391,0.2367986,-1.7776482,0.4748685,-1.7988,0.6065711,0.452993891,0.776447363,0.716783291,2.178015125,1.36757373,3.278935616,1.50943533,3.590700455
"327","NLA06608-0454",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.513865404,0.019693285,1.09443117,0.630041901,1.690061527,0.137122394,3.219575219,0.664357913
"328","NLA06608-0456",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,NA,NA,NA,NA,NA,NA,NA,NA
"329","NLA06608-0458",1,-0.8509339,0.0986139,0.3312391,0.2367986,-1.7776482,0.4748685,-1.7988,0.6065711,0.754023887,1.283603324,1.076913964,3.109130389,2.276373432,5.420654195,2.267815119,5.125747648
"330","NLA06608-0459",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,1.117737318,1.142162348,1.101180419,2.698113979,3.22205034,7.585207548,3.00978092,3.133839224
"331","NLA06608-0462",1,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,0.64656444,0.444111965,0.480633408,1.651940064,2.364908043,2.102706289,1.233681127,1.666350832
"332","NLA06608-0463",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,-0.223275941,-0.2716127,-0.204507938,-0.547878,-0.54630218,-0.710828532,-0.424273956,-0.642825212
"333","NLA06608-0467",1,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,0.034717836,-0.037757609,-0.183418024,0.612802371,0.1697024,-0.188553581,-0.391782401,0.933250563
"334","NLA06608-0468",1,-0.6888407,0.1697181,0.3844149,0.2994724,-1.6847816,0.4263933,-1.3995261,0.9287229,0.387810704,-0.128325415,0.273355565,0.995067057,1.008833696,-0.42850498,0.641087852,1.0714359
"335","NLA06608-0469",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.513865404,0.248490895,0.462650789,1.868641414,1.690061527,1.730217491,1.361016622,1.970419284
"336","NLA06608-0470",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.292016655,0.03348157,0.251566197,0.780961478,0.96041903,0.233128854,0.740052289,0.823497513
"337","NLA06608-0471",1,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,0.189619796,-0.033436236,0.115602276,0.362795361,0.926870402,-0.166973547,0.246927407,0.552509245
"338","NLA06608-0472",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.227952798,0.441866253,0.260315677,1.699635274,0.657109124,2.934475331,0.711502988,1.974113669
"339","NLA06608-0473",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.333756524,0.027689045,0.173690837,0.425198894,0.962104695,0.183885552,0.474737252,0.493865338
"340","NLA06608-0479",1,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,0.879815876,1.053205467,0.981352121,3.121937399,4.300581021,5.259487164,2.096176164,4.754468939
"341","NLA06608-0480",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.309622844,0.041261852,0.142368084,1.319442604,0.892535639,0.274023841,0.38912492,1.532522725
"342","NLA06608-0480",2,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.399023256,0.079606844,0.225553571,1.463922616,1.150246123,0.528676539,0.616490107,1.700335179
"343","NLA06608-0483",1,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,NA,NA,NA,NA,NA,NA,NA,NA
"344","NLA06608-0484",1,-0.8509339,0.0986139,0.3312391,0.2367986,-1.7776482,0.4748685,-1.7988,0.6065711,-0.1490661,-0.0986139,-0.2223518,-0.2012,-0.450025676,-0.416446297,-0.468238681,-0.331700604
"345","NLA06608-0488",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,-0.019155958,-0.214707849,0.214706467,1.044618245,-0.046869993,-0.561904745,0.445431913,1.225650501
"346","NLA06608-0489",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.379514015,0.026154434,0.860584761,1.189680281,1.094007724,0.173694056,2.352177308,1.381804756
"347","NLA06608-0491",1,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,0.077672812,-0.00796542,0.625437374,0.923289296,0.284100155,-0.037713326,1.605361324,0.931343649
"348","NLA06608-0493",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,1.077308661,0.759827413,0.875491005,1.976177828,3.105508496,5.046085292,2.392919523,2.29531578
"349","NLA06608-0494",1,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,0.332945317,0.0248339,0.036879647,0.532581751,1.217798273,0.117579355,0.094662011,0.53722775
"350","NLA06608-0495",1,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,-0.314042595,-0.332645335,-0.434501608,0.162107048,-0.585155927,-0.773724075,-0.793842813,0.201377016
"351","NLA06608-0496",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,0.37878405,0.143360648,0.961910057,2.109765855,0.926792881,0.375184367,1.99558701,2.475388104
"352","NLA06608-0497",1,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,1.138255076,0.972462573,1.218657286,3.088936609,2.120911989,2.261921713,2.226510354,3.837222655
"353","NLA06608-0498",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.416955391,0.39461893,0.621407064,1.884588891,1.371332375,2.747692532,1.828042583,1.98723536
"354","NLA06608-0500",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,-0.196656639,-0.068751206,-0.250372925,-0.394065738,-0.566893116,-0.456583226,-0.684327146,-0.45770441
"355","NLA06608-0501",1,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,1.043468757,0.386341783,0.900917907,2.206062345,1.944296532,0.898620566,1.645994382,2.740474629
"356","NLA06608-0502",1,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,0.056738905,-0.096991601,-0.026288271,0.317808438,0.207531198,-0.459219444,-0.067476258,0.320580854
"357","NLA06608-0503",1,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,-0.1114102,-0.0835151,-0.2490968,-0.3510778,-0.544578252,-0.41705689,-0.532072804,-0.534664307
"358","NLA06608-0508",1,-0.8509339,0.0986139,0.3312391,0.2367986,-1.7776482,0.4748685,-1.7988,0.6065711,0.151963896,-0.057221215,1.099867495,1.222115509,0.458774027,-0.241645072,2.316151724,2.014793499
"359","NLA06608-0509",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.622887296,0.523915596,0.482308448,1.60715258,1.795568773,3.479372733,1.318260603,1.866695712
"360","NLA06608-0510",1,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,-0.1114102,-0.0835151,-0.2490968,-0.3510778,-0.544578252,-0.41705689,-0.532072804,-0.534664307
"361","NLA06608-0511",1,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,0.524106585,-0.3579512,0.40352247,-0.453638,0.976568401,-0.832584835,0.737243331,-0.563530506
"362","NLA06608-0512",1,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,-0.1114102,-0.0835151,-0.2490968,-0.3510778,-0.544578252,-0.41705689,-0.532072804,-0.534664307
"363","NLA06608-0514",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.418767314,0.208351867,0.084224418,0.665324644,1.207161418,1.383684341,0.230204826,0.772769602
"364","NLA06608-0515",1,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,-0.1114102,-0.0835151,-0.2490968,-0.3510778,-0.544578252,-0.41705689,-0.532072804,-0.534664307
"365","NLA06608-0523",1,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,0.335747831,0.472787401,0.482511617,1.760030291,1.641151054,2.361001099,1.030648763,2.68038986
"366","NLA06608-0526",1,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,0.102496396,0.216272851,0.181222909,1.565307083,0.374896198,1.023972153,0.46515968,1.578962105
"367","NLA06608-0528",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,0.37878405,-0.043725995,0.279301213,0.837425938,0.926792881,-0.114433843,0.579440738,0.982551784
"368","NLA06608-0529",1,-0.6888407,0.1697181,0.3844149,0.2994724,-1.6847816,0.4263933,-1.3995261,0.9287229,NA,NA,NA,NA,NA,NA,NA,NA
"369","NLA06608-0530",1,-0.8509339,0.0986139,0.3312391,0.2367986,-1.7776482,0.4748685,-1.7988,0.6065711,0.452993891,0.097285752,0.907981969,2.062737637,1.36757373,0.410837532,1.912070328,3.400652681
"370","NLA06608-0531",1,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,-0.1114102,-0.0835151,-0.2490968,-0.3510778,-0.544578252,-0.41705689,-0.532072804,-0.534664307
"371","NLA06608-0533",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,-0.105923354,-0.065128228,-0.077917684,-0.216736726,-0.348373297,-0.453481403,-0.229216649,-0.228541561
"372","NLA06608-0537",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.616813149,0.402989688,0.692671208,1.964663157,1.778059105,2.676292412,1.89323071,2.281941575
"373","NLA06608-0540",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,0.433141713,-0.078488102,1.002617555,1.700808433,1.059792923,-0.205408591,2.080039141,1.995558394
"374","NLA06608-0541",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.297033717,-0.023463477,0.37354394,1.029993165,0.856245536,-0.155823159,1.020982035,1.196329364
"375","NLA06608-0542",1,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,0.248624431,-0.03539553,0.902867857,1.309103015,0.909381774,-0.167584773,2.317464863,1.32052303
"376","NLA06608-0546",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.137114695,0.880514109,0.504262455,2.872091899,0.450959081,6.130932544,1.483428971,3.028523944
"377","NLA06608-0547",1,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,0.345534444,0.442920484,0.46251742,1.691479345,1.263844926,2.097065067,1.187181337,1.706235036
"378","NLA06608-0550",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,-0.1851046,-0.0737284,-0.1884586,-0.6220437,-0.608793977,-0.513363548,-0.554403653,-0.655924081
"379","NLA06608-0551",1,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,0.403526391,-0.1181809,0.239409389,-0.6855702,1.475959316,-0.559542957,0.614511683,-0.6915508
"380","NLA06608-0555",1,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,0.005586383,-0.080754402,-0.075413407,0.749065897,0.020433047,-0.382342298,-0.193569766,0.755600405
"381","NLA06608-0558",1,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,-0.1985336,0.535031614,-0.2687461,2.285355904,-0.726166919,2.533177282,-0.689812622,2.305292302
"382","NLA06608-0560",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,NA,NA,NA,NA,NA,NA,NA,NA
"383","NLA06608-0561",1,-0.6888407,0.1697181,0.3844149,0.2994724,-1.6847816,0.4263933,-1.3995261,0.9287229,0.643083209,0.274326696,0.086838175,1.008265521,1.672888354,0.916033317,0.203657456,1.085647313
"384","NLA06608-0562",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.306257094,-0.01303056,0.302903094,0.490568483,1.007254677,-0.090730496,0.891074123,0.517287903
"385","NLA06608-0562",2,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.394678997,0.200429449,0.48670849,1.23023246,1.298067124,1.395570406,1.431789075,1.297238595
"386","NLA06608-0564",1,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,0.399167849,0.27652607,0.218017425,2.261697079,0.74376991,0.64319218,0.398322038,2.809586718
"387","NLA06608-0565",1,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,0.472077585,0.022260042,0.919250041,2.051062898,0.879622706,0.051776257,1.679487544,2.54792701
"388","NLA06608-0569",1,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,0.53789487,0.341018804,1.569246061,2.111504447,1.002260128,0.79320054,2.867042804,2.623010351
"389","NLA06608-0570",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,0.37878405,-0.086921269,0.072686532,0.953957912,0.926792881,-0.227478753,0.150796115,1.119278739
"390","NLA06608-0579",1,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,0.157435112,0.025629369,0.603532547,0.882387643,0.769550169,0.127987694,1.28915046,1.34380806
"391","NLA06608-0580",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.743278405,-0.01198366,0.234398978,0.3379938,2.142614727,-0.079584611,0.640666652,0.392577273
"392","NLA06608-0581",1,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,1.46661469,1.586531472,1.349859357,2.889411758,2.732744834,3.690229406,2.466219066,3.58936348
"393","NLA06608-0582",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.115925396,-0.056695061,0.313136424,0.364989122,0.381269199,-0.394762093,0.921178324,0.384868707
"394","NLA06608-0583",1,-0.8509339,0.0986139,0.3312391,0.2367986,-1.7776482,0.4748685,-1.7988,0.6065711,0.452993891,0.01197581,1.31336417,1.574787356,1.36757373,0.050573822,2.765742874,2.596212309
"395","NLA06608-0585",1,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,0.354964186,0.732306853,1.368760363,2.492732256,0.661405175,1.703325985,2.500751569,3.096589505
"396","NLA06608-0587",1,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,0.248624431,-0.072857921,0.246926573,0.068257371,0.909381774,-0.344955375,0.633806655,0.068852817
"397","NLA06608-0587",2,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,0.306616378,-0.072857921,0.33479866,0.068257371,1.121496164,-0.344955375,0.859355138,0.068852817
"398","NLA06608-0588",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,0.015606148,0.146688591,0.315167973,2.157453565,0.038184466,0.383893817,0.653850232,2.531340091
