"","lhs","op","rhs","est.std","se","z","pvalue","ci.lower","ci.upper"
"1","L_HorizDD_use","~","L_VertDD_use",0.754289251604227,0.0319790495621882,23.5869815373154,0,0.691611466202517,0.816967037005938
"2","L_HorizDD_use","~","L_DpthMx_mod",-0.0973624830185171,0.0427854665663338,-2.27559708546284,0.0228701359412047,-0.181220456550274,-0.0135045094867602
"3","L_HorizDD_use","~","L_LkAreakm2",0.0823109283357445,0.0532554538310346,1.54558683504783,0.122204382666778,-0.0220678431534189,0.186689699824908
"4","L_HorizDD_use","~","L_SLD",-0.0484365340274973,0.0572862833517076,-0.845517132436791,0.397822171219609,-0.160715586205001,0.0638425181500061
"5","L_HorizDD_use","~","bffFlat_grad",0.0851859217925911,0.0334273077950623,2.54839313757641,0.0108220436968518,0.019669602414134,0.150702241171048
"6","L_HorizDD_use","~","Temp_degC_avg_yr",0.124737396304775,0.0856947876270523,1.45560074024149,0.145503023296449,-0.0432213011070563,0.292696093716606
"7","L_HorizDD_use","~","Precip_mm_total_yr_sc",-0.231090070368327,0.0642434922098474,-3.59709695751728,0.000321788559560554,-0.357005001340707,-0.105175139395947
"8","L_HorizDD_use","~","PHDI",-0.103116309801067,0.0443304585734904,-2.32608263300778,0.0200141428462195,-0.190002412023253,-0.016230207578881
"9","L_HorizDD_use","~","HydrAP",-0.0161363374869917,0.0536539925232953,-0.300748121959157,0.763606570508404,-0.121296230459432,0.0890235554854484
"10","L_VertDD_use","~","L_LkAreakm2",0.101495148793131,0.0942337178042724,1.07705767275299,0.281454501183295,-0.0831995442325532,0.286189841818816
"11","L_VertDD_use","~","L_DpthMx_mod",0.00297534684836259,0.0831882058379766,0.0357664505249409,0.971468584544231,-0.160070540532576,0.166021234229301
"12","L_VertDD_use","~","L_SLD",0.020223646199333,0.103107433041504,0.196141496328323,0.84449941764281,-0.18186320910039,0.222310501499056
"13","L_VertDD_use","~","L_EI",0.125028846467326,0.0746577768477099,1.67469286853218,0.0939945073746136,-0.0212977073200132,0.271355400254666
"14","L_VertDD_use","~","L_inflow",0.15000941103802,0.0916537291445996,1.63669730013226,0.101693733391489,-0.0296285971341844,0.329647419210224
"15","L_VertDD_use","~","BFIWs",-0.00719252732375725,0.0831073867920356,-0.0865449823582532,0.93103319943428,-0.170080012285387,0.155694957637872
"16","L_VertDD_use","~","Temp_degC_avg_yr",-0.14512621149115,0.120187323813695,-1.20750014965067,0.227239587468755,-0.380689037564245,0.0904366145819446
"17","L_VertDD_use","~","Precip_mm_total_yr_sc",0.0232185230138168,0.134550345952888,0.172563829913501,0.86299428485158,-0.240495309161247,0.286932355188881
"18","L_VertDD_use","~","PHDI",-0.25873555225942,0.0691825996589181,-3.73989346360256,0.000184098265948007,-0.394330955947753,-0.123140148571088
"19","L_VertDD_use","~","HydrAP",0.0462919320982937,0.0905489166781136,0.511236730339402,0.609185302014342,-0.131180683429927,0.223764547626515
"20","L_EI","~","L_LkAreakm2",0.153915396006952,0.0660136790353033,2.33156821822702,0.0197234174042196,0.024530962610771,0.283299829403133
"21","L_EI","~","L_DpthMx_mod",-0.294332475431831,0.0588045372136322,-5.00526812008646,5.57843286674853e-07,-0.409587250498096,-0.179077700365567
"22","L_EI","~","bffFlat_grad",0.0677239278711753,0.0574113612499219,1.17962588583052,0.238149042776394,-0.0448002724820901,0.180248128224441
"23","L_EI","~","L_inflow",-0.090690460420103,0.079585340151299,-1.13953725959696,0.254479136838429,-0.246674860814018,0.0652939399738125
"24","L_EI","~","BFIWs",-0.194644391842272,0.0654419534390967,-2.97430595532906,0.00293652118375798,-0.322908263660849,-0.0663805200236955
"25","L_EI","~","Temp_degC_avg_yr",0.0442322501993844,0.162388435757304,0.272385468787267,0.785325644677589,-0.274043235390729,0.362507735789497
"26","L_EI","~","Precip_mm_total_yr_sc",-0.283396782307786,0.167455006157183,-1.69237569429112,0.0905743636369654,-0.611602563406798,0.0448089987912254
"27","L_EI","~","PHDI",-0.0654638386905903,0.0621483930291212,-1.05334724680517,0.292181872324751,-0.187272450724708,0.0563447733435274
"28","L_EI","~","HydrAP",-0.285528418802219,0.082643003977302,-3.45496176398234,0.000550370868201311,-0.447505730171931,-0.123551107432506
"29","L_HorizDD_use","~~","L_HorizDD_use",0.290963361127563,0.0337077812540901,8.63193453565734,0,0.224897323870793,0.357029398384334
"30","L_VertDD_use","~~","L_VertDD_use",0.895904533039222,0.0399726924031733,22.412914396732,0,0.817559495563904,0.974249570514539
"31","L_EI","~~","L_EI",0.646220560739302,0.0482677702759965,13.3882414092094,0,0.551617469384296,0.740823652094308
"32","L_DpthMx_mod","~~","L_DpthMx_mod",1,0,NA,NA,1,1
"33","L_DpthMx_mod","~~","L_LkAreakm2",0.47536497523581,0,NA,NA,0.47536497523581,0.47536497523581
"34","L_DpthMx_mod","~~","L_SLD",0.426392383240497,0,NA,NA,0.426392383240497,0.426392383240497
"35","L_DpthMx_mod","~~","bffFlat_grad",-0.265821072751206,0,NA,NA,-0.265821072751206,-0.265821072751206
"36","L_DpthMx_mod","~~","Temp_degC_avg_yr",0.243969713253335,0,NA,NA,0.243969713253335,0.243969713253335
"37","L_DpthMx_mod","~~","Precip_mm_total_yr_sc",0.215416535298261,0,NA,NA,0.215416535298261,0.215416535298261
"38","L_DpthMx_mod","~~","PHDI",0.0490690702009911,0,NA,NA,0.0490690702009911,0.0490690702009911
"39","L_DpthMx_mod","~~","HydrAP",0.311034348261543,0,NA,NA,0.311034348261543,0.311034348261543
