"","lhs","op","rhs","est.std","se","z","pvalue","ci.lower","ci.upper"
"1","L_HorizDD_use","~","L_VertDD_use",0.685414583388172,0.0814045275047156,8.41985826093602,0,0.52586464130043,0.844964525475915
"2","L_HorizDD_use","~","L_DpthMx_mod",-0.0413006979356392,0.0577853429815787,-0.714726188417803,0.474778252212092,-0.154557889013828,0.0719564931425495
"3","L_HorizDD_use","~","L_LkAreakm2",0.198377994761241,0.121738443035845,1.62954272959471,0.10319817694804,-0.0402249691229956,0.436980958645478
"4","L_HorizDD_use","~","L_SLD",-0.221760102591154,0.0770022332694269,-2.87991780465933,0.00397778859955955,-0.372681706528382,-0.0708384986539251
"5","L_HorizDD_use","~","bffFlat_grad",0.082649933786728,0.0484844097826354,1.70467030860565,0.0882559303924271,-0.0123777631989187,0.177677630772375
"6","L_HorizDD_use","~","Temp_degC_avg_yr",-0.0146322314247472,0.0609997403094122,-0.239873667502966,0.810428195238641,-0.134189525497491,0.104925062647997
"7","L_HorizDD_use","~","Precip_mm_total_yr_sc",-0.0223416682135251,0.0467069411675835,-0.478337216161591,0.632410211934885,-0.11388559073002,0.0692022543029698
"8","L_HorizDD_use","~","PHDI",-0.169963616276039,0.0465780071321117,-3.64901005304848,0.00026325280329087,-0.261254832726628,-0.0786723998254507
"9","L_HorizDD_use","~","HydrAP",-0.046815765792236,0.0589812669676308,-0.793739575277838,0.427347055970334,-0.162416924811334,0.0687853932268623
"10","L_VertDD_use","~","L_LkAreakm2",0.0924095309841146,0.134951904654106,0.684758997814582,0.493496012833174,-0.172091341783016,0.356910403751245
"11","L_VertDD_use","~","L_DpthMx_mod",0.199314865978569,0.103391622938922,1.92776610244635,0.0538842258021119,-0.00332899128486408,0.401958723242002
"12","L_VertDD_use","~","L_SLD",0.0922973609315789,0.127439778744211,0.724242947069394,0.468916596440333,-0.157480015604828,0.342074737467985
"13","L_VertDD_use","~","L_EI",-0.0620980660732127,0.114712669003884,-0.541335727016433,0.588276199399659,-0.286930765891288,0.162734633744863
"14","L_VertDD_use","~","L_inflow",0.0318971491075914,0.121143383527815,0.26330079430436,0.792318747517479,-0.205539519572249,0.269333817787431
"15","L_VertDD_use","~","BFIWs",0.0807806193533532,0.132246502279224,0.610833692847267,0.541309685413895,-0.178417762195321,0.339979000902027
"16","L_VertDD_use","~","Temp_degC_avg_yr",0.215166732889236,0.131575690225277,1.63530765083458,0.101984570522378,-0.0427168811933049,0.473050346971778
"17","L_VertDD_use","~","Precip_mm_total_yr_sc",-0.166337216548074,0.112530731502662,-1.47814925155925,0.139367833800448,-0.386893397447237,0.0542189643510898
"18","L_VertDD_use","~","PHDI",0.0144175444727011,0.111227773212605,0.129621802687202,0.896865652725791,-0.203584885104594,0.232419974049996
"19","L_VertDD_use","~","HydrAP",-0.186680445572352,0.114065207670825,-1.63661163105129,0.101711643794296,-0.410244144496251,0.0368832533515462
"20","L_EI","~","L_LkAreakm2",0.111862754045127,0.0571972456122772,1.95573672906228,0.0504961756441369,-0.000241787369828286,0.223967295460081
"21","L_EI","~","L_DpthMx_mod",-0.0397290572642562,0.0650188138984028,-0.611039403553811,0.54117349448939,-0.167163590822638,0.0877054762941255
"22","L_EI","~","bffFlat_grad",0.0200887395724167,0.0708438259580531,0.283563730512117,0.776744735444605,-0.118762607832391,0.158940086977225
"23","L_EI","~","L_inflow",-0.337926758292968,0.0753711589076753,-4.48350222008535,7.34278383940357e-06,-0.485651515225057,-0.190202001360879
"24","L_EI","~","BFIWs",-0.298475106137743,0.0637713340479747,-4.68039614653822,2.86321123632582e-06,-0.423464624117846,-0.173485588157639
"25","L_EI","~","Temp_degC_avg_yr",-0.0257226154569242,0.0980828381263333,-0.262253988040118,0.793125633022587,-0.21796144568601,0.166516214772161
"26","L_EI","~","Precip_mm_total_yr_sc",0.025416827745905,0.0833275911151828,0.305022951050771,0.760348672337191,-0.137902249758333,0.188735905250143
"27","L_EI","~","PHDI",-0.203331150132352,0.0699123152365162,-2.90837386009138,0.00363313712033708,-0.340356770071734,-0.0663055301929693
"28","L_EI","~","HydrAP",-0.385153486754824,0.0789421289218827,-4.87893463243122,1.06660403575987e-06,-0.539877216304632,-0.230429757205016
"29","L_HorizDD_use","~~","L_HorizDD_use",0.377726601266191,0.0671033289849934,5.62902924459476,1.81226673667823e-08,0.246206493212861,0.509246709319521
"30","L_VertDD_use","~~","L_VertDD_use",0.819970683642689,0.0739748860712392,11.0844467249742,0,0.674982571182607,0.964958796102772
"31","L_EI","~~","L_EI",0.441237217122815,0.0594549921088507,7.4213653298447,1.15907283770866e-13,0.324707573888355,0.557766860357276
"32","L_DpthMx_mod","~~","L_DpthMx_mod",1,0,NA,NA,1,1
"33","L_DpthMx_mod","~~","L_LkAreakm2",0.362529683707701,0,NA,NA,0.362529683707701,0.362529683707701
"34","L_DpthMx_mod","~~","L_SLD",0.348350534318791,0,NA,NA,0.348350534318791,0.348350534318791
"35","L_DpthMx_mod","~~","bffFlat_grad",-0.0934411098334685,0,NA,NA,-0.0934411098334685,-0.0934411098334685
"36","L_DpthMx_mod","~~","Temp_degC_avg_yr",0.0890218065746573,0,NA,NA,0.0890218065746573,0.0890218065746573
"37","L_DpthMx_mod","~~","Precip_mm_total_yr_sc",0.200246158541552,0,NA,NA,0.200246158541552,0.200246158541552
"38","L_DpthMx_mod","~~","PHDI",0.00224369914258947,0,NA,NA,0.00224369914258947,0.00224369914258947
"39","L_DpthMx_mod","~~","HydrAP",-0.0222791907901017,0,NA,NA,-0.0222791907901017,-0.0222791907901017
