"Type","Subpopulation","Indicator","Statistic","NResp","Estimate","StdError","LCB95Pct","UCB95Pct"
"WSA9_Ecoregions","TPL","vert","25Pct",97,0,"",0,0
"WSA9_Ecoregions","TPL","vert","50Pct",97,0,"",0,0
"WSA9_Ecoregions","TPL","vert","75Pct",97,0.00850049886273948,"",0,0.421044575443825
"WSA9_Ecoregions","TPL","vert","90Pct",117,0.431779866493628,"",0.0897033729506664,0.499989030058057
"WSA9_Ecoregions","TPL","vert","95Pct",123,0.536839442433313,"",0.484292381444084,2.12531879947638
"WSA9_Ecoregions","TPL","vert","Mean",136,0.126603375093371,"0.029721408638402",0.0683504845923057,0.184856265594437
"WSA9_Ecoregions","TPL","vert","Variance",136,0.163302796997324,"0.0672825742023202",0.0314313747736324,0.295174219221015
"WSA9_Ecoregions","TPL","vert","Std. Deviation",136,0.404107407748638,"0.0832483801486896",0.240943580885907,0.567271234611369
"WSA9_Ecoregions","UMW","vert","5Pct",106,0,"",0,0
"WSA9_Ecoregions","UMW","vert","10Pct",106,0,"",0,0
"WSA9_Ecoregions","UMW","vert","25Pct",106,0,"",0,0
"WSA9_Ecoregions","UMW","vert","50Pct",106,0,"",0,0
"WSA9_Ecoregions","UMW","vert","75Pct",106,0,"",0,0
"WSA9_Ecoregions","UMW","vert","90Pct",108,0.0195839014963531,"",0,0.257600006528632
"WSA9_Ecoregions","UMW","vert","95Pct",121,0.250406891835209,"",0.0496543731321297,0.595461959923797
"WSA9_Ecoregions","UMW","vert","Mean",131,0.0297838180538243,"0.010524175246253",0.0091568136041805,0.0504108225034681
"WSA9_Ecoregions","UMW","vert","Variance",131,0.0138758923157879,"0.00707634621106481",6.50859996440337e-06,0.0277452760316114
"WSA9_Ecoregions","UMW","vert","Std. Deviation",131,0.117795977502578,"0.0300364509938802",0.0589256153311706,0.176666339673986
"WSA9_Ecoregions","WMT","vert","5Pct",84,0,"",0,0
"WSA9_Ecoregions","WMT","vert","10Pct",84,0,"",0,0
"WSA9_Ecoregions","WMT","vert","25Pct",84,0,"",0,0
"WSA9_Ecoregions","WMT","vert","50Pct",84,0,"",0,0.0186670896114636
