"","Type","ECOREG_use","Lake_Origin_use","Indicator","10Pct","25Pct","50Pct","5Pct","75Pct","90Pct","95Pct","Mean","Std. Deviation","Variance"
"1","WSA9_by_Lake_Origin","CPL","MAN_MADE","horiz_sc",0,0,0,0,1.82601466213013,10.5533443092463,14.7325693574375,3.2773217824148,7.90195306808994,62.440862290296
"2","WSA9_by_Lake_Origin","CPL","NATURAL","horiz_sc",0,0.236826988391228,3.37417092450703,0,19.5308579378677,37.8357507558984,37.9043048188975,12.4819263527025,14.7342774244525,217.098931220732
"3","WSA9_by_Lake_Origin","NAP","MAN_MADE","horiz_sc",0.08940728706617,1.43101582905631,3.01690773797335,0.0148349792063557,6.53826617241977,13.7192405429105,13.8138143060446,4.56567188872732,5.1014148393586,26.0244333632282
"4","WSA9_by_Lake_Origin","NAP","NATURAL","horiz_sc",0.0723200271472558,0.23167520249626,0.710024229639161,0.0293122217852734,3.08043327071708,7.60201058319639,11.6782912007488,2.24515268859305,3.42515154538834,11.7316631088761
"5","WSA9_by_Lake_Origin","NPL","MAN_MADE","horiz_sc",0.243425554081733,0.244113112182324,0.755594641046459,0,9.40982850325677,9.5156155894801,37.1190110226752,6.54865579920223,11.7167231560624,137.281601515809
"6","WSA9_by_Lake_Origin","NPL","NATURAL","horiz_sc",0.0823233610000605,1.46897432373657,2.35394001034758,0,7.31198204624003,14.6234664882784,94.7791772882375,10.4984729306839,24.9505260762796,622.528751483106
"7","WSA9_by_Lake_Origin","SAP","MAN_MADE","horiz_sc",0,0.132364256535257,0.619567277864768,0,1.144939291773,3.53360068954305,4.45899595457049,1.39424060794037,3.14954804500813,9.91965288781454
"8","WSA9_by_Lake_Origin","SPL","MAN_MADE","horiz_sc",0,0,0.451092900484785,0,5.20390423875127,21.7558607876433,21.8732735836896,5.07431040186131,9.36198945552662,87.6468465653916
"9","WSA9_by_Lake_Origin","SPL","NATURAL","horiz_sc",0,0.315776928051738,1.05661819774189,0,6.43439889307306,7.55559689460867,7.58978827213482,3.07541290635053,3.37777815605579,11.4093852715277
"10","WSA9_by_Lake_Origin","TPL","MAN_MADE","horiz_sc",0.0729942447657178,0.211485779890744,0.310967558115318,0,1.62400487088432,1.6291026302718,4.46527271528076,0.917249916623464,1.12997121736666,1.27683495207709
"11","WSA9_by_Lake_Origin","TPL","NATURAL","horiz_sc",0,0.132342319287856,1.30967825268778,0,18.4169922563262,143.785192909261,150.276280854631,29.5307309759653,53.3911818419463,2850.61829847977
"12","WSA9_by_Lake_Origin","UMW","MAN_MADE","horiz_sc",0,0,0,0,0.232132812578992,0.568903319409507,2.36449991202316,0.323446564103085,0.80232274480237,0.643721786827209
"13","WSA9_by_Lake_Origin","UMW","NATURAL","horiz_sc",0,0,0.326812592665632,0,1.96959295122002,9.31995655342283,14.4376443572605,3.78821308602167,11.7593019063404,138.281181324462
"14","WSA9_by_Lake_Origin","WMT","MAN_MADE","horiz_sc",0.163772824686637,2.37703623328414,5.63584199687829,0,35.3517074230755,51.3474856900646,52.4118820400404,19.1473497473551,24.8787328611984,618.951348778871
"15","WSA9_by_Lake_Origin","WMT","NATURAL","horiz_sc",0.137679508873411,0.395558183730236,1.37799302998949,0,5.76773379898086,25.926661708458,37.0052657460037,6.61457821407962,10.9946159138797,120.881579093736
"16","WSA9_by_Lake_Origin","XER","MAN_MADE","horiz_sc",0.353285225299293,0.803177305288567,3.80773310256495,0.0232307767278429,25.0510849780142,55.6607977424324,112.125407481225,21.7351714042083,37.8084124684252,1429.47605338257
"17","WSA9_by_Lake_Origin","XER","NATURAL","horiz_sc",0.0134883199842562,0.960804560127658,4.35624781772526,0.0134616919921281,16.9608300971758,20.1373537040499,36.6611468314749,9.67008811748789,11.0401435385666,121.884769352153
