Type,Subpopulation,Indicator,Statistic,NResp,Estimate,StdError,LCB95Pct,UCB95Pct,Lake_origin,ECO
WSA9_by_Lake_Origin,UMW_NATURAL,vert,Std. Deviation,136,0.500857381,0.152659524,0.201650212,0.800064549,_NATURAL,UMW
WSA9_by_Lake_Origin,WMT_MAN_MADE,vert,5Pct,3,0.013408761,,0,0.231870499,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,vert,10Pct,7,0.231201301,,0,0.235063794,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,vert,25Pct,7,0.238378454,,0.231702035,0.611999962,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,vert,50Pct,22,0.618474833,,0.237988425,1.136838794,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,vert,75Pct,33,1.099476242,,0.618641472,25.4827982,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,vert,90Pct,53,3.929017477,,2.340694115,8.900578973,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,vert,95Pct,62,6.763841388,,3.967667664,24.25819982,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,vert,Mean,71,1.769628424,0.415869631,0.954538925,2.584717924,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,vert,Variance,71,14.05802863,7.186039525,0,28.14240729,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,vert,Std. Deviation,71,3.74940377,0.958290966,1.87118799,5.627619551,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,vert,5Pct,1,0.017447135,,0,0.088919731,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,vert,10Pct,8,0.089070556,,0.012271812,0.089970195,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,vert,25Pct,11,0.117390234,,0.089205926,0.188731701,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,vert,50Pct,28,0.288726188,,0.179362426,0.39375505,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,vert,75Pct,36,0.404678049,,0.327388571,0.967435866,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,vert,90Pct,55,0.97027079,,0.457967102,3.82,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,vert,95Pct,55,0.989836076,,0.496666911,3.82,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,vert,Mean,63,0.381561202,0.054622147,0.274503761,0.488618643,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,vert,Variance,63,0.161751654,0.047457735,0.068736202,0.254767107,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,vert,Std. Deviation,63,0.402183608,0.059000087,0.286545563,0.517821653,_NATURAL,WMT
WSA9_by_Lake_Origin,XER_MAN_MADE,vert,5Pct,6,0.190913246,,0,0.19565348,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,vert,10Pct,6,0.197766931,,0.192322596,0.255383967,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,vert,25Pct,19,0.492233487,,0.217917545,0.6309902,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,vert,50Pct,32,0.938196803,,0.540621906,1.010734388,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,vert,75Pct,39,1.506364598,,1.005211679,2.405720929,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,vert,90Pct,57,3.193337417,,2.34341301,10.47849964,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,vert,95Pct,64,7.888740609,,3.310713655,39.13124284,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,vert,Mean,70,2.36512859,0.833529211,0.731441356,3.998815824,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,vert,Variance,70,39.10106806,29.27050573,0,96.4702051,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,vert,Std. Deviation,70,6.253084684,2.340485313,1.665817763,10.8403516,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_NATURAL,vert,5Pct,0,0.178611945,,0.178274504,0.178949386,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,vert,10Pct,0,0.179446112,,0.17877123,0.251789345,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,vert,25Pct,3,0.362087247,,0.177850728,0.496089683,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,vert,50Pct,5,0.496454778,,0.360917619,1.02847141,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,vert,75Pct,7,1.027685491,,0.368777464,1.75,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,vert,90Pct,8,1.05654194,,1.0244252,1.75,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,vert,95Pct,9,1.740697389,,1.052559538,1.75,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,vert,Mean,10,0.696248263,0.107895543,0.484776885,0.907719642,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,vert,Variance,10,0.184937332,0.058149878,0.070965664,0.298908999,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,vert,Std. Deviation,10,0.430043407,0.067609313,0.297531589,0.562555225,_NATURAL,XER
conn,Drainage,vert,5Pct,57,0,,0,0,,
conn,Drainage,vert,10Pct,57,0,,0,0,,
conn,Drainage,vert,25Pct,57,0,,0,0.022733246,,
conn,Drainage,vert,50Pct,133,0.134712491,,0.094399972,0.214433197,,
conn,Drainage,vert,75Pct,237,0.33876053,,0.313489234,0.478347793,,
conn,Drainage,vert,90Pct,309,0.688658269,,0.497913289,1.010586249,,
conn,Drainage,vert,95Pct,343,1.26848578,,0.852395084,2.400509761,,
conn,Drainage,vert,Mean,392,0.34413722,0.040035641,0.265668805,0.422605635,,
conn,Drainage,vert,Variance,392,0.920553692,0.45532898,0.02812529,1.812982093,,
conn,Drainage,vert,Std. Deviation,392,0.959454893,0.237285246,0.494384358,1.424525428,,
conn,Drainage-Lake,vert,5Pct,19,0,,0,0.050756244,,
conn,Drainage-Lake,vert,10Pct,26,0.044171463,,0,0.076792592,,
conn,Drainage-Lake,vert,25Pct,50,0.09582791,,0.076619725,0.113618306,,
conn,Drainage-Lake,vert,50Pct,111,0.22280277,,0.130780733,0.295238495,,
conn,Drainage-Lake,vert,75Pct,197,0.681412137,,0.295403135,1.832515219,,
conn,Drainage-Lake,vert,90Pct,243,1.836223183,,0.790143614,40,,
conn,Drainage-Lake,vert,95Pct,243,1.847251885,,0.887267179,40,,
conn,Drainage-Lake,vert,Mean,285,0.68746175,0.130436915,0.431810095,0.943113406,,
conn,Drainage-Lake,vert,Variance,285,5.161409576,3.187400805,0,11.40860036,,
conn,Drainage-Lake,vert,Std. Deviation,285,2.271873583,0.701491674,0.896975166,3.646771999,,
conn,Isolated,vert,5Pct,26,0,,0,0,,
conn,Isolated,vert,10Pct,26,0,,0,0,,
conn,Isolated,vert,25Pct,28,0.017097881,,0,0.055224455,,
conn,Isolated,vert,50Pct,66,0.184887581,,0.110226378,0.29003118,,
conn,Isolated,vert,75Pct,92,0.299618097,,0.293059535,0.498718389,,
conn,Isolated,vert,90Pct,149,0.958055156,,0.497145553,1.084261804,,
conn,Isolated,vert,95Pct,155,1.044671679,,0.966988626,1.780371166,,
conn,Isolated,vert,Mean,166,0.296936234,0.036635699,0.225131584,0.368740885,,
conn,Isolated,vert,Variance,166,0.176521337,0.043772662,0.090728496,0.262314177,,
conn,Isolated,vert,Std. Deviation,166,0.420144424,0.052092399,0.318045198,0.522243649,,
conn_LO,Drainage_MAN_MADE,vert,5Pct,40,0,,0,0,,
conn_LO,Drainage_MAN_MADE,vert,10Pct,40,0,,0,0,,
conn_LO,Drainage_MAN_MADE,vert,25Pct,40,0,,0,0.009158617,,
conn_LO,Drainage_MAN_MADE,vert,50Pct,84,0.164981108,,0.09133162,0.275779754,,
conn_LO,Drainage_MAN_MADE,vert,75Pct,158,0.493241848,,0.325401401,0.619941617,,
conn_LO,Drainage_MAN_MADE,vert,90Pct,197,0.959598345,,0.680300657,1.979268733,,
conn_LO,Drainage_MAN_MADE,vert,95Pct,223,1.841672043,,1.063403838,2.998996054,,
conn_LO,Drainage_MAN_MADE,vert,Mean,253,0.451739357,0.068509556,0.317463094,0.58601562,,
conn_LO,Drainage_MAN_MADE,vert,Variance,253,1.568281614,0.799616388,0.001062292,3.135500935,,
conn_LO,Drainage_MAN_MADE,vert,Std. Deviation,253,1.25231051,0.319256439,0.626579388,1.878041632,,
conn_LO,Drainage-Lake_MAN_MADE,vert,5Pct,15,0,,0,0.056488786,,
conn_LO,Drainage-Lake_MAN_MADE,vert,10Pct,15,0,,0,0.090472326,,
conn_LO,Drainage-Lake_MAN_MADE,vert,25Pct,24,0.078202445,,0,0.246774371,,
conn_LO,Drainage-Lake_MAN_MADE,vert,50Pct,80,0.431609697,,0.09754153,1.492295746,,
conn_LO,Drainage-Lake_MAN_MADE,vert,75Pct,136,1.833811408,,0.428725814,40,,
conn_LO,Drainage-Lake_MAN_MADE,vert,90Pct,136,1.847941675,,0.690283338,40,,
conn_LO,Drainage-Lake_MAN_MADE,vert,95Pct,149,2.971525263,,1.929496507,5.802885291,,
conn_LO,Drainage-Lake_MAN_MADE,vert,Mean,175,1.216351945,0.252010834,0.722419786,1.710284103,,
conn_LO,Drainage-Lake_MAN_MADE,vert,Variance,175,11.59527375,7.61878162,0,26.52781134,,
conn_LO,Drainage-Lake_MAN_MADE,vert,Std. Deviation,175,3.405183366,1.118703577,1.212564646,5.597802085,,
conn_LO,Isolated_MAN_MADE,vert,5Pct,3,0.097255466,,0.058771563,0.162185474,,
conn_LO,Isolated_MAN_MADE,vert,10Pct,8,0.166546171,,0.09184947,0.186619249,,
conn_LO,Isolated_MAN_MADE,vert,25Pct,11,0.19249431,,0.145808725,0.292243506,,
conn_LO,Isolated_MAN_MADE,vert,50Pct,22,0.294281654,,0.195345082,0.494232207,,
conn_LO,Isolated_MAN_MADE,vert,75Pct,35,0.571937917,,0.295869958,1.090182337,,
conn_LO,Isolated_MAN_MADE,vert,90Pct,39,1.070125797,,0.576264055,5,,
conn_LO,Isolated_MAN_MADE,vert,95Pct,39,1.090843985,,0.965171518,5,,
conn_LO,Isolated_MAN_MADE,vert,Mean,43,0.488623013,0.090298845,0.31164053,0.665605496,,
conn_LO,Isolated_MAN_MADE,vert,Variance,43,0.329597188,0.156480492,0.02290106,0.636293317,,
conn_LO,Isolated_MAN_MADE,vert,Std. Deviation,43,0.574105555,0.136281987,0.306997768,0.841213342,,
conn_LO,Drainage_NATURAL,vert,5Pct,17,0,,0,0,,
conn_LO,Drainage_NATURAL,vert,10Pct,17,0,,0,0.009910792,,
conn_LO,Drainage_NATURAL,vert,25Pct,18,0.011935801,,0,0.07914155,,
conn_LO,Drainage_NATURAL,vert,50Pct,50,0.10550397,,0.077891594,0.216092892,,
conn_LO,Drainage_NATURAL,vert,75Pct,92,0.313815461,,0.24950345,0.390910273,,
conn_LO,Drainage_NATURAL,vert,90Pct,107,0.400994639,,0.391449019,0.720408969,,
conn_LO,Drainage_NATURAL,vert,95Pct,124,0.658888502,,0.457331765,1.493380679,,
conn_LO,Drainage_NATURAL,vert,Mean,139,0.209925495,0.026438745,0.158106506,0.261744484,,
conn_LO,Drainage_NATURAL,vert,Variance,139,0.080190933,0.017807393,0.045289084,0.115092783,,
conn_LO,Drainage_NATURAL,vert,Std. Deviation,139,0.283180037,0.031441823,0.221555196,0.344804878,,
conn_LO,Drainage-Lake_NATURAL,vert,5Pct,12,0.052863622,,0.045615493,0.058233709,,
conn_LO,Drainage-Lake_NATURAL,vert,10Pct,16,0.075325227,,0.048311591,0.091757147,,
conn_LO,Drainage-Lake_NATURAL,vert,25Pct,22,0.098284748,,0.090250805,0.113517662,,
conn_LO,Drainage-Lake_NATURAL,vert,50Pct,47,0.18702791,,0.115884906,0.239045792,,
conn_LO,Drainage-Lake_NATURAL,vert,75Pct,67,0.296364153,,0.234793428,0.790843607,,
conn_LO,Drainage-Lake_NATURAL,vert,90Pct,94,0.794048075,,0.298790954,2.02,,
conn_LO,Drainage-Lake_NATURAL,vert,95Pct,97,0.896914917,,0.795436978,1.748176887,,
conn_LO,Drainage-Lake_NATURAL,vert,Mean,110,0.301185379,0.042347235,0.218186323,0.384184435,,
conn_LO,Drainage-Lake_NATURAL,vert,Variance,110,0.108912402,0.026894369,0.056200408,0.161624396,,
conn_LO,Drainage-Lake_NATURAL,vert,Std. Deviation,110,0.33001879,0.040746724,0.25015668,0.409880901,,
conn_LO,Isolated_NATURAL,vert,5Pct,25,0,,0,0,,
conn_LO,Isolated_NATURAL,vert,10Pct,25,0,,0,0,,
conn_LO,Isolated_NATURAL,vert,25Pct,25,0,,0,0.036658981,,
conn_LO,Isolated_NATURAL,vert,50Pct,41,0.113663417,,0.038206918,0.191568786,,
conn_LO,Isolated_NATURAL,vert,75Pct,70,0.297702839,,0.287809985,0.493432863,,
conn_LO,Isolated_NATURAL,vert,90Pct,104,0.609139007,,0.492778251,1.011439241,,
conn_LO,Isolated_NATURAL,vert,95Pct,111,0.996783424,,0.608527071,2.05,,
conn_LO,Isolated_NATURAL,vert,Mean,123,0.246307213,0.036251996,0.175254606,0.31735982,,
conn_LO,Isolated_NATURAL,vert,Variance,123,0.123822165,0.033211615,0.058728595,0.188915734,,
conn_LO,Isolated_NATURAL,vert,Std. Deviation,123,0.351883737,0.047191176,0.259390731,0.444376743,,
conn_ECO,Drainage_CPL,vert,5Pct,12,0,,0,0,,
conn_ECO,Drainage_CPL,vert,10Pct,12,0,,0,0,,
conn_ECO,Drainage_CPL,vert,25Pct,12,0,,0,0,,
conn_ECO,Drainage_CPL,vert,50Pct,12,0,,0,0.075110312,,
conn_ECO,Drainage_CPL,vert,75Pct,14,0.089209138,,0,0.539638928,,
conn_ECO,Drainage_CPL,vert,90Pct,28,0.539038886,,0.089607626,3,,
conn_ECO,Drainage_CPL,vert,95Pct,31,2.973470609,,0.099651855,3,,
conn_ECO,Drainage_CPL,vert,Mean,32,0.278204714,0.18457049,-0.0835468,0.639956228,,
conn_ECO,Drainage_CPL,vert,Variance,32,0.621736787,0.46099106,0,1.525262662,,
conn_ECO,Drainage_CPL,vert,Std. Deviation,32,0.788502877,0.292320468,0.215565288,1.361440466,,
conn_ECO,Drainage-Lake_CPL,vert,5Pct,3,0,,0,0.237422581,,
conn_ECO,Drainage-Lake_CPL,vert,10Pct,3,0,,0,0.289100479,,
conn_ECO,Drainage-Lake_CPL,vert,25Pct,13,0.288038109,,0,0.371654972,,
conn_ECO,Drainage-Lake_CPL,vert,50Pct,14,0.299855604,,0,0.797662997,,
conn_ECO,Drainage-Lake_CPL,vert,75Pct,22,0.794103119,,0.238391411,3.1,,
conn_ECO,Drainage-Lake_CPL,vert,90Pct,22,0.797772443,,0.289192084,3.1,,
conn_ECO,Drainage-Lake_CPL,vert,95Pct,22,0.798995551,,0.289849386,3.1,,
conn_ECO,Drainage-Lake_CPL,vert,Mean,25,0.486422425,0.132046923,0.227615212,0.745229637,,
conn_ECO,Drainage-Lake_CPL,vert,Variance,25,0.129654225,0.03394442,0.063124384,0.196184066,,
conn_ECO,Drainage-Lake_CPL,vert,Std. Deviation,25,0.360075304,0.047135168,0.267692072,0.452458537,,
conn_ECO,Isolated_CPL,vert,5Pct,1,0.16658948,,0.163798606,0.169380353,,
conn_ECO,Isolated_CPL,vert,10Pct,2,0.192517315,,0,0.290950243,,
conn_ECO,Isolated_CPL,vert,25Pct,4,0.291910977,,0.194203886,0.296028144,,
conn_ECO,Isolated_CPL,vert,50Pct,4,0.299631983,,0.293906197,0.980731998,,
conn_ECO,Isolated_CPL,vert,75Pct,8,0.989603783,,0.296829349,1.5,,
conn_ECO,Isolated_CPL,vert,90Pct,11,1.493591435,,0.976797069,1.5,,
conn_ECO,Isolated_CPL,vert,95Pct,11,1.496795718,,0.983002946,1.5,,
conn_ECO,Isolated_CPL,vert,Mean,12,0.698917394,0.153759645,0.397554028,1.000280761,,
conn_ECO,Isolated_CPL,vert,Variance,12,0.230946687,0.061698004,0.110020822,0.351872552,,
conn_ECO,Isolated_CPL,vert,Std. Deviation,12,0.480569128,0.064192642,0.354753862,0.606384394,,
conn_ECO,Drainage_NAP,vert,5Pct,5,0.017440673,,0,0.091257488,,
conn_ECO,Drainage_NAP,vert,10Pct,7,0.092776369,,0.012452287,0.098338952,,
conn_ECO,Drainage_NAP,vert,25Pct,15,0.134693875,,0.093594028,0.194229081,,
conn_ECO,Drainage_NAP,vert,50Pct,27,0.24462584,,0.136420196,0.323116944,,
conn_ECO,Drainage_NAP,vert,75Pct,34,0.325335162,,0.219801263,1.5,,
conn_ECO,Drainage_NAP,vert,90Pct,35,0.337373332,,0.326131273,1.5,,
conn_ECO,Drainage_NAP,vert,95Pct,37,0.397793288,,0.336064905,1.5,,
conn_ECO,Drainage_NAP,vert,Mean,42,0.239312363,0.020878213,0.198391817,0.280232909,,
conn_ECO,Drainage_NAP,vert,Variance,42,0.025667736,0.011305715,0.003508942,0.047826529,,
conn_ECO,Drainage_NAP,vert,Std. Deviation,42,0.160211534,0.03528371,0.091056733,0.229366335,,
conn_ECO,Drainage-Lake_NAP,vert,5Pct,2,0.091379355,,0,0.095548712,,
conn_ECO,Drainage-Lake_NAP,vert,10Pct,2,0.095052142,,0.043039936,0.159075349,,
conn_ECO,Drainage-Lake_NAP,vert,25Pct,10,0.239364224,,0.043781687,0.495606832,,
conn_ECO,Drainage-Lake_NAP,vert,50Pct,20,0.524324434,,0.096400437,1.844389794,,
conn_ECO,Drainage-Lake_NAP,vert,75Pct,25,1.83814964,,0.210336999,1.85,,
conn_ECO,Drainage-Lake_NAP,vert,90Pct,25,1.845259856,,0.290185233,1.85,,
conn_ECO,Drainage-Lake_NAP,vert,95Pct,25,1.847629928,,0.290894991,1.85,,
conn_ECO,Drainage-Lake_NAP,vert,Mean,27,0.951335171,0.339961644,0.285022593,1.617647749,,
conn_ECO,Drainage-Lake_NAP,vert,Variance,27,0.620085711,0.073618528,0.475796048,0.764375373,,
conn_ECO,Drainage-Lake_NAP,vert,Std. Deviation,27,0.787455212,0.046744581,0.695837517,0.879072907,,
conn_ECO,Isolated_NAP,vert,5Pct,0,0.092970247,,0.091814505,0.094125988,,
conn_ECO,Isolated_NAP,vert,10Pct,0,0.095940493,,0.093629011,0.098251976,,
conn_ECO,Isolated_NAP,vert,25Pct,1,0.115423318,,0,0.211258727,,
conn_ECO,Isolated_NAP,vert,50Pct,4,0.198526925,,0.098954674,0.393481904,,
conn_ECO,Isolated_NAP,vert,75Pct,6,0.219339633,,0.126164606,0.4,,
conn_ECO,Isolated_NAP,vert,90Pct,7,0.395675922,,0.215204013,0.4,,
conn_ECO,Isolated_NAP,vert,95Pct,7,0.397837961,,0.216939416,0.4,,
conn_ECO,Isolated_NAP,vert,Mean,9,0.218677682,0.039313039,0.141625542,0.295729823,,
conn_ECO,Isolated_NAP,vert,Variance,9,0.011901403,0.003838401,0.004378275,0.019424531,,
conn_ECO,Isolated_NAP,vert,Std. Deviation,9,0.10909355,0.017592246,0.074613382,0.143573718,,
conn_ECO,Drainage_NPL,vert,5Pct,5,0,,0,0.49007137,,
conn_ECO,Drainage_NPL,vert,10Pct,10,0.472934667,,0,0.491103749,,
conn_ECO,Drainage_NPL,vert,25Pct,11,0.491825149,,0,0.494216283,,
conn_ECO,Drainage_NPL,vert,50Pct,11,0.49504584,,0.490576607,0.499515073,,
conn_ECO,Drainage_NPL,vert,75Pct,11,0.49826653,,0.491689046,2.07,,
conn_ECO,Drainage_NPL,vert,90Pct,17,0.676441316,,0.498949998,2.067825615,,
conn_ECO,Drainage_NPL,vert,95Pct,22,1.517056575,,0.499922718,2.07,,
conn_ECO,Drainage_NPL,vert,Mean,25,0.56112552,0.05387251,0.455537341,0.666713699,,
conn_ECO,Drainage_NPL,vert,Variance,25,0.141399464,0.081455751,0,0.301049802,,
conn_ECO,Drainage_NPL,vert,Std. Deviation,25,0.376031201,0.10830983,0.163747835,0.588314567,,
conn_ECO,Drainage-Lake_NPL,vert,5Pct,1,0,,0,0.225471838,,
conn_ECO,Drainage-Lake_NPL,vert,10Pct,1,0.097451392,,0,0.331691323,,
conn_ECO,Drainage-Lake_NPL,vert,25Pct,4,0.495263023,,0.091389722,0.978928101,,
conn_ECO,Drainage-Lake_NPL,vert,50Pct,6,0.993181112,,0.495131474,2.010588159,,
conn_ECO,Drainage-Lake_NPL,vert,75Pct,9,2.010487882,,0.988092343,5,,
conn_ECO,Drainage-Lake_NPL,vert,90Pct,10,2.98693389,,2.011383906,5,,
conn_ECO,Drainage-Lake_NPL,vert,95Pct,12,4.884268613,,2.968892637,5,,
conn_ECO,Drainage-Lake_NPL,vert,Mean,13,1.533403238,0.293767142,0.95763022,2.109176257,,
conn_ECO,Drainage-Lake_NPL,vert,Variance,13,1.616296511,0.581755209,0.476077253,2.75651577,,
conn_ECO,Drainage-Lake_NPL,vert,Std. Deviation,13,1.271336506,0.228796706,0.822903202,1.719769809,,
conn_ECO,Isolated_NPL,vert,5Pct,3,0,,0,0.013002679,,
conn_ECO,Isolated_NPL,vert,10Pct,3,0,,0,0.022564066,,
conn_ECO,Isolated_NPL,vert,25Pct,4,0.02371477,,0,0.027505241,,
conn_ECO,Isolated_NPL,vert,50Pct,4,0.029565202,,0.023803453,0.496432635,,
conn_ECO,Isolated_NPL,vert,75Pct,12,0.496776605,,0.158021073,1.778197134,,
conn_ECO,Isolated_NPL,vert,90Pct,18,1.198759195,,0.498381452,1.85,,
conn_ECO,Isolated_NPL,vert,95Pct,20,1.77934432,,0.878184092,1.85,,
conn_ECO,Isolated_NPL,vert,Mean,22,0.379722912,0.124358198,0.135985323,0.6234605,,
conn_ECO,Isolated_NPL,vert,Variance,22,0.292888316,0.111545735,0.074262693,0.51151394,,
conn_ECO,Isolated_NPL,vert,Std. Deviation,22,0.541191571,0.103055684,0.339206142,0.743177,,
conn_ECO,Drainage_SAP,vert,5Pct,7,0,,0,0.009761136,,
conn_ECO,Drainage_SAP,vert,10Pct,7,0,,0,0.047132838,,
conn_ECO,Drainage_SAP,vert,25Pct,7,0,,0,0.158172034,,
conn_ECO,Drainage_SAP,vert,50Pct,13,0.157953703,,0,0.249338597,,
conn_ECO,Drainage_SAP,vert,75Pct,22,0.248651075,,0.159508622,0.828829398,,
conn_ECO,Drainage_SAP,vert,90Pct,36,0.692391729,,0.216752278,6.75,,
conn_ECO,Drainage_SAP,vert,95Pct,37,0.757799717,,0.694287696,2.169465698,,
conn_ECO,Drainage_SAP,vert,Mean,51,0.288824121,0.073508936,0.144749254,0.432898987,,
conn_ECO,Drainage_SAP,vert,Variance,51,0.365458518,0.201381747,0,0.760159489,,
conn_ECO,Drainage_SAP,vert,Std. Deviation,51,0.604531652,0.166560135,0.278079786,0.930983518,,
conn_ECO,Drainage-Lake_SAP,vert,5Pct,2,0,,0,0.091512764,,
conn_ECO,Drainage-Lake_SAP,vert,10Pct,2,0,,0,0.093777014,,
conn_ECO,Drainage-Lake_SAP,vert,25Pct,3,0.077473382,,0,0.137650936,,
conn_ECO,Drainage-Lake_SAP,vert,50Pct,9,0.177839445,,0.090178424,0.289680332,,
conn_ECO,Drainage-Lake_SAP,vert,75Pct,17,0.342694569,,0.220683791,0.835806784,,
conn_ECO,Drainage-Lake_SAP,vert,90Pct,26,0.841487672,,0.545653783,1.946730847,,
conn_ECO,Drainage-Lake_SAP,vert,95Pct,29,1.145698213,,0.754807875,3.85,,
conn_ECO,Drainage-Lake_SAP,vert,Mean,32,0.335334217,0.081355538,0.175880292,0.494788143,,
conn_ECO,Drainage-Lake_SAP,vert,Variance,32,0.303612522,0.142934848,0.023465368,0.583759675,,
conn_ECO,Drainage-Lake_SAP,vert,Std. Deviation,32,0.551010455,0.129702482,0.296798261,0.805222649,,
conn_ECO,Isolated_SAP,vert,5Pct,2,0.17782476,,0,0.183764218,,
conn_ECO,Isolated_SAP,vert,10Pct,3,0.183413492,,0,0.184837964,,
conn_ECO,Isolated_SAP,vert,25Pct,3,0.184983786,,0,0.187806118,,
conn_ECO,Isolated_SAP,vert,50Pct,3,0.187600945,,0,0.4,,
conn_ECO,Isolated_SAP,vert,75Pct,4,0.19381645,,0.186744101,0.4,,
conn_ECO,Isolated_SAP,vert,90Pct,6,0.248566956,,0.191405515,0.4,,
conn_ECO,Isolated_SAP,vert,95Pct,8,0.391754473,,0.24552974,0.4,,
conn_ECO,Isolated_SAP,vert,Mean,10,0.209337032,0.014723192,0.180480107,0.238193957,,
conn_ECO,Isolated_SAP,vert,Variance,10,0.003220798,0.002001263,0,0.007143201,,
conn_ECO,Isolated_SAP,vert,Std. Deviation,10,0.056752073,0.01763163,0.022194714,0.091309433,,
conn_ECO,Drainage_SPL,vert,5Pct,11,0,,0,0,,
conn_ECO,Drainage_SPL,vert,10Pct,11,0,,0,0,,
conn_ECO,Drainage_SPL,vert,25Pct,11,0,,0,0.090568747,,
conn_ECO,Drainage_SPL,vert,50Pct,17,0.09472358,,0,0.499735652,,
conn_ECO,Drainage_SPL,vert,75Pct,53,0.74197218,,0.097534957,1.497653854,,
conn_ECO,Drainage_SPL,vert,90Pct,60,1.490982873,,0.74058713,3.05,,
conn_ECO,Drainage_SPL,vert,95Pct,60,1.495982029,,0.744915809,3.05,,
conn_ECO,Drainage_SPL,vert,Mean,63,0.3925965,0.123053309,0.151416446,0.633776553,,
conn_ECO,Drainage_SPL,vert,Variance,63,0.300036545,0.096295552,0.111300731,0.488772359,,
conn_ECO,Drainage_SPL,vert,Std. Deviation,63,0.547755917,0.087900056,0.375474972,0.720036862,,
conn_ECO,Drainage-Lake_SPL,vert,5Pct,6,0,,0,0.03870378,,
conn_ECO,Drainage-Lake_SPL,vert,10Pct,6,0,,0,0.125822552,,
conn_ECO,Drainage-Lake_SPL,vert,25Pct,7,0.054866855,,0,0.430947181,,
conn_ECO,Drainage-Lake_SPL,vert,50Pct,16,0.431457419,,0.037820846,0.894725526,,
conn_ECO,Drainage-Lake_SPL,vert,75Pct,22,0.509859111,,0.432117299,1.211730713,,
conn_ECO,Drainage-Lake_SPL,vert,90Pct,29,1.12027649,,0.968593219,5.839585191,,
conn_ECO,Drainage-Lake_SPL,vert,95Pct,31,1.21364186,,0.995922241,6,,
conn_ECO,Drainage-Lake_SPL,vert,Mean,34,0.540585987,0.112251142,0.32057779,0.760594183,,
conn_ECO,Drainage-Lake_SPL,vert,Variance,34,0.662706007,0.440416264,0,1.525906023,,
conn_ECO,Drainage-Lake_SPL,vert,Std. Deviation,34,0.814067569,0.270503507,0.283890438,1.3442447,,
conn_ECO,Isolated_SPL,vert,5Pct,3,0,,0,0.144494301,,
conn_ECO,Isolated_SPL,vert,10Pct,5,0.126968401,,0,0.199311193,,
conn_ECO,Isolated_SPL,vert,25Pct,9,0.291399521,,0,0.298094451,,
conn_ECO,Isolated_SPL,vert,50Pct,9,0.299157312,,0.141654072,0.948651894,,
conn_ECO,Isolated_SPL,vert,75Pct,11,0.576595481,,0.295114581,3,,
conn_ECO,Isolated_SPL,vert,90Pct,14,2.964268408,,0.575578581,3,,
conn_ECO,Isolated_SPL,vert,95Pct,14,2.982134204,,0.577211292,3,,
conn_ECO,Isolated_SPL,vert,Mean,15,0.674852488,0.246028487,0.192645515,1.157059461,,
conn_ECO,Isolated_SPL,vert,Variance,15,0.725486631,0.503291346,0,1.711919542,,
