Type,Subpopulation,Indicator,Statistic,NResp,Estimate,StdError,LCB95Pct,UCB95Pct,Lake type,eco
WSA9_by_Lake_Origin,UMW_NATURAL,SLD,75Pct,79,1.624565415,,1.551921192,1.882934018,_NATURAL,UMW
WSA9_by_Lake_Origin,UMW_NATURAL,SLD,90Pct,110,2.034079963,,1.912000722,2.891561655,_NATURAL,UMW
WSA9_by_Lake_Origin,UMW_NATURAL,SLD,95Pct,120,2.526259386,,2.093936332,3.444633935,_NATURAL,UMW
WSA9_by_Lake_Origin,UMW_NATURAL,SLD,Mean,137,1.53227606,0.051020654,1.432277416,1.632274704,_NATURAL,UMW
WSA9_by_Lake_Origin,UMW_NATURAL,SLD,Variance,137,0.279352424,0.066698766,0.148625245,0.410079603,_NATURAL,UMW
WSA9_by_Lake_Origin,UMW_NATURAL,SLD,Std. Deviation,137,0.528538007,0.063097417,0.404869342,0.652206671,_NATURAL,UMW
WSA9_by_Lake_Origin,WMT_MAN_MADE,SLD,5Pct,2,1.167462806,,1.119889689,1.215822209,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,SLD,10Pct,5,1.216034012,,1.119929318,1.218634988,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,SLD,25Pct,6,1.247936335,,1.167328744,1.270847571,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,SLD,50Pct,7,1.271006045,,1.247936021,1.591987776,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,SLD,75Pct,24,1.536998511,,1.374155968,2.346867286,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,SLD,90Pct,56,2.358096014,,1.869582724,3.874329885,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,SLD,95Pct,66,3.052761369,,2.458930383,5.966648311,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,SLD,Mean,79,1.612526041,0.109143503,1.398608705,1.826443377,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,SLD,Variance,79,0.760080652,0.280356073,0.210592847,1.309568457,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,SLD,Std. Deviation,79,0.871826045,0.160786704,0.556689896,1.186962194,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,SLD,5Pct,3,1.138811892,,1.138631837,1.138991948,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,SLD,10Pct,4,1.149251719,,1.019282777,1.252620047,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,SLD,25Pct,14,1.268326907,,1.138998479,1.320228941,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,SLD,50Pct,20,1.337945761,,1.294512445,1.44474843,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,SLD,75Pct,27,1.445082909,,1.338341228,1.612680142,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,SLD,90Pct,37,1.611818727,,1.513268951,2.252253179,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,SLD,95Pct,56,2.149802903,,1.623521052,2.92990685,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,SLD,Mean,73,1.415349603,0.038524212,1.339843535,1.49085567,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,SLD,Variance,73,0.125011816,0.036829266,0.05282778,0.197195851,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,SLD,Std. Deviation,73,0.3535701,0.052081986,0.251491283,0.455648918,_NATURAL,WMT
WSA9_by_Lake_Origin,XER_MAN_MADE,SLD,5Pct,5,1.328648069,,1.328607486,1.328688652,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,SLD,10Pct,7,1.359453256,,1.019282777,1.54369205,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,SLD,25Pct,15,1.580210494,,1.372793198,1.666363847,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,SLD,50Pct,20,1.818104926,,1.665593914,2.266594105,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,SLD,75Pct,41,2.485926814,,2.108863909,3.381222245,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,SLD,90Pct,60,3.820301168,,3.327607013,8.026883675,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,SLD,95Pct,70,7.989554674,,3.39674896,17.25625267,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,SLD,Mean,75,2.505004951,0.224771467,2.064460971,2.94554893,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,SLD,Variance,75,3.828339017,1.22680411,1.423847146,6.232830887,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,SLD,Std. Deviation,75,1.956614172,0.313501795,1.342161944,2.571066399,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_NATURAL,SLD,5Pct,0,1.155873441,,1.155201929,1.30021357,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,SLD,10Pct,1,1.300270519,,1.019282777,1.920034267,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,SLD,25Pct,4,1.921809618,,1.156009117,1.930745069,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,SLD,50Pct,6,2.008154352,,1.563812414,3.596048105,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,SLD,75Pct,7,2.421196639,,1.931058252,5.914627052,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,SLD,90Pct,9,3.59649357,,2.009929909,5.914627052,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,SLD,95Pct,9,3.596879298,,2.420395332,5.914627052,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,SLD,Mean,11,2.275422508,0.223488411,1.837393271,2.713451745,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,SLD,Variance,11,0.968503064,0.470882463,0.045590396,1.891415732,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,SLD,Std. Deviation,11,0.984125533,0.239239023,0.515225663,1.453025402,_NATURAL,XER
National,All_Lakes,elev,5Pct,67,31.50777847,,15.41270986,47.62503281,,
National,All_Lakes,elev,10Pct,108,65.50006427,,51.60173704,85.45948073,,
National,All_Lakes,elev,25Pct,247,189.0357619,,146.1012426,212.1879754,,
National,All_Lakes,elev,50Pct,465,301.4899524,,287.7162366,350.8650082,,
National,All_Lakes,elev,75Pct,652,480.2635048,,442.9384037,521.7634011,,
National,All_Lakes,elev,90Pct,773,710.5633629,,625.2045985,1389.970948,,
National,All_Lakes,elev,95Pct,975,2173.85298,,1389.059228,2809.488799,,
National,All_Lakes,elev,Mean,1028,475.8251923,31.57198096,413.9452466,537.7051379,,
National,All_Lakes,elev,Variance,1028,372483.0696,69127.38228,236995.8899,507970.2492,,
National,All_Lakes,elev,Std. Deviation,1028,610.3139107,56.63264516,499.3159658,721.3118556,,
Lake_Origin,MAN_MADE,elev,5Pct,18,12.33347262,,0.502932313,52.28924987,,
Lake_Origin,MAN_MADE,elev,10Pct,44,55.23442202,,15.4069587,65.62901021,,
Lake_Origin,MAN_MADE,elev,25Pct,85,93.61279134,,85.56430141,118.0087227,,
Lake_Origin,MAN_MADE,elev,50Pct,179,203.6838673,,186.8911583,244.5153196,,
Lake_Origin,MAN_MADE,elev,75Pct,320,338.5689757,,281.4280977,446.0095301,,
Lake_Origin,MAN_MADE,elev,90Pct,441,984.8025644,,690.1664149,1587.040713,,
Lake_Origin,MAN_MADE,elev,95Pct,509,1619.333882,,1463.820194,2778.495602,,
Lake_Origin,MAN_MADE,elev,Mean,594,400.2817782,42.84966369,316.2979806,484.2655757,,
Lake_Origin,MAN_MADE,elev,Variance,594,365563.2538,93972.32488,181380.8815,549745.6261,,
Lake_Origin,MAN_MADE,elev,Std. Deviation,594,604.6182711,77.7121114,452.3053316,756.9312106,,
Lake_Origin,NATURAL,elev,5Pct,41,37.70567283,,17.23559715,62.93258733,,
Lake_Origin,NATURAL,elev,10Pct,68,129.0543863,,48.61039881,224.083627,,
Lake_Origin,NATURAL,elev,25Pct,148,278.2579814,,269.400466,300.5841459,,
Lake_Origin,NATURAL,elev,50Pct,232,402.8908753,,372.328033,415.688072,,
Lake_Origin,NATURAL,elev,75Pct,294,519.2596009,,460.3119359,558.7626191,,
Lake_Origin,NATURAL,elev,90Pct,351,662.5050592,,591.0694768,1996.568725,,
Lake_Origin,NATURAL,elev,95Pct,414,2200.575487,,826.8976435,3054.237367,,
Lake_Origin,NATURAL,elev,Mean,434,529.3292396,41.52360762,447.9444641,610.714015,,
Lake_Origin,NATURAL,elev,Variance,434,370479.5065,88530.73937,196962.4458,543996.5672,,
Lake_Origin,NATURAL,elev,Std. Deviation,434,608.6702773,72.72471046,466.132464,751.2080906,,
WSA9_Ecoregions,CPL,elev,5Pct,5,0.597047103,,0.480371021,1.283005584,,
WSA9_Ecoregions,CPL,elev,10Pct,13,2.666178094,,-8.758131599,15.28803832,,
WSA9_Ecoregions,CPL,elev,25Pct,32,18.22371874,,9.214558491,40.05020234,,
WSA9_Ecoregions,CPL,elev,50Pct,66,52.70226036,,39.91185038,73.86364144,,
WSA9_Ecoregions,CPL,elev,75Pct,89,92.45808634,,72.70376522,115.806586,,
WSA9_Ecoregions,CPL,elev,90Pct,96,116.357509,,94.50322355,186.93,,
WSA9_Ecoregions,CPL,elev,95Pct,100,186.8465565,,115.8050817,186.93,,
WSA9_Ecoregions,CPL,elev,Mean,101,63.20914298,7.772077508,47.97615098,78.44213499,,
WSA9_Ecoregions,CPL,elev,Variance,101,2399.92495,697.0240652,1033.782886,3766.067014,,
WSA9_Ecoregions,CPL,elev,Std. Deviation,101,48.98902887,7.114083308,35.0456818,62.93237594,,
WSA9_Ecoregions,NAP,elev,5Pct,19,86.34059113,,43.00313897,86.40190123,,
WSA9_Ecoregions,NAP,elev,10Pct,20,86.58997075,,43.06500277,177.2421175,,
WSA9_Ecoregions,NAP,elev,25Pct,37,189.3739903,,129.0751135,204.0313667,,
WSA9_Ecoregions,NAP,elev,50Pct,48,259.5363938,,196.1412081,312.1892388,,
WSA9_Ecoregions,NAP,elev,75Pct,68,378.7774729,,311.8913115,426.1295188,,
WSA9_Ecoregions,NAP,elev,90Pct,81,438.6164513,,394.5541923,542.2509845,,
WSA9_Ecoregions,NAP,elev,95Pct,84,470.4530481,,438.7099197,544.0014973,,
WSA9_Ecoregions,NAP,elev,Mean,93,272.7394939,13.77376499,245.7434106,299.7355773,,
WSA9_Ecoregions,NAP,elev,Variance,93,15765.67783,2440.82494,10981.74885,20549.6068,,
WSA9_Ecoregions,NAP,elev,Std. Deviation,93,125.5614504,9.719642981,106.5113002,144.6116006,,
WSA9_Ecoregions,NPL,elev,5Pct,5,527.0854717,,524.6286205,533.7985021,,
WSA9_Ecoregions,NPL,elev,10Pct,9,550.3060154,,524.0009871,569.7122796,,
WSA9_Ecoregions,NPL,elev,25Pct,17,570.1625781,,560.4136605,570.3574531,,
WSA9_Ecoregions,NPL,elev,50Pct,22,587.2651072,,570.2147237,690.7061915,,
WSA9_Ecoregions,NPL,elev,75Pct,38,692.1648008,,593.7527186,1181.396529,,
WSA9_Ecoregions,NPL,elev,90Pct,52,1147.479726,,695.3675814,1604.99,,
WSA9_Ecoregions,NPL,elev,95Pct,53,1183.737996,,984.8950733,1604.99,,
WSA9_Ecoregions,NPL,elev,Mean,65,703.4755286,44.26126017,616.7250528,790.2260045,,
WSA9_Ecoregions,NPL,elev,Variance,65,51858.94092,13826.82323,24758.86537,78959.01646,,
WSA9_Ecoregions,NPL,elev,Std. Deviation,65,227.7255825,30.35851984,168.223977,287.227188,,
WSA9_Ecoregions,SAP,elev,5Pct,5,65.5371164,,55.7327033,65.59940274,,
WSA9_Ecoregions,SAP,elev,10Pct,5,65.63081737,,65.5500517,91.11848133,,
WSA9_Ecoregions,SAP,elev,25Pct,18,113.3143325,,65.63704408,170.5256651,,
WSA9_Ecoregions,SAP,elev,50Pct,55,189.6401499,,135.160738,243.4057797,,
WSA9_Ecoregions,SAP,elev,75Pct,83,266.1349866,,212.3966214,445.9272493,,
WSA9_Ecoregions,SAP,elev,90Pct,107,501.8214222,,294.2680644,916.56,,
WSA9_Ecoregions,SAP,elev,95Pct,113,708.9631054,,294.3854567,916.56,,
WSA9_Ecoregions,SAP,elev,Mean,120,232.6802583,31.45965502,171.0204675,294.3400491,,
WSA9_Ecoregions,SAP,elev,Variance,120,31387.24072,11957.59376,7950.787612,54823.69382,,
WSA9_Ecoregions,SAP,elev,Std. Deviation,120,177.1644454,33.74715996,111.0212273,243.3076635,,
WSA9_Ecoregions,SPL,elev,5Pct,7,188.0858675,,145.3688103,216.5058803,,
WSA9_Ecoregions,SPL,elev,10Pct,16,233.5292735,,187.9427367,265.8227597,,
WSA9_Ecoregions,SPL,elev,25Pct,25,268.1656305,,265.7818388,283.6643039,,
WSA9_Ecoregions,SPL,elev,50Pct,43,339.6306493,,276.9017954,517.8860724,,
WSA9_Ecoregions,SPL,elev,75Pct,74,648.0791175,,428.8548563,1586.49171,,
WSA9_Ecoregions,SPL,elev,90Pct,116,1584.972939,,647.9102415,2059.13,,
WSA9_Ecoregions,SPL,elev,95Pct,116,1589.199609,,648.4523981,2059.13,,
WSA9_Ecoregions,SPL,elev,Mean,128,578.7540318,96.89593429,388.8414904,768.6665733,,
WSA9_Ecoregions,SPL,elev,Variance,128,234241.9986,76426.14578,84449.50537,384034.4918,,
WSA9_Ecoregions,SPL,elev,Std. Deviation,128,483.9855355,78.95498953,329.2365996,638.7344714,,
WSA9_Ecoregions,TPL,elev,5Pct,2,132.1177534,,132.0776042,132.1579027,,
WSA9_Ecoregions,TPL,elev,10Pct,12,167.6681969,,-53.27,238.220561,,
WSA9_Ecoregions,TPL,elev,25Pct,46,253.5119644,,179.584629,327.2105999,,
WSA9_Ecoregions,TPL,elev,50Pct,92,380.1685875,,326.1000761,484.3964891,,
WSA9_Ecoregions,TPL,elev,75Pct,122,520.7185162,,455.2596535,623.5647722,,
WSA9_Ecoregions,TPL,elev,90Pct,136,623.2200323,,521.2603646,674.31,,
WSA9_Ecoregions,TPL,elev,95Pct,136,625.2503614,,531.9348201,674.31,,
WSA9_Ecoregions,TPL,elev,Mean,138,391.8201021,25.62471953,341.5965747,442.0436295,,
WSA9_Ecoregions,TPL,elev,Variance,138,25191.62652,4030.759839,17291.48241,33091.77064,,
WSA9_Ecoregions,TPL,elev,Std. Deviation,138,158.7187025,12.69780995,133.8314523,183.6059527,,
WSA9_Ecoregions,UMW,elev,5Pct,18,231.8964581,,214.2862203,251.9565516,,
WSA9_Ecoregions,UMW,elev,10Pct,40,263.5013867,,247.9937159,268.3743156,,
WSA9_Ecoregions,UMW,elev,25Pct,56,284.7579005,,271.1015891,300.5697805,,
WSA9_Ecoregions,UMW,elev,50Pct,94,377.2045043,,309.8061187,402.9515231,,
WSA9_Ecoregions,UMW,elev,75Pct,116,421.7588233,,411.5973416,446.190721,,
WSA9_Ecoregions,UMW,elev,90Pct,132,482.0805765,,452.2712656,557.78218,,
WSA9_Ecoregions,UMW,elev,95Pct,141,523.2011798,,482.0769357,592.67,,
WSA9_Ecoregions,UMW,elev,Mean,145,366.2310921,7.973598167,350.6031268,381.8590573,,
WSA9_Ecoregions,UMW,elev,Variance,145,8299.509102,865.6427337,6602.880521,9996.137684,,
WSA9_Ecoregions,UMW,elev,Std. Deviation,145,91.1016416,4.750972203,81.78990719,100.413376,,
WSA9_Ecoregions,WMT,elev,5Pct,11,62.54493031,,29.84445241,63.18498957,,
WSA9_Ecoregions,WMT,elev,10Pct,14,85.1972137,,6.205584185,692.7022554,,
WSA9_Ecoregions,WMT,elev,25Pct,46,832.1206453,,85.80217731,1654.130754,,
WSA9_Ecoregions,WMT,elev,50Pct,112,2227.162919,,1510.896995,2806.525731,,
WSA9_Ecoregions,WMT,elev,75Pct,142,3037.658737,,2400.720836,3146.779172,,
WSA9_Ecoregions,WMT,elev,90Pct,145,3117.618418,,3065.218878,3322.229627,,
WSA9_Ecoregions,WMT,elev,95Pct,149,3283.716015,,3090.329409,3403,,
WSA9_Ecoregions,WMT,elev,Mean,152,1958.785982,178.7298994,1608.481816,2309.090147,,
WSA9_Ecoregions,WMT,elev,Variance,152,1268937.737,171545.0678,932715.5822,1605159.892,,
WSA9_Ecoregions,WMT,elev,Std. Deviation,152,1126.471365,76.14266688,977.2344805,1275.70825,,
WSA9_Ecoregions,XER,elev,5Pct,1,-53.27,,-53.27,73.6322145,,
WSA9_Ecoregions,XER,elev,10Pct,1,3.006404945,,-53.27,91.85436641,,
WSA9_Ecoregions,XER,elev,25Pct,5,91.96883755,,2.992284693,300.3036966,,
WSA9_Ecoregions,XER,elev,50Pct,15,352.1800151,,255.6100267,1294.6623,,
WSA9_Ecoregions,XER,elev,75Pct,49,1484.708984,,1399.783153,1653.900305,,
WSA9_Ecoregions,XER,elev,90Pct,74,1956.636573,,1749.056442,2182.068771,,
WSA9_Ecoregions,XER,elev,95Pct,80,2182.540879,,1974.882646,2342.511665,,
WSA9_Ecoregions,XER,elev,Mean,86,822.9160989,98.88119724,629.1125136,1016.719684,,
WSA9_Ecoregions,XER,elev,Variance,86,611718.016,44958.03895,523601.8788,699834.1531,,
WSA9_Ecoregions,XER,elev,Std. Deviation,86,782.1240413,28.74099029,725.7927355,838.4553472,,
WSA9_by_Lake_Origin,CPL_MAN_MADE,elev,5Pct,2,0.506212527,,0.403824027,0.608601026,MAN_MADE,CPL
WSA9_by_Lake_Origin,CPL_MAN_MADE,elev,10Pct,3,1.477738556,,-53.27,39.84220214,MAN_MADE,CPL
WSA9_by_Lake_Origin,CPL_MAN_MADE,elev,25Pct,28,47.97492453,,1.38147678,61.86734924,MAN_MADE,CPL
WSA9_by_Lake_Origin,CPL_MAN_MADE,elev,50Pct,38,67.59647372,,53.0255547,92.55489601,MAN_MADE,CPL
WSA9_by_Lake_Origin,CPL_MAN_MADE,elev,75Pct,55,109.4506831,,92.19578093,152.4238367,MAN_MADE,CPL
WSA9_by_Lake_Origin,CPL_MAN_MADE,elev,90Pct,61,152.4634971,,110.2135773,186.93,MAN_MADE,CPL
WSA9_by_Lake_Origin,CPL_MAN_MADE,elev,95Pct,62,186.8722583,,115.9129267,186.93,MAN_MADE,CPL
WSA9_by_Lake_Origin,CPL_MAN_MADE,elev,Mean,63,75.6979023,9.872930566,56.34731397,95.04849063,MAN_MADE,CPL
WSA9_by_Lake_Origin,CPL_MAN_MADE,elev,Variance,63,2709.891875,800.6722678,1140.603067,4279.180684,MAN_MADE,CPL
WSA9_by_Lake_Origin,CPL_MAN_MADE,elev,Std. Deviation,63,52.05662182,7.690397876,36.98371896,67.12952469,MAN_MADE,CPL
WSA9_by_Lake_Origin,CPL_NATURAL,elev,5Pct,4,1.724474568,,1.68331001,6.11551085,_NATURAL,CPL
WSA9_by_Lake_Origin,CPL_NATURAL,elev,10Pct,7,9.334773878,,0.146762634,15.83934894,_NATURAL,CPL
WSA9_by_Lake_Origin,CPL_NATURAL,elev,25Pct,13,16.85185686,,9.513846922,30.99824879,_NATURAL,CPL
WSA9_by_Lake_Origin,CPL_NATURAL,elev,50Pct,24,31.56172488,,16.97920662,42.80444604,_NATURAL,CPL
WSA9_by_Lake_Origin,CPL_NATURAL,elev,75Pct,31,42.81974521,,32.93560438,92.45073781,_NATURAL,CPL
WSA9_by_Lake_Origin,CPL_NATURAL,elev,90Pct,36,86.45811732,,42.8553946,92.55,_NATURAL,CPL
WSA9_by_Lake_Origin,CPL_NATURAL,elev,95Pct,37,92.44255568,,48.95783995,92.55,_NATURAL,CPL
WSA9_by_Lake_Origin,CPL_NATURAL,elev,Mean,38,35.15185197,4.541670626,26.25034112,44.05336283,_NATURAL,CPL
WSA9_by_Lake_Origin,CPL_NATURAL,elev,Variance,38,565.9398208,212.0076793,150.4124048,981.4672367,_NATURAL,CPL
WSA9_by_Lake_Origin,CPL_NATURAL,elev,Std. Deviation,38,23.78948971,4.455910612,15.05606539,32.52291403,_NATURAL,CPL
WSA9_by_Lake_Origin,NAP_MAN_MADE,elev,5Pct,8,82.1478051,,6.619581729,86.38650251,MAN_MADE,NAP
WSA9_by_Lake_Origin,NAP_MAN_MADE,elev,10Pct,9,86.39026808,,43.80372631,182.2883617,MAN_MADE,NAP
WSA9_by_Lake_Origin,NAP_MAN_MADE,elev,25Pct,14,189.3742918,,86.34564391,204.9939919,MAN_MADE,NAP
WSA9_by_Lake_Origin,NAP_MAN_MADE,elev,50Pct,19,259.1265805,,189.3725121,279.1987051,MAN_MADE,NAP
WSA9_by_Lake_Origin,NAP_MAN_MADE,elev,75Pct,20,279.1190818,,259.2305787,470.2103502,MAN_MADE,NAP
WSA9_by_Lake_Origin,NAP_MAN_MADE,elev,90Pct,28,383.4907765,,279.320781,536.84,MAN_MADE,NAP
WSA9_by_Lake_Origin,NAP_MAN_MADE,elev,95Pct,30,469.9550312,,361.2259793,536.84,MAN_MADE,NAP
WSA9_by_Lake_Origin,NAP_MAN_MADE,elev,Mean,35,240.7905151,20.15415417,201.2890988,280.2919314,MAN_MADE,NAP
WSA9_by_Lake_Origin,NAP_MAN_MADE,elev,Variance,35,11180.47501,3170.638136,4966.138451,17394.81156,MAN_MADE,NAP
WSA9_by_Lake_Origin,NAP_MAN_MADE,elev,Std. Deviation,35,105.7377653,14.99293146,76.35215958,135.123371,MAN_MADE,NAP
WSA9_by_Lake_Origin,NAP_NATURAL,elev,5Pct,10,86.51396029,,28.05849807,98.15228231,_NATURAL,NAP
WSA9_by_Lake_Origin,NAP_NATURAL,elev,10Pct,14,111.4914511,,69.79209392,129.4989405,_NATURAL,NAP
WSA9_by_Lake_Origin,NAP_NATURAL,elev,25Pct,22,187.8386293,,129.406013,270.6671728,_NATURAL,NAP
WSA9_by_Lake_Origin,NAP_NATURAL,elev,50Pct,36,330.2428071,,271.4093917,385.171412,_NATURAL,NAP
WSA9_by_Lake_Origin,NAP_NATURAL,elev,75Pct,49,426.5531855,,378.7844695,451.0247854,_NATURAL,NAP
WSA9_by_Lake_Origin,NAP_NATURAL,elev,90Pct,53,450.6887233,,438.3774333,542.9231286,_NATURAL,NAP
WSA9_by_Lake_Origin,NAP_NATURAL,elev,95Pct,56,515.5331175,,444.0951898,544.95,_NATURAL,NAP
WSA9_by_Lake_Origin,NAP_NATURAL,elev,Mean,58,308.5565043,17.38551921,274.4815128,342.6314958,_NATURAL,NAP
WSA9_by_Lake_Origin,NAP_NATURAL,elev,Variance,58,18478.83152,2195.480361,14175.76908,22781.89395,_NATURAL,NAP
WSA9_by_Lake_Origin,NAP_NATURAL,elev,Std. Deviation,58,135.9368659,8.07536773,120.109436,151.7642958,_NATURAL,NAP
WSA9_by_Lake_Origin,NPL_MAN_MADE,elev,5Pct,3,495.2771384,,466.8261942,596.329347,MAN_MADE,NPL
WSA9_by_Lake_Origin,NPL_MAN_MADE,elev,10Pct,5,596.6318139,,466.9196351,690.5445576,MAN_MADE,NPL
WSA9_by_Lake_Origin,NPL_MAN_MADE,elev,25Pct,8,691.1749251,,530.0703037,695.5627238,MAN_MADE,NPL
WSA9_by_Lake_Origin,NPL_MAN_MADE,elev,50Pct,16,980.3694932,,690.4702401,1144.737208,MAN_MADE,NPL
WSA9_by_Lake_Origin,NPL_MAN_MADE,elev,75Pct,20,1141.21978,,787.3426593,1604.99,MAN_MADE,NPL
WSA9_by_Lake_Origin,NPL_MAN_MADE,elev,90Pct,20,1148.95536,,982.2374552,1604.99,MAN_MADE,NPL
WSA9_by_Lake_Origin,NPL_MAN_MADE,elev,95Pct,20,1151.533886,,983.0659924,1604.99,MAN_MADE,NPL
WSA9_by_Lake_Origin,NPL_MAN_MADE,elev,Mean,29,881.4890096,62.2848415,759.4129635,1003.565056,MAN_MADE,NPL
WSA9_by_Lake_Origin,NPL_MAN_MADE,elev,Variance,29,61364.95842,12765.98276,36344.09198,86385.82485,MAN_MADE,NPL
WSA9_by_Lake_Origin,NPL_MAN_MADE,elev,Std. Deviation,29,247.7195156,25.76701058,197.2171029,298.2219283,MAN_MADE,NPL
WSA9_by_Lake_Origin,NPL_NATURAL,elev,5Pct,1,527.0919009,,527.0080376,533.9379255,_NATURAL,NPL
WSA9_by_Lake_Origin,NPL_NATURAL,elev,10Pct,4,548.5808176,,-53.27,569.6558373,_NATURAL,NPL
WSA9_by_Lake_Origin,NPL_NATURAL,elev,25Pct,12,570.1027221,,527.0921119,570.3026706,_NATURAL,NPL
WSA9_by_Lake_Origin,NPL_NATURAL,elev,50Pct,12,570.3527688,,568.4838688,658.3534386,_NATURAL,NPL
WSA9_by_Lake_Origin,NPL_NATURAL,elev,75Pct,20,593.7157843,,570.4171532,1182.986577,_NATURAL,NPL
WSA9_by_Lake_Origin,NPL_NATURAL,elev,90Pct,30,845.2890012,,593.8060704,1393.13,_NATURAL,NPL
WSA9_by_Lake_Origin,NPL_NATURAL,elev,95Pct,32,1183.965292,,629.8624697,1393.13,_NATURAL,NPL
WSA9_by_Lake_Origin,NPL_NATURAL,elev,Mean,36,637.7366489,43.20202836,553.0622292,722.4110685,_NATURAL,NPL
WSA9_by_Lake_Origin,NPL_NATURAL,elev,Variance,36,32324.44155,20617.60325,0,72734.20137,_NATURAL,NPL
WSA9_by_Lake_Origin,NPL_NATURAL,elev,Std. Deviation,36,179.7899929,57.33801676,67.40954511,292.1704407,_NATURAL,NPL
WSA9_by_Lake_Origin,SAP_MAN_MADE,elev,5Pct,5,65.5371164,,55.7327033,65.59940274,MAN_MADE,SAP
WSA9_by_Lake_Origin,SAP_MAN_MADE,elev,10Pct,5,65.63081737,,65.5500517,91.11848133,MAN_MADE,SAP
WSA9_by_Lake_Origin,SAP_MAN_MADE,elev,25Pct,18,113.3143325,,65.63704408,170.5256651,MAN_MADE,SAP
WSA9_by_Lake_Origin,SAP_MAN_MADE,elev,50Pct,55,189.6401499,,135.160738,243.4057797,MAN_MADE,SAP
WSA9_by_Lake_Origin,SAP_MAN_MADE,elev,75Pct,83,266.1349866,,212.3966214,445.9272493,MAN_MADE,SAP
WSA9_by_Lake_Origin,SAP_MAN_MADE,elev,90Pct,107,501.8214222,,294.2680644,916.56,MAN_MADE,SAP
WSA9_by_Lake_Origin,SAP_MAN_MADE,elev,95Pct,113,708.9631054,,294.3854567,916.56,MAN_MADE,SAP
WSA9_by_Lake_Origin,SAP_MAN_MADE,elev,Mean,120,232.6802583,31.45965502,171.0204675,294.3400491,MAN_MADE,SAP
WSA9_by_Lake_Origin,SAP_MAN_MADE,elev,Variance,120,31387.24072,11957.59376,7950.787612,54823.69382,MAN_MADE,SAP
WSA9_by_Lake_Origin,SAP_MAN_MADE,elev,Std. Deviation,120,177.1644454,33.74715996,111.0212273,243.3076635,MAN_MADE,SAP
WSA9_by_Lake_Origin,SPL_MAN_MADE,elev,5Pct,7,188.0670188,,145.1900328,215.8812869,MAN_MADE,SPL
WSA9_by_Lake_Origin,SPL_MAN_MADE,elev,10Pct,16,233.2258999,,187.9048161,265.8191949,MAN_MADE,SPL
WSA9_by_Lake_Origin,SPL_MAN_MADE,elev,25Pct,25,267.9773631,,252.0502883,283.5753165,MAN_MADE,SPL
WSA9_by_Lake_Origin,SPL_MAN_MADE,elev,50Pct,43,339.2156925,,276.5442471,517.5615294,MAN_MADE,SPL
WSA9_by_Lake_Origin,SPL_MAN_MADE,elev,75Pct,74,647.7560151,,428.3553211,1587.244588,MAN_MADE,SPL
