"","Type","ECOREG_use","Lake_Origin_use","Indicator","10Pct","25Pct","50Pct","5Pct","75Pct","90Pct","95Pct","Mean","Std. Deviation","Variance"
"1","WSA9_by_Lake_Origin","CPL","MAN_MADE","vert_sc_mod",0,0,0,0,0,0.251287509229609,0.321270557618784,0.0427999897995542,0.113643994421393,0.0129149574680497
"2","WSA9_by_Lake_Origin","CPL","NATURAL","vert_sc_mod",0,0,0.0605221139814417,0,0.906287918838908,0.99565139056021,0.997825695280105,0.271494758743157,0.41429852006296,0.171643263726359
"3","WSA9_by_Lake_Origin","NAP","MAN_MADE","vert_sc_mod",0,0,0,0,0,0.124208002414184,0.124604001207092,0.0194986492993213,0.0434329521330725,0.00188642133099377
"4","WSA9_by_Lake_Origin","NAP","NATURAL","vert_sc_mod",0,0,0,0,0,0,0,0,0,0
"5","WSA9_by_Lake_Origin","NPL","MAN_MADE","vert_sc_mod",0,0.0568780461044122,0.0823035962591834,0,0.454096154436136,1.11297480788091,1.12211240394046,0.25919275601407,0.345492500230462,0.119365067715496
"6","WSA9_by_Lake_Origin","NPL","NATURAL","vert_sc_mod",0,0,0,0,0,0,0.0288732822088076,0.00814089389648279,0.045870221140486,0.00210407718747709
"7","WSA9_by_Lake_Origin","SAP","MAN_MADE","vert_sc_mod",0,0,0,0,0.039764229134898,0.0651169186795632,0.142882572680396,0.027787236055096,0.0531524631012133,0.00282518433372584
"8","WSA9_by_Lake_Origin","SPL","MAN_MADE","vert_sc_mod",0,0,0.100907588685065,0,0.311198645243742,0.485756596297587,0.546542991434073,0.241929310816067,0.509844733294459,0.259941652068098
"9","WSA9_by_Lake_Origin","SPL","NATURAL","vert_sc_mod",0,0,0,0,0.25446936644867,0.492208654011802,0.498913541221396,0.153353397565151,0.1786456576892,0.0319142710112068
"10","WSA9_by_Lake_Origin","TPL","MAN_MADE","vert_sc_mod",0,0,0,0,0.108116027438884,0.187648965990657,0.62610503193863,0.083277734671179,0.193850220683281,0.0375779080589568
"11","WSA9_by_Lake_Origin","TPL","NATURAL","vert_sc_mod",0,0,0,0,0,0.0322078158795248,0.0331127212357622,0.0169395342406636,0.0709607105323421,0.00503542243925485
"12","WSA9_by_Lake_Origin","UMW","MAN_MADE","vert_sc_mod",0,0,0,0,0,0.00231386717781295,0.0023344100810665,0.000416140517857333,0.00209531249771173,4.39033446306695e-06
"13","WSA9_by_Lake_Origin","UMW","NATURAL","vert_sc_mod",0,0,0,0,0,0.00435846366019945,0.0373314244026679,0.0131739000594818,0.103244356101988,0.010659397066914
"14","WSA9_by_Lake_Origin","WMT","MAN_MADE","vert_sc_mod",0,0,0.131600658909336,0,0.264532789342457,0.488860556525148,0.916980305056782,0.219423112801044,0.369850605754918,0.13678947057728
"15","WSA9_by_Lake_Origin","WMT","NATURAL","vert_sc_mod",0,0,0,0,0.0026623173803262,0.0393562070816449,0.108144316264291,0.0260212298701943,0.0984168861779433,0.00968588348496225
"16","WSA9_by_Lake_Origin","XER","MAN_MADE","vert_sc_mod",0,0,0,0,0.0974297616979184,0.616052656201401,0.927065893304784,0.207073560830267,0.868248039137594,0.753854657466277
"17","WSA9_by_Lake_Origin","XER","NATURAL","vert_sc_mod",0,0,0,0,0.0489022275624256,0.238390894693572,0.239426294684866,0.0466123575496407,0.0868364280824207,0.00754056524211343
