"","Type","ECOREG_use","Lake_Origin_use","Indicator","10Pct","25Pct","50Pct","5Pct","75Pct","90Pct","95Pct","Mean","Std. Deviation","Variance"
"1","WSA9_by_Lake_Origin","CPL","MAN_MADE","horiz_sc",0,0,0,0,0,0.0135109444731575,0.0209754337360959,0.00252141807044561,0.00724707793087832,5.25201385362236e-05
"2","WSA9_by_Lake_Origin","CPL","NATURAL","horiz_sc",0,0,0.00525918189168356,0,0.0290949193098747,0.0303384871941368,0.0307530098222242,0.0109579703689745,0.0146913191202457,0.000215834857492896
"3","WSA9_by_Lake_Origin","NAP","MAN_MADE","horiz_sc",0,0,0,0,0,0.00829039381789575,0.00830171538168725,0.00102435970017223,0.00259637755943378,6.74117643113134e-06
"4","WSA9_by_Lake_Origin","NAP","NATURAL","horiz_sc",0,0,0,0,0,0,0,0,0,0
"5","WSA9_by_Lake_Origin","NPL","MAN_MADE","horiz_sc",0,0.00156507369943341,0.00691670097560225,0,0.0201440677216166,0.0908259827415873,0.0919110078707936,0.0196729431205956,0.028267431647595,0.000799047691951453
"6","WSA9_by_Lake_Origin","NPL","NATURAL","horiz_sc",0,0,0,0,0,0,0.00128801737851575,0.000582079086933102,0.00364998765256355,1.33224098638664e-05
"7","WSA9_by_Lake_Origin","SAP","MAN_MADE","horiz_sc",0,0,0,0,0.00780902295625768,0.008084553557233,0.00812809082824952,0.00298793702921254,0.00445235912552574,1.98235017826523e-05
"8","WSA9_by_Lake_Origin","SPL","MAN_MADE","horiz_sc",0,0,0.00488378459087801,0,0.0147050092643641,0.0354737108072656,0.0552578885820619,0.0137824566288057,0.0308315983012332,0.000950587453808606
"9","WSA9_by_Lake_Origin","SPL","NATURAL","horiz_sc",0,0,0,0,0.00925135522337059,0.0848244175462013,0.0868279832731006,0.0177365825458067,0.031242097948473,0.000976068684221979
"10","WSA9_by_Lake_Origin","TPL","MAN_MADE","horiz_sc",0,0,0,0,0.00179529432081329,0.0145299908750967,0.0222785907217314,0.00368773889585253,0.00834110819756812,6.95740859635382e-05
"11","WSA9_by_Lake_Origin","TPL","NATURAL","horiz_sc",0,0,0,0,0,0.0121396481068227,0.01229329287859,0.00196149828741239,0.00448499066955627,2.01151413060068e-05
"12","WSA9_by_Lake_Origin","UMW","MAN_MADE","horiz_sc",0,0,0,0,0,0.000440421303857887,0.000444355651928943,5.09210715380504e-05,0.000140691724893689,1.97941614535614e-08
"13","WSA9_by_Lake_Origin","UMW","NATURAL","horiz_sc",0,0,0,0,0,0.000500328220344835,0.0024231732657762,0.00134940595120797,0.0075776862312035,5.74213286185711e-05
"14","WSA9_by_Lake_Origin","WMT","MAN_MADE","horiz_sc",0,0,0.0100244508932112,0,0.0198072244970568,0.0475997672455332,0.0764022847541964,0.0178066441934267,0.0280537974074021,0.00078701554897556
"15","WSA9_by_Lake_Origin","WMT","NATURAL","horiz_sc",0,0,0,0,0.00108423351351121,0.00302432656099063,0.00825486392593761,0.00227966031555243,0.00867752212956367,7.52993903090672e-05
"16","WSA9_by_Lake_Origin","XER","MAN_MADE","horiz_sc",0,0,0,0,0.00419783647124686,0.0484691568623724,0.0539254719739247,0.0103724837990628,0.0254316106604195,0.000646766820783162
"17","WSA9_by_Lake_Origin","XER","NATURAL","horiz_sc",0,0,0,0,0.00195696928684729,0.0396235572495719,0.10531534235737,0.0110819128122123,0.0306342970188073,0.000938460153836507
