"","lhs","op","rhs","label","est.std","se","z","pvalue","ci.lower","ci.upper"
"123","total_bank_horiz",":=","t+bank_horiz","total_bank_horiz",0.146906045661508,0.0229906022224107,6.3898302550034,1.66070046603295e-10,0.101845293322697,0.19196679800032
"124","total_vert_horiz",":=","a","total_vert_horiz",0.08653388965264,0.0565475997318227,1.53028404499974,0.125946435801277,-0.0242973692339192,0.197365148539199
"125","total_ei_horiz",":=","a","total_ei_horiz",0.08653388965264,0.0565475997318227,1.53028404499974,0.125946435801277,-0.0242973692339192,0.197365148539199
"126","total_inflow_horiz",":=","tv+inflow_horiz","total_inflow_horiz",0.0424968302684048,0.0546590902088613,0.777488796575603,0.436870441783532,-0.0646330179686891,0.149626678505499
"127","total_base_horiz",":=","rancho+base_horiz","total_base_horiz",-0.0695641062166163,0.0546385348777614,-1.27316931854499,0.20295796539084,-0.176653666745064,0.0375254543118317
"128","total_temp_horiz",":=","z+temp_horiz","total_temp_horiz",0.0606373444937991,0.0571050826639439,1.06185547179123,0.288301302409243,-0.0512865608617136,0.172561249849312
"129","total_precip_horiz",":=","e+precip_horiz","total_precip_horiz",-0.0988291786109852,0.0578930560829692,-1.70709900802868,0.0878036514769129,-0.212297483488562,0.0146391262665919
"130","total_phdi_horiz",":=","d+phdi_horiz","total_phdi_horiz",-0.205451551132109,0.0435636800467634,-4.71612019259088,2.40384463578991e-06,-0.290834795057792,-0.120068307206427
"131","total_hydrap_horiz",":=","g+hydrap_horiz","total_hydrap_horiz",-0.101770171168251,0.0449946092797695,-2.26183031250389,0.0237078892554352,-0.189957984855051,-0.0135823574814515
"132","total_area_vert",":=","p+area_vert","total_area_vert",0.205183260434159,0.058269838570275,3.52126014879382,0.00042950102413486,0.0909764754514566,0.31939004541686
"133","total_zmax_vert",":=","m+zmax_vert","total_zmax_vert",0.00858702545791489,0.0511298104011523,0.167945575986751,0.866626094857492,-0.091625561464705,0.108799612380535
"134","total_sld_vert",":=","s","total_sld_vert",0.0670961661995025,0.0531347995120892,1.26275372854727,0.20667769843624,-0.0370461271699487,0.171238459568954
"135","total_bank_vert",":=","bank_vert","total_bank_vert",0.00830299355009085,0.0059026602053788,1.40665280758068,0.159530365968216,-0.00326600786542939,0.0198719949656111
"136","total_ei_vert",":=","h","total_ei_vert",0.13753319382848,0.0578290858381787,2.37827023953543,0.0173940730780198,0.0241902683267746,0.250876119330186
"137","total_inflow_vert",":=","v+inflow_vert","total_inflow_vert",0.0944609521604028,0.0560309109142571,1.68587214841026,0.0918204274715402,-0.0153576152525134,0.204279519573319
"138","total_base_vert",":=","y+base_vert","total_base_vert",-0.0682497488586387,0.0553476038209425,-1.23311117640136,0.217534288221586,-0.176729058978277,0.0402295612610001
"139","total_temp_vert",":=","j+temp_vert","total_temp_vert",0.0889676178940221,0.0535757666105722,1.66059439784975,0.0967949348720301,-0.016038955106823,0.193974190894867
"140","total_precip_vert",":=","c+precip_vert","total_precip_vert",-0.189560417146972,0.0597043864555681,-3.17498308584148,0.00149845235446922,-0.306578864318947,-0.0725419699749974
"141","total_phdi_vert",":=","b+phdi_vert","total_phdi_vert",-0.126770676647967,0.0435916663592308,-2.90814018448558,0.00363585312808956,-0.212208772738146,-0.0413325805577888
"142","total_hydrap_vert",":=","f+hydrap_vert","total_hydrap_vert",-0.193115295797332,0.0485259471311998,-3.97962960465677,6.9022723214518e-05,-0.288224404490179,-0.0980061871044859
