SITE_ID,VISIT_NO,CHLL_RESULT_ugL,CHLL_BATCH_ID,CHLL_QA_FLAG
NLA12_MT-160,1,8.24,120814.1,NA
NLA12_MT-156,1,1.08,120814.1,NA
NLA12_ME-R03,1,2.78,120814.1,NA
NLA12_AZ-107,1,12.78,120814.1,NA
NLA12_CO-125,1,0.65,120810.1,NA
NLA12_ID-142,1,1.66,120814.1,NA
NLA12_ID-158,1,NA,NA,M
NLA12_ID-215,1,0.9,120814.1,NA
NLA12_ND-129,1,584.64,120814.1,NA
NLA12_TX-114,1,29.2,120810.1,NA
NLA12_NY-0108,1,20.96,120810.1,NA
NLA12_TX-205,1,12.74,120814.1,NA
NLA12_WY-120,1,0.78,120814.1,NA
NLA12_WY-117,1,1.74,120814.1,NA
NLA12_WY-103,1,0.5,120814.1,NA
NLA12_MN-R14,1,28.56,120814.1,NA
NLA12_MS-101,2,115.6,120814.1,NA
NLA12_MS-112,1,6.05,120814.1,NA
NLA12_MS-125,1,75.2,120814.1,NA
NLA12_SD-212,1,10.3,120814.1,NA
NLA12_ND-103,1,14.62,120814.1,NA
NLA12_VT-103,1,3.73,120810.1,NA
NLA12_ND-172,1,88,120814.1,NA
NLA12_MD-118,1,4.84,120814.1,NA
NLA12_OH-R02,1,16.16,120814.1,NA
NLA12_CA-145,1,6,L-404-12_12_2590,NA
NLA12_FL-103,1,72.93,120814.1,NA
NLA12_FL-108,1,26.97,120815.1,NA
NLA12_FL-R06,1,4.75,120814.1,NA
NLA12_ID-166,1,1.25,120816.1,NA
NLA12_ME-110,1,1.35,120814.1,NA
NLA12_MS-128,1,8.1,120816.1,NA
NLA12_SD-107,1,4.76,120814.1,NA
NLA12_VA-102,1,34.3,120814.1,NA
NLA12_WA-R08,1,2.9,120814.1,NA
NLA12_ND-160,1,9.39,120816.1,NA
NLA12_NH-107,1,3.7,120814.1,NA
NLA12_IN-127,1,19.76,120816.1,NA
NLA12_ID-110,1,4.7,120814.1,NA
NLA12_SD-119,1,60.3,120816.1,NA
NLA12_MD-108,1,23.28,120814.1,NA
NLA12_ND-194,1,446.4,120816.1,NA
NLA12_OR-129,1,1.36,120816.1,NA
NLA12_CA-128,1,4.9,L-415-12_12_2591,ND;X2
NLA12_VA-119,1,60,120814.1,NA
NLA12_VA-R06,1,11.76,120810.1,NA
NLA12_ME-106,1,2.63,120814.1,NA
NLA12_MS-113,1,3.18,120816.1,NA
NLA12_OH-102,1,88.4,120816.1,NA
NLA12_MN-104,1,1.83,120814.1,NA
NLA12_MN-131,1,2.9,120816.1,NA
NLA12_IN-111,1,28.05,120816.1,NA
NLA12_WY-R02,1,1.79,120816.1,NA
NLA12_MN-143,1,30.4,120816.1,NA
NLA12_CT-126,1,3.05,120816.1,NA
NLA12_IN-101,1,3.52,120816.1,NA
NLA12_VA-106,1,10.66,120810.1,NA
NLA12_ID-203,1,26.51,120816.1,NA
NLA12_ID-122,1,69.6,120816.1,NA
NLA12_IN-130,1,4.96,120829.1,NA
NLA12_ID-198,1,32.64,120816.1,NA
NLA12_IN-113,1,2.45,120816.1,NA
NLA12_UT-167,1,0.66,120817.1,NA
NLA12_PA-117,1,72.62,NOT PROVIDED,NA
NLA12_PA-106,1,13.62,NOT PROVIDED,NA
NLA12_ME-103,1,1.87,120817.1,NA
NLA12_OK-288,1,2.57,CHLL-20120919,NA
NLA12_OR-107,1,0.98,120810.1,NA
NLA12_MS-116,2,9.58,120816.1,NA
NLA12_WA-R10,1,8.11,120817.1,NA
NLA12_OR-145,1,7.39,120816.1,NA
NLA12_MT-110,1,1.95,120817.1,NA
NLA12_MT-152,1,1.12,120816.1,NA
NLA12_WY-133,1,4.63,120817.1,NA
NLA12_IN-147,1,73.6,120817.1,NA
NLA12_VA-101,2,21.6,120817.1,NA
NLA12_VA-R05,1,4.71,120816.1,NA
NLA12_OH-137,1,31.31,120810.1,NA
NLA12_TX-113,1,40.48,120817.1,NA
NLA12_WA-R09,1,0.66,120816.1,NA
NLA12_UT-196,1,1.23,120816.1,NA
NLA12_ND-202,1,40.8,120817.1,NA
NLA12_ND-198,1,27.77,120817.1,NA
NLA12_ND-190,1,190,120817.1,NA
NLA12_ME-121,1,1.13,120817.1,NA
NLA12_OH-134,1,43,120817.1,NA
NLA12_ID-104,1,29.84,120817.1,NA
NLA12_CO-121,1,3.94,120817.1,NA
NLA12_WA-102,1,2.96,120817.1,NA
NLA12_CO-117,1,6.32,120816.1,NA
NLA12_WY-115,1,2.44,120821.1,NA
NLA12_ND-145,1,16.6,120821.1,NA
NLA12_IN-134,1,16.29,120821.1,NA
NLA12_ME-130,1,2.5,120817.1,NA
NLA12_ND-131,1,37.97,120821.1,NA
NLA12_CA-188,1,11,L-438-12_12_2651,NA
NLA12_MT-124,1,0.81,120821.1,NA
NLA12_SD-147,1,55.07,120821.1,NA
NLA12_OR-105,1,3.5,120821.1,NA
NLA12_MN-121,1,19.37,120821.1,NA
NLA12_DE-101,1,88.4,120821.1,NA
NLA12_SD-137,1,0.53,120821.1,NA
NLA12_TX-104,1,12.5,120821.1,NA
NLA12_WI-144,1,8.91,NOT PROVIDED,NA
NLA12_MN-119,1,49.2,120821.1,NA
NLA12_VA-R18,1,72,120821.1,NA
NLA12_OK-132,1,15,CHLL-20120919,NA
NLA12_CA-119,1,1.4,L-453-12_12_2652,ND;X2
NLA12_WA-R11,1,2.5,120821.1,NA
NLA12_OR-154,1,3.74,120821.1,NA
NLA12_MN-103,1,3.76,120821.1,NA
NLA12_IN-144,1,7.52,120821.1,NA
NLA12_IN-110,1,4.32,120821.1,NA
NLA12_IN-105,1,12.64,120810.1,NA
NLA12_WI-R12,1,3.02,120821.1,NA
NLA12_ID-101,2,11.68,120821.1,NA
NLA12_OK-292,1,90.7,CHLL-20120919,NA
NLA12_MN-106,1,2.99,120821.1,NA
NLA12_MN-115,1,3.89,120821.1,NA
NLA12_CO-R04,1,1.66,120821.1,NA
NLA12_AL-113,1,3.15,120821.1,NA
NLA12_NC-104,1,18.2,120821.1,NA
NLA12_IN-164,1,2.16,120821.1,NA
NLA12_ME-101,1,1.72,120817.1,NA
NLA12_ME-126,1,1.56,120817.1,NA
NLA12_NE-107,1,23.3,120823.1,NA
NLA12_OR-112,1,18,120821.1,NA
NLA12_VA-112,1,14.88,120821.1,NA
NLA12_VA-123,1,82.4,120821.1,NA
NLA12_WI-R13,1,6.16,120821.1,NA
NLA12_MI-150,1,8.18,120821.1,NA
NLA12_GA-111,1,14.84,120821.1,NA
NLA12_IN-102,1,4.16,120821.1,NA
NLA12_IN-106,1,8.69,120821.1,NA
NLA12_MI-125,1,6.83,120821.1,NA
NLA12_CA-108,1,7,L-457-12_12_2653,NA
NLA12_UT-118,1,1.26,120821.1,NA
NLA12_CT-103,1,1.77,120821.1,NA
NLA12_MN-177,1,56,120823.1,NA
NLA12_PA-108,2,104.26,NOT PROVIDED,NA
NLA12_TX-116,1,12.8,120823.1,NA
NLA12_IN-166,1,28.53,120821.1,NA
NLA12_WI-134,1,584,NOT PROVIDED,NA
NLA12_OR-102,1,116,120823.1,NA
NLA12_AR-109,1,11.68,120821.1,NA
NLA12_AR-104,1,6.69,120823.1,NA
NLA12_FL-130,1,8.25,120823.1,NA
NLA12_MN-167,1,49.6,120823.1,NA
NLA12_NC-127,1,7.12,120823.1,NA
NLA12_ME-120,1,3.56,120829.1,NA
NLA12_AZ-103,1,6.96,120823.1,NA
NLA12_FL-102,2,33.76,120823.1,NA
NLA12_CO-133,1,0.9,120823.1,NA
NLA12_MN-160,1,15.04,120823.1,NA
NLA12_IN-159,1,25.2,120823.1,NA
NLA12_NE-111,1,7.34,120823.1,NA
NLA12_FL-109,1,29.2,120823.1,NA
NLA12_FL-105,1,110.8,120823.1,NA
NLA12_NE-112,1,13.28,120823.1,NA
NLA12_UT-218,1,6.25,120823.1,NA
NLA12_SC-112,2,5.79,120823.1,NA
NLA12_NC-124,1,50.27,120823.1,NA
NLA12_NC-115,1,9.12,120823.1,NA
NLA12_SD-131,1,81.44,120823.1,NA
NLA12_ND-156,1,81.12,120823.1,NA
NLA12_WY-116,1,1.19,120815.1,NA
NLA12_SC-118,1,18.9,120823.1,NA
NLA12_IN-120,1,4.63,120823.1,NA
NLA12_IN-145,1,74.56,120823.1,NA
NLA12_FL-110,2,15.77,120823.1,NA
NLA12_FL-126,1,16.7,120823.1,NA
NLA12_MO-105,1,11.66,120823.1,NA
NLA12_MO-110,1,14.75,120823.1,NA
NLA12_ID-112,2,2.89,120823.1,NA
NLA12_IN-101,2,4.48,120823.1,NA
NLA12_WA-109,1,1.71,120823.1,NA
NLA12_CA-103,1,0.6,L-466-12_12_2718,ND;X2
NLA12_ME-102,1,3.5,120829.1,NA
NLA12_OR-109,1,0.35,120829.1,NA
NLA12_IN-149,1,17.88,120823.1,NA
NLA12_IN-179,1,36.5,120829.1,NA
NLA12_IN-187,1,4.7,120829.1,NA
NLA12_ME-116,1,2.67,120829.1,NA
NLA12_MN-152,1,61.2,120823.1,NA
NLA12_MT-140,1,0.35,120823.1,NA
NLA12_NE-125,1,220.8,120823.1,NA
NLA12_SC-102,1,17.09,120829.1,X4
NLA12_WY-R04,1,35.68,120829.1,NA
NLA12_IL-112,1,38.72,120829.1,NA
NLA12_CA-111,2,1.7,L-467-12_12_2719,ND;X2
NLA12_SD-115,2,164,120829.1,NA
NLA12_ME-R07,1,1.27,120829.1,NA
NLA12_MN-112,1,57.6,120823.1,NA
NLA12_WI-161,1,13.9,NOT PROVIDED,NA
NLA12_MN-135,1,130.93,120823.1,NA
NLA12_OR-128,1,4.6,120829.1,NA
NLA12_CT-108,1,7.24,120829.1,NA
NLA12_NY-0104,2,55.52,120829.1,NA
NLA12_MD-104,1,106,120829.1,NA
NLA12_WA-133,1,6.03,120829.1,NA
NLA12_CO-130,1,4.2,120823.1,NA
NLA12_UT-126,1,0.68,120829.1,NA
NLA12_OK-107,1,18.9,CHLL-20120919,NA
NLA12_NE-121,1,206,120829.1,NA
NLA12_VA-127,1,15.62,120823.1,NA
NLA12_VA-130,1,16.4,120829.1,NA
NLA12_MN-114,1,5.68,120829.1,NA
NLA12_DE-103,1,18.4,120829.1,NA
NLA12_IL-116,1,0.22,120829.1,NA
NLA12_MO-108,2,5.9,120829.1,NA
NLA12_PA-113,1,6.55,NOT PROVIDED,NA
NLA12_MD-105,2,58.6,120829.1,NA
NLA12_IN-185,1,25.52,120829.1,NA
NLA12_CA-135,1,4.1,L-478-12_12_2721,ND;X2
NLA12_CA-123,1,2.4,L-477-12_12_2720,ND;X2
NLA12_SD-101,2,3.28,120829.1,NA
NLA12_GA-112,2,4.48,120829.1,NA
NLA12_TX-128,1,7.82,120831.1,NA
NLA12_OR-144,1,10.53,120829.1,NA
NLA12_UT-159,1,2,120829.1,NA
NLA12_UT-147,1,3.1,120829.1,NA
NLA12_SC-127,1,11.07,120829.1,X4
NLA12_WY-R01,1,0.62,120831.1,NA
NLA12_MT-144,1,4.11,120831.1,NA
NLA12_SD-143,1,5.2,120829.1,NA
NLA12_SC-104,2,14.99,120831.1,NA
NLA12_IN-103,1,28.8,120823.1,NA
NLA12_ME-129,1,3.55,120831.1,NA
NLA12_IN-163,1,40.59,120831.1,NA
NLA12_ME-118,1,1.68,120831.1,NA
NLA12_AZ-145,1,26.06,120823.1,NA
NLA12_AR-101,2,30.8,120831.1,NA
NLA12_AR-105,2,12.27,120831.1,NA
NLA12_OH-101,1,61.6,120831.1,NA
NLA12_CO-131,2,5.87,120831.1,NA
NLA12_FL-141,1,7.66,120831.1,NA
NLA12_GA-R11,1,37.04,120831.1,NA
NLA12_NE-105,1,46.67,120831.1,NA
NLA12_NE-108,1,257.33,120831.1,NA
NLA12_NC-116,2,53.03,120906.1,NA
NLA12_NC-101,2,12,120906.1,NA
NLA12_NM-161,1,2.21,120831.1,NA
NLA12_IN-128,2,3.26,120912.1,NA
NLA12_NM-104,2,23.4,120829.1,X4
NLA12_NM-162,1,1.57,120831.1,NA
NLA12_FL-132,1,44.8,120906.1,NA
NLA12_FL-123,2,1.18,120906.1,NA
NLA12_FL-101,2,12.61,120906.1,NA
NLA12_NE-113,1,108,120906.1,NA
NLA12_NE-102,1,257.33,120906.1,NA
NLA12_MT-102,1,0.97,120906.1,NA
NLA12_IN-174,1,5.08,120906.1,NA
NLA12_SD-109,1,37.2,120906.1,NA
NLA12_NM-117,2,31.2,120831.1,NA
NLA12_OR-121,1,1,120906.1,NA
NLA12_OH-107,1,107.28,120912.1,NA
NLA12_CA-206,1,0.7,L-484-12_12_2778,ND;X2
NLA12_IN-171,1,9.54,120906.1,NA
NLA12_MN-127,1,42.8,120906.1,NA
NLA12_IN-186,1,2.64,120831.1,NA
NLA12_DE-104,1,75.04,120906.1,NA
NLA12_IN-180,1,9.67,120906.1,NA
NLA12_MO-123,1,42,120906.1,NA
NLA12_WY-R08,1,2.41,120906.1,NA
NLA12_AR-106,1,128,120906.1,NA
NLA12_GA-103,1,12.3,120906.1,NA
NLA12_NC-114,1,40.8,120906.1,NA
NLA12_NE-135,1,182.4,120911.1,NA
NLA12_SC-103,2,1.41,120906.1,NA
NLA12_SD-170,1,31.87,120911.1,NA
NLA12_ND-113,1,6.65,120906.1,NA
NLA12_ME-104,1,4.7,120831.1,NA
NLA12_CO-101,2,52.8,120906.1,NA
NLA12_MT-136,1,0.47,120911.1,NA
NLA12_MN-136,1,8.8,120911.1,NA
NLA12_MN-158,1,69.2,120911.1,NA
NLA12_ME-105,1,7.3,120907.1,NA
NLA12_AR-102,1,72.9,120906.1,NA
NLA12_AR-111,1,19.47,120906.1,NA
NLA12_CA-141,1,20,L-487-12_12_2780,NA
NLA12_CA-208,1,9,L-486-12_12_2779,NA
NLA12_ND-199,1,4.45,120911.1,NA
NLA12_OH-104,1,52.16,120912.1,NA
NLA12_AZ-R02,1,3.8,120906.1,NA
NLA12_ME-122,1,4.62,120907.1,NA
NLA12_MT-120,1,0.69,120911.1,NA
NLA12_ND-105,1,31.09,120911.1,NA
NLA12_WA-101,2,4.4,120906.1,NA
NLA12_NE-127,1,28.47,120911.1,NA
NLA12_OR-160,1,0.42,120911.1,ND
NLA12_OR-103,1,0.86,120911.1,NA
NLA12_IN-104,1,13.87,120911.1,NA
NLA12_IN-115,1,7.41,120911.1,NA
NLA12_OH-118,2,8.8,120906.1,NA
NLA12_NC-134,1,24.32,120911.1,NA
NLA12_SD-154,1,19.02,120911.1,NA
NLA12_GA-127,1,15.04,120911.1,NA
NLA12_WA-125,1,7.7,120911.1,NA
NLA12_AZ-R01,1,1.92,120911.1,NA
NLA12_CO-109,1,5.42,120911.1,NA
NLA12_ME-107,1,6,120914.1,NA
NLA12_NE-160,1,22.6,120913.1,NA
NLA12_WI-179,1,6.44,NOT PROVIDED,NA
NLA12_WI-109,1,18.5,NOT PROVIDED,NA
NLA12_WI-115,1,21.5,NOT PROVIDED,NA
NLA12_AZ-130,2,3.44,120911.1,NA
NLA12_VT-112,2,5.82,120911.1,NA
NLA12_MT-164,1,2.8,120913.1,NA
NLA12_PA-111,1,56.07,NOT PROVIDED,NA
NLA12_PA-115,1,3.2,NOT PROVIDED,NA
NLA12_TX-218,1,103.2,120911.1,NA
NLA12_OH-115,1,4.67,120913.1,X4
NLA12_AR-103,1,4.13,120913.1,NA
NLA12_AZ-106,1,13,120913.1,NA
NLA12_AZ-123,1,210.6,120911.1,NA
NLA12_NE-154,1,93.33,120913.1,NA
NLA12_NE-156,1,396.8,120913.1,NA
NLA12_NE-101,2,7.94,120913.1,NA
NLA12_WA-103,1,1.64,120913.1,NA
NLA12_NE-166,1,28.8,120913.1,NA
NLA12_NE-149,1,272,120913.1,NA
NLA12_SD-157,1,37.44,120913.1,NA
NLA12_NE-170,1,253.08,120913.1,NA
NLA12_SD-162,1,78.24,120913.1,NA
NLA12_MT-151,1,4.48,120913.1,NA
NLA12_AZ-157,1,207.14,120913.1,NA
NLA12_ME-126,2,1.4,120914.1,NA
NLA12_OH-106,1,4.19,120913.1,NA
NLA12_CO-R01,1,1.96,120913.1,NA
NLA12_CA-102,1,116,L-501-12_12_2838,NA
NLA12_CA-156,1,33,L-500-12_12_2837,NA
NLA12_SD-103,1,11.89,120913.1,NA
NLA12_SD-150,1,37.3,120913.1,NA
NLA12_SD-141,1,8.72,120918.1,NA
NLA12_GA-101,2,258,120913.1,NA
NLA12_MT-135,1,153,120918.1,NA
NLA12_NE-129,2,122.67,120913.1,NA
NLA12_CO-R10,1,6.67,120913.1,NA
NLA12_MN-123,2,5.18,120913.1,NA
NLA12_MN-171,1,18.96,120913.1,NA
NLA12_MD-101,2,1.65,120913.1,NA
NLA12_MO-122,1,148.4,120918.1,NA
NLA12_MO-126,1,71.6,120918.1,NA
NLA12_WA-146,1,1.51,120918.1,NA
NLA12_IN-142,1,128.4,120918.1,NA
NLA12_MN-144,1,6.99,120918.1,NA
NLA12_CO-107,1,1.45,120913.1,NA
NLA12_CT-101,2,4.31,120913.1,NA
NLA12_WV-101,2,4.87,120913.1,NA
NLA12_TX-199,1,209.6,120918.1,NA
NLA12_NE-157,1,14.8,120918.1,NA
NLA12_MT-103,1,14.4,120920.1,NA
NLA12_IL-114,1,2.41,120918.1,NA
NLA12_IN-117,1,4.84,120918.1,NA
NLA12_MN-101,2,19.07,120918.1,NA
NLA12_SD-198,1,0.85,120918.1,NA
NLA12_ME-115,1,1.5,120914.1,NA
NLA12_GA-114,1,19.2,120918.1,NA
NLA12_IN-191,1,65.47,120918.1,NA
NLA12_WA-114,1,29.2,120918.1,NA
NLA12_AZ-143,1,7.27,120918.1,NA
NLA12_UT-374,1,1.09,120918.1,NA
NLA12_PA-103,1,25.63,NOT PROVIDED,NA
NLA12_CO-105,1,102.67,120918.1,NA
NLA12_NE-158,1,5.15,120918.1,NA
NLA12_IL-103,1,20.16,120918.1,NA
NLA12_MT-119,1,145.2,120918.1,NA
NLA12_UT-122,1,3.82,120918.1,NA
NLA12_TX-118,1,25.52,120918.1,NA
NLA12_CA-181,1,4,L-513-12_12_2839,L
NLA12_CO-R07,1,1.35,120918.1,NA
NLA12_IN-126,1,24.64,120918.1,NA
NLA12_TX-202,1,25.76,120918.1,NA
NLA12_OK-133,1,58.5,CHLL-20121003,NA
NLA12_UT-324,1,1.87,120920.1,NA
NLA12_ME-135,1,2.52,120926.1,NA
NLA12_MT-161,1,5.53,120920.1,NA
NLA12_OH-101,2,61.33,120920.1,NA
NLA12_UT-325,1,9.7,120920.1,NA
NLA12_WA-115,1,1.44,120920.1,NA
NLA12_OK-286,1,104,CHLL-20121003,NA
NLA12_WV-112,2,66,120920.1,NA
NLA12_UT-229,1,3.12,120920.1,NA
NLA12_MN-181,1,4.26,120920.1,NA
NLA12_MN-180,1,17.16,120920.1,NA
NLA12_CA-212,1,1.8,L-540-12_12_2921,ND;X2
NLA12_OH-R03,1,6.4,120920.1,NA
NLA12_MN-162,1,8.56,120920.1,NA
NLA12_MN-170,1,3.89,120927.1,NA
NLA12_ME-108,1,7.58,120926.1,NA
NLA12_IN-162,1,17.44,120920.1,NA
NLA12_IN-112,1,139.82,120920.1,NA
NLA12_IN-131,1,6.32,120920.1,NA
NLA12_CT-115,2,3.94,120920.1,NA
NLA12_TX-137,1,2.11,120920.1,NA
NLA12_CO-127,1,477,120920.1,NA
NLA12_MO-120,1,38.6,120920.1,NA
NLA12_PA-119,1,0,NOT PROVIDED,ND
NLA12_OH-112,1,5.18,120920.1,NA
NLA12_CA-138,1,3.7,L-541-12_12_3922,ND;X2
NLA12_WI-133,1,9.59,NOT PROVIDED,NA
NLA12_WI-132,1,71.4,NOT PROVIDED,NA
NLA12_WI-181,1,24.3,NOT PROVIDED,NA
NLA12_WI-135,1,1.67,NOT PROVIDED,NA
NLA12_WI-111,1,2.62,NOT PROVIDED,NA
NLA12_MT-177,1,3.56,120920.1,NA
NLA12_MA-101,1,14.6,120920.1,NA
NLA12_MA-105,1,14.3,120920.1,NA
NLA12_IN-183,1,71.4,120920.1,NA
NLA12_WA-124,1,3.98,120920.1,NA
NLA12_MA-111,1,6.51,120925.1,NA
NLA12_WA-120,1,1.64,120920.1,NA
NLA12_UT-110,2,4.48,120920.1,NA
NLA12_UT-290,1,2.28,120920.1,NA
NLA12_MA-108,1,50,120920.1,NA
NLA12_WY-125,1,5.69,120920.1,NA
NLA12_OK-102,1,277,CHLL-20121003,NA
NLA12_OK-285,1,18.4,CHLL-20121003,NA
NLA12_CA-107,1,4.7,L-559-12_12_2958,ND;X2
NLA12_DE-121,1,39.36,120925.1,NA
NLA12_WV-105,1,3.74,120925.1,NA
NLA12_MT-102,2,1.81,120925.1,NA
NLA12_ME-101,2,2.14,120926.1,NA
NLA12_MT-105,1,0.97,120925.1,NA
NLA12_CO-111,1,1.66,120925.1,NA
NLA12_OR-126,1,1.99,120925.1,NA
NLA12_OR-173,1,1.03,120925.1,NA
NLA12_TX-159,1,17.68,120925.1,NA
NLA12_OK-311,1,12.7,CHLL-20121003,NA
NLA12_OK-101,2,14.5,CHLL-20121003,NA
NLA12_CA-104,1,1.9,L-560-12_12_3259,ND;X2
NLA12_MT-111,1,1.07,120925.1,NA
NLA12_OH-122,1,63.8,120928.1,NA
NLA12_ME-137,1,1.71,120928.1,NA
NLA12_IN-196,1,3.28,120925.1,NA
NLA12_MA-102,1,1.03,120925.1,NA
NLA12_WA-116,1,4.06,120925.1,NA
NLA12_WA-104,1,3.64,120925.1,NA
NLA12_MA-104,1,29.12,120925.1,NA
NLA12_IL-111,1,44.96,120925.1,NA
NLA12_CT-105,1,30.08,120925.1,NA
NLA12_TN-106,1,10.45,120925.1,NA
NLA12_OK-299,2,5.41,CHLL-20121003,NA
NLA12_UT-264,1,273.6,120925.1,NA
NLA12_CO-103,1,6.84,120925.1,NA
NLA12_PA-101,2,2.22,NOT PROVIDED,NA
NLA12_UT-343,1,3.41,120925.1,NA
NLA12_UT-359,1,198.4,120925.1,NA
NLA12_OR-103,2,1.7,120925.1,NA
NLA12_TX-R08,1,32.47,120928.1,NA
NLA12_IN-193,1,5.31,120925.1,NA
NLA12_OR-121,2,0.31,120925.1,NA
NLA12_MT-164,2,1.28,120925.1,NA
NLA12_NJ-105,1,8.77,121004.1,NA
NLA12_NY-0101,2,7.48,120925.1,NA
NLA12_TX-101,2,74.56,120925.1,NA
NLA12_IN-199,1,16.8,120925.1,NA
NLA12_WA-159,1,7.98,120925.1,NA
NLA12_TN-122,1,18.24,120928.1,NA
NLA12_MO-106,1,61.7,120928.1,NA
NLA12_MA-106,1,2.59,120928.1,NA
NLA12_IL-105,1,10.68,120928.1,NA
NLA12_MA-109,1,1.53,120928.1,NA
NLA12_NJ-106,1,21.28,120928.1,NA
NLA12_DE-107,1,4.06,120928.1,NA
NLA12_WY-101,2,1.11,120928.1,NA
NLA12_WY-137,1,0.68,120928.1,NA
NLA12_CO-104,1,183.2,120928.1,NA
NLA12_NY-0112,1,2.88,120928.1,NA
NLA12_ME-113,1,13.94,120928.1,NA
NLA12_MA-110,1,4.49,120928.1,NA
NLA12_TN-119,1,26.56,120928.1,NA
NLA12_TN-114,2,25.12,120928.1,NA
NLA12_TN-108,2,48,120928.1,NA
NLA12_MA-103,1,3.48,120928.1,NA
NLA12_TN-103,1,22.88,121003.1,NA
NLA12_DE-105,2,5.52,120928.1,NA
NLA12_IL-109,2,40.8,120928.1,NA
NLA12_SD-146,1,2.55,121004.1,NA
NLA12_TN-101,2,40.64,121003.1,NA
NLA12_WA-151,1,0.41,121003.1,NA
NLA12_WY-147,1,11.57,120928.1,NA
NLA12_WY-124,2,2.25,120928.1,NA
NLA12_OR-163,1,2.39,120928.1,NA
NLA12_OR-158,1,118.94,120928.1,NA
NLA12_OH-105,1,104.4,121003.1,NA
NLA12_NJ-131,2,3.01,121003.1,NA
NLA12_MT-162,1,1.2,121003.1,NA
NLA12_OH-113,1,40.8,121003.1,NA
NLA12_IN-135,1,10.67,121003.1,NA
NLA12_TX-232,1,9.92,121003.1,NA
NLA12_NY-0103,1,0.98,121003.1,NA
NLA12_AZ-102,1,55.52,121003.1,NA
NLA12_IN-155,1,2.37,121003.1,NA
NLA12_IN-201,1,19.12,121003.1,NA
NLA12_MA-105,2,8.96,121003.1,NA
NLA12_DE-101,2,61.33,121003.1,NA
NLA12_TX-161,1,43.8,121003.1,NA
NLA12_WA-133,2,6.11,121003.1,NA
NLA12_NJ-101,2,13.55,121003.1,NA
NLA12_MO-101,2,53.5,121003.1,NA
NLA12_ND-R17,1,22.4,121003.1,NA
NLA12_ND-R18,1,14.73,121003.1,NA
NLA12_TN-104,1,5.16,121003.1,NA
NLA12_TN-R01,1,1.32,121003.1,NA
NLA12_TX-235,1,87.36,121003.1,NA
NLA12_MA-101,2,31.47,121003.1,NA
NLA12_NJ-R01,1,7.22,121003.1,NA
NLA12_NJ-103,1,38.48,121003.1,NA
NLA12_IN-202,1,13.28,121003.1,NA
NLA12_CA-101,2,39,L-588-12_12_3226,NA
NLA12_NJ-108,1,3.57,121010.1,NA
NLA12_TX-129,1,5.97,121010.1,NA
NLA12_IL-123,1,216,121012.1,NA
NLA12_UT-397,1,1.2,121010.1,NA
NLA12_UT-412,1,7.67,121010.1,NA
NLA12_TX-R09,1,5.58,121010.1,NA
NLA12_UT-424,1,6.93,121010.1,NA
NLA12_UT-392,1,3.74,121010.1,NA
NLA12_IL-103,2,86.4,121010.1,NA
NLA12_CA-223,1,1.8,L-598-12_12_3227,ND;X2
NLA12_WA-154,1,12.42,121010.1,NA
NLA12_WA-110,1,1.25,121010.1,NA
NLA12_UT-409,1,31.2,121010.1,NA
NLA12_TX-234,1,9.02,121010.1,NA
NLA12_TX-196,1,25.28,121010.1,NA
NLA12_UT-400,1,4.46,121010.1,NA
NLA12_MO-102,1,37.92,121012.1,NA
NLA12_MS-116,1,4.27,120619.1,NA
NLA12_MS-R03,1,52.8,120619.1,NA
NLA12_MS-119,1,24.8,120619.1,NA
NLA12_VT-101,1,1.88,120629.1,NA
NLA12_TX-141,1,7.59,120629.1,NA
NLA12_TX-169,1,8.36,120629.1,NA
NLA12_OR-133,1,3.42,120629.1,NA
NLA12_OR-131,1,3.51,120629.1,NA
NLA12_TX-158,1,18.88,120710.1,NA
NLA12_ID-107,1,3.02,120710.1,NA
NLA12_VT-102,1,4.14,120710.1,NA
NLA12_OR-101,1,6.29,120710.1,NA
NLA12_TX-135,1,28.32,120710.1,NA
NLA12_WI-101,1,63,NOT PROVIDED,NA
NLA12_ID-151,1,91.84,120712.1,NA
NLA12_TX-110,1,14.06,120712.1,NA
NLA12_WI-102,1,0.92,NOT PROVIDED,NA
NLA12_ID-109,1,13.76,120712.1,NA
NLA12_ID-111,1,12.4,120712.1,NA
NLA12_VT-106,1,4.91,120718.1,NA
NLA12_WI-152,1,28.9,NOT PROVIDED,NA
NLA12_WI-113,1,4.21,NOT PROVIDED,NA
NLA12_MI-151,1,3.05,120724.1,NA
NLA12_WI-117,1,6.03,NOT PROVIDED,NA
NLA12_MI-139,1,8.47,120719.1,NA
NLA12_MI-124,1,3.01,120725.2,NA
NLA12_TX-117,2,126.4,120719.1,NA
NLA12_OR-106,1,1.48,120724.1,NA
NLA12_WI-136,1,6.27,NOT PROVIDED,NA
NLA12_MI-109,1,9.77,120724.1,NA
NLA12_TX-109,1,13.7,120719.1,NA
NLA12_VT-109,1,8.88,120725.2,NA
NLA12_MI-136,1,6.92,120727.1,NA
NLA12_MI-105,1,3.39,120724.1,NA
NLA12_CA-R09,1,0.34,120727.1,NA
NLA12_MI-167,1,4.08,120719.1,NA
NLA12_WI-168,1,5.73,NOT PROVIDED,NA
NLA12_TX-124,1,10.48,120719.1,NA
NLA12_TX-148,1,7.31,120731.1,NA
NLA12_WI-172,1,294,NOT PROVIDED,NA
