SITE_ID,VISIT_NO,SAM_CODE,ALUMINUM_RESULT_mgL,AMMONIA_N_RESULT_mgL,ANC_RESULT_ueqL,CALCIUM_RESULT_mgL,CHLORIDE_RESULT_mgL,COLOR_RESULT_PtCo,COND_RESULT_uscm,DOC_RESULT_mgL,MAGNESIUM_RESULT_mgL,NITRATE_N_RESULT_mgL,NITRATE_NITRITE_N_RESULT_mgL,NITRITE_N_RESULT_mgL,NTL_RESULT_mgL,PH_RESULT,POTASSIUM_RESULT_mgL,PTL_RESULT_ugL,SILICA_RESULT_mgL,SODIUM_RESULT_mgL,SULFATE_RESULT_mgL,TOC_RESULT_mgL,TSS_RESULT_mgL,TURB_RESULT_NTU,ALUMINUM_BATCH_ID,AMMONIA_N_BATCH_ID,ANC_BATCH_ID,CALCIUM_BATCH_ID,CHLORIDE_BATCH_ID,COLOR_BATCH_ID,COND_BATCH_ID,DOC_BATCH_ID,MAGNESIUM_BATCH_ID,NITRATE_N_BATCH_ID,NITRATE_NITRITE_N_BATCH_ID,NITRITE_N_BATCH_ID,NTL_BATCH_ID,PH_BATCH_ID,POTASSIUM_BATCH_ID,PTL_BATCH_ID,SILICA_BATCH_ID,SODIUM_BATCH_ID,SULFATE_BATCH_ID,TOC_BATCH_ID,TSS_BATCH_ID,TURB_BATCH_ID,ANC_FLAG,CALCIUM_FLAG,CHLORIDE_FLAG,COLOR_FLAG,COND_FLAG,DOC_FLAG,MAGNESIUM_FLAG,NITRATE_N_FLAG,NITRATE_NITRITE_N_FLAG,NTL_FLAG,PH_FLAG,POTASSIUM_FLAG,PTL_FLAG,SILICA_FLAG,SODIUM_FLAG,SULFATE_FLAG,TSS_FLAG,TURB_FLAG,CHEM_SAMPLE_ID
NLA12_MI-152,1,REGULAR,0.019,0.016,944.1,17.53,20.294,110,191.3,24.53,6.912,0,0,0,1.236,7.25,1.914,30,2.222,9.883,7.744,NA,NA,1.65,121105.1,120725.1,120719.1,121105.1,120719.1,120719,120719.1,100810.1,121105.1,120719.1,120719.1,120719.1,120725.1,120719.1,121105.1,120725.1,120719.1,121105.1,120719.1,NA,NA,120719.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651140
NLA12_MI-128,1,REGULAR,0.01,0.012,2414,28.84,14.09,10,273,4.18,12.32,0,0,0,0.395,8.62,0.534,10,2.693,8.56,8.045,NA,NA,0.96,121105.1,120725.1,120720.1,121105.1,120723.1,120720,120720.1,120808.1,121105.1,120723.1,120723.1,120723.1,120725.1,120720.1,121105.1,120725.1,120723.1,121105.1,120723.1,NA,NA,120720.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639860
NLA12_MI-168,1,REGULAR,0,0.024,3312,47.13,26.024,12,461,5.13,24.36,3.49,3.493,0,3.663,8.42,2.217,23,6.22,9.65,30.601,NA,NA,4.77,121105.1,120725.1,120720.1,121105.1,120723.1,120720,120720.1,120808.1,121105.1,120723.1,120723.1,120723.1,120801.1,120720.1,121105.1,120725.1,120723.1,121105.1,120723.1,NA,NA,120720.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651260
NLA12_MI-112,1,REGULAR,0,0.01,3070,54.58,21.185,12,445,5.63,20.03,0,0,0,0.79,8.5,1.947,38,7.977,7.915,51.004,NA,NA,2.88,121105.1,120725.2,120721.1,121105.1,120723.1,120721,120721.1,120810.1,121105.1,120723.1,120723.1,120723.1,120727.1,120721.1,121105.1,120727.1,120724.1,121105.1,120723.1,NA,NA,120721.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639980
NLA12_MI-115,1,REGULAR,0.082,0.03,1682,26.92,69.719,11,484,6.42,19.13,0.005,0.005,0,0.588,8.99,1.172,15,1.408,37.76,49.03,NA,NA,1.83,121106.1,120725.2,120721.1,121106.1,120723.1,120721,120721.1,120810.1,121106.1,120723.1,120723.1,120723.1,120727.1,120721.1,121106.1,120727.1,120724.1,121106.1,120723.1,NA,NA,120721.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651200
NLA12_WI-131,1,REGULAR,NA,0.015,734,10,1.5,15,80,5.2,3.3,NA,0.019,NA,0.019,8.42,0.7,24,6.87,1.8,4.7,5.9,NA,4.3,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647900
NLA12_WI-154,1,REGULAR,NA,0.015,120,2.4,0.18,150,20,18,0.7,NA,0.019,NA,0.89,6.05,0.8,35,1.08,0.5,2.2,21,NA,3.6,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647870
NLA12_NE-109,1,REGULAR,0.002,0.034,3381,50.93,18.691,10,715,4.82,19.25,0.168,0.168,0,0.723,8.42,8.472,59,18.265,71.85,185.471,NA,NA,6.78,121105.1,120725.2,120721.1,121105.1,120723.1,120721,120721.1,120810.1,121105.1,120723.1,120723.1,120723.1,120727.1,120721.1,121105.1,120727.1,120724.1,121105.1,120726.1,NA,NA,120721.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642590
NLA12_NE-103,1,REGULAR,0,0.013,4724,51.4,10.224,12,521,4.65,20.24,0,0,0,1.058,8.62,19.3,310,42.201,22.5,37.91,NA,NA,48.02,121105.1,120725.2,120721.1,121105.1,120723.1,120721,120721.1,120810.1,121105.1,120723.1,120723.1,120723.1,120727.1,120721.1,121105.1,120727.1,120724.1,121105.1,120723.1,NA,NA,120721.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642080
NLA12_NE-114,1,REGULAR,0,0.043,2037,27.86,1.253,12,213,1.78,3.715,0.036,0.036,0,0.33,8.41,6.563,241,56.626,7.325,8.793,NA,NA,37.17,121106.1,120725.2,120724.1,121106.1,120726.1,120724,120724.1,120814.1,121106.1,120726.1,120726.1,120726.1,120727.1,120724.1,121106.1,120727.1,120724.1,121106.1,120726.1,NA,NA,120724.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642620
NLA12_WA-106,1,REGULAR,0.021,0.027,509.9,4.988,1.318,25,53.7,6.5,1.47,0.019,0.022,0.002,0.968,8.78,0.338,53,18.111,3.918,0.518,NA,NA,5.36,121106.1,120730.1,120725.1,121106.1,120726.1,120725,120725.1,120814.1,121106.1,120726.1,120726.1,120726.1,120727.1,120725.1,121106.1,120727.1,120726.1,121106.1,120726.1,NA,NA,120725.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653600
NLA12_NE-104,1,REGULAR,0.005,0.026,1738,21.76,0.837,15,172.3,4.95,3.957,0.01,0.012,0.002,2.304,9.1,5.816,237,52.895,6.015,3.049,NA,NA,15.21,121106.1,120730.1,120725.1,121106.1,120726.1,120725,120725.1,120814.1,121106.1,120726.1,120726.1,120726.1,120727.1,120725.1,121106.1,120727.1,120726.1,121106.1,120726.1,NA,NA,120725.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654920
NLA12_MI-117,1,REGULAR,0,0.033,2793,40.92,137.654,7,755,4.72,21.44,0.002,0.002,0,0.489,8.47,3.313,18,7.668,71.66,23.417,NA,NA,0.76,121106.1,120730.1,120725.1,121106.1,120726.1,120725,120725.1,120814.1,121106.1,120726.1,120726.1,120726.1,120727.1,120725.1,121106.1,120727.1,120726.1,121106.1,120726.1,NA,NA,120725.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653090
NLA12_MI-102,1,REGULAR,0,0.025,2653,44.58,24.09,12,365,2.57,13.86,0.093,0.093,0,0.588,8.65,1.242,46,7.083,9.862,21.146,NA,NA,2.1,121107.1,120801.1,120726.1,121107.1,120726.1,120726,120726.1,120815.1,121107.1,120726.1,120726.1,120726.1,120801.1,120726.1,121107.1,120801.1,120726.1,121107.1,120726.1,NA,NA,120726.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653150
NLA12_NE-133,1,REGULAR,0.016,0.044,2400,10.09,4.919,30,276,24.11,3.525,0,0,0,1.999,10.26,12.74,96,41.967,38.15,1.035,NA,NA,1.1,121106.1,120730.1,120726.1,121106.1,120726.1,120726,120726.1,120815.1,121106.1,120726.1,120726.1,120726.1,120801.1,120726.1,121106.1,120801.1,120726.1,121106.1,120726.1,NA,NA,120726.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654950
NLA12_MI-110,1,REGULAR,0,0.025,3488,55.1,79.76,24,609,8.68,18.42,0.002,0.002,0,0.551,8.52,1.891,10,3.673,42.28,17.645,NA,NA,0.34,121107.1,120801.1,120726.1,121107.1,120726.1,120726,120726.1,120815.1,121107.1,120726.1,120726.1,120726.1,120801.1,120726.1,121107.1,120801.1,120726.1,121107.1,120726.1,NA,NA,120726.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653060
NLA12_MI-129,1,REGULAR,0,0.0089,2208,29.72,23.474,12,300,5.23,12.63,0.002,0.002,0,0.488,8.46,0.734,21,7.45,12.02,9.031,NA,NA,0.95,121107.1,120801.1,120727.1,121107.1,120731.1,120727,120727.1,120815.1,121107.1,120731.1,120731.1,120731.1,120801.1,120727.1,121107.1,120801.1,120731.1,121107.1,120731.1,NA,NA,120727.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652970
NLA12_VT-114,1,REGULAR,0.023,0.0089,176.8,2.995,0.189,15,23.9,3.01,0.512,0.009,0.01,0.001,0.136,7.29,0.271,10,3.652,0.812,2.436,NA,NA,0.29,121108.1,120801.1,120728.1,121108.1,120731.1,120728,120728.1,120821.1,121108.1,120731.1,120731.1,120731.1,120801.1,120728.1,121108.1,120801.1,120731.1,121108.1,120731.1,NA,NA,120728.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651020
NLA12_MI-123,1,REGULAR,0,0.007,2913,37.79,24.169,22,369,7.68,17.06,0.002,0.002,0,0.501,8.48,1.506,22,6.881,13.41,12.844,NA,NA,0.59,121107.1,120801.1,120727.1,121107.1,120731.1,120727,120727.1,120815.1,121107.1,120731.1,120731.1,120731.1,120801.1,120727.1,121107.1,120801.1,120731.1,121107.1,120731.1,NA,NA,120727.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653030
NLA12_MI-161,1,REGULAR,0,0.016,1105,16.69,9.376,22,140.2,9.12,3.955,0.004,0.005,0.001,0.61,7.99,0.481,30,4.339,5.2,2.6,NA,NA,3.47,121107.1,120801.1,120728.1,121107.1,120731.1,120728,120728.1,120821.1,121107.1,120731.1,120731.1,120731.1,120801.1,120728.1,121107.1,120801.1,120731.1,121107.1,120731.1,NA,NA,120728.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653000
NLA12_WI-166,1,REGULAR,NA,0.181,4460,44.5,26,12.5,498,3,28.8,NA,0.289,NA,1.35,7.81,3.3,70,19.9,15,10.6,3.2,NA,3.6,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656900
NLA12_MI-165,1,REGULAR,0.002,0.013,527.8,8.257,9.66,18,88.7,6.87,1.918,0.004,0.005,0.001,0.565,7.65,0.565,17,1.297,5.776,0.858,NA,NA,1.51,121107.1,120801.1,120728.1,121107.1,120731.1,120728,120728.1,120821.1,121107.1,120731.1,120731.1,120731.1,120801.1,120728.1,121107.1,120801.1,120731.1,121107.1,120731.1,NA,NA,120728.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652760
NLA12_MI-162,1,REGULAR,0.003,0.0054,165,2.06,0.203,15,20,3.12,0.629,0.002,0.002,0,0.246,7.33,0.311,5,0.163,0.436,2.457,NA,NA,0.4,121108.1,120806.1,120801.1,121108.1,120803.1,120801,120801.1,120823.1,121108.1,120803.1,120803.1,120803.1,120808.1,120801.1,121108.1,120808.1,120802.1,121108.1,120803.1,NA,NA,120801.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653180
NLA12_MI-132,1,REGULAR,0.014,0.015,657.9,7.586,1.979,20,82.1,12.7,4.766,0.002,0.002,0,1.246,7.8,2.34,15,0.29,0.669,2.87,NA,NA,1.09,121114.1,120806.1,120802.2,121114.1,120803.1,120802,120802.2,120824.1,121114.1,120803.1,120803.1,120803.1,120808.1,120802.2,121114.1,120808.1,120802.1,121114.1,120803.1,NA,NA,120802.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653300
NLA12_MI-118,1,REGULAR,0.009,0.0063,66.7,1.685,0.755,15,21.5,3.85,0.557,0.002,0.002,0,0.389,6.69,0.686,8,0.27,0.756,4.304,NA,NA,0.36,121114.1,120808.1,120802.2,121114.1,120803.1,120802,120802.2,120823.1,121114.1,120803.1,120803.1,120803.1,120808.1,120802.2,121114.1,120808.1,120802.1,121114.1,120803.1,NA,NA,120802.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653120
NLA12_WA-107,1,REGULAR,0.014,0.009,819.8,9.222,3.167,25,97.5,3.08,3.394,0.258,0.268,0.01,1.074,8.43,1.721,74,22.676,4.57,2.071,NA,NA,7.13,121108.1,120806.1,120801.1,121108.1,120803.1,120801,120801.1,120823.1,121108.1,120803.1,120803.1,120803.1,120808.1,120801.1,121108.1,120808.1,120802.1,121108.1,120803.1,NA,NA,120801.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631130
NLA12_WI-112,1,REGULAR,NA,0.017,1186,13.3,22.4,7.5,189,9.3,7.7,NA,0.019,NA,0.91,8.45,0.9,14,1.62,13.1,4.5,9.5,NA,3.3,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636410
NLA12_WI-108,1,REGULAR,NA,0.015,1918,24.5,12.4,10,220,5.4,10.5,NA,0.019,NA,0.97,8.94,1.2,56,16.1,1.2,4.5,6.6,NA,16.8,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657200
NLA12_VT-101,2,REGULAR,0.01,0.0079,323,5.103,5.042,28,56.2,5.27,0.76,0.003,0.003,0,0.276,7.79,0.938,14,3.918,4.024,2.833,NA,NA,0.49,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120823.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,NA,NA,120803.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650960
NLA12_MI-169,1,REGULAR,0.058,0.012,235.2,4.066,0.184,125,30.4,15.95,1.199,0.003,0.003,0,0.773,6.76,0.25,41,3.037,0.557,1.43,NA,NA,2.07,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120824.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,NA,NA,120803.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653270
NLA12_MI-148,1,REGULAR,0,0.0093,2767,25.51,3.431,12,276,6.6,16.47,0.002,0.002,0,0.379,8.81,5.232,8,1.82,5.311,11.823,NA,NA,0.34,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120824.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,NA,NA,120803.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651320
NLA12_WA-129,1,REGULAR,0,0.0039,379.4,3.184,0.47,12,38.3,0.29,0.996,0.006,0.006,0,0.035,7.45,1.438,85,35.419,2.333,0.505,NA,NA,0.06,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120824.1,130204.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,NA,NA,120803.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653660
NLA12_WI-155,1,REGULAR,NA,0.015,1770,25.3,20.9,7.5,238,4.6,10.2,NA,0.019,NA,0.29,8.2,0.8,20,21.8,7.7,4.5,5.4,NA,7.9,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657020
NLA12_WI-103,1,REGULAR,NA,0.015,2080,26.1,7,5,219,3.1,9.8,NA,0.019,NA,0.8,8.67,0.9,77,17,4,4.5,3.4,NA,1.7,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656990
NLA12_MI-137,1,REGULAR,0.011,0.0094,303.9,2.819,0.259,20,32.7,8.48,2.098,0,0,0,0.708,7.68,0.532,19,0.804,0.239,1.047,NA,NA,1.45,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120824.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,NA,NA,120803.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653240
NLA12_WI-151,1,REGULAR,NA,0.015,158,1.7,0.14,25,18,7.3,0.7,NA,0.019,NA,0.54,6.72,0.6,21,0.043,0.4,0.38,8.2,NA,2.6,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657080
NLA12_WI-127,1,REGULAR,NA,0.054,1118,18.7,17.8,5,251,12,10,NA,0.019,NA,3.87,10.47,3.4,232,5.83,4.4,8.6,13,NA,78.2,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667170
NLA12_MI-164,1,REGULAR,0.017,0.011,131.8,3.521,0.666,37,39.1,11.86,1.308,0.002,0.002,0,1.168,6.68,0.453,47,3.272,1.133,8.187,NA,NA,4.47,121114.1,120808.1,120804.1,121114.1,120807.1,120804,120804.1,120824.1,121114.1,120807.1,120807.1,120807.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120807.1,NA,NA,120804.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653210
NLA12_WI-104,1,REGULAR,NA,0.048,880,11.7,2,7.5,96,4,3.4,NA,0.019,NA,0.27,7.94,0.8,13,12.1,2.2,1.5,4.2,NA,1.2,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636050
NLA12_ID-143,1,REGULAR,0.311,0.017,702.7,5.988,1.388,22,79.5,6.98,2.137,0.003,0.003,0,0.72,8.05,3.328,68,11.452,5.597,2.347,NA,NA,3.97,121114.1,120813.1,120808.1,121114.1,120808.1,120808,120808.1,120824.1,121114.1,120808.1,120808.1,120808.1,120816.1,120808.1,121114.1,120816.1,120809.1,121114.1,120808.1,NA,NA,120808.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651890
NLA12_MI-116,1,REGULAR,0.086,0.012,433.4,6.806,0.338,85,54.9,16.05,2.1,0.002,0.002,0,0.514,7.57,0.638,36,2.475,1.347,3.305,NA,NA,2.37,121115.1,120813.1,120809.1,121115.1,120810.1,120809,120809.1,120828.1,121115.1,120810.1,120810.1,120810.1,120816.1,120809.1,121115.1,120816.1,120809.1,121115.1,120810.1,NA,NA,120809.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640010
NLA12_ID-216,1,REGULAR,0.372,0.037,580.1,4.69,1.531,32,64.1,8.95,1.72,0.002,0.002,0,1.76,7.74,2.607,275,10.741,4.111,1.15,NA,NA,56.06,121115.1,120813.1,120809.1,121115.1,120810.1,120809,120809.1,120828.1,121115.1,120810.1,120810.1,120810.1,120816.1,120809.1,121115.1,120816.1,120809.1,121115.1,120810.1,NA,NA,120809.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651920
NLA12_WI-129,1,REGULAR,NA,0.015,4000,24,15.2,7.5,403,9,37.9,NA,0.019,NA,0.87,8.83,0.6,25,5.39,8.9,8.3,9.5,NA,3.4,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657140
NLA12_NH-115,1,REGULAR,0.008,0.0073,140.7,1.768,10.65,22,55.1,3.4,0.326,0.002,0.002,0,0.248,7.07,0.512,12,1.744,7.661,2.318,NA,NA,0.5,121115.1,120813.1,120809.1,121115.1,120810.1,120809,120809.1,120828.1,121115.1,120810.1,120810.1,120810.1,120816.1,120809.1,121115.1,120816.1,120809.1,121115.1,120810.1,NA,NA,120809.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648980
NLA12_MI-141,1,REGULAR,0.013,0.0066,183.2,2.974,0.173,28,24.5,5.23,0.732,0.002,0.002,0,0.359,7.32,0.271,19,1.423,0.485,2.287,NA,NA,0.43,121115.1,120813.1,120809.1,121115.1,120810.1,120809,120809.1,120828.1,121115.1,120810.1,120810.1,120810.1,120816.1,120809.1,121115.1,120816.1,120809.1,121115.1,120810.1,NA,NA,120809.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651230
NLA12_WA-131,1,REGULAR,0,0.075,4123,58.31,4.344,28,622,12.07,31.7,0.003,0.003,0,1.159,8.43,5.459,95,29.165,29.91,128.286,NA,NA,0.58,121115.1,120813.1,120810.1,121115.1,120810.1,120810,120810.1,120828.1,121115.1,120810.1,120810.1,120810.1,120816.1,120810.1,121115.1,120816.1,120814.1,121115.1,120810.1,NA,NA,120810.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653630
NLA12_WI-107,1,REGULAR,NA,0.015,3880,35.4,17.9,5,415,6.1,33.2,NA,0.066,NA,0.82,8.69,1.8,27,7.45,8.4,7.45,6.8,NA,4.5,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657230
