SITE_ID,VISIT_NO,DATE_COL_iso,dD,d18O,d_excess,E_I,RT,YEAR,SAMPLE_ID,SAMPLED_PHAB,L_LkAreakm2,DDHzSqrtA_sc,DDVrtDix_sc,L_DDHzSqrtA_sc,L_DDVrtDix_sc,URBAN,VertDD_use,HorizDD_use,L_VertDD_use,L_HorizDD_use,ELEV_use,DpthMx_use,LkArea_km2,LATdd_use,LONdd_use,L_DpthMx_use,L_ELEV_use,Lake_Origin_use,ECOWSA9_2015,RT_NLA12_2015,ECOP5_2015,ECOP6_2015,SID,RESAMPLED12,VertDD_CONDc315,HorizDD_CONDc315,Drawdown_CONDus15,RTS12_15
NLA12_UT-122,1,2012-08-29,-113.82,-14.76,4.29,NA,NA,2012,648290,YES,-0.950238314,0,0,-2,-2,No,0,0,-1,0,3169.23,17,0.112140293,40.83116,-110.019,1.230448921,3.501090771,NATURAL,WMT,R,WEST,WEST,NLA12_UT-122,NO,Small,Small,SMALL,1
NLA12_UT-125,1,2012-07-04,-117.05,-15.39,6.04,NA,NA,2012,641480,YES,-0.724843358,0,0,-2,-2,No,0,0,-1,0,2837.65,6.3,0.188432861,39.16964,-111.45062,0.79934055,3.453111848,MAN-MADE,WMT,S,WEST,WEST,NLA12_UT-125,NO,Small,Small,SMALL,2
NLA12_UT-126,1,2012-08-14,-119.4,-15.89,7.71,NA,NA,2012,647150,YES,-1.347734781,0,0,-2,-2,No,0,0,-1,0,2554.03,3.8,0.044901952,41.92312,-111.65698,0.579783597,3.407396004,NATURAL,WMT,S,WEST,WEST,NLA12_UT-126,NO,Small,Small,SMALL,2
NLA12_UT-128,1,2012-06-06,-81.83,-7.33,-23.17,NA,NA,2012,620120,YES,-0.4468003,6.55114e-4,0.161111111,-1.972441907,-0.766721789,Yes,0.241666667,0.391666667,-0.466397389,0.143535225,1299.81,1.5,0.35743716,40.6415,-112.30594,0.176091259,3.114213867,MAN-MADE,XER,T,WEST,WEST,NLA12_UT-128,NO,Small,Small,SMALL,3
NLA12_UT-137,1,2012-07-11,-70.19,-6.3,-19.76,NA,NA,2012,647000,YES,-0.743919735,0.049686948,0.125,-1.224120626,-0.869666232,No,0.3,21.1,-0.397940009,1.344392274,2569.05,2.4,0.1803351,37.82169,-112.7216,0.380211242,3.409941573,NATURAL,WMT,T,WEST,WEST,NLA12_UT-137,NO,Small,Large,LARGE,3
NLA12_UT-141,1,2012-06-28,-101.16,-12.66,0.16,NA,NA,2012,641630,YES,-0.030702858,0.021527667,0.244444444,-1.501308161,-0.594407027,No,0.66,20.78,-0.119186408,1.338057875,1589.51,2.7,0.931745152,38.86478,-111.95465,0.431363764,3.201536404,MAN-MADE,XER,T,WEST,WEST,NLA12_UT-141,NO,Small,Large,LARGE,3
NLA12_UT-147,1,2012-08-14,-91.16,-10.27,-9.03,NA,NA,2012,647090,YES,-1.617575735,0.063355302,0.305882353,-1.13456849,-0.500474636,No,0.52,9.84,-0.207608311,1.035029282,3032.18,1.7,0.024122608,40.68105,-111.09724,0.230448921,3.481898184,NATURAL,WMT,S,WEST,WEST,NLA12_UT-147,NO,Med,Large,LARGE,2
NLA12_UT-148,1,2012-07-02,-107.87,-12.32,-9.33,NA,NA,2012,641510,YES,-0.37952373700000003,0.001006179,0.2,-1.95836343,-0.677780705,Yes,0.22,0.65,-0.494850022,0.217483944,1345.23,1.1,0.417326788,41.80758,-111.89655,0.041392685,3.129119264,NATURAL,XER,T,WEST,WEST,NLA12_UT-148,NO,Small,Med,MEDIUM,3
NLA12_UT-159,1,2012-08-15,-105.36,-12.79,-3.01,NA,NA,2012,647180,YES,-1.570239432,0,0,-2,-2,No,0,0,-1,0,3180.6,3.3,0.026900513,40.70464,-110.96246,0.51851394,3.502645578,NATURAL,WMT,R,WEST,WEST,NLA12_UT-159,NO,Small,Small,SMALL,1
NLA12_UT-160,1,2012-06-21,-122.63,-15.37,0.33,NA,NA,2012,640790,YES,-0.985117817,0.093878437,0.15,-0.983474592,-0.795880017,No,0.96,30.2,0.025305865,1.494154594,1622.63,6.4,0.103486139,41.70265,-113.96002,0.806179974,3.210487067,MAN-MADE,XER,S,WEST,WEST,NLA12_UT-160,NO,Small,Large,LARGE,2
NLA12_UT-165,1,2012-06-27,-70.75,-7.14,-13.62,NA,NA,2012,640820,YES,0.136068646,0.032318967,0.223076923,-1.373464938,-0.632500724,No,0.29,37.8,-0.408935393,1.588831726,3070.67,1.3,1.367945031,38.04792,-111.60257,0.113943352,3.487374556,MAN-MADE,WMT,T,WEST,WEST,NLA06608-3177,YES,Small,Large,LARGE,3
NLA12_UT-167,1,2012-08-01,-106.28,-13.54,2.04,NA,NA,2012,647030,YES,-1.174784382,0.10557348,0.24,-0.937141809,-0.602059991,No,0.24,27.3,-0.468521083,1.451786436,1706.69,1,0.066867582,39.36466,-110.79962,0,3.232409035,NATURAL,XER,S,WEST,WEST,NLA12_UT-167,NO,Small,Large,LARGE,2
NLA12_UT-169,1,2012-07-10,-114.29,-15.3,8.08,NA,NA,2012,640850,YES,-0.605823257,0.09059165,0.402380952,-0.997438068,-0.384701403,No,1.69,45.1,0.252853031,1.663700925,1789.79,4.2,0.247843049,39.20451,-111.66965,0.62324929,3.253044661,MAN-MADE,WMT,T,WEST,WEST,NLA12_UT-169,NO,Med,Large,LARGE,3
NLA12_UT-173,1,2012-06-27,-84.97,-10.72,0.79,NA,NA,2012,641570,YES,0.004168679,0.010847812,0.151428571,-1.680939514,-0.792019597,No,2.12,10.9,0.346352975,1.075546961,1085.17,14,1.009644955,37.25828,-113.77508,1.146128036,3.035897803,MAN-MADE,XER,S,WEST,WEST,NLA12_UT-173,NO,Large,Med,LARGE,2
NLA12_UT-186,1,2012-06-28,-90.87,-11.08,-2.23,NA,NA,2012,620900,YES,-1.016631344,0.031589427,0.454054054,-1.381017064,-0.333431429,No,1.68,9.8,0.250420002,1.033423756,2680.67,3.7,0.09624289,38.2354,-112.46253,0.568201724,3.428405334,MAN-MADE,WMT,S,WEST,WEST,NLA12_UT-186,NO,Med,Med,MEDIUM,2
NLA12_UT-196,1,2012-08-02,-104.59,-13.38,2.47,NA,NA,2012,620210,YES,-0.502364338,0,0,-2,-2,No,0,0,-1,0,2568.97,4.1,0.314510871,39.71554,-111.29285,0.612783857,3.409928054,MAN-MADE,WMT,S,WEST,WEST,NLA12_UT-196,NO,Small,Small,SMALL,2
NLA12_UT-203,1,2012-07-23,-120.3,-15.79,6.05,NA,NA,2012,647060,YES,-1.047452198,0.026718747,0.39,-1.435112149,-0.397940009,Yes,4.29,8,0.64246452,0.954242509,2909.22,11,0.089649486,40.58958,-111.58919,1.041392685,3.463925821,MAN-MADE,WMT,S,WEST,WEST,NLA12_UT-203,NO,Large,Med,LARGE,2
NLA12_UT-210,1,2012-07-11,-111.74,-14.51,4.34,NA,NA,2012,631280,YES,-1.17154763,0.07705553,0.266666667,-1.060203637,-0.558043162,No,2.24,20,0.369215857,1.322219295,2203.2,8.4,0.067367801,38.7881,-111.77385,0.924279286,3.343250998,MAN-MADE,WMT,S,WEST,WEST,NLA12_UT-210,NO,Large,Large,LARGE,2
NLA12_UT-218,1,2012-08-10,-119.4,-15.49,4.55,NA,NA,2012,647120,YES,1.010180357,0.006313369,0.1965,-1.787456333,-0.685079944,Yes,3.93,20.2,0.605305046,1.326335861,1651.98,20,10.2371804,40.43818,-111.49759,1.301029996,3.218267599,MAN-MADE,WMT,T,WEST,WEST,NLA06608-4923,YES,Large,Large,LARGE,3
NLA12_UT-222,1,2012-07-12,-85.54,-8.45,-17.92,NA,NA,2012,648320,YES,-0.313980308,0.075792124,0.677272727,-1.066552581,-0.16287089,No,1.49,52.8,0.201397124,1.730782276,2083.19,2.2,0.485310505,38.62515,-112.43246,0.342422681,3.318937308,MAN-MADE,WMT,T,WEST,WEST,NLA12_UT-222,NO,Med,Large,LARGE,3
NLA12_UT-229,1,2012-09-05,-95.16,-10.56,-10.65,NA,NA,2012,662240,YES,-0.488692448,0,0,-2,-2,No,0,0,-1,0,2622.67,5,0.324569384,40.88891,-109.8502,0.698970004,3.418909209,MAN-MADE,WMT,S,WEST,WEST,NLA12_UT-229,NO,Small,Small,SMALL,2
NLA12_UT-260,1,2012-07-05,-116.06,-15.08,4.6,NA,NA,2012,631310,YES,-0.55507521,0.026222476,0.251162791,-1.441021868,-0.583088699,No,1.08,13.84,0.071882007,1.1714339010000001,2889.45,4.3,0.278563872,39.14189,-111.45147,0.633468456,3.460965461,MAN-MADE,WMT,S,WEST,WEST,NLA12_UT-260,NO,Med,Large,LARGE,2
NLA12_UT-264,1,2012-09-12,-90.8,-12.29,7.53,NA,NA,2012,662180,YES,-0.949669846,0.042077898,0.17875,-1.283346554,-0.72411304,No,1.43,14.1,0.184691431,1.178976947,3074.1,8,0.112287175,38.07123,-111.37309,0.903089987,3.487859243,MAN-MADE,WMT,T,WEST,WEST,NLA12_UT-264,NO,Med,Large,LARGE,3
NLA12_UT-290,1,2012-09-07,-110.17,-13.12,-5.22,NA,NA,2012,662060,YES,-0.916198054,0.039625806,0.183333333,-1.304292423,-0.713693261,No,0.33,13.8,-0.366531544,1.170261715,1652.82,1.8,0.121283563,40.87259,-109.1479,0.255272505,3.21848824,NATURAL,XER,S,WEST,WEST,NLA12_UT-290,NO,Small,Large,LARGE,2
NLA12_UT-294,1,2012-07-17,-116.67,-15.32,5.87,NA,NA,2012,641540,YES,-0.455014686,0.00379918,0.091538462,-1.860146723,-0.993369421,Yes,1.19,2.25,0.11058971,0.511883361,1677.52,13,0.350740014,40.75602,-111.7173,1.113943352,3.22492652,MAN-MADE,WMT,T,WEST,WEST,NLA12_UT-294,NO,Med,Small,MEDIUM,3
NLA12_UT-324,1,2012-09-04,-112.31,-14.23,1.54,NA,NA,2012,662090,YES,-0.404194724,0.109568521,0.229375,-0.922383142,-0.620921209,No,3.67,68.8,0.57634135,1.843855423,3043.48,16,0.394280479,40.67639,-110.9671,1.204119983,3.483513125,MAN-MADE,WMT,S,WEST,WEST,NLA12_UT-324,NO,Large,Large,LARGE,2
NLA12_UT-325,1,2012-09-05,-117.48,-14.91,1.84,NA,NA,2012,666290,YES,0.424972959,0.083439491,0.264242424,-1.029469536,-0.561865361,No,8.72,136.1,0.945468585,2.137037455,1738.93,33,2.660559395,40.90888,-111.59199,1.51851394,3.240531776,MAN-MADE,WMT,T,WEST,WEST,NLA12_UT-325,NO,Large,Large,LARGE,3
NLA12_UT-343,1,2012-09-11,-105.73,-13.04,-1.42,NA,NA,2012,666230,YES,-0.158676135,0.077187867,0.395918367,-1.059543946,-0.391561297,No,1.94,64.3,0.309630167,1.814913181,2803.81,4.9,0.693943105,40.92257,-110.11871,0.69019608,3.447903447,NATURAL,WMT,T,WEST,WEST,NLA12_UT-343,NO,Large,Large,LARGE,3
NLA12_UT-359,1,2012-09-12,-73.04,-6.77,-18.91,NA,NA,2012,666200,YES,-0.371706189,0.179642872,12,-0.722063476,1.079543007,No,14.4,117.1,1.161368002,2.072249898,1632.53,1.2,0.424906927,40.34936,-109.93835,0.079181246,3.213127115,MAN-MADE,XER,T,WEST,WEST,NLA12_UT-359,NO,Large,Large,LARGE,3
NLA12_UT-374,1,2012-08-30,-110.85,-14.27,3.29,NA,NA,2012,662120,YES,0.179938044,0.050480376,0.184375,-1.21838552,-0.711359594,No,2.95,62.1,0.484299839,1.800029359,1894.31,16,1.513345341,39.10027,-111.19296,1.204119983,3.277680254,MAN-MADE,XER,S,WEST,WEST,NLA12_UT-374,NO,Large,Large,LARGE,2
NLA12_UT-392,1,2012-09-26,-90.85,-10.57,-6.28,NA,NA,2012,662150,YES,1.507954341,0.004528517,0.22300885,-1.83777873,-0.632627584,No,2.52,25.7,0.418301291,1.426511261,1521.41,11.3,32.20730169,39.37454,-111.98356,1.053078444,3.182531628,MAN-MADE,XER,S,WEST,WEST,NLA06608-4537,YES,Large,Large,LARGE,2
NLA12_UT-397,1,2012-09-25,-84.19,-10.91,3.05,NA,NA,2012,662210,YES,-0.153774401,0.095016771,1.146666667,-0.978741338,0.06320822,No,1.72,79.6,0.260071388,1.906335042,2389.88,1.5,0.701819771,37.60643,-112.2532,0.176091259,3.378557779,MAN-MADE,WMT,T,WEST,WEST,NLA12_UT-397,NO,Med,Large,LARGE,3
NLA12_UT-400,1,2012-09-27,-96.94,-11.13,-7.9,NA,NA,2012,666170,YES,-0.940566391,0,0,-2,-2,No,0,0,-1,0,2048.02,11,0.114665722,40.057341,-110.627244,1.041392685,3.311546198,NATURAL,XER,T,WEST,WEST,NLA12_UT-400,NO,Small,Small,SMALL,3
NLA12_UT-409,1,2012-09-27,-77.99,-8.37,-11.04,NA,NA,2012,662030,YES,-0.927431277,0.002950366,0.327272727,-1.887717945,-0.472018776,Yes,0.36,1.014285714,-0.337242168,0.304121073,1291.04,1.1,0.118186732,40.71138,-111.9469,0.041392685,3.111275959,NATURAL,XER,T,WEST,WEST,NLA12_UT-409,NO,Med,Med,MEDIUM,3
NLA12_UT-412,1,2012-09-25,-114.66,-14.25,-0.64,NA,NA,2012,666110,YES,-0.742326797,0,0,-2,-2,No,0,0,-1,0,2528.06,5.7,0.180997761,40.86499,-109.81242,0.755874856,3.402959133,MAN-MADE,WMT,T,WEST,WEST,NLA12_UT-412,NO,Small,Small,SMALL,3
NLA12_UT-424,1,2012-09-26,-92.71,-11.4,-1.54,NA,NA,2012,666140,YES,-0.216916947,0.182411642,1.514285714,-0.715768655,0.183066379,No,2.12,142.1,0.346352975,2.155639634,3036.85,1.4,0.606852371,40.66976,-109.91911,0.146128036,3.482566326,MAN-MADE,WMT,T,WEST,WEST,NLA12_UT-424,NO,Large,Large,LARGE,3
NLA12_VA-101,1,2012-07-10,-19.78,-2.4,-0.62,NA,NA,2012,641150,YES,-0.540033148,0,0,-2,-2,No,0,0,-1,0,65.73,1.7,0.288381139,37.29605,-77.88547,0.230448921,1.824321125,MAN-MADE,SAP,S,APPS,SAP,NLA06608-0045,YES,Small,Small,SMALL,2
NLA12_VA-101,2,2012-08-02,-16.44,-1.94,-0.93,NA,NA,2012,653390,YES,-0.540033148,0,0,-2,-2,No,0,0,-1,0,65.73,2.3,0.288381139,37.29613,-77.88539,0.361727836,1.824321125,MAN-MADE,SAP,S,APPS,SAP,NLA06608-0045,YES,Small,Small,SMALL,2
NLA12_VA-102,1,2012-07-30,-16.68,-1.73,-2.87,NA,NA,2012,641360,YES,-0.464819831,0,0,-2,-2,No,0,0,-1,0,61.6,5.2,0.342910015,37.11895,-77.62902,0.716003344,1.796574333,MAN-MADE,SAP,S,APPS,SAP,NLA06608-0989,YES,Small,Small,SMALL,2
NLA12_VA-103,1,2012-07-18,-25.81,-3.39,1.29,NA,NA,2012,641420,YES,-0.995177222,0,0,-2,-2,Yes,0,0,-1,0,97.61,7.5,0.101116675,38.96505,-77.33373,0.875061263,1.993920959,MAN-MADE,SAP,T,APPS,SAP,NLA06608-0541,YES,Small,Small,SMALL,3
NLA12_VA-104,1,2012-07-25,-30.48,-4.49,5.41,NA,NA,2012,652940,YES,-0.527497224,0,0,-2,-2,No,0,0,-1,0,469.85,5.4,0.296826571,36.94422,-82.20393,0.73239376,2.672882575,MAN-MADE,SAP,T,APPS,SAP,NLA06608-0324,YES,Small,Small,SMALL,3
NLA12_VA-105,1,2012-07-11,-30.79,-5.1,9.98,NA,NA,2012,641270,YES,-0.811106026,0,0,-2,-2,Yes,0,0,-1,0,70.84,3.2,0.154487724,38.21805,-77.66714,0.505149978,1.856366324,MAN-MADE,SAP,S,APPS,SAP,NLA06608-0749,YES,Small,Small,SMALL,2
NLA12_VA-106,1,2012-08-01,-27.38,-4.55,9.04,NA,NA,2012,653360,YES,-0.734406944,0,0,-2,-2,Yes,0,0,-1,0,2.67,2.3,0.184328741,37.2968,-76.82047,0.361727836,0.564666064,MAN-MADE,CPL,S,CPL,CPL,NLA06608-0221,YES,Small,Small,SMALL,2
NLA12_VA-108,1,2012-06-12,-30.65,-5.02,9.55,NA,NA,2012,623480,YES,-0.4649829,0,0,-2,-2,No,0,0,-1,0,133.82,3.5,0.342781283,37.21421,-78.61779,0.544068044,2.129754323,MAN-MADE,SAP,S,APPS,SAP,NLA06608-0153,YES,Small,Small,SMALL,2
NLA12_VA-109,1,2012-06-05,-31.39,-4.66,5.88,NA,NA,2012,623540,YES,-1.596219464,0,0,-2,-2,Yes,0,0,-1,0,332,1.3,0.025338479,37.35261,-79.92708,0.113943352,2.522444234,MAN-MADE,SAP,S,APPS,SAP,NLA12_VA-109,NO,Small,Small,SMALL,2
NLA12_VA-109,2,2012-07-16,-24.92,-3.49,3.01,NA,NA,2012,641090,YES,-1.596219464,0,0,-2,-2,Yes,0,0,-1,0,332,1.8,0.025338479,37.35238,-79.92758,0.255272505,2.522444234,MAN-MADE,SAP,S,APPS,SAP,NLA12_VA-109,NO,Small,Small,SMALL,2
NLA12_VA-110,1,2012-07-18,-28.42,-4.05,3.99,NA,NA,2012,641390,YES,-0.401325735,0,0,-2,-2,Yes,0,0,-1,0,57.95,12,0.396893754,38.61338,-77.3465,1.079181246,1.770483809,MAN-MADE,SAP,T,APPS,SAP,NLA12_VA-110,NO,Small,Small,SMALL,3
NLA12_VA-111,1,2012-07-10,-9.95,-1.96,5.73,NA,NA,2012,641120,YES,-1.241055215,0,0,-2,-2,Yes,0,0,-1,0,39.32,3.8,0.057404348,37.20293,-77.353229,0.579783597,1.605520523,MAN-MADE,CPL,S,CPL,CPL,NLA12_VA-111,NO,Small,Small,SMALL,2
NLA12_VA-112,1,2012-08-08,-14.8,-2.58,5.88,NA,NA,2012,653480,YES,-1.395753114,0,0,-2,-2,Yes,0,0,-1,0,7.18,1.9,0.040201928,36.70407,-76.61361,0.278753601,0.912753304,MAN-MADE,CPL,S,CPL,CPL,NLA12_VA-112,NO,Small,Small,SMALL,2
NLA12_VA-114,1,2012-06-14,-27.59,-3.85,3.24,NA,NA,2012,623420,YES,-1.956861788,0,0,-2,-2,No,0,0,-1,0,115.74,3.9,0.0110443,37.975146,-78.428054,0.591064607,2.067219689,MAN-MADE,SAP,S,APPS,SAP,NLA12_VA-114,NO,Small,Small,SMALL,2
NLA12_VA-116,1,2012-06-06,-37.31,-6.29,13.01,NA,NA,2012,623300,YES,-1.707118437,0,0,-2,-2,Yes,0,0,-1,0,336.17,4.5,0.019628249,36.93984,-79.9296,0.653212514,2.527848926,MAN-MADE,SAP,S,APPS,SAP,NLA12_VA-116,NO,Small,Small,SMALL,2
NLA12_VA-118,1,2012-07-17,-13.55,-1.16,-4.27,NA,NA,2012,641060,YES,-1.690128709,0,0,-2,-2,Yes,0,0,-1,0,78.15,1.6,0.020411329,38.66371,-77.66837,0.204119983,1.898450919,MAN-MADE,SAP,T,APPS,SAP,NLA12_VA-118,NO,Small,Small,SMALL,3
NLA12_VA-119,1,2012-07-31,-8.84,-0.74,-2.92,NA,NA,2012,624650,YES,-0.35201313,0,0,-2,-2,Yes,0,0,-1,0,0.29,2.5,0.444617825,37.29807,-76.617503,0.397940009,0.11058971,MAN-MADE,CPL,S,CPL,CPL,NLA12_VA-119,NO,Small,Small,SMALL,2
NLA12_VA-121,1,2012-07-11,-26.75,-4.13,6.31,NA,NA,2012,623390,YES,-0.830911264,0,0,-2,-2,No,0,0,-1,0,20.17,4.5,0.147600808,37.74694,-76.93227,0.653212514,1.325720858,MAN-MADE,CPL,S,CPL,CPL,NLA12_VA-121,NO,Small,Small,SMALL,2
NLA12_VA-123,1,2012-08-08,1.22,0.59,-3.54,NA,NA,2012,659120,YES,-1.381435001,0,0,-2,-2,Yes,0,0,-1,0,0.75,1.4,0.041549423,36.91923,-76.15064,0.146128036,0.243038049,MAN-MADE,CPL,T,CPL,CPL,NLA12_VA-123,NO,Small,Small,SMALL,3
NLA12_VA-125,1,2012-06-13,-35.19,-6.06,13.28,NA,NA,2012,623450,YES,-0.296831482,0,0,-2,-2,No,0,0,-1,0,769.75,35,0.504857158,36.67841,-80.3974,1.544068044,2.886913533,MAN-MADE,SAP,R,APPS,SAP,NLA12_VA-125,NO,Small,Small,SMALL,1
NLA12_VA-126,1,2012-07-26,-33.41,-5.41,9.86,NA,NA,2012,653510,YES,-1.425843722,0,0,-2,-2,No,0,0,-1,0,478.99,4.1,0.037510796,38.55814,-78.97012,0.612783857,2.68123219,MAN-MADE,SAP,S,APPS,SAP,NLA12_VA-126,NO,Small,Small,SMALL,2
NLA12_VA-127,1,2012-08-15,-8.6,-0.51,-4.48,NA,NA,2012,653420,YES,-0.452634762,0,0,-2,-2,Yes,0,0,-1,0,45.37,2.2,0.352667337,37.15327,-77.51831,0.342422681,1.666237096,MAN-MADE,CPL,S,CPL,CPL,NLA06608-0301,YES,Small,Small,SMALL,2
NLA12_VA-130,1,2012-08-15,-21.08,-2.87,1.86,NA,NA,2012,653450,YES,-0.895794084,0,0,-2,-2,No,0,0,-1,0,113.14,4.1,0.127117668,37.99643,-78.17706,0.612783857,2.057437868,MAN-MADE,SAP,S,APPS,SAP,NLA12_VA-130,NO,Small,Small,SMALL,2
NLA12_VA-R01,1,2012-06-26,-34.87,-5.61,10.02,NA,NA,2012,623360,YES,-0.132512728,0,0,-2,-2,Yes,0,0,-1,0,658.63,10.9,0.737033574,37.04331,-80.8684,1.037426498,2.819300399,MAN-MADE,SAP,R,APPS,SAP,NLA06608-2761,YES,Small,Small,SMALL,1
NLA12_VA-R05,1,2012-08-01,-11.72,-1,-3.7,NA,NA,2012,653330,YES,0.557326234,0,0,-2,-2,Yes,0,0,-1,0,18.13,14,3.608496048,37.35854,-76.84151,1.146128036,1.28171497,MAN-MADE,CPL,R,CPL,CPL,NLA06608-R324,YES,Small,Small,SMALL,1
NLA12_VA-R06,1,2012-07-31,-22.06,-3.06,2.42,NA,NA,2012,624680,YES,-0.098409483,0,0,-2,-2,Yes,0,0,-1,0,8.76,8.8,0.797242637,37.313394,-76.708333,0.944482672,0.989449818,MAN-MADE,CPL,R,CPL,CPL,NLA06608-R333,YES,Small,Small,SMALL,1
NLA12_VA-R14,1,2012-07-24,-17.76,-1.83,-3.09,NA,NA,2012,641330,YES,-1.835483255,0,0,-2,-2,Yes,0,0,-1,0,281.62,11.5,0.014605511,36.74938,-79.87363,1.06069784,2.451202892,MAN-MADE,SAP,R,APPS,SAP,NLA12_VA-R14,NO,Small,Small,SMALL,1
NLA12_VA-R17,1,2012-06-27,-36.02,-5.65,9.15,NA,NA,2012,623330,YES,0.124750862,0,0,-2,-2,No,0,0,-1,0,1078.72,10,1.332756662,36.95577,-81.81035,1,3.033311146,MAN-MADE,SAP,R,APPS,SAP,NLA06608-2137,YES,Small,Small,SMALL,1
NLA12_VA-R18,1,2012-08-07,-9.83,-0.98,-2,NA,NA,2012,659720,YES,-1.402714184,0,0,-2,-2,Yes,0,0,-1,0,2.61,2.2,0.03956269,37.41277,-76.71008,0.342422681,0.557507202,MAN-MADE,CPL,S,CPL,CPL,NLA12_VA-R18,NO,Small,Small,SMALL,2
NLA12_VT-101,1,2012-06-18,-59.59,-8.51,8.48,NA,NA,2012,639470,YES,-0.08534122,0,NA,-2,NA,No,0,0,-1,0,312.89,NA,0.821596877,44.4472,-71.8139,NA,2.49677748,NATURAL,NAP,S,APPS,NAP,NLA06608-0982,YES,Small,Small,SMALL,2
NLA12_VT-101,2,2012-08-01,-56.08,-7.77,6.09,NA,NA,2012,650960,YES,-0.08534122,0,0,-2,-2,No,0,0,-1,0,312.89,16.5,0.821596877,44.44903,-71.81514,1.217483944,2.49677748,NATURAL,NAP,S,APPS,NAP,NLA06608-0982,YES,Small,Small,SMALL,2
NLA12_VT-102,1,2012-06-26,-67.25,-9.76,10.81,NA,NA,2012,639500,YES,-0.079082984,0,0,-2,-2,No,0,0,-1,0,396.91,12.1,0.833521902,44.71843,-72.23518,1.08278537,2.599784854,NATURAL,NAP,S,APPS,NAP,NLA06608-0113,YES,Small,Small,SMALL,2
NLA12_VT-103,1,2012-07-30,-67.87,-9.49,8.02,NA,NA,2012,650990,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAP,S,APPS,NAP,NLA12_VT-103,NO,Not Assessed,Not Assessed,NOT ASSESSED,2
NLA12_VT-104,1,2012-07-17,-63.58,-8.48,4.28,NA,NA,2012,650930,YES,-0.385881388,0,0,-2,-2,No,0,0,-1,0,384.73,18,0.411262027,43.89182,-73.05322,1.255272505,2.586283417,MAN-MADE,NAP,R,APPS,NAP,NLA06608-0177,YES,Small,Small,SMALL,1
NLA12_VT-106,1,2012-07-02,-62.58,-8.5,5.41,NA,NA,2012,639530,YES,-1.022469276,0,0,-2,-2,No,0,0,-1,0,350.12,4.1,0.094957817,44.77782,-71.79939,0.612783857,2.545455568,NATURAL,NAP,R,APPS,NAP,NLA12_VT-106,NO,Small,Small,SMALL,1
NLA12_VT-109,1,2012-07-12,-42.18,-6.08,6.48,NA,NA,2012,631400,YES,-0.962650897,0,0,-2,-2,No,0,0,-1,0,516.79,1.9,0.108980577,42.74702,-72.83404,0.278753601,2.714153659,NATURAL,NAP,R,APPS,NAP,NLA06608-2466,YES,Small,Small,SMALL,1
NLA12_VT-110,1,2012-08-22,-64.02,-8.72,5.77,NA,NA,2012,659690,YES,-1.144860138,0,0,-2,-2,No,0,0,-1,0,319.97,14.6,0.071637408,44.74657,-72.59986,1.164352856,2.506464442,NATURAL,NAP,R,APPS,NAP,NLA12_VT-110,NO,Small,Small,SMALL,1
NLA12_VT-112,1,2012-07-05,-66.39,-8.98,5.45,NA,NA,2012,631370,YES,-0.96414276,0,0,-2,-2,Yes,0,0,-1,0,191.17,4.3,0.108606856,44.4169,-72.94686,0.633468456,2.28368559,NATURAL,NAP,S,APPS,NAP,NLA12_VT-112,NO,Small,Small,SMALL,2
NLA12_VT-112,2,2012-08-24,-58.35,-7.66,2.95,NA,NA,2012,631340,YES,-0.96414276,0,0,-2,-2,Yes,0,0,-1,0,191.17,4.1,0.108606856,44.41673,-72.94684,0.612783857,2.28368559,NATURAL,NAP,S,APPS,NAP,NLA12_VT-112,NO,Small,Small,SMALL,2
NLA12_VT-114,1,2012-07-26,-70.92,-9.74,6.98,NA,NA,2012,651020,YES,0.249339371,0,0,-2,-2,No,0,0,-1,0,529.93,31,1.775576428,44.95187,-71.71525,1.491361694,2.725037266,NATURAL,NAP,R,APPS,NAP,NLA06608-3030,YES,Small,Small,SMALL,1
NLA12_VT-115,1,2012-08-13,-56.2,-8.17,9.18,NA,NA,2012,639560,YES,-1.196765198,0,0,-2,-2,No,0,0,-1,0,467.79,9.3,0.063567452,44.42841,-72.22984,0.968482949,2.670978339,NATURAL,NAP,S,APPS,NAP,NLA12_VT-115,NO,Small,Small,SMALL,2
NLA12_VT-R01,1,2012-07-10,-67.24,-9.47,8.51,NA,NA,2012,631460,YES,-0.901432385,0,0,-2,-2,No,0,0,-1,0,594.9,4.7,0.125478008,44.762842,-71.952166,0.672097858,2.775173385,NATURAL,NAP,S,APPS,NAP,NLA06608-2086,YES,Small,Small,SMALL,2
NLA12_VT-R02,1,2012-07-11,-54.07,-7.1,2.76,NA,NA,2012,631520,YES,-0.5813939,0,0,-2,-2,No,0,0,-1,0,451.66,24.5,0.262183949,43.49475,-72.92059,1.389166084,2.655772119,NATURAL,NAP,R,APPS,NAP,NLA06608-4252,YES,Small,Small,SMALL,1
NLA12_WA-101,1,2012-07-12,-34.24,-3.53,-6.02,NA,NA,2012,637040,YES,-0.753921601,0,0,-2,-2,Yes,0,0,-1,0,6.52,1.4,0.176229415,46.42244,-124.03551,0.146128036,0.876217841,NATURAL,WMT,R,WEST,WEST,NLA06608-2193,YES,Small,Small,SMALL,1
