SITE_ID,VISIT_NO,DATE_COL_iso,dD,d18O,d_excess,E_I,RT,YEAR,SAMPLE_ID,SAMPLED_PHAB,L_LkAreakm2,DDHzSqrtA_sc,DDVrtDix_sc,L_DDHzSqrtA_sc,L_DDVrtDix_sc,URBAN,VertDD_use,HorizDD_use,L_VertDD_use,L_HorizDD_use,ELEV_use,DpthMx_use,LkArea_km2,LATdd_use,LONdd_use,L_DpthMx_use,L_ELEV_use,Lake_Origin_use,ECOWSA9_2015,RT_NLA12_2015,ECOP5_2015,ECOP6_2015,SID,RESAMPLED12,VertDD_CONDc315,HorizDD_CONDc315,Drawdown_CONDus15,RTS12_15
NLA12_AL-101,1,2012-05-24,-23.22,-4.21,10.47,NA,NA,2012,630470,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAP,T,APPS,SAP,NLA12_AL-101,NO,Not Assessed,Not Assessed,NOT ASSESSED,3
NLA12_AL-101,2,2012-07-21,-20.82,-3.66,8.5,NA,NA,2012,646610,YES,1.114568276,0,0,-2,-2,Yes,0,0,-1,0,57.03,13.7,13.0187197,33.268766,-87.421347,1.136720567,1.763652571,MAN-MADE,SAP,T,APPS,SAP,NLA06608-2187,YES,Small,Small,SMALL,3
NLA12_AL-102,1,2012-07-17,-18.94,-2.9,4.29,NA,NA,2012,646340,YES,-0.136972202,0,0,-2,-2,Yes,0,0,-1,0,247.04,17.3,0.729504203,34.22557,-86.83922,1.238046103,2.394521723,MAN-MADE,SAP,S,APPS,SAP,NLA06608-0459,YES,Small,Small,SMALL,2
NLA12_AL-103,1,2012-07-19,-17.08,-2.88,5.95,NA,NA,2012,646370,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAP,S,APPS,SAP,NLA12_AL-103,NO,Not Assessed,Not Assessed,NOT ASSESSED,2
NLA12_AL-104,1,2012-07-23,-19.86,-3.26,6.18,NA,NA,2012,646490,YES,1.674996489,0,0,-2,-2,Yes,0,0,-1,0,22.28,19.8,47.31474336,32.53195,-87.85232,1.29666519,1.366982976,MAN-MADE,CPL,S,CPL,CPL,NLA06608-0283,YES,Small,Small,SMALL,2
NLA12_AL-105,1,2012-05-23,4.15,1.26,-5.93,NA,NA,2012,626480,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CPL,S,CPL,CPL,NLA12_AL-105,NO,Not Assessed,Not Assessed,NOT ASSESSED,2
NLA12_AL-105,2,2012-07-24,5.52,1.95,-10.11,NA,NA,2012,646760,YES,-0.487296089,0,0,-2,-2,No,0,0,-1,0,50.83,5,0.325614631,31.6206,-88.34999,0.698970004,1.714581209,MAN-MADE,CPL,S,CPL,CPL,NLA12_AL-105,NO,Small,Small,SMALL,2
NLA12_AL-112,1,2012-07-22,-8.1,-0.46,-4.43,NA,NA,2012,646550,YES,-1.255281334,0,0,-2,-2,No,0,0,-1,0,78.07,3.8,0.055554426,33.36433,-88.16674,0.579783597,1.898011739,MAN-MADE,CPL,R,CPL,CPL,NLA12_AL-112,NO,Small,Small,SMALL,1
NLA12_AL-113,1,2012-08-08,-18.6,-3.67,10.75,NA,NA,2012,661880,YES,-0.531578545,0,0,-2,-2,No,0,0,-1,0,13.99,2.5,0.294050184,30.97354,-88.05455,0.397940009,1.175801633,MAN-MADE,CPL,S,CPL,CPL,NLA12_AL-113,NO,Small,Small,SMALL,2
NLA12_AL-114,1,2012-07-26,-12.16,-1.47,-0.38,NA,NA,2012,646700,YES,-0.742208311,0,0,-2,-2,No,0,0,-1,0,171.04,3.5,0.181047149,33.88175,-85.93198,0.544068044,2.235629434,MAN-MADE,SAP,S,APPS,SAP,NLA12_AL-114,NO,Small,Small,SMALL,2
NLA12_AL-R03,1,2012-07-18,-15.92,-2.7,5.68,NA,NA,2012,646460,YES,-0.649353951,6.75814e-4,0.016064257,-1.971599016,-1.58395465,No,0.133333333,0.32,-0.632023215,0.120573931,317.68,8.3,0.22420539,33.32033,-85.8094,0.919078092,2.503354809,MAN-MADE,SAP,R,APPS,SAP,NLA06608-1871,YES,Small,Med,MEDIUM,1
NLA12_AL-R05,1,2012-07-21,-11.51,-1.63,1.5,NA,NA,2012,646580,YES,-0.040792894,0,0,-2,-2,Yes,0,0,-1,0,71.04,7.5,0.910347296,33.29762,-87.67942,0.875061263,1.857573704,MAN-MADE,CPL,R,CPL,CPL,NLA06608-4509,YES,Small,Small,SMALL,1
NLA12_AR-101,1,2012-07-23,-3.65,0.16,-4.89,NA,NA,2012,643700,YES,0.024424089,0,0,-2,-2,No,0,0,-1,0,74.14,1.9,1.057849996,34.53654,-92.27022,0.278753601,1.875871191,MAN-MADE,CPL,S,CPL,CPL,NLA06608-1808,YES,Small,Small,SMALL,2
NLA12_AR-101,2,2012-08-17,1.14,1.16,-8.18,NA,NA,2012,643550,YES,0.024424089,0,0,-2,-2,No,0,0,-1,0,74.14,2.1,1.057849996,34.53511,-92.26932,0.322219295,1.875871191,MAN-MADE,CPL,S,CPL,CPL,NLA06608-1808,YES,Small,Small,SMALL,2
NLA12_AR-102,1,2012-08-21,17.97,4.42,-17.42,NA,NA,2012,643490,YES,-0.018215237,0.001304857,0.230769231,-1.946734923,-0.618399015,No,0.3,1.277777778,-0.397940009,0.357511352,69.01,1.3,0.95892527,35.58361,-90.96293,0.113943352,1.845160078,MAN-MADE,CPL,S,CPL,CPL,NLA06608-0208,YES,Med,Med,MEDIUM,2
NLA12_AR-103,1,2012-08-24,-14.7,-2.48,5.13,NA,NA,2012,664220,YES,1.385413424,0,0,-2,-2,Yes,0,0,-1,0,118.4,13.4,24.28921192,34.4348,-93.09425,1.127104798,2.077004327,MAN-MADE,SAP,T,APPS,SAP,NLA06608-1204,YES,Small,Small,SMALL,3
NLA12_AR-104,1,2012-08-09,-18.4,-2.7,3.17,NA,NA,2012,643610,YES,-0.349866191,0,0,-2,-2,No,0,0,-1,0,203.73,9.1,0.44682124,35.56169,-93.63668,0.959041392,2.311181486,MAN-MADE,SAP,R,APPS,SAP,NLA06608-1484,YES,Small,Small,SMALL,1
NLA12_AR-105,1,2012-07-24,1.46,1.81,-12.99,NA,NA,2012,643670,YES,-1.136974553,0,0,-2,-2,No,0,0,-1,0,55.37,2.3,0.072950025,33.0754,-92.66022,0.361727836,1.751048035,MAN-MADE,CPL,R,CPL,CPL,NLA12_AR-105,NO,Small,Small,SMALL,1
NLA12_AR-105,2,2012-08-16,5.53,2.63,-15.47,NA,NA,2012,643430,YES,-1.136974553,0,0,-2,-2,No,0,0,-1,0,55.37,2.6,0.072950025,33.07517,-92.66055,0.414973348,1.751048035,MAN-MADE,CPL,R,CPL,CPL,NLA12_AR-105,NO,Small,Small,SMALL,1
NLA12_AR-106,1,2012-08-20,-11.88,-1.45,-0.25,NA,NA,2012,643520,YES,0.347511023,0,0,-2,-2,No,0,0,-1,0,82.69,5.4,2.225927542,36.07315,-91.14627,0.73239376,1.922673568,MAN-MADE,SAP,S,APPS,SAP,NLA12_AR-106,NO,Small,Small,SMALL,2
NLA12_AR-109,1,2012-08-08,7.15,2.92,-16.19,NA,NA,2012,643640,YES,-1.382032987,0,0,-2,-2,No,0,0,-1,0,107.3,7.8,0.041492253,33.81787,-94.06009,0.892094603,2.034628457,MAN-MADE,CPL,S,CPL,CPL,NLA12_AR-109,NO,Small,Small,SMALL,2
NLA12_AR-111,1,2012-08-22,-9.86,-1.73,4,NA,NA,2012,643460,YES,-1.685752829,0,0,-2,-2,Yes,0,0,-1,0,120,1.2,0.02061803,34.60031,-92.50045,0.079181246,2.08278537,MAN-MADE,CPL,T,CPL,CPL,NLA12_AR-111,NO,Small,Small,SMALL,3
NLA12_AZ-101,1,2012-05-08,-53.27,-6.56,-0.8,NA,NA,2012,620420,YES,0.572277129,9.52093e-4,0.042918455,-1.960502887,-1.276392844,No,1,1.84,0.041392685,0.45331834,459,23.3,3.734884097,33.56291,-111.51788,1.367355921,2.662757832,MAN-MADE,XER,S,WEST,WEST,NLA06608-0834,YES,Small,Small,SMALL,2
NLA12_AZ-101,2,2012-06-14,-52.59,-6.34,-1.88,NA,NA,2012,620510,YES,0.572277129,0.001076279,0.053278689,-1.955606123,-1.19874253,No,1.3,2.08,0.146128036,0.488550717,459,24.4,3.734884097,33.563720000000004,-111.5173,1.387389826,2.662757832,MAN-MADE,XER,S,WEST,WEST,NLA06608-0834,YES,Med,Small,MEDIUM,2
NLA12_AZ-102,1,2012-09-19,-9.82,2.51,-29.87,NA,NA,2012,620000,YES,0.076202707,0.152560915,1.875,-0.788983866,0.275311355,Yes,3,166.55,0.491361694,2.224144432,1567,1.6,1.19179815,34.60509,-112.43686,0.204119983,3.195346058,MAN-MADE,WMT,T,WEST,WEST,NLA06608-0569,YES,Large,Large,LARGE,3
NLA12_AZ-103,1,2012-08-09,1.94,4.31,-32.57,NA,NA,2012,627110,YES,-0.089095428,0.015235279,0.638888889,-1.597991889,-0.187829662,No,2.3,13.75,0.380211242,1.16879202,2168,3.6,0.814525287,35.02087,-111.40371,0.556302501,3.336259552,MAN-MADE,WMT,T,WEST,WEST,NLA06608-1641,YES,Large,Large,LARGE,3
NLA12_AZ-106,1,2012-08-23,-82.27,-9.11,-9.38,NA,NA,2012,660200,YES,-0.259586622,0,0,-2,-2,No,0,0,-1,0,69.11,4.8,0.550064197,33.3894,-114.71475,0.681241237,1.845779967,MAN-MADE,XER,S,WEST,WEST,NLA06608-0877,YES,Small,Small,SMALL,2
NLA12_AZ-107,1,2012-07-26,-24.58,-0.48,-20.73,NA,NA,2012,620480,YES,0.72364703,0.015887804,0.969444444,-1.586904793,-0.009020193,No,3.49,36.55,0.555094449,1.574609941,1822,3.6,5.292331386,34.36151,-109.36523,0.556302501,3.260786669,MAN-MADE,XER,T,WEST,WEST,NLA06608-0895,YES,Large,Large,LARGE,3
NLA12_AZ-118,1,2012-05-09,-54.98,-6.43,-3.53,NA,NA,2012,620540,YES,-1.096518777,0,0,-2,-2,Yes,0,0,-1,0,365.97,2.4,0.080072101,33.382668,-111.88047,0.380211242,2.564630562,MAN-MADE,XER,S,WEST,WEST,NLA12_AZ-118,NO,Small,Small,SMALL,2
NLA12_AZ-123,1,2012-08-24,-30.68,-3.37,-3.72,NA,NA,2012,660170,YES,-0.724130837,0,0,-2,-2,No,0,0,-1,0,57.69,1.8,0.188742265,33.02562,-114.50731,0.255272505,1.76856411,NATURAL,XER,T,WEST,WEST,NLA12_AZ-123,NO,Small,Small,SMALL,3
NLA12_AZ-127,1,2012-05-23,-39.1,-1.88,-24.08,NA,NA,2012,627080,YES,-0.606145982,0.019893362,0.581395349,-1.524425239,-0.228122095,No,2.5,9.9,0.414973348,1.037426498,2072.07,4.3,0.247658945,35.28465,-112.15996,0.633468456,3.316613967,MAN-MADE,WMT,T,WEST,WEST,NLA12_AZ-127,NO,Large,Med,LARGE,3
NLA12_AZ-130,1,2012-05-10,-70.37,-9.32,4.2,NA,NA,2012,620690,YES,0.794278391,0.026899556,1.32992126,-1.432978866,0.127079278,No,16.89,67.125,1.230193379,1.833306515,533.25,12.7,6.226993198,33.84633,-111.61886,1.103803721,2.727744531,MAN-MADE,XER,S,WEST,WEST,NLA06608-4627,YES,Large,Large,LARGE,2
NLA12_AZ-130,2,2012-08-22,-62.93,-7.74,-1.03,NA,NA,2012,627140,YES,0.794278391,0.032018987,0.849056604,-1.376554425,-0.065978219,No,18,79.9,1.257678575,1.907948522,533.25,21.2,6.226993198,33.84509,-111.618,1.326335861,2.727744531,MAN-MADE,XER,S,WEST,WEST,NLA06608-4627,YES,Large,Large,LARGE,2
NLA12_AZ-140,1,2012-07-19,-35.12,-2.42,-15.74,NA,NA,2012,620450,YES,-1.229348023,0,0,-2,-2,No,0,0,-1,0,1006.44,4.1,0.058972831,32.80637,-109.86243,0.612783857,3.00321919,MAN-MADE,XER,R,WEST,WEST,NLA12_AZ-140,NO,Small,Small,SMALL,1
NLA12_AZ-143,1,2012-08-30,-21.15,1.65,-34.33,NA,NA,2012,627170,YES,-0.776678712,0.039859052,0.625,-1.302255987,-0.197226275,No,2.5,16.3,0.414973348,1.238046103,1997.64,4,0.167232733,35.11739,-112.01333,0.602059991,3.300734575,MAN-MADE,WMT,S,WEST,WEST,NLA12_AZ-143,NO,Large,Large,LARGE,2
NLA12_AZ-145,1,2012-08-14,-24.5,-0.79,-18.15,NA,NA,2012,627020,YES,-0.31471938,0.014855259000000001,0.32,-1.604581707,-0.48148606,No,0.96,10.34,0.025305865,1.054613055,2403.42,3,0.484485317,33.829909,-109.08833,0.477121255,3.381010332,MAN-MADE,WMT,T,WEST,WEST,NLA06608-4744,YES,Small,Med,MEDIUM,3
NLA12_AZ-157,1,2012-08-27,-38.95,-3.37,-12.02,NA,NA,2012,627050,YES,-0.762398324,0.162368932,3.21875,-0.763541009,0.509034419,No,5.15,67.5,0.720159303,1.835690572,2519.09,1.6,0.172823054,34.03146,-109.44283,0.204119983,3.401416051,MAN-MADE,WMT,T,WEST,WEST,NLA12_AZ-157,NO,Large,Large,LARGE,3
NLA12_AZ-R01,1,2012-08-22,-51.35,-6.16,-2.09,NA,NA,2012,660230,YES,-0.617292365,0.018521987,0.273493976,-1.544820222,-0.547456165,No,2.27,9.1,0.374748346,1.004321374,2220,8.3,0.24138353,34.42816,-111.08638,0.919078092,3.346548559,MAN-MADE,WMT,S,WEST,WEST,NLA06608-2217,YES,Large,Med,LARGE,2
NLA12_AZ-R02,1,2012-08-21,-36.88,-2.93,-13.47,NA,NA,2012,660260,YES,-1.2882856,0,0,-2,-2,Yes,0,0,-1,0,2041.82,2.8,0.051488993,34.16114,-109.97972,0.447158031,3.310230101,MAN-MADE,WMT,S,WEST,WEST,NLA12_AZ-R02,NO,Small,Small,SMALL,2
NLA12_CA-101,1,2012-07-09,-24,-3.3,2.39,NA,NA,2012,639312,YES,0.525487516,0,0,-2,-2,Yes,0,0,-1,0,51.12,12,3.353416647,38.085837,-122.750046,1.079181246,1.717004407,MAN-MADE,XER,S,WEST,WEST,NLA06608-1781,YES,Small,Small,SMALL,2
NLA12_CA-101,2,2012-09-24,-20.5,-2.67,0.89,NA,NA,2012,663162,YES,0.525487516,0.003221872,0.27173913,-1.878707059,-0.55015283,Yes,2.5,5.9,0.414973348,0.838849091,51.12,9.2,3.353416647,38.08568,-122.74985,0.963787827,1.717004407,MAN-MADE,XER,S,WEST,WEST,NLA06608-1781,YES,Large,Med,LARGE,2
NLA12_CA-102,1,2012-08-28,-16.02,-0.48,-12.2,NA,NA,2012,658692,YES,0.863930099,0.050341776,1.545454546,-1.219381914,0.191857324,No,3.4,136.1111111,0.544068044,2.13707265,818.28,2.2,7.31021414,33.23503,-116.75212,0.342422681,2.913432353,MAN-MADE,WMT,T,WEST,WEST,NLA06608-1397,YES,Large,Large,LARGE,3
NLA12_CA-103,1,2012-08-13,-83.99,-11.51,8.08,NA,NA,2012,647562,YES,0.759460356,0.025611687,0.757575758,-1.448407447,-0.11487875,No,15,61.4,1.178976947,1.79518459,1592.46,19.8,5.747253533,39.11826,-120.4273,1.29666519,3.202341166,MAN-MADE,WMT,S,WEST,WEST,NLA06608-0201,YES,Large,Large,LARGE,2
NLA12_CA-104,1,2012-09-11,-57.38,-3.27,-31.23,NA,NA,2012,663222,YES,0.074878272,0.005871389,0.033444816,-1.79938507,-1.362062037,No,1,6.4,0.041392685,0.86923172,2323.16,29.9,1.188169149,37.78624,-119.07748,1.475671188,3.366266023,NATURAL,WMT,S,WEST,WEST,NLA06608-0181,YES,Med,Med,MEDIUM,2
NLA12_CA-105,1,2012-07-11,-29.39,-1.52,-17.2,NA,NA,2012,639342,YES,-0.67021064,0,0,-2,-2,Yes,0,0,-1,0,3.21,4.3,0.21369254,38.50923,-121.536814,0.633468456,0.624282096,MAN-MADE,XER,T,WEST,WEST,NLA06608-1269,YES,Small,Small,SMALL,3
NLA12_CA-106,1,2012-05-22,-63.74,-4.84,-24.98,NA,NA,2012,625790,YES,-0.202141769,0,0,-2,-2,Yes,0,0,-1,0,-53.27,2.7,0.627853372,33.079441,-115.512617,0.431363764,NA,MAN-MADE,XER,T,WEST,WEST,NLA06608-0173,YES,Small,Small,SMALL,3
NLA12_CA-107,1,2012-09-10,-86.26,-11.22,3.48,NA,NA,2012,663252,YES,-0.154787527,0.006838463,0.240963855,-1.773697561,-0.600388822,No,2,5.722222222,0.322219295,0.827512865,2227.25,8.3,0.700184469,38.47402,-120.00164,0.919078092,3.347963915,MAN-MADE,WMT,S,WEST,WEST,NLA06608-0649,YES,Med,Med,MEDIUM,2
NLA12_CA-108,1,2012-08-08,-108.85,-14.36,6.01,NA,NA,2012,647532,YES,-0.156319385,0,0,-2,-2,No,0,0,-1,0,300.34,14,0.697719105,37.1301,-119.52294,1.146128036,2.479056784,MAN-MADE,XER,R,WEST,WEST,NLA06608-0693,YES,Small,Small,SMALL,1
NLA12_CA-111,1,2012-07-19,-81.3,-11.06,7.21,NA,NA,2012,639282,YES,0.165984027,0.002354252,0.098039216,-1.908183564,-0.966418577,Yes,0.5,2.85,-0.22184875,0.58546073,488.8,5.1,1.465493939,39.013420000000004,-121.045176,0.707570176,2.690018781,MAN-MADE,XER,S,WEST,WEST,NLA12_CA-111,NO,Small,Small,SMALL,2
NLA12_CA-111,2,2012-08-14,-82.6,-11.38,8.44,NA,NA,2012,658512,YES,0.165984027,0.001742972,0.185185185,-1.93022197,-0.709553149,Yes,1,2.11,0.041392685,0.492760389,488.8,5.4,1.465493939,39.01336,-121.04615,0.73239376,2.690018781,MAN-MADE,XER,S,WEST,WEST,NLA12_CA-111,NO,Small,Small,SMALL,2
NLA12_CA-112,1,2012-07-25,-56.38,-7.73,5.47,NA,NA,2012,647772,YES,-0.665437399,0.012585619,0.238095238,-1.646168011,-0.605381571,No,1.5,5.85,0.204119983,0.835690572,425.25,6.3,0.216054144,39.37361,-121.2792,0.79934055,2.629664392,MAN-MADE,XER,R,WEST,WEST,NLA12_CA-112,NO,Med,Med,MEDIUM,1
NLA12_CA-116,1,2012-06-12,-80.24,-11,7.75,NA,NA,2012,629202,YES,-0.708051087,0,0,-2,-2,No,0,0,-1,0,1658,34.5,0.195861427,41.226802,-122.3845,1.537819095,3.219846386,NATURAL,WMT,S,WEST,WEST,NLA12_CA-116,NO,Small,Small,SMALL,2
NLA12_CA-119,1,2012-08-07,-84.29,-11.13,4.73,NA,NA,2012,647592,YES,1.650378968,0.002632226,0.684848485,-1.898520111,-0.158109885,Yes,22.6,17.6,1.356025857,1.269512944,332.34,33,44.7073541,37.98856,-120.538934,1.51851394,2.522887431,MAN-MADE,XER,S,WEST,WEST,NLA12_CA-119,NO,Large,Large,LARGE,2
NLA12_CA-121,1,2012-06-19,-68.18,-9.23,5.67,NA,NA,2012,632891,YES,1.002567026,3.15295e-4,0.013986014,-1.986518366,-1.620041917,No,0.2,1,-0.522878745,0.301029996,199.55,14.3,10.059283,36.07903,-118.912245,1.155336038,2.302222666,MAN-MADE,XER,T,WEST,WEST,NLA12_CA-121,NO,Small,Small,SMALL,3
NLA12_CA-123,1,2012-08-15,-94.66,-11.57,-2.1,NA,NA,2012,658482,YES,-0.981839725,0.066001569,0.385964912,-1.119177443,-0.402343297,No,2.2,21.3125,0.361727836,1.348548234,2445.3,5.7,0.104270216,38.76404,-119.96591,0.755874856,3.388509715,MAN-MADE,WMT,S,WEST,WEST,NLA12_CA-123,NO,Large,Large,LARGE,2
NLA12_CA-128,1,2012-07-31,-72.61,-9.79,5.69,NA,NA,2012,647682,YES,-1.985737989,0,0,-2,-2,No,0,0,-1,0,1811.55,3.5,0.010333847,39.726058,-122.84196,0.544068044,3.258289996,NATURAL,WMT,S,WEST,WEST,NLA12_CA-128,NO,Small,Small,SMALL,2
NLA12_CA-132,1,2012-06-13,-72.88,-10.42,10.48,NA,NA,2012,629292,YES,-0.441625327,0,0,-2,-2,No,0,0,-1,0,613.92,9.6,0.361721792,40.50817,-122.69374,0.982271233,2.788818619,MAN-MADE,WMT,S,WEST,WEST,NLA12_CA-132,NO,Small,Small,SMALL,2
NLA12_CA-135,1,2012-08-15,-97.42,-13.11,7.42,NA,NA,2012,658182,YES,0.390537331,0.006346794,0.1125,-1.786567405,-0.911863911,No,1.8,9.95,0.278753601,1.039414119,2378.19,16,2.457747884,38.69995,-120.04468,1.204119983,3.376429126,MAN-MADE,WMT,S,WEST,WEST,NLA12_CA-135,NO,Med,Med,MEDIUM,2
NLA12_CA-138,1,2012-09-06,-50.63,-1.95,-35.03,NA,NA,2012,647652,YES,-1.050263666,0.0479146,0.615384615,-1.237211936,-0.203852807,No,0.8,14.3,-0.045757491,1.184691431,1976.21,1.3,0.089071001,40.51425,-121.16537,0.113943352,3.296052798,NATURAL,WMT,R,WEST,WEST,NLA12_CA-138,NO,Med,Large,LARGE,1
NLA12_CA-141,1,2012-08-22,-31.96,-2.47,-12.21,NA,NA,2012,658572,YES,-1.792251935,0.013777297,0.081081081,-1.62383752,-1.040571823,Yes,0.3,1.75,-0.397940009,0.439332694,455.8,3.7,0.016134223,39.096142,-122.933119,0.568201724,2.659726095,MAN-MADE,XER,S,WEST,WEST,NLA12_CA-141,NO,Small,Small,SMALL,2
NLA12_CA-143,1,NA,NA,NA,NA,NA,NA,2012,NA,YES,-1.605280611,0.042151049,0.240963855,-1.282736954,-0.600388822,Yes,2,6.64,0.322219295,0.883093359,13.06,8.3,0.024815292,37.564273,-121.995518,0.919078092,1.147985321,MAN-MADE,XER,S,WEST,WEST,NLA12_CA-143,NO,Med,Med,MEDIUM,2
NLA12_CA-145,1,2012-07-30,-47.1,-6.06,1.36,NA,NA,2012,647712,YES,-1.330903303,0,0,-2,-2,Yes,0,0,-1,0,55.78,3.5,0.04667633,37.246855,-121.872328,0.544068044,1.754195388,MAN-MADE,XER,T,WEST,WEST,NLA12_CA-145,NO,Small,Small,SMALL,3
NLA12_CA-154,1,2012-07-17,-99.86,-11.72,-6.1,NA,NA,2012,639222,YES,-0.43092774700000003,0.048531237,0.833333333,-1.232612299,-0.074000734,No,2.5,29.55,0.414973348,1.485011215,1329.45,3,0.370742396,40.62884,-120.00044,0.477121255,3.123998558,MAN-MADE,XER,S,WEST,WEST,NLA12_CA-154,NO,Large,Large,LARGE,2
NLA12_CA-156,1,2012-08-27,-44.16,-4.82,-5.6,NA,NA,2012,658602,YES,-0.114415872,0,0,-2,-2,Yes,0,0,-1,0,846.17,2.7,0.768394288,34.49802,-117.26623,0.431363764,2.927970568,MAN-MADE,XER,T,WEST,WEST,NLA12_CA-156,NO,Small,Small,SMALL,3
NLA12_CA-157,1,2012-06-18,-96.01,-13.13,9,NA,NA,2012,630972,YES,0.226416942,0,0,-2,-2,Yes,0,0,-1,0,76.93,7.2,1.68429028,37.37636,-120.42938,0.857332496,1.891704676,MAN-MADE,XER,T,WEST,WEST,NLA12_CA-157,NO,Small,Small,SMALL,3
NLA12_CA-166,1,2012-07-24,-77.15,-9.85,1.64,NA,NA,2012,647742,YES,-0.899294814,0,0,-2,-2,No,0,0,-1,0,1884.91,6.7,0.126097126,39.761243,-120.712138,0.826074803,3.275520963,NATURAL,WMT,R,WEST,WEST,NLA12_CA-166,NO,Small,Small,SMALL,1
NLA12_CA-167,1,2012-07-18,-76.9,-10.03,3.3,NA,NA,2012,639252,YES,-0.995904908,0,0,-2,-2,No,0,0,-1,0,1797.3,8.3,0.100947389,39.309831,-120.578355,0.919078092,3.254862144,MAN-MADE,WMT,R,WEST,WEST,NLA12_CA-167,NO,Small,Small,SMALL,1
NLA12_CA-168,1,2012-05-21,-44.96,-6.21,4.69,NA,NA,2012,625782,YES,-0.154263303,0,0,-2,-2,Yes,0,0,-1,0,98.57,24.1,0.701030151,33.80183,-117.81332,1.382017043,1.998128507,MAN-MADE,XER,T,WEST,WEST,NLA06608-1653,YES,Small,Small,SMALL,3
NLA12_CA-172,1,2012-05-23,-74.58,-9.13,-1.55,NA,NA,2012,625752,YES,-0.591557717,0.004215388,NA,-1.847241275,NA,Yes,NA,2.133333333,NA,0.496006599,314.7,12.8,0.256119286,33.15978,-117.04603,1.10720997,2.499274582,MAN-MADE,XER,S,WEST,WEST,NLA12_CA-172,NO,Not Assessed,Small,SMALL,2
NLA12_CA-174,1,2012-06-11,-70.34,-9.04,2,NA,NA,2012,629262,YES,-0.81430621,0,0,-2,-2,Yes,0,0,-1,0,0,6,0.153353534,37.91455,-121.60164,0.77815125,0,MAN-MADE,XER,T,WEST,WEST,NLA12_CA-174,NO,Small,Small,SMALL,3
NLA12_CA-179,1,2012-06-14,12.03,4.69,-25.52,NA,NA,2012,632922,YES,-1.287939344,NA,NA,NA,NA,NA,0,0,-1,0,NA,NA,0.051530061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLA12_CA-179,NO,Large,Large,LARGE,NA
NLA12_CA-180,1,2012-07-10,-76.36,-10.63,8.65,NA,NA,2012,630911,YES,1.651045893,0,0,-2,-2,Yes,0,0,-1,0,142.8,29.1,44.77606177,38.735487,-121.135553,1.463892989,2.157758886,MAN-MADE,XER,S,WEST,WEST,NLA12_CA-180,NO,Small,Small,SMALL,2
NLA12_CA-181,1,2012-08-29,-63.66,-8.35,3.13,NA,NA,2012,658662,YES,-0.842536927,0,0,-2,-2,Yes,0,0,-1,0,95.36,5.8,0.143702086,37.17969,-121.69118,0.763427994,1.983896791,MAN-MADE,XER,S,WEST,WEST,NLA12_CA-181,NO,Small,Small,SMALL,2
NLA12_CA-188,1,2012-08-06,-28.44,-3.52,-0.25,NA,NA,2012,647622,YES,0.490976511,0.001048039,0.068965517,-1.956714813,-1.102562516,Yes,2,1.844444444,0.322219295,0.453997456,141.06,29,3.097251775,37.774771,-122.114115,1.462397998,2.15247181,MAN-MADE,XER,R,WEST,WEST,NLA12_CA-188,NO,Med,Small,MEDIUM,1
NLA12_CA-190,1,2012-07-16,-1.49,3.31,-27.97,NA,NA,2012,630942,YES,-0.31748091,0.072062688,1.5,-1.08585426,0.178976947,No,3,50,0.491361694,1.707570176,42.15,2,0.481414414,38.060074,-121.028617,0.301029996,1.6349808,MAN-MADE,XER,S,WEST,WEST,NLA12_CA-190,NO,Large,Large,LARGE,2
NLA12_CA-200,1,2012-07-23,-88.21,-11.72,5.53,NA,NA,2012,647802,YES,-0.856714219,0,0,-2,-2,No,0,0,-1,0,2314.27,10.2,0.139086757,39.368848,-120.32288,1.008600172,3.364601645,NATURAL,WMT,R,WEST,WEST,NLA12_CA-200,NO,Small,Small,SMALL,1
NLA12_CA-206,1,2012-08-20,-76.81,-10.23,5.07,NA,NA,2012,629232,YES,2.043454772,0.004756009,1,-1.831031104,0.004321374,Yes,45,50,1.654176542,1.707570176,325.4,45,110.5235363,40.748715,-122.358281,1.653212514,2.51375015,MAN-MADE,WMT,S,WEST,WEST,NLA06608-2950,YES,Large,Large,LARGE,2
NLA12_CA-208,1,2012-08-21,-35.28,0.01,-35.35,NA,NA,2012,658062,YES,0.255292595,0.002057135,0.333333333,-1.918755878,-0.46428403,No,0.5,2.76,-0.22184875,0.575187845,1246.23,1.5,1.800083266,41.99101,-121.87269,0.176091259,3.095946549,NATURAL,WMT,T,WEST,WEST,NLA12_CA-208,NO,Med,Med,MEDIUM,3
NLA12_CA-212,1,2012-09-05,-72.22,-9.08,0.46,NA,NA,2012,658542,YES,-0.787959998,0.013055413,0.067567568,-1.637227094,-1.110319827,No,1,5.27,0.041392685,0.797267541,1865.21,14.8,0.162944611,39.96917,-121.22253,1.170261715,3.270960512,MAN-MADE,WMT,R,WEST,WEST,NLA12_CA-212,NO,Small,Med,MEDIUM,1
